actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
23,PT10M27.00S,2024-01-18T00:46:35.5Z,1,REGULAR,turnover,lost ball,[],1629731,,,1610612739,6,2,2024-01-18T00:46:40Z,230000,False,,,0,,D. Wade lost ball TURNOVER (1 TO),"[1629731, 201572]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Lopez,201572.0
24,PT10M27.00S,2024-01-18T00:46:35.5Z,1,REGULAR,steal,,[],201572,,,1610612749,6,2,2024-01-18T00:49:14Z,240000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M20.00S,2024-01-18T00:46:42.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203114,84.44480946123521,40.931372549019606,1610612749,6,2,2024-01-18T00:50:13Z,250000,False,-45.0,94.0,1,right,MISS K. Middleton 10' driving floating bank Shot,[203114],1610612749.0,MIL,driving floating bank,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.41,,,,,,,,,,,,
26,PT10M17.00S,2024-01-18T00:46:45.5Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,6,2,2024-01-18T00:46:46Z,260000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,
27,PT10M14.00S,2024-01-18T00:46:49.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,25.969119579500656,82.84313725490196,1610612739,9,2,2024-01-18T00:51:28Z,270000,False,-164.0,192.0,1,left,D. Mitchell 25' 3PT running pullup (5 PTS) (I. Okoro 1 AST),"[1628378, 1630171]",1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,25.23,,,,,I. Okoro,1630171.0,1.0,,,,,
29,PT10M14.00S,2024-01-18T00:46:59.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,2,2024-01-18T00:46:59Z,290000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M01.00S,2024-01-18T00:50:25.2Z,1,REGULAR,2pt,Jump Shot,[],203081,89.70105124835742,28.921568627450984,1610612749,9,2,2024-01-18T00:50:31Z,300000,False,-105.0,44.0,1,right,MISS D. Lillard 11' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.43,,,,,,,,,,,,
31,PT09M59.00S,2024-01-18T00:50:27.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,9,2,2024-01-18T00:50:31Z,310000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,
33,PT09M48.00S,2024-01-18T00:50:58.2Z,1,REGULAR,foul,personal,[],1627736,,,1610612739,9,2,2024-01-18T00:51:07Z,330000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1628378]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Left,203592.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
35,PT09M37.00S,2024-01-18T00:51:18.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,19.398817345597898,38.23529411764706,1610612739,11,2,2024-01-18T00:51:23Z,350000,False,59.0,130.0,1,left,J. Allen 14' Jump Shot (6 PTS) (M. Strus 2 AST),"[1628386, 1629622]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,14.25,,,,,M. Strus,1629622.0,2.0,,,,,
37,PT09M27.00S,2024-01-18T00:51:33.5Z,1,REGULAR,violation,kicked ball,[],1630171,,,1610612749,11,2,2024-01-18T00:51:38Z,370000,False,,,0,,I. Okoro kicked ball VIOLATION,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,
39,PT09M10.00S,2024-01-18T00:52:31.2Z,1,REGULAR,2pt,Jump Shot,[],203114,81.8166885676741,21.323529411764707,1610612749,11,2,2024-01-18T00:52:36Z,390000,False,-143.0,118.0,1,right,MISS K. Middleton 18' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,18.6,,,,,,,,,,,,
40,PT09M06.00S,2024-01-18T00:52:34.5Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,11,2,2024-01-18T00:52:34Z,400000,False,,,0,,A. Jackson Jr. REBOUND (Off:1 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,
41,PT09M04.00S,2024-01-18T00:52:36.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641748,94.30026281208936,4.166666666666666,1610612749,11,2,2024-01-18T00:52:56Z,410000,False,-229.0,1.0,1,right,MISS A. Jackson Jr. pullup 3PT,[1641748],1610612749.0,MIL,pullup,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.92,,,,,,,,,,,,
42,PT09M01.00S,2024-01-18T00:52:39.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,11,2,2024-01-18T00:52:40Z,420000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT08M57.00S,2024-01-18T00:52:44.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628378,22.158344283837057,79.41176470588235,1610612739,13,2,2024-01-18T00:53:16Z,430000,False,-147.0,156.0,1,left,D. Mitchell 21' running pullup Jump Shot (7 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,Made,7.0,21.43,,,,,,,,,,,,
44,PT08M41.00S,2024-01-18T00:52:59.5Z,1,REGULAR,3pt,Jump Shot,[],201572,67.62483574244416,18.627450980392158,1610612749,13,2,2024-01-18T00:53:03Z,440000,False,-157.0,252.0,1,right,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,29.67,,,,,,,,,,,,
45,PT08M38.00S,2024-01-18T00:53:02.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,13,2,2024-01-18T00:53:03Z,450000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
46,PT08M31.00S,2024-01-18T00:53:09.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628378,11.251642575558476,46.07843137254902,1610612739,15,2,2024-01-18T00:53:59Z,460000,False,20.0,53.0,1,left,D. Mitchell driving floating Jump Shot (9 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,5.68,,,,,,,,,,,,
47,PT08M16.00S,2024-01-18T00:53:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,83.26215505913272,37.745098039215684,1610612749,15,2,2024-01-18T00:53:29Z,470000,False,-61.0,105.0,1,right,MISS K. Middleton 12' driving floating Shot,[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.14,,,,,,,,,,,,
48,PT08M14.00S,2024-01-18T00:53:26.9Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,15,2,2024-01-18T00:53:29Z,480000,False,,,0,,A. Jackson Jr. REBOUND (Off:2 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,47.0,2.0,0.0,2.0,,,,,,,,
49,PT08M13.00S,2024-01-18T00:53:27.9Z,1,REGULAR,turnover,lost ball,[],1641748,,,1610612749,15,2,2024-01-18T00:53:31Z,490000,False,,,0,,A. Jackson Jr. lost ball TURNOVER (1 TO),"[1641748, 1628378]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0
50,PT08M13.00S,2024-01-18T00:53:27.9Z,1,REGULAR,steal,,[],1628378,,,1610612739,15,2,2024-01-18T00:53:29Z,500000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
51,PT08M09.00S,2024-01-18T00:53:32.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,7.440867279894875,50.98039215686274,1610612739,17,2,2024-01-18T00:53:39Z,510000,False,-5.0,17.0,1,left,I. Okoro running DUNK (2 PTS) (D. Mitchell 1 AST),"[1630171, 1628378]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.81,,,,,D. Mitchell,1628378.0,1.0,,,,,
53,PT07M49.00S,2024-01-18T00:53:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,90.3580814717477,59.80392156862745,1610612749,17,2,2024-01-18T00:53:55Z,530000,False,49.0,38.0,1,right,MISS D. Lillard 6' driving floating bank Shot,[203081],1610612749.0,MIL,driving floating bank,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.21,,,,,,,,,,,,
54,PT07M47.00S,2024-01-18T00:53:53.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,17,2,2024-01-18T00:53:55Z,540000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,
55,PT07M42.00S,2024-01-18T00:54:00.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,32.14520367936925,54.166666666666664,1610612739,20,2,2024-01-18T00:54:48Z,542500,False,-21.0,250.0,1,left,D. Mitchell 25' 3PT pullup (12 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,Made,12.0,25.06,,,,,,,,,,,,
56,PT07M41.00S,2024-01-18T00:54:05.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,20,2,2024-01-18T00:54:48Z,545000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M41.00S,2024-01-18T00:54:11.2Z,1,REGULAR,substitution,out,[],1641748,,,1610612749,20,2,2024-01-18T00:57:13Z,570000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M41.00S,2024-01-18T00:54:11.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,20,2,2024-01-18T00:57:13Z,580000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M24.00S,2024-01-18T00:57:40.6Z,1,REGULAR,2pt,Jump Shot,[],1627736,92.72339027595268,23.03921568627451,1610612749,20,2,2024-01-18T00:57:44Z,590000,False,-135.0,16.0,1,right,MISS M. Beasley 13' pullup Shot,[1627736],1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,,,,Missed,,13.57,,,,,,,,,,,,
60,PT07M21.00S,2024-01-18T00:57:43.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,20,2,2024-01-18T00:57:44Z,600000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,
61,PT07M08.00S,2024-01-18T00:57:56.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.046649145860711,51.225490196078425,1610612739,20,2,2024-01-18T00:58:00Z,610000,False,-6.0,14.0,1,left,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.5,,,,,,,,,,,,
62,PT07M05.00S,2024-01-18T00:57:58.7Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,20,2,2024-01-18T00:57:58Z,620000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,61.0,4.0,3.0,1.0,,,,,,,,
63,PT07M04.00S,2024-01-18T00:57:59.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629731,20.844283837056505,7.598039215686274,1610612739,20,2,2024-01-18T00:58:04Z,630000,False,212.0,143.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.59,,,,,,,,,,,,
64,PT07M02.00S,2024-01-18T00:58:01.7Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,20,2,2024-01-18T00:58:04Z,640000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,
65,PT06M54.00S,2024-01-18T00:58:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,90.3580814717477,55.63725490196079,1610612749,20,2,2024-01-18T00:58:14Z,650000,False,28.0,38.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1630171]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.74,,,,,,,,Okoro,1630171.0,,,
66,PT06M54.00S,2024-01-18T00:58:10.1Z,1,REGULAR,block,,[],1630171,,,1610612749,20,2,2024-01-18T00:58:13Z,660000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2024-01-18T00:58:11.1Z,1,REGULAR,rebound,offensive,[],203081,,,1610612749,20,2,2024-01-18T01:02:25Z,670000,False,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,
68,PT06M52.00S,2024-01-18T00:58:24.1Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,20,2,2024-01-18T01:02:30Z,680000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1628378]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0
69,PT06M52.00S,2024-01-18T00:58:24.1Z,1,REGULAR,steal,,[],1628378,,,1610612739,20,2,2024-01-18T01:50:17Z,690000,False,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
70,PT06M49.00S,2024-01-18T00:58:28.6Z,1,REGULAR,foul,personal,['2freethrow'],203114,,,1610612739,20,2,2024-01-18T00:58:40Z,700000,False,,,0,,K. Middleton shooting personal FOUL (1 PF) (Strus 2 FT),"[203114, 1629622]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,1662.0,1.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,
72,PT06M49.00S,2024-01-18T00:58:41.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629622,,,1610612739,21,2,2024-01-18T00:58:41Z,720000,False,,,0,,M. Strus Free Throw 1 of 2 (1 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
73,PT06M49.00S,2024-01-18T00:58:41.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629622,,,1610612739,22,2,2024-01-18T01:02:45Z,730000,False,,,0,,M. Strus Free Throw 2 of 2 (2 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
74,PT06M28.00S,2024-01-18T00:59:15.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,92.06636005256242,3.6764705882352944,1610612749,22,2,2024-01-18T00:59:20Z,740000,False,-232.0,22.0,1,right,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.27,,,,,,,,,,,,
75,PT06M25.00S,2024-01-18T00:59:18.3Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,22,2,2024-01-18T00:59:20Z,750000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,
76,PT06M18.00S,2024-01-18T00:59:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,18.478975032851512,46.07843137254902,1610612739,22,2,2024-01-18T01:03:40Z,760000,False,20.0,121.0,1,left,MISS J. Allen 12' floating Shot,[1628386],1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.28,,,,,,,,,,,,
77,PT06M15.00S,2024-01-18T00:59:29.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,2,2024-01-18T00:59:30Z,770000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,
78,PT06M09.00S,2024-01-18T00:59:38.1Z,1,REGULAR,turnover,traveling,[],203114,,,1610612749,22,2,2024-01-18T00:59:43Z,780000,False,,,0,,K. Middleton traveling TURNOVER (1 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,1151.0,,,,,,,,,,,,,,,,,1.0,,
79,PT06M09.00S,2024-01-18T00:59:44.2Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,22,2,2024-01-18T00:59:51Z,790000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M09.00S,2024-01-18T00:59:44.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,22,2,2024-01-18T00:59:51Z,800000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
