actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-21T00:11:08.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-21T00:11:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-21T00:11:12.5Z,1,REGULAR,jumpball,recovered,[],1629731,,,1610612739,0,0,2023-12-21T00:11:12Z,40000,False,,,0,,Jump Ball J. Allen vs. W. Kessler: Tip to D. Wade,"[1629731, 1628386, 1631117]",1610612739.0,CLE,startperiod,D. Wade,1629731.0,Wade,D. Wade,Allen,1628386.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-21T00:11:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,9.280551905387648,1.9607843137254901,1610612739,0,0,2023-12-21T00:11:29Z,70000,False,240.0,35.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-12-21T00:11:27.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2023-12-21T00:11:27Z,80000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-12-21T00:11:43.8Z,1,REGULAR,3pt,Jump Shot,[],1631323,93.9060446780552,96.32352941176471,1610612762,0,0,2023-12-21T00:11:47Z,90000,False,232.0,5.0,1,right,MISS S. Fontecchio 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-12-21T00:11:46.8Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,0,2023-12-21T00:11:47Z,100000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M04.00S,2023-12-21T00:12:03.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,19.530223390275953,95.34313725490196,1610612739,3,0,2023-12-21T00:12:08Z,110000,False,-227.0,131.0,1,left,M. Strus 26' 3PT pullup (3 PTS) (D. Wade 1 AST),"[1629622, 1629731]",1610612739.0,CLE,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.19,Made,,,,,3.0,D. Wade,1629731.0,1.0,,,,,,,,,,
13,PT10M43.00S,2023-12-21T00:12:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,68.41327201051249,34.80392156862745,1610612762,3,3,2023-12-21T00:12:42Z,130000,False,-76.0,244.0,1,right,L. Markkanen 25' 3PT step back (3 PTS) (T. Horton-Tucker 1 AST),"[1628374, 1629659]",1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.59,Made,,,,,3.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,
14,PT10M23.00S,2023-12-21T00:12:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.30946123521682,48.03921568627451,1610612739,5,3,2023-12-21T00:13:18Z,140000,False,10.0,16.0,1,left,J. Allen Layup (2 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,
16,PT10M01.00S,2023-12-21T00:13:06.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,70.25295663600527,82.1078431372549,1610612762,5,3,2023-12-21T00:13:11Z,160000,False,161.0,227.0,1,right,MISS L. Markkanen 27' step back 3PT,[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
17,PT09M57.00S,2023-12-21T00:13:10.2Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,5,3,2023-12-21T00:13:11Z,170000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
