actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-23T00:41:27.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-23T00:41:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-23T00:41:30.6Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2023-11-23T00:41:30Z,40000,False,,,0,,Jump Ball J. Allen vs. T. Bryant: Tip to D. Garland,"[1629636, 1628386, 1628418]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-11-23T00:41:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,92.46057818659659,53.67647058823529,1610612739,0,0,2023-11-23T00:41:52Z,70000,False,18.0,18.0,1,right,MISS M. Strus driving floating Shot,[1629622],1610612739.0,CLE,driving floating,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-11-23T00:41:48.5Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612748,0,0,2023-11-23T00:41:52Z,80000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-11-23T00:41:54.6Z,1,REGULAR,3pt,Jump Shot,[],200768,30.56833114323259,70.09803921568627,1610612748,0,3,2023-11-23T00:41:58Z,90000,False,-100.0,235.0,1,left,K. Lowry 25' 3PT  (3 PTS) (J. Butler 1 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,25.54,Made,,,,,3.0,J. Butler,202710.0,1.0,,,,,,,,,,
11,PT11M12.00S,2023-11-23T00:42:17.2Z,1,REGULAR,3pt,Jump Shot,[],1641854,95.0886990801577,95.58823529411765,1610612739,0,3,2023-11-23T00:43:03Z,110000,False,228.0,-6.0,1,right,MISS C. Porter 3PT,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2023-11-23T00:42:19.2Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,0,3,2023-11-23T00:44:56Z,120000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M53.00S,2023-11-23T00:42:34.0Z,1,REGULAR,3pt,Jump Shot,[],200768,24.78646517739816,15.196078431372548,1610612748,0,6,2023-11-23T00:42:38Z,130000,False,174.0,180.0,1,left,K. Lowry 25' 3PT  (6 PTS) (T. Bryant 1 AST),"[200768, 1628418]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,25.07,Made,,,,,6.0,T. Bryant,1628418.0,1.0,,,,,,,,,,
15,PT10M35.00S,2023-11-23T00:42:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.26215505913272,47.549019607843135,1610612739,0,6,2023-11-23T00:42:56Z,150000,False,-12.0,105.0,1,right,MISS D. Garland 10' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,10.55,Missed,,,,,,,,,,,,,,,,,,
16,PT10M32.00S,2023-11-23T00:42:55.5Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612748,0,6,2023-11-23T00:42:56Z,160000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M24.00S,2023-11-23T00:43:02.6Z,1,REGULAR,3pt,Jump Shot,[],202710,11.777266754270697,1.9607843137254901,1610612748,0,6,2023-11-23T00:43:06Z,170000,False,240.0,58.0,1,left,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,
18,PT10M22.00S,2023-11-23T00:43:04.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,6,2023-11-23T00:43:06Z,180000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M14.00S,2023-11-23T00:43:13.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.85479632063075,48.03921568627451,1610612739,2,6,2023-11-23T00:43:17Z,190000,False,-10.0,15.0,1,right,J. Allen alley-oop DUNK (2 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.77,Made,,,,,2.0,M. Strus,1629622.0,1.0,,,,,,,,,,
21,PT09M53.00S,2023-11-23T00:43:33.2Z,1,REGULAR,3pt,Jump Shot,[],202710,4.28712220762155,3.9215686274509802,1610612748,2,9,2023-11-23T00:43:37Z,210000,False,230.0,-12.0,1,left,J. Butler 3PT  (3 PTS) (K. Lowry 1 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.07,Made,,,,,3.0,K. Lowry,200768.0,1.0,,,,,,,,,,
23,PT09M37.00S,2023-11-23T00:43:50.5Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,2,9,2023-11-23T00:43:54Z,230000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 202710]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Butler,202710.0,,,,,,,
