actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
92,PT05M32.00S,2024-03-10T23:28:51.9Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,14,15,2024-03-10T23:28:51Z,910000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,
93,PT05M27.00S,2024-03-10T23:28:57.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630560,13.748357424441524,50.49019607843137,1610612751,14,15,2024-03-10T23:29:08Z,920000,False,-2.0,77.0,1,left,MISS C. Thomas 7' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,7.67,Missed,,,,,,,,,,,,,,,
94,PT05M25.00S,2024-03-10T23:28:59.5Z,1,REGULAR,rebound,offensive,[],1630560,,,1610612751,14,15,2024-03-10T23:28:59Z,930000,False,,,0,,C. Thomas REBOUND (Off:1 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,93.0,2.0,1.0,1.0,,,,
95,PT05M24.00S,2024-03-10T23:29:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630560,7.046649145860711,45.34313725490196,1610612751,14,15,2024-03-10T23:29:18Z,940000,False,23.0,14.0,1,left,MISS C. Thomas putback Layup - blocked,"[1630560, 1630241]",1610612751.0,BKN,putback,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,2.7,Missed,,,,,,Merrill,1630241.0,,,,,,,,
96,PT05M24.00S,2024-03-10T23:29:03.5Z,1,REGULAR,block,,[],1630241,,,1610612751,14,15,2024-03-10T23:29:07Z,950000,False,,,0,,S. Merrill BLOCK (1 BLK),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT05M24.00S,2024-03-10T23:29:03.5Z,1,REGULAR,rebound,offensive,[],1630560,,,1610612751,14,15,2024-03-10T23:29:18Z,960000,False,,,0,,C. Thomas REBOUND (Off:2 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,95.0,3.0,1.0,2.0,,,,
98,PT05M24.00S,2024-03-10T23:29:18.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612751,14,15,2024-03-10T23:29:26Z,970000,False,,,0,,D. Garland shooting personal FOUL (2 PF) (Thomas 2 FT),"[1629636, 1630560]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,2005.0,,,,,,,2.0,0.0,Thomas,1630560.0
100,PT05M24.00S,2024-03-10T23:29:28.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630560,,,1610612751,14,16,2024-03-10T23:29:28Z,990000,False,,,0,,C. Thomas Free Throw 1 of 2 (4 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
101,PT05M24.00S,2024-03-10T23:29:42.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630560,,,1610612751,14,17,2024-03-10T23:29:42Z,1000000,False,,,0,,C. Thomas Free Throw 2 of 2 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
102,PT05M07.00S,2024-03-10T23:30:00.9Z,1,REGULAR,3pt,Jump Shot,[],1630241,88.64980289093299,3.6764705882352944,1610612739,14,17,2024-03-10T23:30:10Z,1010000,False,-232.0,54.0,1,right,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,,,,23.79,Missed,,,,,,,,,,,,,,,
103,PT05M04.00S,2024-03-10T23:30:03.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,14,17,2024-03-10T23:38:15Z,1020000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,
104,PT04M58.00S,2024-03-10T23:30:10.1Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612751,14,17,2024-03-10T23:30:14Z,1030000,False,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 1627745]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,2.0,Jones,1627745.0,,,,,,,,,,,,,,,,,
105,PT04M58.00S,2024-03-10T23:30:10.1Z,1,REGULAR,steal,,[],1627745,,,1610612739,14,17,2024-03-10T23:30:12Z,1040000,False,,,0,,D. Jones STEAL (1 STL),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
106,PT04M52.00S,2024-03-10T23:30:16.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627777,72.35545335085413,21.568627450980394,1610612739,17,17,2024-03-10T23:38:13Z,1050000,False,-142.0,207.0,1,right,G. Niang 25' 3PT running (3 PTS) (D. Garland 2 AST),"[1627777, 1629636]",1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,25.15,Made,3.0,D. Garland,1629636.0,2.0,,,,,,,,,,,
108,PT04M36.00S,2024-03-10T23:30:32.7Z,1,REGULAR,3pt,Jump Shot,[],203471,28.728646517739815,25.0,1610612751,17,20,2024-03-10T23:30:37Z,1070000,False,125.0,218.0,1,left,D. Schroder 25' 3PT  (3 PTS) (C. Thomas 3 AST),"[203471, 1630560]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,25.09,Made,3.0,C. Thomas,1630560.0,3.0,,,,,,,,,,,
110,PT04M20.00S,2024-03-10T23:30:55.0Z,1,REGULAR,foul,technical,['1freethrow'],203471,,,1610612739,17,20,2024-03-10T23:34:31Z,1090000,False,,,0,,D. Schroder defensive-3-second technical FOUL (1 Tech),[203471],1610612751.0,BKN,defensive-3-second,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202037.0,,,,,,,0.0,1.0,,
111,PT04M20.00S,2024-03-10T23:31:12.3Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,18,20,2024-03-10T23:31:12Z,1100000,False,,,0,,D. Garland technical Free Throw 1 of 1 (9 PTS),[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
112,PT04M20.00S,2024-03-10T23:31:13.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612739,18,20,2024-03-10T23:31:18Z,1110000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M20.00S,2024-03-10T23:31:13.3Z,1,REGULAR,substitution,in,[],1630592,,,1610612739,18,20,2024-03-10T23:31:18Z,1120000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M10.00S,2024-03-10T23:31:37.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,86.67871222076215,3.1862745098039214,1610612739,18,20,2024-03-10T23:31:42Z,1130000,False,-234.0,73.0,1,right,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,24.51,Missed,,,,,,,,,,,,,,,
115,PT04M07.00S,2024-03-10T23:31:40.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,18,20,2024-03-10T23:31:42Z,1140000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,
116,PT04M01.00S,2024-03-10T23:31:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,7.178055190538765,50.73529411764706,1610612751,18,22,2024-03-10T23:31:52Z,1150000,False,-4.0,15.0,1,left,L. Walker IV driving floating bank Jump Shot (2 PTS),[1629022],1610612751.0,BKN,driving floating bank,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,1.54,Made,2.0,,,,,,,,,,,,,,
117,PT03M55.00S,2024-03-10T23:31:54.9Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612739,18,22,2024-03-10T23:32:06Z,1160000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Okoro 2 FT),"[203471, 1630171]",1610612751.0,BKN,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,,2005.0,,,,,,,1.0,1.0,Okoro,1630171.0
119,PT03M55.00S,2024-03-10T23:32:16.4Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,19,22,2024-03-10T23:32:16Z,1180000,False,,,0,,I. Okoro Free Throw 1 of 2 (3 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
120,PT03M55.00S,2024-03-10T23:32:17.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,19,22,2024-03-10T23:32:30Z,1190000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M55.00S,2024-03-10T23:32:17.2Z,1,REGULAR,substitution,out,[],1627745,,,1610612739,19,22,2024-03-10T23:32:30Z,1200000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M55.00S,2024-03-10T23:32:17.2Z,1,REGULAR,substitution,out,[],1630560,,,1610612739,19,22,2024-03-10T23:32:30Z,1210000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M55.00S,2024-03-10T23:32:17.2Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,19,22,2024-03-10T23:32:30Z,1220000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M55.00S,2024-03-10T23:32:17.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,19,22,2024-03-10T23:32:30Z,1230000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M55.00S,2024-03-10T23:32:17.2Z,1,REGULAR,substitution,in,[],1628969,,,1610612739,19,22,2024-03-10T23:32:30Z,1240000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M55.00S,2024-03-10T23:32:51.4Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,19,22,2024-03-10T23:32:51Z,1250000,False,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
127,PT03M51.00S,2024-03-10T23:32:55.0Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612739,19,22,2024-03-10T23:32:55Z,1260000,False,,,0,,G. Niang REBOUND (Off:1 Def:0),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,126.0,1.0,0.0,1.0,,,,
128,PT03M44.00S,2024-03-10T23:33:01.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,77.34888304862024,9.803921568627452,1610612739,19,22,2024-03-10T23:33:07Z,1270000,False,-201.0,160.0,1,right,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,25.72,Missed,,,,,,,,,,,,,,,
129,PT03M40.00S,2024-03-10T23:33:05.8Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,19,22,2024-03-10T23:33:07Z,1280000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,
130,PT03M34.00S,2024-03-10T23:33:11.8Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612751,19,22,2024-03-10T23:33:18Z,1290000,False,,,0,,D. Schroder bad pass TURNOVER (3 TO),"[203471, 1630171]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,3.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,
131,PT03M34.00S,2024-03-10T23:33:11.8Z,1,REGULAR,steal,,[],1630171,,,1610612739,19,22,2024-03-10T23:44:18Z,1300000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
132,PT03M29.00S,2024-03-10T23:33:16.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,94.03745072273325,51.470588235294116,1610612739,19,22,2024-03-10T23:33:23Z,1310000,False,7.0,4.0,1,right,MISS J. Allen running DUNK,[1628386],1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,0.82,Missed,,,,,,,,,,,,,,,
133,PT03M26.00S,2024-03-10T23:33:19.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,19,22,2024-03-10T23:33:19Z,1320000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,
134,PT03M21.00S,2024-03-10T23:33:24.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,31.09395532194481,67.8921568627451,1610612751,19,25,2024-03-10T23:44:34Z,1330000,False,-89.0,240.0,1,left,M. Bridges 25' 3PT  (9 PTS) (D. Schroder 1 AST),"[1628969, 203471]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,25.6,Made,9.0,D. Schroder,203471.0,1.0,,,,,,,,,,,
136,PT03M07.00S,2024-03-10T23:33:39.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.43166885676742,49.754901960784316,1610612739,21,25,2024-03-10T23:33:47Z,1350000,False,-1.0,0.0,1,right,J. Allen alley-oop DUNK (4 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,0.12,Made,4.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,
138,PT03M00.00S,2024-03-10T23:33:52.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,21,25,2024-03-10T23:33:52Z,1370000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M00.00S,2024-03-10T23:34:43.3Z,1,REGULAR,substitution,out,[],1627777,,,1610612751,21,25,2024-03-10T23:36:29Z,1380000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M00.00S,2024-03-10T23:34:43.3Z,1,REGULAR,substitution,out,[],1630171,,,1610612751,21,25,2024-03-10T23:36:29Z,1390000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M00.00S,2024-03-10T23:34:43.3Z,1,REGULAR,substitution,in,[],1641854,,,1610612751,21,25,2024-03-10T23:36:29Z,1400000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M00.00S,2024-03-10T23:34:43.3Z,1,REGULAR,substitution,in,[],1630600,,,1610612751,21,25,2024-03-10T23:36:29Z,1410000,False,,,0,,SUB in: I. Mobley,[1630600],1610612739.0,CLE,,,,Mobley,I. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M48.00S,2024-03-10T23:36:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.046649145860711,51.225490196078425,1610612751,21,25,2024-03-10T23:37:05Z,1420000,False,-6.0,14.0,1,left,MISS D. Schroder driving finger roll Layup,[203471],1610612751.0,BKN,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,1.5,Missed,,,,,,,,,,,,,,,
144,PT02M46.00S,2024-03-10T23:36:57.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,21,25,2024-03-10T23:37:05Z,1430000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,143.0,2.0,1.0,1.0,,,,
145,PT02M39.00S,2024-03-10T23:37:04.4Z,1,REGULAR,3pt,Jump Shot,[],1630241,74.98357424441524,12.990196078431374,1610612739,24,25,2024-03-10T23:37:08Z,1440000,False,-185.0,183.0,1,right,S. Merrill 26' 3PT  (3 PTS) (I. Mobley 1 AST),"[1630241, 1630600]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,26.0,Made,3.0,I. Mobley,1630600.0,1.0,,,,,,,,,,,
147,PT02M17.00S,2024-03-10T23:37:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,26.10052562417871,86.27450980392157,1610612751,24,25,2024-03-10T23:37:32Z,1460000,False,-181.0,193.0,1,left,MISS L. Walker IV 26' 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
148,PT02M14.00S,2024-03-10T23:37:29.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,24,25,2024-03-10T23:37:32Z,1470000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,147.0,3.0,2.0,1.0,,,,
149,PT02M05.00S,2024-03-10T23:37:38.9Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,24,25,2024-03-10T23:37:45Z,1480000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1628969]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,1.0,Bridges,1628969.0,,,,,,,,,,,,,,,,,
150,PT02M05.00S,2024-03-10T23:37:38.9Z,1,REGULAR,steal,,[],1628969,,,1610612751,24,25,2024-03-10T23:37:41Z,1490000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
151,PT02M01.00S,2024-03-10T23:37:46.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630241,,,1610612751,24,25,2024-03-10T23:38:19Z,1500000,False,,,0,,S. Merrill personal FOUL (1 PF) (Walker IV 2 FT),"[1630241, 1629022]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2005.0,,,,,,,1.0,0.0,Walker IV,1629022.0
153,PT02M01.00S,2024-03-10T23:38:44.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629022,,,1610612751,24,26,2024-03-10T23:38:44Z,1520000,False,,,0,,L. Walker IV Free Throw 1 of 2 (3 PTS),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
154,PT02M01.00S,2024-03-10T23:38:46.1Z,1,REGULAR,substitution,out,[],203471,,,1610612751,24,26,2024-03-10T23:38:50Z,1530000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M01.00S,2024-03-10T23:38:46.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612751,24,26,2024-03-10T23:38:50Z,1540000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M01.00S,2024-03-10T23:39:00.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629022,,,1610612751,24,27,2024-03-10T23:39:00Z,1550000,False,,,0,,L. Walker IV Free Throw 2 of 2 (4 PTS),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
157,PT01M41.00S,2024-03-10T23:39:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,89.96386333771353,64.4607843137255,1610612739,24,27,2024-03-10T23:39:24Z,1560000,False,72.0,42.0,1,right,MISS C. LeVert 8' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Right,,,,8.35,Missed,,,,,,,,,,,,,,,
158,PT01M38.00S,2024-03-10T23:39:23.6Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,24,27,2024-03-10T23:39:24Z,1570000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,
159,PT01M28.00S,2024-03-10T23:39:34.8Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612751,24,27,2024-03-10T23:39:38Z,1580000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1627747]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,1.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,
160,PT01M28.00S,2024-03-10T23:39:34.8Z,1,REGULAR,steal,,[],1627747,,,1610612739,24,27,2024-03-10T23:39:37Z,1590000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT01M12.00S,2024-03-10T23:39:50.0Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,24,27,2024-03-10T23:39:54Z,1600000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1628969]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,1.0,Bridges,1628969.0,,,,,,,,,,,,,,,,,
162,PT01M12.00S,2024-03-10T23:39:50.0Z,1,REGULAR,steal,,[],1628969,,,1610612751,24,27,2024-03-10T23:48:58Z,1610000,False,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
163,PT01M06.00S,2024-03-10T23:39:55.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1629022,9.411957950065702,31.372549019607842,1610612751,24,27,2024-03-10T23:40:00Z,1620000,False,93.0,36.0,1,left,MISS L. Walker IV 9' driving floating bank Shot,[1629022],1610612751.0,BKN,driving floating bank,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Right,,,,9.98,Missed,,,,,,,,,,,,,,,
164,PT01M03.00S,2024-03-10T23:39:58.7Z,1,REGULAR,rebound,offensive,[],1628372,,,1610612751,24,27,2024-03-10T23:39:58Z,1630000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,163.0,1.0,0.0,1.0,,,,
165,PT00M57.90S,2024-03-10T23:40:09.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628386,,,1610612751,24,27,2024-03-10T23:40:18Z,1640000,False,,,0,,J. Allen personal FOUL (2 PF) (Smith Jr. 2 FT),"[1628386, 1628372]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,,,,,,2.0,0.0,Smith Jr.,1628372.0
167,PT00M57.90S,2024-03-10T23:40:37.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628372,,,1610612751,24,28,2024-03-10T23:40:37Z,1660000,False,,,0,,D. Smith Jr. Free Throw 1 of 2 (1 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
168,PT00M57.90S,2024-03-10T23:40:50.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628372,,,1610612751,24,29,2024-03-10T23:40:50Z,1670000,False,,,0,,D. Smith Jr. Free Throw 2 of 2 (2 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
169,PT00M41.40S,2024-03-10T23:41:09.6Z,1,REGULAR,2pt,Jump Shot,[],1641854,88.12417871222075,30.392156862745097,1610612739,26,29,2024-03-10T23:41:17Z,1680000,False,-98.0,59.0,1,right,C. Porter Jr. 11' pullup bank Jump Shot (2 PTS),[1641854],1610612739.0,CLE,pullup bank,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,11.44,Made,2.0,,,,,,,,,,,,,,
170,PT00M28.20S,2024-03-10T23:41:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,9.149145860709593,43.13725490196079,1610612751,26,29,2024-03-10T23:49:53Z,1690000,False,34.0,34.0,1,left,MISS L. Walker IV driving Layup,[1629022],1610612751.0,BKN,driving,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Missed,,,,,,,,,,,,,,,
