actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
79,PT04M41.00S,2024-01-11T19:24:31.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,13,4,2024-01-11T19:30:33Z,780000,False,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,77.0,4.0,4.0,0.0,,,,,,,,,,,,,,
80,PT04M37.00S,2024-01-11T19:24:35.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630171,6.783837056504599,4.411764705882353,1610612739,16,4,2024-01-11T19:32:24Z,790000,False,228.0,11.0,1,left,I. Okoro 3PT running (5 PTS) (J. Allen 2 AST),"[1630171, 1628386]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.82,Made,,,,,5.0,,,,,,,,,J. Allen,1628386.0,2.0,,
82,PT04M24.00S,2024-01-11T19:24:53.1Z,1,REGULAR,foul,personal,[],1630171,,,1610612751,16,4,2024-01-11T19:25:03Z,810000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1628372]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200833.0,1.0,0.0,Smith Jr.,1628372.0,,,,,
84,PT04M24.00S,2024-01-11T19:25:04.8Z,1,REGULAR,substitution,out,[],1630171,,,1610612751,16,4,2024-01-11T19:25:08Z,830000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M24.00S,2024-01-11T19:25:04.8Z,1,REGULAR,substitution,in,[],1630241,,,1610612751,16,4,2024-01-11T19:25:08Z,840000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M12.00S,2024-01-11T19:25:22.7Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612751,16,4,2024-01-11T19:25:31Z,850000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629731, 1628969]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628951.0,1.0,0.0,Bridges,1628969.0,,,,,
88,PT04M12.00S,2024-01-11T19:25:55.6Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,16,5,2024-01-11T19:25:55Z,870000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
89,PT04M12.00S,2024-01-11T19:25:56.9Z,1,REGULAR,substitution,out,[],1629731,,,1610612751,16,5,2024-01-11T19:26:06Z,880000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M12.00S,2024-01-11T19:25:56.9Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,16,5,2024-01-11T19:26:06Z,890000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M12.00S,2024-01-11T19:25:56.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612751,16,5,2024-01-11T19:26:06Z,900000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M12.00S,2024-01-11T19:25:56.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,16,5,2024-01-11T19:26:06Z,910000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M12.00S,2024-01-11T19:26:17.9Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,16,6,2024-01-11T19:26:17Z,920000,False,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
94,PT04M03.00S,2024-01-11T19:26:36.0Z,1,REGULAR,foul,personal,[],1629651,,,1610612739,16,6,2024-01-11T19:26:40Z,930000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1628386]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1830.0,1.0,0.0,Allen,1628386.0,,,,,
96,PT03M52.00S,2024-01-11T19:27:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.469776609724048,40.44117647058824,1610612739,16,6,2024-01-11T19:34:54Z,950000,False,48.0,-1.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
97,PT03M48.00S,2024-01-11T19:27:05.9Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,16,6,2024-01-11T19:30:36Z,960000,False,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,5.0,4.0,1.0,,,,,,,,,,,,,,
98,PT03M47.00S,2024-01-11T19:27:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.652431011826544,47.549019607843135,1610612739,18,6,2024-01-11T19:30:41Z,970000,False,12.0,10.0,1,left,J. Allen putback Layup (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,,,,,,,,,,,
99,PT03M22.00S,2024-01-11T19:27:31.7Z,1,REGULAR,2pt,Jump Shot,[],1630560,74.98357424441524,29.901960784313726,1610612751,18,8,2024-01-11T19:35:22Z,980000,False,-100.0,183.0,1,right,C. Thomas 20' step back Jump Shot (2 PTS) (D. Smith Jr. 1 AST),"[1630560, 1628372]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,20.85,Made,,,,,2.0,,,,,,,,,D. Smith Jr.,1628372.0,1.0,,
101,PT03M07.00S,2024-01-11T19:27:45.7Z,1,REGULAR,3pt,Jump Shot,[],1630241,30.56833114323259,28.431372549019606,1610612739,18,8,2024-01-11T19:30:48Z,1000000,False,108.0,235.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
102,PT03M07.00S,2024-01-11T19:27:45.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,18,8,2024-01-11T19:30:48Z,1010000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,,
103,PT02M59.00S,2024-01-11T19:27:54.8Z,1,REGULAR,2pt,Jump Shot,[],1630560,91.93495400788436,69.85294117647058,1610612751,18,10,2024-01-11T19:36:08Z,1020000,False,99.0,23.0,1,right,C. Thomas 10' fadeaway Jump Shot (4 PTS) (M. Bridges 1 AST),"[1630560, 1628969]",1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,10.2,Made,,,,,4.0,,,,,,,,,M. Bridges,1628969.0,1.0,,
105,PT02M44.00S,2024-01-11T19:28:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.536793692509855,38.23529411764706,1610612739,20,10,2024-01-11T19:36:29Z,1040000,False,59.0,84.0,1,left,D. Mitchell 10' driving floating Jump Shot (12 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,10.26,Made,,,,,12.0,,,,,,,,,,,,,
106,PT02M32.00S,2024-01-11T19:28:21.4Z,1,REGULAR,2pt,Jump Shot,[],1628969,86.02168199737189,71.81372549019608,1610612751,20,10,2024-01-11T19:31:02Z,1050000,False,109.0,79.0,1,right,MISS M. Bridges 13' turnaround fadeaway Shot,[1628969],1610612751.0,BKN,turnaround fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,13.46,Missed,,,,,,,,,,,,,,,,,,
107,PT02M32.00S,2024-01-11T19:28:21.4Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,20,10,2024-01-11T19:31:02Z,1060000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT02M23.00S,2024-01-11T19:28:31.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,23.603810775295663,5.88235294117647,1610612739,20,10,2024-01-11T19:37:57Z,1070000,False,221.0,169.0,1,left,MISS G. Niang 27' running 3PT,[1627777],1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
109,PT02M20.00S,2024-01-11T19:28:34.2Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,20,10,2024-01-11T19:31:04Z,1080000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M14.00S,2024-01-11T19:28:42.5Z,1,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612751,20,10,2024-01-11T19:32:38Z,1090000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Thomas 2 FT),"[1627777, 1630560]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,200833.0,1.0,0.0,Thomas,1630560.0,,,,,
112,PT02M14.00S,2024-01-11T19:29:04.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,20,10,2024-01-11T19:29:04Z,1110000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M14.00S,2024-01-11T19:29:48.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612751,20,10,2024-01-11T19:31:50Z,1130000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M14.00S,2024-01-11T19:29:48.8Z,1,REGULAR,substitution,in,[],1629622,,,1610612751,20,10,2024-01-11T19:31:50Z,1140000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M14.00S,2024-01-11T19:31:55.7Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,20,11,2024-01-11T20:13:31Z,1150000,False,,,0,,C. Thomas Free Throw 1 of 2 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
118,PT02M14.00S,2024-01-11T19:31:55.7Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,20,12,2024-01-11T20:13:31Z,1170000,False,,,0,,C. Thomas Free Throw 2 of 2 (6 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
119,PT01M50.00S,2024-01-11T19:32:38.0Z,1,REGULAR,2pt,Jump Shot,[],1627747,22.815374507227332,64.4607843137255,1610612739,22,12,2024-01-11T19:39:23Z,1180000,False,-72.0,162.0,1,left,C. LeVert 17' pullup Jump Shot (3 PTS),[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,17.74,Made,,,,,3.0,,,,,,,,,,,,,
120,PT01M35.00S,2024-01-11T19:32:53.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,87.99277266754271,33.82352941176471,1610612751,22,14,2024-01-11T19:33:02Z,1190000,False,-81.0,60.0,1,right,C. Thomas 10' driving floating Jump Shot (8 PTS) (N. Claxton 1 AST),"[1630560, 1629651]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,10.1,Made,,,,,8.0,,,,,,,,,N. Claxton,1629651.0,1.0,,
122,PT01M21.00S,2024-01-11T19:33:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,9.280551905387648,38.48039215686275,1610612739,22,14,2024-01-11T19:33:17Z,1210000,False,58.0,35.0,1,left,MISS G. Niang 6' driving floating bank Shot,[1627777],1610612739.0,CLE,driving floating bank,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
123,PT01M21.00S,2024-01-11T19:33:10.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,22,14,2024-01-11T19:33:10Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,122.0,,,,,,,,,,,,,,,,,
125,PT01M12.00S,2024-01-11T19:33:32.9Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612739,22,14,2024-01-11T19:33:44Z,1240000,False,,,0,,N. Claxton shooting personal FOUL (2 PF) (LeVert 2 FT),"[1629651, 1627747]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200833.0,2.0,0.0,LeVert,1627747.0,,,,,
127,PT01M12.00S,2024-01-11T19:33:57.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627747,,,1610612739,23,14,2024-01-11T19:33:57Z,1260000,False,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
128,PT01M12.00S,2024-01-11T19:33:58.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612739,23,14,2024-01-11T19:34:06Z,1270000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M12.00S,2024-01-11T19:33:58.7Z,1,REGULAR,substitution,in,[],1627827,,,1610612739,23,14,2024-01-11T19:34:06Z,1280000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M12.00S,2024-01-11T19:34:17.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627747,,,1610612739,24,14,2024-01-11T19:34:17Z,1290000,False,,,0,,C. LeVert Free Throw 2 of 2 (5 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
131,PT00M51.70S,2024-01-11T19:34:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,95.6143232588699,48.529411764705884,1610612751,24,16,2024-01-11T19:34:47Z,1300000,False,-7.0,-11.0,1,right,C. Thomas driving finger roll Layup (10 PTS),[1630560],1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,10.0,,,,,,,,,,,,,
132,PT00M39.70S,2024-01-11T19:34:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,9.806176084099869,62.254901960784316,1610612739,24,16,2024-01-11T19:42:36Z,1310000,False,-61.0,40.0,1,left,MISS C. LeVert 7' driving floating bank Shot,[1627747],1610612739.0,CLE,driving floating bank,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
133,PT00M39.20S,2024-01-11T19:34:56.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,24,16,2024-01-11T19:35:00Z,1320000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,132.0,6.0,4.0,2.0,,,,,,,,,,,,,,
134,PT00M39.20S,2024-01-11T19:35:00.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612739,24,16,2024-01-11T19:35:10Z,1330000,False,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Allen 2 FT),"[1627827, 1628386]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628951.0,2.0,0.0,Allen,1628386.0,,,,,
136,PT00M39.20S,2024-01-11T19:35:20.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,25,16,2024-01-11T19:35:20Z,1350000,False,,,0,,J. Allen Free Throw 1 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
137,PT00M39.20S,2024-01-11T19:35:22.3Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,25,16,2024-01-11T19:35:27Z,1360000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M39.20S,2024-01-11T19:35:22.3Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,25,16,2024-01-11T19:35:27Z,1370000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M39.20S,2024-01-11T19:35:43.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,26,16,2024-01-11T19:35:43Z,1380000,False,,,0,,J. Allen Free Throw 2 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
140,PT00M29.70S,2024-01-11T19:35:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,76.5604467805519,7.352941176470589,1610612751,26,16,2024-01-11T19:43:06Z,1390000,False,-213.0,168.0,1,right,MISS C. Thomas 27' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
141,PT00M27.40S,2024-01-11T19:36:00.9Z,1,REGULAR,rebound,offensive,[],1628372,,,1610612751,26,16,2024-01-11T19:36:00Z,1400000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT00M24.90S,2024-01-11T19:36:03.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,69.85873850197109,23.52941176470588,1610612751,26,16,2024-01-11T19:36:06Z,1410000,False,-132.0,231.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
143,PT00M22.10S,2024-01-11T19:36:06.0Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,26,16,2024-01-11T19:36:06Z,1420000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT00M00.00S,2024-01-11T19:36:29.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,21.369908015768726,87.74509803921569,1610612739,26,16,2024-01-11T19:43:46Z,1430000,False,-189.0,148.0,1,left,MISS G. Niang 24' pullup 3PT,[1627777],1610612739.0,CLE,pullup,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,24.01,Missed,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2024-01-11T19:36:29.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,26,16,2024-01-11T19:36:34Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,144.0,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2024-01-11T19:36:35.2Z,1,REGULAR,period,end,[],0,,,1610612739,26,16,2024-01-11T19:36:35Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-01-11T19:38:24.6Z,2,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,26,16,2024-01-11T19:39:15Z,1460000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-01-11T19:38:24.6Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612739,26,16,2024-01-11T19:39:15Z,1470000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-01-11T19:38:24.6Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612739,26,16,2024-01-11T19:39:15Z,1480000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-11T19:38:24.6Z,2,REGULAR,substitution,in,['startperiod'],202684,,,1610612739,26,16,2024-01-11T19:39:15Z,1490000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-11T19:38:24.6Z,2,REGULAR,substitution,in,['startperiod'],1629022,,,1610612739,26,16,2024-01-11T19:39:15Z,1500000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-11T19:38:24.6Z,2,REGULAR,substitution,in,['startperiod'],1628385,,,1610612739,26,16,2024-01-11T19:39:15Z,1510000,False,,,0,,SUB in: H. Giles III,[1628385],1610612751.0,BKN,,,,Giles III,H. Giles III,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-01-11T19:39:23.3Z,2,REGULAR,period,start,[],0,,,1610612739,26,16,2024-01-11T19:39:23Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M47.00S,2024-01-11T19:39:39.9Z,2,REGULAR,foul,personal,[],1629022,,,1610612739,26,16,2024-01-11T19:39:48Z,1530000,False,,,0,,L. Walker IV personal FOUL (1 PF),"[1629022, 1630241]",1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628951.0,1.0,0.0,Merrill,1630241.0,,,,,
156,PT11M35.00S,2024-01-11T19:40:04.8Z,2,REGULAR,3pt,Jump Shot,[],1630241,24.78646517739816,10.294117647058822,1610612739,29,16,2024-01-11T19:45:17Z,1550000,False,199.0,180.0,1,left,S. Merrill 26' 3PT pullup (3 PTS) (G. Niang 1 AST),"[1630241, 1627777]",1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.83,Made,,,,,3.0,,,,,,,,,G. Niang,1627777.0,1.0,,
158,PT11M22.00S,2024-01-11T19:40:21.5Z,2,REGULAR,turnover,out-of-bounds,[],1628385,,,1610612751,29,16,2024-01-11T19:45:46Z,1570000,False,,,0,,H. Giles III bad pass out-of-bounds TURNOVER (1 TO),[1628385],1610612751.0,BKN,bad pass,,,Giles III,H. Giles III,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,,,,
159,PT11M11.00S,2024-01-11T19:40:32.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,35.03613666228647,65.19607843137256,1610612739,29,16,2024-01-11T19:40:36Z,1580000,False,-76.0,277.0,1,left,MISS C. LeVert 28' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,28.7,Missed,,,,,,,,,,,,,,,,,,
160,PT11M07.00S,2024-01-11T19:40:36.4Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612751,29,16,2024-01-11T19:40:36Z,1590000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT10M55.00S,2024-01-11T19:40:48.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628385,91.27792378449409,39.21568627450981,1610612751,29,18,2024-01-11T19:46:20Z,1600000,False,-54.0,29.0,1,right,H. Giles III 6' floating Jump Shot (2 PTS) (R. O'Neale 1 AST),"[1628385, 1626220]",1610612751.0,BKN,floating,,,Giles III,H. Giles III,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,2.0,,,,,,,,,R. O'Neale,1626220.0,1.0,,
163,PT10M36.00S,2024-01-11T19:41:07.3Z,2,REGULAR,3pt,Jump Shot,[],1630241,6.389618922470433,3.9215686274509802,1610612739,29,18,2024-01-11T19:41:11Z,1620000,False,230.0,8.0,1,left,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
164,PT10M33.00S,2024-01-11T19:41:10.3Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612751,29,18,2024-01-11T19:41:11Z,1630000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
165,PT10M24.00S,2024-01-11T19:41:19.0Z,2,REGULAR,3pt,Jump Shot,[],1629022,87.59855453350855,95.34313725490196,1610612751,29,21,2024-01-11T19:41:25Z,1640000,False,227.0,64.0,1,right,L. Walker IV 3PT  (3 PTS) (H. Giles III 1 AST),"[1629022, 1628385]",1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,23.56,Made,,,,,3.0,,,,,,,,,H. Giles III,1628385.0,1.0,,
