actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M06.00S,2023-01-21T03:12:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,93.77463863337714,45.588235294117645,1610612760,0,4,2023-01-21T03:13:28Z,170000,False,-22.0,6.0,1,right,MISS L. Dort driving reverse Layup,[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
18,PT10M06.00S,2023-01-21T03:12:29.0Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,0,4,2023-01-21T03:12:39Z,180000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT09M58.00S,2023-01-21T03:12:36.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,82.9993429697766,61.274509803921575,1610612760,0,4,2023-01-21T03:13:57Z,190000,False,56.0,107.0,1,right,MISS S. Gilgeous-Alexander 12' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,,,,,,,,,,,,,,,,,,
20,PT09M58.00S,2023-01-21T03:12:36.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,4,2023-01-21T03:12:42Z,200000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT09M50.00S,2023-01-21T03:12:44.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627734,11.777266754270697,44.6078431372549,1610612758,0,4,2023-01-21T03:12:57Z,210000,False,27.0,58.0,1,left,MISS D. Sabonis 6' fadeaway Shot,[1627734],1610612758.0,SAC,fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,,,,
22,PT09M47.00S,2023-01-21T03:12:47.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,4,2023-01-21T03:12:57Z,220000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT09M38.00S,2023-01-21T03:12:55.7Z,1,REGULAR,3pt,Jump Shot,[],1631114,74.45795006570303,15.931372549019606,1610612760,0,7,2023-01-21T03:13:01Z,230000,False,-170.0,188.0,1,right,J. Williams 25' 3PT  (5 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.34,Made,,,,,,,5.0,J. Giddey,1630581.0,1.0,,,,,,,,
25,PT09M28.00S,2023-01-21T03:13:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.783837056504599,46.32352941176471,1610612758,0,7,2023-01-21T03:13:20Z,250000,False,18.0,11.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
26,PT09M27.00S,2023-01-21T03:13:07.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,0,7,2023-01-21T03:13:20Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,25.0,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2023-01-21T03:13:11.8Z,1,REGULAR,foul,personal,[],1627734,,,1610612760,0,7,2023-01-21T03:13:16Z,270000,False,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 1631119]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,,1.0,0.0,Williams,1631119.0,,,,
29,PT09M17.00S,2023-01-21T03:13:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,88.64980289093299,42.15686274509804,1610612760,0,9,2023-01-21T03:13:38Z,290000,False,-39.0,54.0,1,right,J. Giddey 6' Jump Shot (4 PTS) (L. Dort 1 AST),"[1630581, 1629652]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,,,,,,,4.0,L. Dort,1629652.0,1.0,,,,,,,,
31,PT08M55.00S,2023-01-21T03:13:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,5.995400788436268,53.431372549019606,1610612758,2,9,2023-01-21T03:14:01Z,310000,False,-17.0,4.0,1,left,K. Murray cutting Layup (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,
34,PT08M41.00S,2023-01-21T03:14:29.1Z,1,REGULAR,foul,personal,[],1628989,,,1610612760,2,9,2023-01-21T03:14:45Z,340000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1631114]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,,,,1.0,0.0,Williams,1631114.0,,,,
36,PT08M31.00S,2023-01-21T03:14:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628983,71.56701708278581,78.18627450980392,1610612760,2,9,2023-01-21T03:15:05Z,360000,False,141.0,215.0,1,right,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
37,PT08M28.00S,2023-01-21T03:15:00.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,9,2023-01-21T03:15:05Z,370000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M22.00S,2023-01-21T03:15:06.4Z,1,REGULAR,3pt,Jump Shot,[],203084,32.40801576872536,50.98039215686274,1610612758,2,9,2023-01-21T03:15:12Z,380000,False,-5.0,252.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
39,PT08M18.00S,2023-01-21T03:15:10.8Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,2,9,2023-01-21T03:15:10Z,390000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M15.00S,2023-01-21T03:15:13.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,5.601182654402102,96.32352941176471,1610612758,5,9,2023-01-21T03:15:19Z,400000,False,-232.0,0.0,1,left,D. Fox 3PT  (3 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,
42,PT07M56.00S,2023-01-21T03:15:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,88.91261498028909,96.56862745098039,1610612760,5,12,2023-01-21T03:15:38Z,420000,False,233.0,52.0,1,right,L. Dort 3PT  (3 PTS) (J. Williams 1 AST),"[1629652, 1631119]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.85,Made,,,,,,,3.0,J. Williams,1631119.0,1.0,,,,,,,,
44,PT07M42.00S,2023-01-21T03:15:46.3Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,5,12,2023-01-21T03:15:52Z,440000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1628983]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1.0,,,,,,,,,Gilgeous-Alexander,1628983.0,,
45,PT07M42.00S,2023-01-21T03:15:46.3Z,1,REGULAR,steal,,[],1628983,,,1610612760,5,12,2023-01-21T03:15:48Z,450000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
46,PT07M38.00S,2023-01-21T03:15:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,93.38042049934296,52.94117647058824,1610612760,5,14,2023-01-21T03:15:57Z,460000,False,15.0,10.0,1,right,J. Giddey running Layup (6 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,6.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,
48,PT07M25.00S,2023-01-21T03:16:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,7.440867279894875,45.83333333333333,1610612758,7,14,2023-01-21T03:16:10Z,480000,False,21.0,17.0,1,left,K. Huerter turnaround bank Jump Shot (2 PTS) (D. Fox 1 AST),"[1628989, 1628368]",1610612758.0,SAC,turnaround bank,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,
50,PT07M12.00S,2023-01-21T03:16:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.07950065703022,41.17647058823529,1610612760,7,16,2023-01-21T03:16:25Z,500000,False,-44.0,116.0,1,right,S. Gilgeous-Alexander 12' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,,,2.0,,,,,,,,,,,
51,PT06M55.00S,2023-01-21T03:16:33.0Z,1,REGULAR,3pt,Jump Shot,[],1631099,32.40801576872536,49.50980392156863,1610612758,10,16,2023-01-21T03:16:40Z,510000,False,2.0,252.0,1,left,K. Murray 25' 3PT  (5 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,25.21,Made,,,,,,,5.0,D. Sabonis,1627734.0,3.0,,,,,,,,
53,PT06M38.00S,2023-01-21T03:16:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,86.81011826544021,49.754901960784316,1610612760,10,18,2023-01-21T03:17:01Z,530000,False,-1.0,71.0,1,right,L. Dort 7' fadeaway Jump Shot (5 PTS),[1629652],1610612760.0,OKC,fadeaway,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,,,,,,,5.0,,,,,,,,,,,
54,PT06M23.00S,2023-01-21T03:17:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.5722733245729295,49.26470588235294,1610612758,10,18,2023-01-21T03:17:11Z,540000,False,4.0,19.0,1,left,MISS H. Barnes reverse Layup,[203084],1610612758.0,SAC,reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
55,PT06M19.00S,2023-01-21T03:17:09.7Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,10,18,2023-01-21T03:17:09Z,550000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,,
56,PT06M19.00S,2023-01-21T03:17:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628989,5.590000152587891,50.0,1610612758,12,18,2023-01-21T03:17:09Z,560000,False,0.0,0.0,1,left,K. Huerter tip Layup (4 PTS),[1628989],1610612758.0,SAC,tip,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
57,PT06M04.00S,2023-01-21T03:17:24.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,78.53153745072274,92.15686274509804,1610612760,12,18,2023-01-21T03:17:31Z,570000,False,211.0,149.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
58,PT05M59.00S,2023-01-21T03:17:29.9Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,12,18,2023-01-21T03:17:31Z,580000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT05M55.00S,2023-01-21T03:17:33.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628368,5.995400788436268,49.26470588235294,1610612758,14,18,2023-01-21T03:17:42Z,590000,False,4.0,4.0,1,left,D. Fox running DUNK (5 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,5.0,,,,,,,,,,,
60,PT05M36.00S,2023-01-21T03:17:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,82.7365308804205,48.77450980392157,1610612760,14,18,2023-01-21T03:18:02Z,600000,False,-6.0,110.0,1,right,MISS J. Giddey 11' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,11.0,Missed,,,,,,,,,,,,,,,,,,
61,PT05M33.00S,2023-01-21T03:17:55.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,14,18,2023-01-21T03:18:02Z,610000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT05M28.00S,2023-01-21T03:18:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,6.258212877792378,54.166666666666664,1610612758,16,18,2023-01-21T03:18:07Z,620000,False,-21.0,6.0,1,left,D. Sabonis running Layup (2 PTS),[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,2.0,,,,,,,,,,,
63,PT05M14.00S,2023-01-21T03:18:15.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,79.31997371879106,30.88235294117647,1610612760,16,20,2023-01-21T03:18:21Z,630000,False,-96.0,142.0,1,right,S. Gilgeous-Alexander 17' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,17.11,Made,,,,,,,4.0,,,,,,,,,,,
64,PT04M57.00S,2023-01-21T03:18:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,18.873193166885677,39.950980392156865,1610612758,18,20,2023-01-21T03:18:36Z,640000,False,50.0,125.0,1,left,K. Murray 13' Jump Shot (7 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.46,Made,,,,,,,7.0,,,,,,,,,,,
65,PT04M48.00S,2023-01-21T03:18:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,91.40932982917214,48.77450980392157,1610612760,18,22,2023-01-21T03:18:51Z,650000,False,-6.0,28.0,1,right,J. Williams cutting finger roll Layup (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,cutting finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,
67,PT04M48.00S,2023-01-21T03:18:47.3Z,1,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612760,18,22,2023-01-21T03:19:01Z,670000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Williams 1 FT),"[1631099, 1631119]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,,1.0,0.0,Williams,1631119.0,,,,
69,PT04M48.00S,2023-01-21T03:19:00.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,22,2023-01-21T03:22:16Z,690000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,out,[],203084,,,1610612760,18,22,2023-01-21T03:22:16Z,700000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612760,18,22,2023-01-21T03:22:16Z,710000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,18,22,2023-01-21T03:22:16Z,720000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,18,22,2023-01-21T03:22:16Z,730000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,in,[],1630558,,,1610612760,18,22,2023-01-21T03:22:16Z,740000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,in,[],1629644,,,1610612760,18,22,2023-01-21T03:22:16Z,750000,False,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,18,22,2023-01-21T03:22:16Z,760000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M48.00S,2023-01-21T03:19:03.3Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,18,22,2023-01-21T03:22:16Z,770000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M48.00S,2023-01-21T03:22:13.6Z,1,REGULAR,freethrow,1 of 1,[],1631119,,,1610612760,18,22,2023-01-21T03:22:19Z,780000,False,,,0,,MISS J. Williams Free Throw 1 of 1,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
79,PT04M44.00S,2023-01-21T03:22:17.6Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,18,22,2023-01-21T03:22:19Z,790000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,,,,,
80,PT04M24.00S,2023-01-21T03:22:37.0Z,1,REGULAR,3pt,Jump Shot,[],1629644,6.1268068331143235,96.07843137254902,1610612758,18,22,2023-01-21T03:22:44Z,800000,False,-230.0,5.0,1,left,MISS K. Okpala 3PT,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
81,PT04M20.00S,2023-01-21T03:22:41.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,18,22,2023-01-21T03:22:44Z,810000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
