actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
20,PT10M22.00S,2023-01-10T03:12:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.11760840998686,54.65686274509803,1610612753,3,4,2023-01-10T03:12:34Z,200000,False,23.0,12.0,1,right,F. Wagner reverse Layup (2 PTS) (M. Fultz 1 AST),"[1630532, 1628365]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,2.0,,,,,,M. Fultz,1628365.0,1.0,,
22,PT10M13.00S,2023-01-10T03:12:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.750985545335087,48.529411764705884,1610612758,6,4,2023-01-10T03:12:42Z,220000,False,7.0,246.0,1,left,K. Huerter 24' 3PT  (3 PTS) (D. Sabonis 2 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,24.61,Made,,,,,,,,3.0,,,,,,D. Sabonis,1627734.0,2.0,,
24,PT09M59.00S,2023-01-10T03:12:50.5Z,1,REGULAR,3pt,Jump Shot,[],203914,81.42247043363994,94.6078431372549,1610612753,6,7,2023-01-10T03:12:55Z,240000,False,223.0,122.0,1,right,G. Harris 25' 3PT  (3 PTS) (M. Fultz 2 AST),"[203914, 1628365]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,,,,3.0,,,,,,M. Fultz,1628365.0,2.0,,
26,PT09M56.00S,2023-01-10T03:13:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,6,7,2023-01-10T03:13:02Z,260000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2023-01-10T03:16:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.995400788436268,47.794117647058826,1610612758,8,7,2023-01-10T03:16:17Z,270000,False,11.0,4.0,1,left,H. Barnes cutting Layup (2 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,,2.0,,,,,,D. Fox,1628368.0,1.0,,
29,PT09M26.00S,2023-01-10T03:16:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,92.85479632063075,51.225490196078425,1610612753,8,9,2023-01-10T03:16:29Z,290000,False,6.0,15.0,1,right,M. Fultz driving Layup (2 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,2.0,,,,,,,,,,
30,PT09M09.00S,2023-01-10T03:16:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,8.886333771353483,54.90196078431373,1610612758,8,9,2023-01-10T03:17:03Z,300000,False,-25.0,31.0,1,left,MISS D. Sabonis driving floating Shot,[1627734],1610612758.0,SAC,driving floating,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,,
31,PT09M08.00S,2023-01-10T03:16:41.9Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,8,9,2023-01-10T03:16:47Z,310000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,
32,PT09M07.00S,2023-01-10T03:16:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,8.09789750328515,49.754901960784316,1610612758,10,9,2023-01-10T03:16:52Z,320000,False,1.0,24.0,1,left,D. Sabonis putback Layup (2 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,2.0,,,,,,,,,,
33,PT08M46.00S,2023-01-10T03:17:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630532,74.19513797634691,16.176470588235293,1610612753,10,9,2023-01-10T03:17:08Z,330000,False,-169.0,190.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
34,PT08M43.00S,2023-01-10T03:17:07.5Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,10,9,2023-01-10T03:17:08Z,340000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M27.00S,2023-01-10T03:17:34.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,32.14520367936925,49.754901960784316,1610612758,13,9,2023-01-10T03:17:38Z,360000,False,1.0,250.0,1,left,K. Huerter 24' 3PT  (6 PTS) (K. Murray 1 AST),"[1628989, 1631099]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,24.97,Made,,,,,,,,6.0,,,,,,K. Murray,1631099.0,1.0,,
38,PT08M17.00S,2023-01-10T03:17:50.1Z,1,REGULAR,turnover,traveling,[],203914,,,1610612753,13,9,2023-01-10T03:17:55Z,380000,False,,,0,,G. Harris traveling TURNOVER (1 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,1162.0,,,,,,,,,
39,PT08M04.00S,2023-01-10T03:18:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,5.601182654402102,46.07843137254902,1610612758,15,9,2023-01-10T03:18:11Z,390000,False,20.0,0.0,1,left,H. Barnes cutting Layup (4 PTS) (D. Sabonis 3 AST),"[203084, 1627734]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,4.0,,,,,,D. Sabonis,1627734.0,3.0,,
41,PT07M49.00S,2023-01-10T03:18:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,93.38042049934296,46.568627450980394,1610612753,15,9,2023-01-10T03:18:31Z,410000,False,-17.0,10.0,1,right,MISS W. Carter Jr. Layup,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
42,PT07M48.00S,2023-01-10T03:18:24.2Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,15,9,2023-01-10T03:18:24Z,420000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT07M46.00S,2023-01-10T03:18:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,92.32917214191852,46.81372549019608,1610612753,15,11,2023-01-10T03:19:23Z,430000,False,-16.0,20.0,1,right,W. Carter Jr. putback Layup (4 PTS),[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,4.0,,,,,,,,,,
44,PT07M38.00S,2023-01-10T03:18:33.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,32.013797634691194,37.5,1610612758,15,11,2023-01-10T03:19:43Z,440000,False,62.0,248.0,1,left,MISS K. Huerter 25' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
45,PT07M35.00S,2023-01-10T03:18:36.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,15,11,2023-01-10T03:18:39Z,450000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT07M29.00S,2023-01-10T03:18:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612753,15,11,2023-01-10T03:19:15Z,460000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Banchero 2 FT),"[1631099, 1631094]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202026.0,1.0,0.0,Banchero,1631094.0,,,,,
48,PT07M29.00S,2023-01-10T03:19:23.1Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,15,11,2023-01-10T03:19:23Z,480000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT07M29.00S,2023-01-10T03:19:23.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,15,11,2023-01-10T03:19:23Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT07M29.00S,2023-01-10T03:19:39.8Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,15,12,2023-01-10T03:19:39Z,500000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
51,PT07M19.00S,2023-01-10T03:19:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.258212877792378,46.81372549019608,1610612758,17,12,2023-01-10T03:19:56Z,510000,False,16.0,6.0,1,left,H. Barnes Layup (6 PTS) (D. Sabonis 4 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,,6.0,,,,,,D. Sabonis,1627734.0,4.0,,
53,PT07M06.00S,2023-01-10T03:20:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.32917214191852,41.42156862745098,1610612753,17,14,2023-01-10T03:20:12Z,530000,False,-43.0,20.0,1,right,F. Wagner driving finger roll Layup (4 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,,,,,,,,4.0,,,,,,W. Carter Jr.,1628976.0,1.0,,
54,PT06M59.00S,2023-01-10T03:20:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,8.886333771353483,54.166666666666664,1610612758,19,14,2023-01-10T03:21:03Z,540000,False,-21.0,31.0,1,left,D. Fox floating Jump Shot (5 PTS),[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,,,,5.0,,,,,,,,,,
55,PT06M48.00S,2023-01-10T03:20:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,93.9060446780552,53.92156862745098,1610612753,19,16,2023-01-10T03:20:27Z,550000,False,20.0,5.0,1,right,M. Fultz driving Layup (4 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,4.0,,,,,,,,,,
57,PT06M37.00S,2023-01-10T03:20:38.1Z,1,REGULAR,violation,kicked ball,[],1630532,,,1610612758,19,16,2023-01-10T03:21:41Z,560000,False,,,0,,F. Wagner kicked ball VIOLATION,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,202026.0,,,,,,,,,
58,PT06M37.00S,2023-01-10T03:20:44.7Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,19,16,2023-01-10T03:20:49Z,570000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2023-01-10T03:20:44.7Z,1,REGULAR,substitution,out,[],1630532,,,1610612758,19,16,2023-01-10T03:20:49Z,580000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M37.00S,2023-01-10T03:20:44.7Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,19,16,2023-01-10T03:20:49Z,590000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M37.00S,2023-01-10T03:20:44.7Z,1,REGULAR,substitution,in,[],1630175,,,1610612758,19,16,2023-01-10T03:20:49Z,600000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M22.00S,2023-01-10T03:21:11.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,5.601182654402102,63.23529411764706,1610612758,21,16,2023-01-10T03:21:22Z,610000,False,-66.0,0.0,1,left,D. Sabonis 6' turnaround Hook (4 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.62,Made,,,,,,,,4.0,,,,,,,,,,
63,PT06M09.00S,2023-01-10T03:21:27.3Z,1,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,21,16,2023-01-10T03:21:37Z,620000,False,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (1 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,Mid-Range,24+ Right,,,,,,,1.0,,,,1162.0,,,,,,,,,
64,PT05M54.00S,2023-01-10T03:21:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,5.863994743758213,54.90196078431373,1610612758,21,16,2023-01-10T03:21:51Z,630000,False,-25.0,3.0,1,left,MISS K. Huerter driving Layup - blocked,"[1628989, 1628976]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,Carter Jr.,1628976.0
65,PT05M54.00S,2023-01-10T03:21:45.8Z,1,REGULAR,block,,[],1628976,,,1610612758,21,16,2023-01-10T03:21:49Z,640000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT05M50.00S,2023-01-10T03:21:49.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,21,16,2023-01-10T03:21:51Z,650000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT05M47.00S,2023-01-10T03:21:52.5Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,21,16,2023-01-10T03:21:57Z,660000,False,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 1630558]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Mitchell,1630558.0,,,,,,,,,,,
68,PT05M47.00S,2023-01-10T03:21:52.5Z,1,REGULAR,steal,,[],1630558,,,1610612758,21,16,2023-01-10T03:21:54Z,670000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2023-01-10T03:21:57.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631099,23.209592641261498,91.17647058823529,1610612758,24,16,2023-01-10T03:22:04Z,680000,False,-206.0,166.0,1,left,K. Murray 26' 3PT running (3 PTS) (H. Barnes 1 AST),"[1631099, 203084]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.43,Made,,,,,,,,3.0,,,,,,H. Barnes,203084.0,1.0,,
71,PT05M41.00S,2023-01-10T03:22:06.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,24,16,2023-01-10T03:22:06Z,700000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M31.00S,2023-01-10T03:25:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,91.93495400788436,48.77450980392157,1610612753,24,18,2023-01-10T03:25:11Z,710000,False,-6.0,23.0,1,right,C. Anthony driving Layup (2 PTS) (G. Harris 1 AST),"[1630175, 203914]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,,,,2.0,,,,,,G. Harris,203914.0,1.0,,
74,PT05M31.00S,2023-01-10T03:25:07.7Z,1,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612753,24,18,2023-01-10T03:25:18Z,730000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Anthony 1 FT),"[1628989, 1630175]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,1.0,0.0,Anthony,1630175.0,,,,,
76,PT05M31.00S,2023-01-10T03:25:31.0Z,1,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,24,19,2023-01-10T03:25:31Z,750000,False,,,0,,C. Anthony Free Throw 1 of 1 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
77,PT05M13.00S,2023-01-10T03:25:50.5Z,1,REGULAR,3pt,Jump Shot,[],203084,8.360709592641262,3.6764705882352944,1610612758,27,19,2023-01-10T03:25:56Z,760000,False,232.0,26.0,1,left,H. Barnes 3PT  (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,,9.0,,,,,,,,,,
78,PT04M58.00S,2023-01-10T03:26:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612753,27,19,2023-01-10T03:26:31Z,770000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1630558, 1628976]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Carter Jr.,1628976.0,,,,,
80,PT04M58.00S,2023-01-10T03:26:34.5Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,27,20,2023-01-10T03:27:02Z,790000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
81,PT04M58.00S,2023-01-10T03:26:35.7Z,1,REGULAR,substitution,out,[],1628989,,,1610612753,27,20,2023-01-10T03:26:40Z,800000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M58.00S,2023-01-10T03:26:35.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612753,27,20,2023-01-10T03:26:40Z,810000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M58.00S,2023-01-10T03:26:34.5Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,27,20,2023-01-10T03:27:02Z,820000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2023-01-10T03:26:37.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,27,20,2023-01-10T03:27:02Z,830000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,83.0,4.0,3.0,1.0,,,,,,,,,,,,,,
85,PT04M35.00S,2023-01-10T03:27:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.995400788436268,52.94117647058824,1610612758,29,20,2023-01-10T03:27:26Z,840000,False,-15.0,4.0,1,left,D. Sabonis cutting Layup (6 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,6.0,,,,,,M. Monk,1628370.0,1.0,,
