actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
290,PT05M51.00S,2023-03-05T03:56:29.8Z,2,REGULAR,turnover,lost ball,[],1631099,,,1610612758,47,57,2023-03-05T04:02:09Z,2605000,False,,,0,,K. Murray lost ball TURNOVER (1 TO),"[1631099, 203937]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Anderson,203937.0,,,,,,
291,PT05M51.00S,2023-03-05T03:56:29.8Z,2,REGULAR,steal,,[],203937,,,1610612750,47,57,2023-03-05T04:02:09Z,2607500,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT05M42.00S,2023-03-05T03:56:34.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630183,78.0059132720105,32.59803921568628,1610612750,47,57,2023-03-05T04:17:23Z,2610000,False,-87.0,154.0,1,right,MISS J. McDaniels 17' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,17.7,Missed,,,,,,,,,,,,,,,,
267,PT05M38.00S,2023-03-05T03:56:38.4Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,47,57,2023-03-05T03:56:47Z,2620000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,,266.0,2.0,1.0,1.0,,,,,,,,,,,,
268,PT05M31.00S,2023-03-05T03:56:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.389618922470433,53.67647058823529,1610612758,47,57,2023-03-05T03:56:54Z,2630000,False,-18.0,8.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,1.99,Missed,,,,,,,,,,,,,,,,
269,PT05M31.00S,2023-03-05T03:56:45.1Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612758,47,57,2023-03-05T03:56:54Z,2640000,False,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,268.0,4.0,3.0,1.0,,,,,,,,,,,,
270,PT05M25.00S,2023-03-05T03:56:50.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,5.590000152587891,50.0,1610612758,49,57,2023-03-05T03:56:50Z,2650000,False,0.0,0.0,1,left,T. Lyles tip Layup (4 PTS),[1626168],1610612758.0,SAC,tip,,,Lyles,T. Lyles,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,4.0,,,,,,,,,,,
271,PT05M08.00S,2023-03-05T03:57:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,82.7365308804205,50.245098039215684,1610612750,49,59,2023-03-05T04:19:01Z,2660000,False,1.0,110.0,1,right,M. Conley 10' driving floating Jump Shot (9 PTS) (K. Anderson 4 AST),"[201144, 203937]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,10.98,Made,,,,,9.0,K. Anderson,203937.0,4.0,,,,,,,,
272,PT04M44.00S,2023-03-05T03:57:32.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,11.645860709592641,44.11764705882353,1610612758,51,59,2023-03-05T03:57:43Z,2670000,False,29.0,57.0,1,left,D. Sabonis 6' Hook (11 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,6.41,Made,,,,,11.0,,,,,,,,,,,
273,PT04M35.00S,2023-03-05T03:57:43.9Z,2,REGULAR,foul,personal,[],1630558,,,1610612750,51,59,2023-03-05T03:58:02Z,2680000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1627752]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,,,1.0,0.0,Prince,1627752.0
275,PT04M35.00S,2023-03-05T03:57:59.7Z,2,REGULAR,substitution,out,[],1630558,,,1610612750,51,59,2023-03-05T03:58:06Z,2700000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M35.00S,2023-03-05T03:57:59.7Z,2,REGULAR,substitution,out,[],1626168,,,1610612750,51,59,2023-03-05T03:58:06Z,2710000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M35.00S,2023-03-05T03:57:59.7Z,2,REGULAR,substitution,out,[],203937,,,1610612750,51,59,2023-03-05T03:58:06Z,2720000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M35.00S,2023-03-05T03:57:59.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612750,51,59,2023-03-05T03:58:06Z,2730000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M35.00S,2023-03-05T03:57:59.7Z,2,REGULAR,substitution,in,[],203084,,,1610612750,51,59,2023-03-05T03:58:06Z,2740000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M35.00S,2023-03-05T03:57:59.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,51,59,2023-03-05T03:58:06Z,2750000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M25.00S,2023-03-05T03:58:20.0Z,2,REGULAR,turnover,offensive goaltending,[],1630183,,,1610612750,51,59,2023-03-05T03:59:13Z,2760000,False,,,0,,J. McDaniels offensive goaltending TURNOVER (2 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,202007.0,2.0,,,,,,,,,,,,,,,,,,
282,PT04M12.00S,2023-03-05T03:58:52.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203084,11.12023653088042,49.26470588235294,1610612758,51,59,2023-03-05T04:21:18Z,2770000,False,4.0,52.0,1,left,MISS H. Barnes turnaround Shot,[203084],1610612758.0,SAC,turnaround,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.21,Missed,,,,,,,,,,,,,,,,
283,PT04M10.00S,2023-03-05T03:58:54.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,51,59,2023-03-05T04:21:18Z,2780000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,
284,PT03M58.00S,2023-03-05T03:59:06.0Z,2,REGULAR,3pt,Jump Shot,[],201144,67.09921156373193,49.26470588235294,1610612750,51,59,2023-03-05T04:21:36Z,2790000,False,-4.0,257.0,1,right,MISS M. Conley 25' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,25.68,Missed,,,,,,,,,,,,,,,,
285,PT03M54.00S,2023-03-05T03:59:10.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,51,59,2023-03-05T03:59:20Z,2800000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,284.0,7.0,5.0,2.0,,,,,,,,,,,,
286,PT03M49.00S,2023-03-05T03:59:15.4Z,2,REGULAR,3pt,Jump Shot,[],1628989,20.844283837056505,8.333333333333332,1610612758,51,59,2023-03-05T03:59:25Z,2810000,False,208.0,143.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,25.29,Missed,,,,,,,,,,,,,,,,
287,PT03M45.00S,2023-03-05T03:59:19.4Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,51,59,2023-03-05T03:59:25Z,2820000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,286.0,8.0,5.0,3.0,,,,,,,,,,,,
288,PT03M45.00S,2023-03-05T03:59:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.30946123521682,48.28431372549019,1610612758,53,59,2023-03-05T04:22:16Z,2830000,False,9.0,16.0,1,left,D. Sabonis putback Layup (13 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,1.83,Made,,,,,13.0,,,,,,,,,,,
289,PT03M45.00S,2023-03-05T03:59:34.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,53,59,2023-03-05T03:59:34Z,2840000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M45.00S,2023-03-05T04:02:02.9Z,2,REGULAR,substitution,out,[],203497,,,1610612750,53,59,2023-03-05T04:02:20Z,2850000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M45.00S,2023-03-05T04:02:02.9Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,53,59,2023-03-05T04:02:20Z,2860000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M29.00S,2023-03-05T04:02:31.4Z,2,REGULAR,3pt,Jump Shot,[],1630162,89.30683311432325,96.07843137254902,1610612750,53,59,2023-03-05T04:23:07Z,2870000,False,230.0,48.0,1,right,MISS A. Edwards pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,23.53,Missed,,,,,,,,,,,,,,,,
295,PT03M27.00S,2023-03-05T04:02:33.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,53,59,2023-03-05T04:02:36Z,2880000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,,,294.0,9.0,6.0,3.0,,,,,,,,,,,,
296,PT03M21.00S,2023-03-05T04:02:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,10.5946123521682,43.872549019607845,1610612758,53,59,2023-03-05T04:23:46Z,2890000,False,31.0,47.0,1,left,MISS D. Sabonis floating Shot - blocked,"[1627734, 1630183]",1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,5.62,Missed,,,,,,,,,,,McDaniels,1630183.0,,,,
297,PT03M21.00S,2023-03-05T04:02:39.5Z,2,REGULAR,block,,[],1630183,,,1610612758,53,59,2023-03-05T04:02:42Z,2900000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
298,PT03M18.00S,2023-03-05T04:02:42.5Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,53,59,2023-03-05T04:02:44Z,2910000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,296.0,2.0,2.0,0.0,,,,,,,,,,,,
299,PT03M15.00S,2023-03-05T04:02:45.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201144,93.77463863337714,48.28431372549019,1610612750,53,61,2023-03-05T04:02:50Z,2920000,False,-9.0,6.0,1,right,M. Conley running Layup (11 PTS) (A. Edwards 4 AST),"[201144, 1630162]",1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,1.05,Made,,,,,11.0,A. Edwards,1630162.0,4.0,,,,,,,,
301,PT02M56.00S,2023-03-05T04:03:04.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,8.015768725361369,56.590839460784316,1610612758,55,61,2023-03-05T04:24:26Z,2940000,False,-33.0,23.0,1,left,D. Sabonis turnaround Hook (15 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,4.01,Made,,,,,15.0,,,,,,,,,,,
302,PT02M42.00S,2023-03-05T04:03:18.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,71.69842312746385,78.67647058823529,1610612750,55,64,2023-03-05T04:03:23Z,2950000,False,143.0,214.0,1,right,N. Reid 25' 3PT  (8 PTS) (M. Conley 2 AST),"[1629675, 201144]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,25.72,Made,,,,,8.0,M. Conley,201144.0,2.0,,,,,,,,
304,PT02M35.00S,2023-03-05T04:03:28.4Z,2,REGULAR,foul,personal,[],1630183,,,1610612758,55,64,2023-03-05T04:03:36Z,2970000,False,,,0,,J. McDaniels personal FOUL (3 PF),"[1630183, 203084]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,202007.0,,,,,,,,,,,,,,,,3.0,0.0,Barnes,203084.0
306,PT02M35.00S,2023-03-05T04:03:40.9Z,2,REGULAR,substitution,out,[],1630183,,,1610612758,55,64,2023-03-05T04:03:50Z,2990000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M35.00S,2023-03-05T04:03:40.9Z,2,REGULAR,substitution,in,[],203937,,,1610612758,55,64,2023-03-05T04:03:50Z,3000000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M22.00S,2023-03-05T04:04:09.5Z,2,REGULAR,3pt,Jump Shot,[],1628989,5.732588699080158,95.83333333333334,1610612758,55,64,2023-03-05T04:04:36Z,3010000,False,-229.0,1.0,1,left,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,,,22.92,Missed,,,,,,,,,,,,,,,,
309,PT02M17.00S,2023-03-05T04:04:13.7Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,55,64,2023-03-05T04:04:13Z,3020000,False,,,0,,M. Conley REBOUND (Off:0 Def:3),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,,308.0,3.0,3.0,0.0,,,,,,,,,,,,
310,PT02M05.00S,2023-03-05T04:04:26.6Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,55,64,2023-03-05T04:04:41Z,3030000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1628368]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,Fox,1628368.0,,,,,,
311,PT02M05.00S,2023-03-05T04:04:26.6Z,2,REGULAR,steal,,[],1628368,,,1610612758,55,64,2023-03-05T04:04:28Z,3040000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
312,PT02M01.00S,2023-03-05T04:04:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628368,6.652431011826544,50.49019607843137,1610612758,57,64,2023-03-05T04:26:22Z,3050000,False,-2.0,10.0,1,left,D. Fox running Layup (9 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,1.03,Made,,,,,9.0,,,,,,,,,,,
313,PT01M38.00S,2023-03-05T04:04:53.7Z,2,REGULAR,3pt,Jump Shot,[],203937,90.62089356110381,4.166666666666666,1610612750,57,67,2023-03-05T04:04:58Z,3060000,False,-229.0,36.0,1,right,K. Anderson 3PT  (10 PTS) (A. Edwards 5 AST),"[203937, 1630162]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,23.2,Made,,,,,10.0,A. Edwards,1630162.0,5.0,,,,,,,,
315,PT01M24.00S,2023-03-05T04:05:11.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612758,57,67,2023-03-05T04:05:54Z,3080000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1629675, 1627734]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,,,2.0,0.0,Sabonis,1627734.0
317,PT01M24.00S,2023-03-05T04:05:41.0Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,58,67,2023-03-05T04:05:41Z,3100000,False,,,0,,D. Sabonis Free Throw 1 of 2 (16 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,
318,PT01M24.00S,2023-03-05T04:06:01.7Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,59,67,2023-03-05T04:06:01Z,3110000,False,,,0,,D. Sabonis Free Throw 2 of 2 (17 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
319,PT01M16.00S,2023-03-05T04:06:12.7Z,2,REGULAR,3pt,Jump Shot,[],201144,66.83639947437582,49.50980392156863,1610612750,59,70,2023-03-05T04:27:01Z,3120000,False,-2.0,259.0,1,right,M. Conley 25' 3PT pullup (14 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,25.92,Made,,,,,14.0,,,,,,,,,,,
320,PT00M57.80S,2023-03-05T04:06:30.5Z,2,REGULAR,3pt,Jump Shot,[],1628989,27.94021024967148,17.15686274509804,1610612758,62,70,2023-03-05T04:06:46Z,3130000,False,164.0,210.0,1,left,K. Huerter 26' 3PT  (10 PTS) (D. Sabonis 2 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,26.67,Made,,,,,10.0,D. Sabonis,1627734.0,2.0,,,,,,,,
322,PT00M35.90S,2023-03-05T04:06:57.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,92.59198423127464,49.26470588235294,1610612750,62,72,2023-03-05T04:07:01Z,3150000,False,-4.0,17.0,1,right,N. Reid cutting DUNK (10 PTS) (T. Prince 2 AST),"[1629675, 1627752]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,1.75,Made,,,,,10.0,T. Prince,1627752.0,2.0,,,,,,,,
324,PT00M30.20S,2023-03-05T04:07:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.988830486202366,40.19607843137255,1610612758,62,72,2023-03-05T04:28:00Z,3170000,False,49.0,51.0,1,left,MISS D. Fox 7' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,7.06,Missed,,,,,,,,,,,,,,,,
325,PT00M28.10S,2023-03-05T04:07:06.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,62,72,2023-03-05T04:07:18Z,3180000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,
326,PT00M16.80S,2023-03-05T04:07:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.11760840998686,46.07843137254902,1610612750,62,74,2023-03-05T04:07:23Z,3190000,False,-20.0,12.0,1,right,A. Edwards driving Layup (12 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,2.31,Made,,,,,12.0,,,,,,,,,,,
327,PT00M02.20S,2023-03-05T04:07:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,6.652431011826544,62.99019607843137,1610612758,64,74,2023-03-05T04:07:42Z,3200000,False,-65.0,10.0,1,left,H. Barnes 6' pullup Jump Shot (12 PTS),[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,6.58,Made,,,,,12.0,,,,,,,,,,,
328,PT00M00.00S,2023-03-05T04:07:44.9Z,2,REGULAR,3pt,Jump Shot,[],1630162,40.42378449408673,40.44117647058824,1610612750,64,74,2023-03-05T04:28:56Z,3210000,False,-48.0,508.0,1,right,MISS A. Edwards 50' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,50.97,Missed,,,,,,,,,,,,,,,,
329,PT00M00.00S,2023-03-05T04:07:44.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,64,74,2023-03-05T04:07:54Z,3220000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,328.0,,,,,,,,,,,,,,,
330,PT00M00.00S,2023-03-05T04:07:50.7Z,2,REGULAR,period,end,[],0,,,1610612750,64,74,2023-03-05T04:07:50Z,3230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-03-05T04:22:27.9Z,3,REGULAR,substitution,out,['startperiod'],201144,,,1610612750,64,74,2023-03-05T04:23:13Z,3240000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-03-05T04:22:27.9Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,64,74,2023-03-05T04:23:13Z,3250000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-03-05T04:22:27.9Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612750,64,74,2023-03-05T04:23:13Z,3260000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-03-05T04:22:27.9Z,3,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,64,74,2023-03-05T04:23:13Z,3270000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-03-05T04:22:27.9Z,3,REGULAR,substitution,in,['startperiod'],1629638,,,1610612750,64,74,2023-03-05T04:23:13Z,3280000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-03-05T04:22:27.9Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,64,74,2023-03-05T04:23:13Z,3290000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-03-05T04:23:13.5Z,3,REGULAR,period,start,[],0,,,1610612758,64,74,2023-03-05T04:23:14Z,3300000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M46.00S,2023-03-05T04:23:26.9Z,3,REGULAR,3pt,Jump Shot,[],1631099,74.58935611038108,84.55882352941177,1610612758,64,74,2023-03-05T04:29:22Z,3310000,False,173.0,186.0,1,right,MISS K. Murray 25' pullup 3PT,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,25.42,Missed,,,,,,,,,,,,,,,,
353,PT11M39.00S,2023-03-05T04:23:33.9Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612750,64,74,2023-03-05T04:23:35Z,3320000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,352.0,3.0,3.0,0.0,,,,,,,,,,,,
354,PT11M24.00S,2023-03-05T04:23:48.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,8.40998685939553,41.64368872549019,1610612750,64,74,2023-03-05T04:29:55Z,3330000,False,42.0,27.0,1,left,MISS R. Gobert bank Shot,[203497],1610612750.0,MIN,bank,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,4.95,Missed,,,,,,,,,,,,,,,,
355,PT11M22.00S,2023-03-05T04:23:50.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,64,74,2023-03-05T04:23:53Z,3340000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,354.0,10.0,7.0,3.0,,,,,,,,,,,,
356,PT11M14.00S,2023-03-05T04:23:58.9Z,3,REGULAR,3pt,Jump Shot,[],203084,67.23061760840999,42.15686274509804,1610612758,67,74,2023-03-05T04:24:09Z,3350000,False,-39.0,256.0,1,right,H. Barnes 25' 3PT step back (15 PTS),[203084],1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,25.85,Made,,,,,15.0,,,,,,,,,,,
358,PT10M52.00S,2023-03-05T04:24:20.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,11.038107752956634,43.114276960784316,1610612750,67,76,2023-03-05T04:31:18Z,3370000,False,34.0,51.0,1,left,K. Anderson 6' driving floating Jump Shot (12 PTS) (A. Edwards 6 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,6.18,Made,,,,,12.0,A. Edwards,1630162.0,6.0,,,,,,,,
