actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
34,PT09M37.00S,2022-12-22T03:14:50.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,5,7,2022-12-22T03:14:51Z,330000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,,Murray,K. Murray,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT09M33.00S,2022-12-22T03:14:54.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,70.12155059132719,73.52941176470588,1610612758,5,7,2022-12-22T03:15:03Z,340000,False,118.0,228.0,1,right,MISS K. Murray 25' running 3PT,[1631099],1610612758.0,SAC,running,,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,Murray,K. Murray,,,,,,,,,,,,,,,,,
36,PT09M29.00S,2022-12-22T03:14:58.2Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,5,7,2022-12-22T03:14:58Z,350000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,,Sabonis,D. Sabonis,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
37,PT09M21.00S,2022-12-22T03:15:06.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,66.5735873850197,42.64705882352941,1610612758,5,7,2022-12-22T03:15:16Z,360000,False,-37.0,262.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,26.43,Missed,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,
38,PT09M21.00S,2022-12-22T03:15:06.6Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,5,7,2022-12-22T03:15:23Z,370000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:1),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,,Sabonis,D. Sabonis,,,,37.0,3.0,1.0,2.0,,,,,,,,,,
39,PT09M16.00S,2022-12-22T03:15:11.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631099,92.9862023653088,47.30392156862745,1610612758,7,7,2022-12-22T03:16:59Z,380000,False,-13.0,13.0,1,right,K. Murray DUNK (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,1.9,Made,2.0,Murray,K. Murray,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
40,PT09M09.00S,2022-12-22T03:15:22.5Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612747,7,7,2022-12-22T03:15:43Z,390000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Beverley 2 FT),"[1628989, 201976]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Huerter,K. Huerter,,,,,,,,,,,203593.0,1.0,0.0,Beverley,201976.0,,
43,PT09M09.00S,2022-12-22T03:15:48.7Z,1,REGULAR,freethrow,1 of 2,[],201976,,,1610612747,7,8,2022-12-22T03:15:48Z,410000,False,,,0,,P. Beverley Free Throw 1 of 2 (3 PTS),[201976],1610612747.0,LAL,,,,,,,,,,Made,3.0,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
44,PT09M09.00S,2022-12-22T03:16:05.0Z,1,REGULAR,freethrow,2 of 2,[],201976,,,1610612747,7,9,2022-12-22T03:16:05Z,420000,False,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612747.0,LAL,,,,,,,,,,Made,4.0,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
45,PT09M02.00S,2022-12-22T03:16:15.0Z,1,REGULAR,3pt,Jump Shot,[],1628368,69.85873850197109,26.715686274509803,1610612758,7,9,2022-12-22T03:16:21Z,430000,False,-116.0,231.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,Fox,D. Fox,,,,,,,,,,,,,,,,,
46,PT08M59.00S,2022-12-22T03:16:18.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,7,9,2022-12-22T03:16:21Z,440000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,James,L. James,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT08M53.00S,2022-12-22T03:16:23.7Z,1,REGULAR,2pt,Jump Shot,[],2544,27.677398160315374,65.68627450980392,1610612747,7,11,2022-12-22T03:18:09Z,450000,False,-78.0,208.0,1,left,L. James 22' step back Jump Shot (4 PTS),[2544],1610612747.0,LAL,step back,,,,,,Mid-Range,16-24 Left Center,22.2,Made,4.0,James,L. James,,,,,,,,,,,,,,,,,
48,PT08M41.00S,2022-12-22T03:16:36.7Z,1,REGULAR,3pt,Jump Shot,[],203084,70.64717477003943,25.245098039215684,1610612758,7,11,2022-12-22T03:18:27Z,460000,False,-124.0,223.0,1,right,MISS H. Barnes 25' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
49,PT08M40.00S,2022-12-22T03:16:37.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,7,11,2022-12-22T03:16:42Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,48.0,,,,,,,,,,,,,
51,PT08M23.00S,2022-12-22T03:17:02.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,30.436925098554536,67.64705882352942,1610612747,7,11,2022-12-22T03:17:07Z,490000,False,-88.0,234.0,1,left,MISS L. Walker IV 24' 3PT,[1629022],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
52,PT08M19.00S,2022-12-22T03:17:06.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,11,2022-12-22T03:17:07Z,500000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,,Sabonis,D. Sabonis,,,,51.0,4.0,2.0,2.0,,,,,,,,,,
53,PT08M08.00S,2022-12-22T03:17:21.7Z,1,REGULAR,turnover,traveling,[],1627734,,,1610612758,7,11,2022-12-22T03:17:27Z,510000,False,,,0,,D. Sabonis traveling TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sabonis,D. Sabonis,,,,,,,,2.0,,,202007.0,,,,,,
54,PT07M53.00S,2022-12-22T03:17:47.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,7.835085413929041,4.166666666666666,1610612747,7,11,2022-12-22T03:17:53Z,520000,False,229.0,21.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,23.02,Missed,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2022-12-22T03:17:51.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,11,2022-12-22T03:17:53Z,530000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,,Sabonis,D. Sabonis,,,,54.0,5.0,3.0,2.0,,,,,,,,,,
56,PT07M43.00S,2022-12-22T03:17:56.8Z,1,REGULAR,3pt,Jump Shot,[],1631099,93.24901445466492,3.9215686274509802,1610612758,10,11,2022-12-22T03:18:02Z,540000,False,-230.0,11.0,1,right,K. Murray 3PT  (5 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,23.07,Made,5.0,Murray,K. Murray,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
58,PT07M32.00S,2022-12-22T03:18:09.6Z,1,REGULAR,turnover,out-of-bounds,[],1628418,,,1610612747,10,11,2022-12-22T03:18:27Z,560000,False,,,0,,T. Bryant bad pass out-of-bounds TURNOVER (1 TO),[1628418],1610612747.0,LAL,bad pass,,,,,,Above the Break 3,24+ Left Center,,,,Bryant,T. Bryant,,,,,,,,1.0,,,202007.0,,,,,,
60,PT07M26.00S,2022-12-22T03:18:31.0Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612758,10,11,2022-12-22T03:18:41Z,580000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Fox 2 FT),"[203471, 1628368]",1610612747.0,LAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Schroder,D. Schroder,,,,,,,,,,,202058.0,1.0,0.0,Fox,1628368.0,,
62,PT07M26.00S,2022-12-22T03:18:43.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,11,11,2022-12-22T03:18:43Z,600000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,,,,,,,Made,1.0,Fox,D. Fox,,,,,,,,,,,,,,,,,
63,PT07M26.00S,2022-12-22T03:18:57.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,12,11,2022-12-22T03:18:57Z,610000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612758.0,SAC,,,,,,,,,,Made,2.0,Fox,D. Fox,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2022-12-22T03:19:16.9Z,1,REGULAR,3pt,Jump Shot,[],203471,29.122864651773984,25.735294117647058,1610612747,12,11,2022-12-22T03:19:21Z,620000,False,121.0,221.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,
65,PT07M06.00S,2022-12-22T03:19:19.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,12,11,2022-12-22T03:19:21Z,630000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,,Sabonis,D. Sabonis,,,,64.0,6.0,4.0,2.0,,,,,,,,,,
66,PT06M59.00S,2022-12-22T03:19:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628989,68.9388961892247,30.392156862745097,1610612758,12,11,2022-12-22T03:19:32Z,640000,False,-98.0,239.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2022-12-22T03:19:30.7Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,12,11,2022-12-22T03:19:32Z,650000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,Bryant,T. Bryant,,,,66.0,1.0,1.0,0.0,,,,,,,,,,
68,PT06M38.00S,2022-12-22T03:19:48.1Z,1,REGULAR,2pt,Jump Shot,[],2544,20.97568988173456,82.35294117647058,1610612747,12,13,2022-12-22T03:19:54Z,660000,False,-162.0,145.0,1,left,L. James 21' Jump Shot (6 PTS),[2544],1610612747.0,LAL,,,,,,,Mid-Range,16-24 Left Center,21.71,Made,6.0,James,L. James,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2022-12-22T03:20:04.4Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,12,13,2022-12-22T03:20:08Z,670000,False,,,0,,D. Sabonis bad pass TURNOVER (3 TO),"[1627734, 201976]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sabonis,D. Sabonis,,,,,,,,3.0,Beverley,201976.0,,,,,,,
70,PT06M22.00S,2022-12-22T03:20:04.4Z,1,REGULAR,steal,,[],201976,,,1610612747,12,13,2022-12-22T03:20:06Z,680000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2022-12-22T03:20:10.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2544,6.1268068331143235,60.5392156862745,1610612747,12,13,2022-12-22T03:22:42Z,690000,False,-53.0,5.0,1,left,MISS L. James driving floating bank Shot,[2544],1610612747.0,LAL,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,James,L. James,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2022-12-22T03:20:12.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,12,13,2022-12-22T03:20:22Z,700000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barnes,H. Barnes,,,,71.0,1.0,1.0,0.0,,,,,,,,,,
73,PT06M08.00S,2022-12-22T03:20:18.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203084,90.62089356110381,57.84313725490197,1610612758,12,13,2022-12-22T03:23:59Z,710000,False,39.0,36.0,1,right,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
74,PT06M06.00S,2022-12-22T03:20:20.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,12,13,2022-12-22T03:20:27Z,720000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,James,L. James,,,,73.0,2.0,2.0,0.0,,,,,,,,,,
75,PT06M02.00S,2022-12-22T03:20:24.2Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612747,12,13,2022-12-22T03:20:29Z,730000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1628989]",1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Schroder,D. Schroder,,,,,,,,1.0,Huerter,1628989.0,,,,,,,
76,PT06M02.00S,2022-12-22T03:20:24.2Z,1,REGULAR,steal,,[],1628989,,,1610612758,12,13,2022-12-22T03:20:26Z,740000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,
77,PT05M55.00S,2022-12-22T03:20:34.3Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,12,13,2022-12-22T03:20:41Z,750000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Fox,D. Fox,,,,,,,,1.0,,,202007.0,,,,,,
78,PT05M55.00S,2022-12-22T03:20:41.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,13,2022-12-22T03:20:41Z,760000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M55.00S,2022-12-22T03:23:03.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612747,12,13,2022-12-22T03:23:29Z,770000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,
80,PT05M55.00S,2022-12-22T03:23:03.8Z,1,REGULAR,substitution,out,[],203471,,,1610612747,12,13,2022-12-22T03:23:29Z,780000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,,,,,,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,
81,PT05M55.00S,2022-12-22T03:23:03.8Z,1,REGULAR,substitution,out,[],1629022,,,1610612747,12,13,2022-12-22T03:23:29Z,790000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2022-12-22T03:23:03.8Z,1,REGULAR,substitution,in,[],1630558,,,1610612747,12,13,2022-12-22T03:23:29Z,800000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
83,PT05M55.00S,2022-12-22T03:23:03.8Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,12,13,2022-12-22T03:23:29Z,810000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,
84,PT05M55.00S,2022-12-22T03:23:03.8Z,1,REGULAR,substitution,in,[],1628972,,,1610612747,12,13,2022-12-22T03:23:29Z,820000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,,,,,,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2022-12-22T03:23:44.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201976,19.530223390275953,49.754901960784316,1610612747,12,13,2022-12-22T03:25:11Z,830000,False,1.0,131.0,1,left,MISS P. Beverley 13' driving floating Shot,[201976],1610612747.0,LAL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.11,Missed,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
86,PT05M39.00S,2022-12-22T03:23:47.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,12,13,2022-12-22T03:23:53Z,840000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sabonis,D. Sabonis,,,,85.0,7.0,5.0,2.0,,,,,,,,,,
