actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT06M05.00S,2022-12-20T03:22:26.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628989,9.543363994743759,30.637254901960787,1610612758,18,15,2022-12-20T03:29:50Z,860000,False,97.0,37.0,1,left,MISS K. Huerter 10' driving floating bank Shot,[1628989],1610612758.0,SAC,driving floating bank,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,10.37,,,,,,,,,,,
87,PT06M01.00S,2022-12-20T03:22:30.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,18,15,2022-12-20T03:22:33Z,870000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,86.0,,,,,,2.0,2.0,0.0,,,,,
88,PT05M54.00S,2022-12-20T03:22:36.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,93.51182654402102,2.941176470588235,1610612766,18,15,2022-12-20T03:22:44Z,880000,False,-235.0,8.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.55,,,,,,,,,,,
89,PT05M48.00S,2022-12-20T03:22:42.7Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,18,15,2022-12-20T03:22:42Z,890000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,88.0,,,,,,3.0,2.0,1.0,,,,,
90,PT05M43.00S,2022-12-20T03:22:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,73.53810775295663,17.15686274509804,1610612766,18,18,2022-12-20T03:30:18Z,900000,False,-164.0,196.0,1,right,L. Ball 25' 3PT pullup (3 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.58,,,,,,,,,,,
91,PT05M42.00S,2022-12-20T03:22:54.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,18,18,2022-12-20T03:22:54Z,910000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M42.00S,2022-12-20T03:25:13.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,18,18,2022-12-20T03:25:47Z,920000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M42.00S,2022-12-20T03:25:13.6Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,18,18,2022-12-20T03:25:47Z,930000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M42.00S,2022-12-20T03:25:13.6Z,1,REGULAR,substitution,out,[],202330,,,1610612758,18,18,2022-12-20T03:25:47Z,940000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M42.00S,2022-12-20T03:25:13.6Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,18,18,2022-12-20T03:25:47Z,950000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M42.00S,2022-12-20T03:25:13.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,18,18,2022-12-20T03:25:47Z,960000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M42.00S,2022-12-20T03:25:13.6Z,1,REGULAR,substitution,in,[],1629667,,,1610612758,18,18,2022-12-20T03:25:47Z,970000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M30.00S,2022-12-20T03:26:09.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630163,,,1610612758,18,18,2022-12-20T03:26:20Z,980000,False,,,0,,L. Ball personal FOUL (2 PF) (Murray 2 FT),"[1630163, 1631099]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,2.0,0.0,Murray,1631099.0,,,,,,,,,,,,,,,
100,PT05M30.00S,2022-12-20T03:26:35.5Z,1,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,18,18,2022-12-20T03:26:56Z,1000000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
101,PT05M30.00S,2022-12-20T03:26:35.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,18,18,2022-12-20T03:26:56Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
102,PT05M30.00S,2022-12-20T03:26:37.7Z,1,REGULAR,substitution,out,[],1630163,,,1610612758,18,18,2022-12-20T03:26:46Z,1020000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M30.00S,2022-12-20T03:26:37.7Z,1,REGULAR,substitution,in,[],1630177,,,1610612758,18,18,2022-12-20T03:26:46Z,1030000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M30.00S,2022-12-20T03:26:35.5Z,1,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,18,18,2022-12-20T03:26:56Z,1040000,False,,,0,,MISS K. Murray Free Throw 2 of 2,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
105,PT05M27.00S,2022-12-20T03:26:38.5Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,18,18,2022-12-20T03:26:56Z,1050000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,104.0,,,,,,2.0,2.0,0.0,,,,,
106,PT05M14.00S,2022-12-20T03:27:09.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,87.20433639947439,46.568627450980394,1610612766,18,18,2022-12-20T03:32:44Z,1060000,False,-17.0,68.0,1,right,MISS P. Washington 6' driving Hook,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.99,,,,,,,,,,,
107,PT05M13.00S,2022-12-20T03:27:10.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,18,18,2022-12-20T03:31:20Z,1070000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,106.0,,,,,,3.0,2.0,1.0,,,,,
108,PT05M13.00S,2022-12-20T03:27:15.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612766,18,20,2022-12-20T06:30:53Z,1080000,False,0.0,0.0,1,right,N. Richards tip DUNK (2 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.0,,,,,,,,,,,
109,PT05M03.00S,2022-12-20T03:27:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,6.783837056504599,52.450980392156865,1610612758,20,20,2022-12-20T03:27:28Z,1090000,False,-12.0,11.0,1,left,M. Monk cutting Layup (2 PTS) (D. Mitchell 1 AST),"[1628370, 1630558]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.67,D. Mitchell,1630558.0,1.0,,,,,,,,
112,PT04M52.00S,2022-12-20T03:27:35.7Z,1,REGULAR,substitution,out,[],1631099,,,1610612766,20,20,2022-12-20T03:27:43Z,1120000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M52.00S,2022-12-20T03:27:35.7Z,1,REGULAR,substitution,in,[],1629056,,,1610612766,20,20,2022-12-20T03:27:43Z,1130000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M44.00S,2022-12-20T03:28:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612766,20,20,2022-12-20T03:28:10Z,1140000,False,,,0,,T. Davis shooting personal FOUL (1 PF) (Maledon 2 FT),"[1629056, 1630177]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,1.0,0.0,Maledon,1630177.0,,,,,,,,,,,,,,,
116,PT04M44.00S,2022-12-20T03:28:23.7Z,1,REGULAR,freethrow,1 of 2,[],1630177,,,1610612766,20,20,2022-12-20T03:28:23Z,1160000,False,,,0,,MISS T. Maledon Free Throw 1 of 2,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
117,PT04M44.00S,2022-12-20T03:28:23.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,20,20,2022-12-20T03:28:23Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,
118,PT04M44.00S,2022-12-20T03:28:41.5Z,1,REGULAR,freethrow,2 of 2,[],1630177,,,1610612766,20,21,2022-12-20T03:28:41Z,1180000,False,,,0,,T. Maledon Free Throw 2 of 2 (1 PTS),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
119,PT04M30.00S,2022-12-20T03:28:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,5.995400788436268,63.48039215686274,1610612758,20,21,2022-12-20T03:29:05Z,1190000,False,-67.0,4.0,1,left,MISS M. Monk 6' floating Shot,[1628370],1610612758.0,SAC,floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.75,,,,,,,,,,,
120,PT04M27.00S,2022-12-20T03:29:00.0Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,20,21,2022-12-20T03:29:05Z,1200000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,119.0,,,,,,2.0,2.0,0.0,,,,,
121,PT04M25.00S,2022-12-20T03:29:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,87.72996057818659,57.107843137254896,1610612766,20,23,2022-12-20T03:36:08Z,1210000,False,36.0,63.0,1,right,K. Oubre Jr. 7' driving floating Jump Shot (9 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,9.0,7.21,,,,,,,,,,,
122,PT04M13.00S,2022-12-20T03:29:16.2Z,1,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612758,20,23,2022-12-20T03:40:56Z,1220000,False,,,0,,M. Monk bad pass out-of-bounds TURNOVER (1 TO),[1628370],1610612758.0,SAC,bad pass,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,1628951.0,,,,,,,,,,,,,,,1.0,,,,
123,PT04M00.00S,2022-12-20T03:29:34.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,79.84559789750328,8.57843137254902,1610612766,20,23,2022-12-20T03:36:56Z,1230000,False,-207.0,137.0,1,right,MISS K. Oubre Jr. 24' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.83,,,,,,,,,,,
124,PT03M57.00S,2022-12-20T03:29:37.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,20,23,2022-12-20T03:29:38Z,1240000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,123.0,,,,,,8.0,5.0,3.0,,,,,
125,PT03M51.00S,2022-12-20T03:29:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.389618922470433,52.94117647058824,1610612758,22,23,2022-12-20T03:29:49Z,1250000,False,-15.0,8.0,1,left,D. Sabonis cutting Layup (7 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,1.65,M. Monk,1628370.0,1.0,,,,,,,,
127,PT03M33.00S,2022-12-20T03:30:01.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,85.3646517739816,45.83333333333333,1610612766,22,23,2022-12-20T03:30:07Z,1270000,False,-21.0,85.0,1,right,MISS N. Richards 8' Hook,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,8.76,,,,,,,,,,,
128,PT03M28.00S,2022-12-20T03:30:06.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,22,23,2022-12-20T03:30:07Z,1280000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,127.0,,,,,,9.0,6.0,3.0,,,,,
129,PT03M23.00S,2022-12-20T03:30:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630558,6.258212877792378,44.6078431372549,1610612758,24,23,2022-12-20T03:30:50Z,1290000,False,27.0,6.0,1,left,D. Mitchell driving Layup (2 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.77,,,,,,,,,,,
130,PT03M23.00S,2022-12-20T03:30:20.0Z,1,REGULAR,violation,defensive goaltending,[],1630208,,,1610612758,24,23,2022-12-20T03:30:50Z,1300000,False,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,1628951.0,,,,,,,,,,,,,,,,,,,
131,PT03M03.00S,2022-12-20T03:30:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,92.59198423127464,96.56862745098039,1610612766,24,26,2022-12-20T03:30:56Z,1310000,False,233.0,17.0,1,right,P. Washington 3PT  (3 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.34,,,,,,,,,,,
132,PT02M55.00S,2022-12-20T03:30:59.7Z,1,REGULAR,3pt,Jump Shot,[],203084,26.62614980289093,79.90196078431373,1610612758,24,26,2022-12-20T03:31:04Z,1320000,False,-150.0,198.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.79,,,,,,,,,,,
133,PT02M51.00S,2022-12-20T03:31:03.7Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,24,26,2022-12-20T03:31:04Z,1330000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,132.0,,,,,,3.0,3.0,0.0,,,,,
134,PT02M48.00S,2022-12-20T03:31:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,92.9862023653088,55.14705882352941,1610612766,24,26,2022-12-20T03:31:12Z,1340000,False,26.0,13.0,1,right,MISS K. Oubre Jr. running Layup,[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.9,,,,,,,,,,,
135,PT02M44.00S,2022-12-20T03:31:10.7Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,24,26,2022-12-20T03:31:12Z,1350000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,134.0,,,,,,4.0,2.0,2.0,,,,,
136,PT02M44.00S,2022-12-20T03:31:10.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612766,24,28,2022-12-20T03:39:20Z,1360000,False,0.0,0.0,1,right,N. Richards tip DUNK (4 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.0,,,,,,,,,,,
137,PT02M30.00S,2022-12-20T03:31:25.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,29.6484888304862,29.166666666666668,1610612758,27,28,2022-12-20T03:40:33Z,1370000,False,104.0,226.0,1,left,M. Monk 24' 3PT pullup (5 PTS) (H. Barnes 2 AST),"[1628370, 203084]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,24.9,H. Barnes,203084.0,2.0,,,,,,,,
138,PT02M14.00S,2022-12-20T03:31:41.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,88.12417871222075,63.725490196078425,1610612766,27,30,2022-12-20T03:31:45Z,1380000,False,69.0,59.0,1,right,J. McDaniels 9' turnaround Jump Shot (2 PTS),[1629667],1610612766.0,CHA,turnaround,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,2.0,9.05,,,,,,,,,,,
139,PT02M07.00S,2022-12-20T03:31:53.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612758,27,30,2022-12-20T03:31:59Z,1390000,False,,,0,,N. Richards personal FOUL (1 PF) (Monk 2 FT),"[1630208, 1628370]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,1627963.0,1.0,0.0,Monk,1628370.0,,,,,,,,,,,,,,,
141,PT02M07.00S,2022-12-20T03:32:18.1Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,28,30,2022-12-20T03:33:17Z,1410000,False,,,0,,M. Monk Free Throw 1 of 2 (6 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
142,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,28,30,2022-12-20T03:32:53Z,1420000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,out,[],1630558,,,1610612758,28,30,2022-12-20T03:32:53Z,1430000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,out,[],1629056,,,1610612758,28,30,2022-12-20T03:32:53Z,1440000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,out,[],1626162,,,1610612758,28,30,2022-12-20T03:32:53Z,1450000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,out,[],1629023,,,1610612758,28,30,2022-12-20T03:32:53Z,1460000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,28,30,2022-12-20T03:32:53Z,1470000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,28,30,2022-12-20T03:32:53Z,1480000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,in,[],1629674,,,1610612758,28,30,2022-12-20T03:32:53Z,1490000,False,,,0,,SUB in: N. Queta,[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,in,[],202330,,,1610612758,28,30,2022-12-20T03:32:53Z,1500000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M07.00S,2022-12-20T03:32:19.0Z,1,REGULAR,substitution,in,[],1630550,,,1610612758,28,30,2022-12-20T03:32:53Z,1510000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M07.00S,2022-12-20T03:32:18.1Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,28,30,2022-12-20T03:33:17Z,1520000,False,,,0,,MISS M. Monk Free Throw 2 of 2,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
153,PT02M04.00S,2022-12-20T03:32:21.1Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,28,30,2022-12-20T03:33:17Z,1530000,False,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,152.0,,,,,,5.0,3.0,2.0,,,,,
154,PT01M48.00S,2022-12-20T03:33:24.1Z,1,REGULAR,2pt,Jump Shot,[],1630177,86.15308804204993,65.93137254901961,1610612766,28,30,2022-12-20T03:42:31Z,1540000,False,80.0,78.0,1,right,MISS T. Maledon 11' pullup Shot,[1630177],1610612766.0,CHA,pullup,,,Maledon,T. Maledon,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,11.13,,,,,,,,,,,
155,PT01M45.00S,2022-12-20T03:33:28.6Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,28,30,2022-12-20T03:33:28Z,1550000,False,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,154.0,,,,,,6.0,3.0,3.0,,,,,
156,PT01M45.00S,2022-12-20T03:33:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,28,30,2022-12-20T03:33:28Z,1560000,False,0.0,0.0,1,right,MISS N. Richards tip Layup,[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,0.0,,,,,,,,,,,
157,PT01M43.00S,2022-12-20T03:33:29.3Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,28,30,2022-12-20T03:33:29Z,1570000,False,,,0,,N. Richards REBOUND (Off:4 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,156.0,,,,,,7.0,3.0,4.0,,,,,
158,PT01M42.00S,2022-12-20T03:33:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,92.46057818659659,50.0,1610612766,28,32,2022-12-20T03:43:20Z,1580000,False,0.0,18.0,1,right,N. Richards putback Layup (6 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,1.84,,,,,,,,,,,
159,PT01M33.00S,2022-12-20T03:33:48.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630177,,,1610612758,28,32,2022-12-20T03:33:59Z,1590000,False,,,0,,T. Maledon shooting personal FOUL (1 PF) (Fox 2 FT),"[1630177, 1628368]",1610612766.0,CHA,shooting,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,2004.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
161,PT01M33.00S,2022-12-20T03:34:02.1Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,29,32,2022-12-20T03:34:02Z,1610000,False,,,0,,D. Fox Free Throw 1 of 2 (6 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
162,PT01M33.00S,2022-12-20T03:34:04.2Z,1,REGULAR,substitution,out,[],203084,,,1610612758,29,32,2022-12-20T03:34:09Z,1620000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M33.00S,2022-12-20T03:34:04.2Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,29,32,2022-12-20T03:34:09Z,1630000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M33.00S,2022-12-20T03:34:19.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,30,32,2022-12-20T03:34:19Z,1640000,False,,,0,,D. Fox Free Throw 2 of 2 (7 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
