actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M08.00S,2023-01-14T03:13:41.7Z,1,REGULAR,turnover,bad pass,[],1631099,,,1610612758,5,5,2023-01-14T03:13:47Z,160000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1630224]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Green,1630224.0,,
17,PT10M08.00S,2023-01-14T03:13:41.7Z,1,REGULAR,steal,,[],1630224,,,1610612745,5,5,2023-01-14T03:13:43Z,170000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M04.00S,2023-01-14T03:13:46.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,93.24901445466492,48.529411764705884,1610612745,5,7,2023-01-14T03:13:52Z,180000,False,-7.0,11.0,1,right,J. Green running DUNK (2 PTS) (J. Smith Jr. 1 AST),"[1630224, 1631095]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.33,J. Smith Jr.,1631095.0,1.0,,,,,
20,PT09M53.00S,2023-01-14T03:13:57.3Z,1,REGULAR,2pt,Jump Shot,[],1627734,20.71287779237845,75.0,1610612758,5,7,2023-01-14T03:14:07Z,200000,False,-125.0,142.0,1,left,MISS D. Sabonis 18' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,18.93,,,,,,,,
21,PT09M50.00S,2023-01-14T03:13:59.7Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,5,7,2023-01-14T03:13:59Z,210000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,
22,PT09M45.00S,2023-01-14T03:14:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.1268068331143235,54.65686274509803,1610612758,5,7,2023-01-14T03:14:09Z,220000,False,-23.0,5.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1631095]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.39,,,,,,,Smith Jr.,1631095.0
64,PT09M45.00S,2023-01-14T03:14:04.6Z,1,REGULAR,block,,[],1631095,,,1610612758,5,7,2023-01-14T03:19:42Z,225000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2023-01-14T03:14:06.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,5,7,2023-01-14T03:14:06Z,230000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,
24,PT09M25.00S,2023-01-14T03:14:25.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,72.61826544021025,16.911764705882355,1610612745,5,7,2023-01-14T03:14:29Z,240000,False,-165.0,205.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.33,,,,,,,,
25,PT09M23.00S,2023-01-14T03:14:27.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,5,7,2023-01-14T03:14:27Z,250000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,
26,PT09M17.00S,2023-01-14T03:14:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,93.77463863337714,54.41176470588235,1610612745,5,7,2023-01-14T03:19:44Z,260000,False,22.0,6.0,1,right,MISS J. Smith Jr. cutting Layup,[1631095],1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.29,,,,,,,,
27,PT09M14.00S,2023-01-14T03:14:35.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,5,7,2023-01-14T03:14:35Z,270000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,
28,PT09M08.00S,2023-01-14T03:14:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.835085413929041,43.872549019607845,1610612758,5,7,2023-01-14T03:20:29Z,280000,False,31.0,21.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.72,,,,,,,,
29,PT09M06.00S,2023-01-14T03:14:44.0Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,5,7,2023-01-14T03:14:44Z,290000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,
30,PT09M06.00S,2023-01-14T03:14:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.389618922470433,54.65686274509803,1610612758,5,7,2023-01-14T03:22:12Z,300000,False,-23.0,8.0,1,left,MISS D. Sabonis tip Layup - blocked,"[1627734, 1631095]",1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.45,,,,,,,Smith Jr.,1631095.0
35,PT09M06.00S,2023-01-14T03:14:44.5Z,1,REGULAR,block,,[],1631095,,,1610612758,5,7,2023-01-14T03:15:06Z,305000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M04.00S,2023-01-14T03:14:46.5Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,5,7,2023-01-14T03:15:06Z,310000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,
32,PT09M03.00S,2023-01-14T03:14:46.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203084,7.966491458607096,46.32352941176471,1610612758,7,7,2023-01-14T03:22:37Z,320000,False,18.0,22.0,1,left,H. Barnes Jump Shot (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.9,,,,,,,,
33,PT08M47.00S,2023-01-14T03:15:02.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,94.1688567674113,13.725490196078432,1610612745,7,7,2023-01-14T03:27:13Z,330000,False,-181.0,2.0,1,right,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,,,,,,Missed,,,,,,18.14,,,,,,,,
34,PT08M47.00S,2023-01-14T03:15:02.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,7,2023-01-14T03:15:12Z,340000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left,,,,,,,,33.0,3.0,2.0,1.0,,,,,,,,,
36,PT08M39.00S,2023-01-14T03:15:10.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,8.360709592641262,53.18627450980392,1610612758,9,7,2023-01-14T03:15:18Z,350000,False,-16.0,26.0,1,left,D. Fox running Layup (5 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,3.06,D. Sabonis,1627734.0,1.0,,,,,
39,PT08M23.00S,2023-01-14T03:15:27.9Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612745,9,7,2023-01-14T03:15:44Z,370000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Gordon 2 FT),"[1631099, 201569]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,203591.0,1.0,0.0,Gordon,201569.0,,,,,,,,,,,,,,,
41,PT08M23.00S,2023-01-14T03:15:54.8Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,9,7,2023-01-14T03:15:54Z,390000,False,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
42,PT08M23.00S,2023-01-14T03:15:54.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,9,7,2023-01-14T03:15:54Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,
43,PT08M23.00S,2023-01-14T03:15:54.8Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,9,7,2023-01-14T03:16:14Z,410000,False,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
44,PT08M20.00S,2023-01-14T03:15:57.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,7,2023-01-14T03:16:14Z,420000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,43.0,4.0,3.0,1.0,,,,,,,,,
45,PT08M10.00S,2023-01-14T03:16:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629056,31.750985545335087,49.26470588235294,1610612758,9,7,2023-01-14T03:16:32Z,430000,False,4.0,246.0,1,left,MISS T. Davis 24' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,24.6,,,,,,,,
46,PT08M07.00S,2023-01-14T03:16:26.4Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,9,7,2023-01-14T03:17:45Z,440000,False,,,0,,D. Fox REBOUND (Off:2 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,45.0,3.0,1.0,2.0,,,,,,,,,
47,PT08M07.00S,2023-01-14T03:16:31.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628368,5.590000152587891,50.0,1610612758,11,7,2023-01-14T03:17:05Z,450000,False,0.0,0.0,1,left,D. Fox tip DUNK (7 PTS),[1628368],1610612758.0,SAC,tip,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,0.0,,,,,,,,
48,PT07M49.00S,2023-01-14T03:16:44.8Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,11,7,2023-01-14T03:16:49Z,460000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1629056]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Davis,1629056.0,,
49,PT07M49.00S,2023-01-14T03:16:44.8Z,1,REGULAR,steal,,[],1629056,,,1610612758,11,7,2023-01-14T03:16:46Z,470000,False,,,0,,T. Davis STEAL (1 STL),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2023-01-14T03:16:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,5.732588699080158,53.18627450980392,1610612758,13,7,2023-01-14T03:16:58Z,480000,False,-16.0,1.0,1,left,H. Barnes cutting Layup (4 PTS) (D. Sabonis 2 AST),"[203084, 1627734]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,1.6,D. Sabonis,1627734.0,2.0,,,,,
52,PT07M23.00S,2023-01-14T03:17:11.7Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612745,13,7,2023-01-14T03:17:27Z,500000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[1631099, 1630231]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,202049.0,2.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,,
54,PT07M23.00S,2023-01-14T03:17:40.3Z,1,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,13,8,2023-01-14T03:17:40Z,520000,False,,,0,,K. Martin Jr. Free Throw 1 of 2 (2 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
55,PT07M23.00S,2023-01-14T03:17:55.4Z,1,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,13,9,2023-01-14T03:17:55Z,530000,False,,,0,,K. Martin Jr. Free Throw 2 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
56,PT07M12.00S,2023-01-14T03:18:11.9Z,1,REGULAR,3pt,Jump Shot,[],1631099,25.837713534822605,83.57843137254902,1610612758,13,9,2023-01-14T03:18:16Z,540000,False,-168.0,190.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.39,,,,,,,,
57,PT07M09.00S,2023-01-14T03:18:16.0Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,13,9,2023-01-14T03:18:16Z,550000,False,,,0,,H. Barnes REBOUND (Off:2 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,56.0,2.0,0.0,2.0,,,,,,,,,
58,PT07M04.00S,2023-01-14T03:18:20.5Z,1,REGULAR,turnover,lost ball,[],1629056,,,1610612758,13,9,2023-01-14T03:18:24Z,560000,False,,,0,,T. Davis lost ball TURNOVER (1 TO),"[1629056, 1630578]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0,,
59,PT07M04.00S,2023-01-14T03:18:20.5Z,1,REGULAR,steal,,[],1630578,,,1610612745,13,9,2023-01-14T03:18:22Z,570000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2023-01-14T03:18:34.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631095,85.89027595269383,50.49019607843137,1610612745,13,11,2023-01-14T03:19:02Z,580000,False,2.0,80.0,1,right,J. Smith Jr. 8' driving floating Jump Shot (4 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,driving floating,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,,,,8.01,A. Sengun,1630578.0,2.0,,,,,
61,PT06M57.00S,2023-01-14T03:18:41.1Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612745,13,11,2023-01-14T03:18:53Z,590000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Smith Jr. 1 FT),"[1627734, 1631095]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,203591.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
63,PT06M57.00S,2023-01-14T03:18:57.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,11,2023-01-14T03:18:57Z,610000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2023-01-14T03:21:49.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631095,,,1610612745,13,12,2023-01-14T03:21:49Z,620000,False,,,0,,J. Smith Jr. Free Throw 1 of 1 (5 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
66,PT06M43.00S,2023-01-14T03:22:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,10.5946123521682,36.029411764705884,1610612758,13,12,2023-01-14T03:22:14Z,630000,False,70.0,47.0,1,left,MISS H. Barnes 8' Jump Shot,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,8.43,,,,,,,,
67,PT06M40.00S,2023-01-14T03:22:10.4Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,13,12,2023-01-14T03:22:10Z,640000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,66.0,5.0,3.0,2.0,,,,,,,,,
68,PT06M40.00S,2023-01-14T03:22:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.389618922470433,51.71568627450981,1610612758,15,12,2023-01-14T03:22:20Z,650000,False,-9.0,8.0,1,left,D. Sabonis putback Layup (4 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,1.15,,,,,,,,
69,PT06M27.00S,2023-01-14T03:22:23.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,89.96386333771353,3.6764705882352944,1610612745,15,15,2023-01-14T03:22:28Z,660000,False,-232.0,42.0,1,right,J. Green 3PT  (5 PTS) (E. Gordon 1 AST),"[1630224, 201569]",1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,,,,,23.53,E. Gordon,201569.0,1.0,,,,,
74,PT06M01.00S,2023-01-14T03:22:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,27.020367936925098,79.16666666666666,1610612758,15,15,2023-01-14T03:37:42Z,710000,False,-146.0,201.0,1,left,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.87,,,,,,,,
75,PT06M00.00S,2023-01-14T03:22:50.3Z,1,REGULAR,rebound,offensive,[],1629056,,,1610612758,15,15,2023-01-14T03:22:53Z,720000,False,,,0,,T. Davis REBOUND (Off:1 Def:0),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,,
76,PT05M59.00S,2023-01-14T03:22:52.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629056,7.178055190538765,44.85294117647059,1610612758,17,15,2023-01-14T03:23:05Z,730000,False,26.0,15.0,1,left,T. Davis putback DUNK (2 PTS),[1629056],1610612758.0,SAC,putback,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.98,,,,,,,,
77,PT05M37.00S,2023-01-14T03:23:15.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629056,,,1610612745,17,15,2023-01-14T03:23:34Z,740000,False,,,0,,T. Davis personal FOUL (2 PF) (Green 2 FT),"[1629056, 1630224]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,16-24 Center,1627964.0,2.0,0.0,Green,1630224.0,,,,,,,,,,,,,,,
79,PT05M37.00S,2023-01-14T03:23:37.1Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,17,16,2023-01-14T03:23:37Z,760000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
80,PT05M37.00S,2023-01-14T03:23:37.7Z,1,REGULAR,substitution,out,[],1629056,,,1610612745,17,16,2023-01-14T03:23:49Z,770000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M37.00S,2023-01-14T03:23:37.7Z,1,REGULAR,substitution,out,[],1628368,,,1610612745,17,16,2023-01-14T03:23:49Z,780000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2023-01-14T03:23:37.7Z,1,REGULAR,substitution,in,[],1630558,,,1610612745,17,16,2023-01-14T03:23:49Z,790000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M37.00S,2023-01-14T03:23:37.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612745,17,16,2023-01-14T03:23:49Z,800000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
