actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-04T23:11:09.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-04T23:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2022-12-04T23:11:15.5Z,1,REGULAR,jumpball,recovered,[],1628368,,,1610612758,0,0,2022-12-04T23:11:15Z,40000,False,,,0,,Jump Ball D. Sabonis vs. N. Vucevic: Tip to D. Fox,"[1628368, 1627734, 202696]",1610612758.0,SAC,startperiod,D. Fox,1628368.0,Fox,D. Fox,Sabonis,1627734.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-12-04T23:11:47.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,69.72733245729303,22.54901960784314,1610612758,0,0,2022-12-04T23:11:57Z,80000,False,-137.0,232.0,1,right,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-12-04T23:11:53.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,0,2022-12-04T23:11:53Z,90000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M26.00S,2022-12-04T23:11:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,5.863994743758213,46.32352941176471,1610612741,0,2,2022-12-04T23:12:24Z,100000,False,18.0,3.0,1,left,Z. LaVine running Layup (2 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M26.00S,2022-12-04T23:11:59.1Z,1,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612741,0,2,2022-12-04T23:13:01Z,110000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (LaVine 1 FT),"[1628989, 203897]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,1.0,0.0,LaVine,203897.0,,,,,,,,
13,PT11M26.00S,2022-12-04T23:12:25.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203897,,,1610612741,0,3,2022-12-04T23:13:31Z,130000,False,,,0,,Z. LaVine Free Throw 1 of 1 (3 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
14,PT11M12.00S,2022-12-04T23:12:37.6Z,1,REGULAR,turnover,lost ball,[],203084,,,1610612758,0,3,2022-12-04T23:12:42Z,140000,False,,,0,,H. Barnes lost ball TURNOVER (1 TO),"[203084, 203897]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,LaVine,203897.0,,,,,
15,PT11M12.00S,2022-12-04T23:12:37.6Z,1,REGULAR,steal,,[],203897,,,1610612741,0,3,2022-12-04T23:13:20Z,150000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
16,PT11M08.00S,2022-12-04T23:12:42.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",201942,20.97568988173456,68.87254901960785,1610612741,0,3,2022-12-04T23:12:51Z,160000,False,-94.0,145.0,1,left,MISS D. DeRozan 17' running pullup Shot,[201942],1610612741.0,CHI,running pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,17.28,Missed,,,,,,,,,,,,,,,,,,
17,PT11M04.00S,2022-12-04T23:12:46.2Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,0,3,2022-12-04T23:12:51Z,170000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M45.00S,2022-12-04T23:13:05.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,76.5604467805519,12.254901960784313,1610612758,3,3,2022-12-04T23:13:13Z,180000,False,-189.0,168.0,1,right,D. Fox 25' 3PT step back (3 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.25,Made,,,,,3.0,,,,,,,,,,,,,
19,PT10M21.00S,2022-12-04T23:13:28.1Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,3,3,2022-12-04T23:13:46Z,190000,False,,,0,,N. Vucevic lost ball TURNOVER (1 TO),"[202696, 1628989]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,
20,PT10M21.00S,2022-12-04T23:13:28.1Z,1,REGULAR,steal,,[],1628989,,,1610612758,3,3,2022-12-04T23:58:13Z,200000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M15.00S,2022-12-04T23:13:34.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627734,67.23061760840999,56.86274509803921,1610612758,6,3,2022-12-04T23:14:03Z,210000,False,34.0,256.0,1,right,D. Sabonis 25' 3PT running (3 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,25.78,Made,,,,,3.0,,,,,,,,,K. Huerter,1628989.0,1.0,,
23,PT09M57.00S,2022-12-04T23:13:51.9Z,1,REGULAR,2pt,Jump Shot,[],202696,7.835085413929041,90.19607843137256,1610612741,6,3,2022-12-04T23:13:58Z,230000,False,-201.0,21.0,1,left,MISS N. Vucevic 20' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,20.21,Missed,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-12-04T23:13:54.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,6,3,2022-12-04T23:13:58Z,240000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M50.00S,2022-12-04T23:13:59.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,72.09264126149803,17.401960784313726,1610612758,6,3,2022-12-04T23:14:15Z,250000,False,-163.0,210.0,1,right,MISS K. Murray 26' running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2022-12-04T23:13:59.9Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,6,3,2022-12-04T23:14:15Z,260000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M39.00S,2022-12-04T23:14:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,4.681340341655716,48.03921568627451,1610612741,6,5,2022-12-04T23:14:19Z,270000,False,10.0,-8.0,1,left,Z. LaVine driving Layup (5 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,5.0,,,,,,,,,,,,,
