actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-26T02:10:24.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-26T02:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-26T02:10:27.8Z,1,REGULAR,jumpball,recovered,[],203482,,,1610612762,0,0,2023-03-26T02:10:27Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Sabonis: Tip to K. Olynyk,"[203482, 1631117, 1627734]",1610612762.0,UTA,startperiod,K. Olynyk,203482.0,Olynyk,K. Olynyk,Kessler,1631117.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-26T02:10:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,6.521024967148489,46.568627450980394,1610612762,0,2,2023-03-26T02:10:46Z,70000,False,17.0,9.0,1,left,W. Kessler alley-oop Layup (2 PTS) (K. Olynyk 1 AST),"[1631117, 203482]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-03-26T02:10:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.85479632063075,43.38235294117647,1610612758,2,2,2023-03-26T02:11:01Z,90000,False,-33.0,15.0,1,right,D. Sabonis driving Layup (2 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.62,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M06.00S,2023-03-26T02:11:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,5.863994743758213,44.11764705882353,1610612762,2,4,2023-03-26T02:11:23Z,100000,False,29.0,3.0,1,left,W. Kessler reverse Layup (4 PTS) (O. Agbaji 1 AST),"[1631117, 1630534]",1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.95,Made,4.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,,,
12,PT10M51.00S,2023-03-26T02:11:32.1Z,1,REGULAR,3pt,Jump Shot,[],1630558,68.01905387647832,62.5,1610612758,2,4,2023-03-26T02:11:37Z,120000,False,62.0,248.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
13,PT10M48.00S,2023-03-26T02:11:35.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,2,4,2023-03-26T02:11:37Z,130000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M42.00S,2023-03-26T02:11:41.8Z,1,REGULAR,2pt,Jump Shot,[],1631323,25.443495400788436,59.31372549019608,1610612762,2,4,2023-03-26T02:11:47Z,140000,False,-47.0,187.0,1,left,MISS S. Fontecchio 19' pullup Shot,[1631323],1610612762.0,UTA,pullup,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Center,19.24,Missed,,,,,,,,,,,,,,,,,,
15,PT10M37.00S,2023-03-26T02:11:46.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,2,4,2023-03-26T02:11:47Z,150000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M31.00S,2023-03-26T02:11:52.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,68.15045992115637,63.48039215686274,1610612758,2,4,2023-03-26T02:11:56Z,160000,False,67.0,247.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
