actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-04T03:10:22.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-04T03:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-04T03:10:26.5Z,1,REGULAR,jumpball,recovered,[],202331,,,1610612746,0,0,2023-03-04T03:10:26Z,40000,False,,,0,,Jump Ball M. Plumlee vs. D. Sabonis: Tip to P. George,"[202331, 203486, 1627734]",1610612746.0,LAC,startperiod,P. George,202331.0,George,P. George,Plumlee,203486.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-03-04T03:10:39.7Z,1,REGULAR,3pt,Jump Shot,[],202331,32.670827858081466,42.8921568627451,1610612746,0,0,2023-03-04T03:11:17Z,70000,False,36.0,255.0,1,left,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-03-04T03:10:41.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,0,0,2023-03-04T03:11:17Z,80000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-03-04T03:10:52.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.17279894875165,23.03921568627451,1610612758,3,0,2023-03-04T03:11:09Z,90000,False,-135.0,218.0,1,right,K. Huerter 25' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.67,Made,,,,,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
11,PT11M16.00S,2023-03-04T03:11:10.9Z,1,REGULAR,foul,personal,[],1628989,,,1610612746,3,0,2023-03-04T03:11:23Z,110000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 201569]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2715.0,1.0,0.0,Gordon,201569.0,,,,,
13,PT11M01.00S,2023-03-04T03:11:36.2Z,1,REGULAR,3pt,Jump Shot,[],201587,23.603810775295663,86.51960784313727,1610612746,3,0,2023-03-04T03:11:43Z,130000,False,-183.0,169.0,1,left,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2023-03-04T03:11:39.2Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,3,0,2023-03-04T03:11:43Z,140000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M48.00S,2023-03-04T03:11:49.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,75.50919842312747,14.215686274509803,1610612758,3,0,2023-03-04T03:11:56Z,150000,False,-179.0,178.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2023-03-04T03:11:51.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,3,0,2023-03-04T03:11:56Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,15.0,,,,,,,,,,,,,,,,,
