actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M43.00S,2023-01-05T03:11:40.3Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,3,2,2023-01-05T03:11:51Z,160000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
17,PT10M36.00S,2023-01-05T03:11:50.1Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,3,2,2023-01-05T03:12:31Z,170000,False,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,,,2714.0,,,,
18,PT10M24.00S,2023-01-05T03:12:08.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,80.76544021024968,37.745098039215684,1610612737,3,4,2023-01-05T03:13:51Z,180000,False,-61.0,128.0,1,right,D. Murray 14' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,14.22,Made,2.0,,,,,,,,,,,,,,
19,PT10M17.00S,2023-01-05T03:12:15.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,19.136005256241788,7.598039215686274,1610612758,3,4,2023-01-05T03:14:43Z,190000,False,212.0,127.0,1,left,MISS K. Murray 24' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,24.73,Missed,,,,,,,,,,,,,,,
20,PT10M13.00S,2023-01-05T03:12:19.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,3,4,2023-01-05T03:12:21Z,200000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT10M02.00S,2023-01-05T03:12:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,88.51839684625493,42.8921568627451,1610612737,3,6,2023-01-05T03:12:37Z,210000,False,-36.0,55.0,1,right,J. Collins 6' driving floating Jump Shot (2 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,6.58,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,
22,PT09M53.00S,2023-01-05T03:12:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,6.1268068331143235,47.05882352941176,1610612758,5,6,2023-01-05T03:12:45Z,220000,False,15.0,5.0,1,left,K. Murray Layup (2 PTS) (D. Fox 2 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1.56,Made,2.0,D. Fox,1628368.0,2.0,,,,,,,,,,,
24,PT09M34.00S,2023-01-05T03:12:58.4Z,1,REGULAR,turnover,lost ball,[],1628381,,,1610612737,5,6,2023-01-05T03:13:02Z,240000,False,,,0,,J. Collins lost ball TURNOVER (1 TO),"[1628381, 203084]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,1.0,Barnes,203084.0,,,,,,,,,,,,,,,,,
25,PT09M34.00S,2023-01-05T03:12:58.4Z,1,REGULAR,steal,,[],203084,,,1610612758,5,6,2023-01-05T03:13:00Z,250000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
26,PT09M29.00S,2023-01-05T03:13:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,6.389618922470433,42.8921568627451,1610612758,5,6,2023-01-05T03:13:10Z,260000,False,36.0,8.0,1,left,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,3.63,Missed,,,,,,,,,,,,,,,
27,PT09M27.00S,2023-01-05T03:13:05.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,5,6,2023-01-05T03:13:10Z,270000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,
28,PT09M24.00S,2023-01-05T03:13:09.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628381,93.38042049934296,51.470588235294116,1610612737,5,8,2023-01-05T03:13:18Z,280000,False,7.0,10.0,1,right,J. Collins running alley-oop DUNK (4 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,running alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,1.22,Made,4.0,T. Young,1629027.0,2.0,,,,,,,,,,,
30,PT09M17.00S,2023-01-05T03:13:15.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,27.94021024967148,19.362745098039216,1610612758,5,8,2023-01-05T03:19:20Z,300000,False,153.0,210.0,1,left,MISS K. Huerter 26' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,26.0,Missed,,,,,,,,,,,,,,,
31,PT09M17.00S,2023-01-05T03:13:15.5Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,5,8,2023-01-05T03:13:22Z,310000,False,,,0,,H. Barnes REBOUND (Off:2 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,30.0,2.0,0.0,2.0,,,,,
32,PT09M11.00S,2023-01-05T03:13:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,6.783837056504599,45.34313725490196,1610612758,7,8,2023-01-05T03:16:51Z,320000,False,23.0,11.0,1,left,H. Barnes putback Layup (5 PTS),[203084],1610612758.0,SAC,putback,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,2.59,Made,5.0,,,,,,,,,,,,,,
33,PT09M01.00S,2023-01-05T03:13:31.7Z,1,REGULAR,2pt,Jump Shot,[],1627749,75.90341655716163,49.26470588235294,1610612737,7,8,2023-01-05T03:17:14Z,330000,False,-4.0,174.0,1,right,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,17.4,Missed,,,,,,,,,,,,,,,
34,PT08M57.00S,2023-01-05T03:13:35.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,7,8,2023-01-05T03:13:40Z,340000,False,,,0,,H. Barnes REBOUND (Off:2 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,33.0,3.0,1.0,2.0,,,,,
35,PT08M50.00S,2023-01-05T03:13:42.3Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612758,7,8,2023-01-05T03:13:46Z,350000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1627749]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,1.0,Murray,1627749.0,,,,,,,,,,,,,,,,,
36,PT08M50.00S,2023-01-05T03:13:42.3Z,1,REGULAR,steal,,[],1627749,,,1610612737,7,8,2023-01-05T03:13:44Z,360000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M43.00S,2023-01-05T03:13:49.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629631,70.64717477003943,73.2843137254902,1610612737,7,8,2023-01-05T03:19:06Z,370000,False,116.0,223.0,1,right,MISS D. Hunter 25' running pullup 3PT,[1629631],1610612737.0,ATL,running pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,25.19,Missed,,,,,,,,,,,,,,,
38,PT08M39.00S,2023-01-05T03:13:53.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,8,2023-01-05T03:13:56Z,380000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT08M33.00S,2023-01-05T03:13:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,6.389618922470433,57.59803921568627,1610612758,7,8,2023-01-05T03:14:07Z,390000,False,-38.0,8.0,1,left,MISS D. Sabonis running Layup,[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,3.88,Missed,,,,,,,,,,,,,,,
40,PT08M30.00S,2023-01-05T03:14:02.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,7,8,2023-01-05T03:14:07Z,400000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,
41,PT08M18.00S,2023-01-05T03:14:14.9Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,7,8,2023-01-05T03:14:18Z,410000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1627734]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,2.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,
42,PT08M18.00S,2023-01-05T03:14:14.9Z,1,REGULAR,steal,,[],1627734,,,1610612758,7,8,2023-01-05T03:14:16Z,420000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M11.00S,2023-01-05T03:14:21.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631099,9.937582128777924,51.9607843137255,1610612758,7,8,2023-01-05T03:14:26Z,430000,False,-10.0,41.0,1,left,MISS K. Murray floating Shot,[1631099],1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,4.21,Missed,,,,,,,,,,,,,,,
44,PT08M07.00S,2023-01-05T03:14:25.2Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,7,8,2023-01-05T03:25:05Z,440000,False,,,0,,K. Murray REBOUND (Off:2 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,43.0,2.0,0.0,2.0,,,,,
98,PT08M07.00S,2023-01-05T03:14:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,7.095926412614981,50.75827205882353,1610612758,7,8,2023-01-05T03:35:28Z,445000,False,-4.0,14.0,1,left,MISS K. Murray tip Layup,[1631099],1610612758.0,SAC,tip,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1.47,Missed,,,,,,,,,,,,,,,
99,PT08M07.00S,2023-01-05T03:14:24.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,7,8,2023-01-05T03:25:37Z,447500,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,98.0,3.0,3.0,0.0,,,,,
45,PT08M05.00S,2023-01-05T03:14:28.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627749,93.51182654402102,46.81372549019608,1610612737,7,10,2023-01-05T03:21:41Z,450000,False,-16.0,8.0,1,right,D. Murray running finger roll Layup (4 PTS),[1627749],1610612737.0,ATL,running finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,1.8,Made,4.0,,,,,,,,,,,,,,
46,PT07M51.00S,2023-01-05T03:14:41.4Z,1,REGULAR,2pt,Jump Shot,[],1628368,21.632720105124836,59.068627450980394,1610612758,7,10,2023-01-05T03:14:47Z,460000,False,-45.0,151.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,,15.75,Missed,,,,,,,,,,,,,,,
47,PT07M48.00S,2023-01-05T03:14:44.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,7,10,2023-01-05T03:14:47Z,470000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,
48,PT07M39.00S,2023-01-05T03:14:54.2Z,1,REGULAR,turnover,lost ball,[],1629631,,,1610612737,7,10,2023-01-05T03:26:53Z,480000,False,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1628989]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,1.0,Huerter,1628989.0,,,,,,,,,,,,,,,,,
49,PT07M39.00S,2023-01-05T03:14:54.2Z,1,REGULAR,steal,,[],1628989,,,1610612758,7,10,2023-01-05T03:14:56Z,490000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M35.00S,2023-01-05T03:14:57.5Z,1,REGULAR,turnover,lost ball,[],1628989,,,1610612758,7,10,2023-01-05T03:27:28Z,500000,False,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 1629027]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Center,1.0,Young,1629027.0,,,,,,,,,,,,,,,,,
51,PT07M35.00S,2023-01-05T03:14:57.5Z,1,REGULAR,steal,,[],1629027,,,1610612737,7,10,2023-01-05T03:15:03Z,510000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M32.00S,2023-01-05T03:15:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612737,7,10,2023-01-05T03:15:25Z,520000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Hunter 2 FT),"[1628368, 1629631]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Hunter,1629631.0
54,PT07M32.00S,2023-01-05T03:15:28.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629631,,,1610612737,7,11,2023-01-05T03:15:28Z,540000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
55,PT07M32.00S,2023-01-05T03:15:40.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629631,,,1610612737,7,12,2023-01-05T03:15:40Z,550000,False,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
57,PT07M14.00S,2023-01-05T03:16:01.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,32.013797634691194,63.23529411764706,1610612758,7,12,2023-01-05T03:28:13Z,570000,False,-66.0,248.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,25.71,Missed,,,,,,,,,,,,,,,
58,PT07M11.00S,2023-01-05T03:16:04.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,7,12,2023-01-05T03:16:09Z,580000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,
59,PT07M10.00S,2023-01-05T03:16:04.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627749,92.59198423127464,48.529411764705884,1610612737,7,14,2023-01-05T03:28:42Z,590000,False,-7.0,17.0,1,right,D. Murray driving floating Jump Shot (6 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,1.86,Made,6.0,,,,,,,,,,,,,,
61,PT06M58.00S,2023-01-05T03:16:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.966491458607096,50.245098039215684,1610612758,9,14,2023-01-05T03:16:23Z,610000,False,-1.0,22.0,1,left,D. Sabonis Layup (2 PTS) (D. Fox 3 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.24,Made,2.0,D. Fox,1628368.0,3.0,,,,,,,,,,,
63,PT06M47.00S,2023-01-05T03:16:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.96386333771353,45.09803921568628,1610612737,9,14,2023-01-05T03:29:38Z,630000,False,-25.0,42.0,1,right,MISS T. Young driving floating Shot - blocked,"[1629027, 1631099]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,4.85,Missed,,,,,Murray,1631099.0,,,,,,,,,
64,PT06M47.00S,2023-01-05T03:16:28.2Z,1,REGULAR,block,,[],1631099,,,1610612737,9,14,2023-01-05T03:16:30Z,640000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2023-01-05T03:16:32.2Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,9,14,2023-01-05T03:16:34Z,650000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,
66,PT06M41.00S,2023-01-05T03:16:33.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,19.92444152431012,93.13725490196079,1610612758,9,14,2023-01-05T03:16:39Z,660000,False,-216.0,135.0,1,left,MISS K. Huerter 25' running 3PT,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,25.44,Missed,,,,,,,,,,,,,,,
67,PT06M39.00S,2023-01-05T03:16:35.7Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,9,14,2023-01-05T03:16:35Z,670000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,66.0,2.0,1.0,1.0,,,,,
68,PT06M36.00S,2023-01-05T03:16:38.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,7.5722733245729295,55.63725490196079,1610612758,11,14,2023-01-05T03:30:50Z,680000,False,-28.0,19.0,1,left,K. Huerter floating Jump Shot (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,floating,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,3.38,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,
70,PT06M28.00S,2023-01-05T03:16:51.4Z,1,REGULAR,foul,personal,[],1631099,,,1610612737,11,14,2023-01-05T03:41:27Z,700000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 1629631]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Hunter,1629631.0
72,PT06M28.00S,2023-01-05T03:17:02.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,11,14,2023-01-05T03:17:02Z,720000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M28.00S,2023-01-05T03:19:15.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612737,11,14,2023-01-05T03:19:45Z,730000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M28.00S,2023-01-05T03:19:15.3Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,11,14,2023-01-05T03:19:45Z,740000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M28.00S,2023-01-05T03:19:15.3Z,1,REGULAR,substitution,in,[],1630558,,,1610612737,11,14,2023-01-05T03:19:45Z,750000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M28.00S,2023-01-05T03:19:15.3Z,1,REGULAR,substitution,in,[],203992,,,1610612737,11,14,2023-01-05T03:19:45Z,760000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M25.00S,2023-01-05T03:19:57.9Z,1,REGULAR,foul,offensive,[],1628381,,,1610612737,11,14,2023-01-05T03:20:08Z,770000,False,,,0,,J. Collins offensive FOUL (1 PF),"[1628381, 203084]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Barnes,203084.0
