actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-08T03:10:32.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-08T03:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2023-01-08T03:10:35.3Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-01-08T03:10:35Z,40000,False,,,0,,Jump Ball T. Bryant vs. D. Sabonis: Tip to L. James,"[2544, 1628418, 1627734]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Bryant,1628418.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-01-08T03:10:58.2Z,1,REGULAR,3pt,Jump Shot,[],201976,20.45006570302234,7.598039215686274,1610612747,0,3,2023-01-08T03:21:13Z,70000,False,212.0,140.0,1,left,P. Beverley 25' 3PT fadeaway (3 PTS),[201976],1610612747.0,LAL,fadeaway,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,25.39,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M17.00S,2023-01-08T03:11:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.78777923784494,64.2156862745098,1610612758,2,3,2023-01-08T03:11:18Z,80000,False,71.0,100.0,1,right,D. Fox 12' pullup Jump Shot (2 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,12.26,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M10.00S,2023-01-08T03:11:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,6.1268068331143235,53.18627450980392,1610612747,2,5,2023-01-08T03:20:52Z,90000,False,-16.0,5.0,1,left,T. Bryant cutting Layup (2 PTS) (D. Schroder 1 AST),"[1628418, 203471]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.67,Made,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
11,PT11M05.00S,2023-01-08T03:11:26.8Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,2,5,2023-01-08T03:11:33Z,110000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,bad pass,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,1627962.0,1.0,,,,,,,,,,,,
12,PT10M52.00S,2023-01-08T03:11:41.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628418,23.866622864651774,54.166666666666664,1610612747,2,7,2023-01-08T03:11:47Z,120000,False,-21.0,172.0,1,left,T. Bryant 17' Jump Shot (4 PTS) (L. James 1 AST),"[1628418, 2544]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,17.31,Made,4.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
14,PT10M37.00S,2023-01-08T03:11:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.77463863337714,53.431372549019606,1610612758,4,7,2023-01-08T03:12:20Z,140000,False,17.0,6.0,1,right,K. Huerter cutting Layup (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
16,PT10M12.00S,2023-01-08T03:12:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.783837056504599,52.69607843137255,1610612747,4,7,2023-01-08T03:12:31Z,160000,False,-13.0,11.0,1,left,MISS L. James driving reverse Layup,[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
17,PT10M07.00S,2023-01-08T03:12:25.8Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,4,7,2023-01-08T03:12:25Z,170000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M02.00S,2023-01-08T03:12:35.6Z,1,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612758,4,7,2023-01-08T03:12:44Z,180000,False,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629308, 203084]",1610612747.0,LAL,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Mid-Range,8-16 Left,,,,,,,1627962.0,,,,,,1.0,0.0,Barnes,203084.0,,,,
20,PT10M02.00S,2023-01-08T03:12:55.6Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,5,7,2023-01-08T03:12:55Z,200000,False,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
21,PT10M02.00S,2023-01-08T03:13:18.1Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,6,7,2023-01-08T03:13:18Z,210000,False,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M48.00S,2023-01-08T03:13:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,18.478975032851512,58.08823529411765,1610612747,6,9,2023-01-08T03:13:38Z,220000,False,-40.0,121.0,1,left,T. Bryant 12' Jump Shot (6 PTS) (L. James 2 AST),"[1628418, 2544]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,12.78,Made,6.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
24,PT09M38.00S,2023-01-08T03:13:43.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,66.5735873850197,59.55882352941176,1610612758,6,9,2023-01-08T03:13:47Z,240000,False,48.0,262.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
25,PT09M35.00S,2023-01-08T03:13:46.2Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,6,9,2023-01-08T03:13:47Z,250000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
