actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
39,PT08M43.00S,2022-11-14T02:14:27.2Z,1,REGULAR,2pt,Jump Shot,[],1628368,20.71287779237845,80.14705882352942,1610612758,8,11,2022-11-14T02:21:24Z,380000,False,-151.0,142.0,1,left,MISS D. Fox 20' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,20.72,Missed,,,,,,,,,,,,,,,,
40,PT08M40.00S,2022-11-14T02:14:30.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,8,11,2022-11-14T02:14:31Z,390000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,
41,PT08M30.00S,2022-11-14T02:14:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.51182654402102,46.07843137254902,1610612744,8,13,2022-11-14T02:14:45Z,400000,False,-20.0,8.0,1,right,S. Curry cutting Layup (4 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,2.14,Made,,,,,4.0,D. Green,203110.0,2.0,,,,,,,,
43,PT08M30.00S,2022-11-14T02:14:47.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,8,13,2022-11-14T02:14:47Z,420000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M13.00S,2022-11-14T02:18:00.0Z,1,REGULAR,3pt,Jump Shot,[],1628368,28.86005256241787,73.77450980392157,1610612758,11,13,2022-11-14T02:18:04Z,430000,False,-119.0,219.0,1,left,D. Fox 24' 3PT  (3 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,24.9,Made,,,,,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,
46,PT07M53.00S,2022-11-14T02:18:19.6Z,1,REGULAR,2pt,Jump Shot,[],203952,81.68528252299606,18.137254901960784,1610612744,11,15,2022-11-14T02:22:57Z,450000,False,-159.0,120.0,1,right,A. Wiggins 19' step back Jump Shot (8 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,,,19.93,Made,,,,,8.0,D. Green,203110.0,3.0,,,,,,,,
48,PT07M29.00S,2022-11-14T02:18:43.7Z,1,REGULAR,3pt,Jump Shot,[],1631099,23.866622864651774,10.784313725490197,1610612758,14,15,2022-11-14T02:18:48Z,470000,False,196.0,172.0,1,left,K. Murray 26' 3PT  (6 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,26.07,Made,,,,,6.0,D. Sabonis,1627734.0,3.0,,,,,,,,
50,PT07M12.00S,2022-11-14T02:19:00.6Z,1,REGULAR,3pt,Jump Shot,[],201939,71.82982917214193,75.73529411764706,1610612744,14,15,2022-11-14T02:19:15Z,490000,False,129.0,212.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,24.83,Missed,,,,,,,,,,,,,,,,
51,PT07M10.00S,2022-11-14T02:19:02.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,14,15,2022-11-14T02:19:02Z,500000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,50.0,1.0,0.0,1.0,,,,,,,,,,,,
52,PT07M06.00S,2022-11-14T02:19:38.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203952,87.46714848883047,69.85294117647058,1610612744,14,15,2022-11-14T02:19:44Z,510000,False,99.0,65.0,1,right,MISS A. Wiggins 11' turnaround fadeaway Shot,[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,11.88,Missed,,,,,,,,,,,,,,,,
53,PT07M03.00S,2022-11-14T02:19:41.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,14,15,2022-11-14T02:19:44Z,520000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,52.0,2.0,0.0,2.0,,,,,,,,,,,,
54,PT06M51.00S,2022-11-14T02:19:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,94.1688567674113,53.18627450980392,1610612744,14,17,2022-11-14T02:19:57Z,530000,False,16.0,2.0,1,right,S. Curry driving Layup (6 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,1.61,Made,,,,,6.0,,,,,,,,,,,
55,PT06M31.00S,2022-11-14T02:20:12.8Z,1,REGULAR,2pt,Jump Shot,[],1628989,23.603810775295663,29.901960784313726,1610612758,16,17,2022-11-14T02:20:17Z,540000,False,100.0,169.0,1,left,K. Huerter 19' pullup Jump Shot (2 PTS) (D. Sabonis 4 AST),"[1628989, 1627734]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,19.7,Made,,,,,2.0,D. Sabonis,1627734.0,4.0,,,,,,,,
57,PT06M22.00S,2022-11-14T02:20:21.3Z,1,REGULAR,2pt,Jump Shot,[],202691,77.4802890932983,73.0392156862745,1610612744,16,17,2022-11-14T02:20:25Z,560000,False,115.0,159.0,1,right,MISS K. Thompson 19' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,19.65,Missed,,,,,,,,,,,,,,,,
58,PT06M19.00S,2022-11-14T02:20:24.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,16,17,2022-11-14T02:20:25Z,570000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,
59,PT06M15.00S,2022-11-14T02:20:29.0Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,16,17,2022-11-14T02:20:33Z,580000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 203952]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,Wiggins,203952.0,,,,,,
60,PT06M15.00S,2022-11-14T02:20:29.0Z,1,REGULAR,steal,,[],203952,,,1610612744,16,17,2022-11-14T02:20:31Z,590000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
61,PT06M10.00S,2022-11-14T02:20:38.4Z,1,REGULAR,foul,personal,['3freethrow'],1631099,,,1610612744,16,17,2022-11-14T02:20:54Z,600000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Curry 3 FT),"[1631099, 201939]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,201246.0,,,,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
63,PT06M10.00S,2022-11-14T02:21:06.2Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],201939,,,1610612744,16,18,2022-11-14T02:21:06Z,620000,False,,,0,,S. Curry Free Throw 1 of 3 (7 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
64,PT06M10.00S,2022-11-14T02:21:21.4Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],201939,,,1610612744,16,19,2022-11-14T02:21:21Z,630000,False,,,0,,S. Curry Free Throw 2 of 3 (8 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
65,PT06M10.00S,2022-11-14T02:21:27.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,16,19,2022-11-14T02:21:30Z,640000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M10.00S,2022-11-14T02:21:27.3Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,16,19,2022-11-14T02:21:30Z,650000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2022-11-14T02:21:43.0Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],201939,,,1610612744,16,20,2022-11-14T02:21:43Z,660000,False,,,0,,S. Curry Free Throw 3 of 3 (9 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
68,PT05M59.00S,2022-11-14T02:22:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,9.017739816031538,39.21568627450981,1610612758,16,20,2022-11-14T02:22:05Z,670000,False,54.0,32.0,1,left,MISS D. Fox 6' driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,6.28,Missed,,,,,,,,,,,,,,,,
69,PT05M55.00S,2022-11-14T02:22:02.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,16,20,2022-11-14T02:22:02Z,680000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,
70,PT05M49.00S,2022-11-14T02:22:09.1Z,1,REGULAR,3pt,Jump Shot,[],202691,80.1084099868594,6.862745098039216,1610612744,16,20,2022-11-14T02:22:13Z,690000,False,-216.0,134.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,25.42,Missed,,,,,,,,,,,,,,,,
71,PT05M45.00S,2022-11-14T02:22:13.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,16,20,2022-11-14T02:22:13Z,700000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,
72,PT05M39.00S,2022-11-14T02:22:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.440867279894875,59.31372549019608,1610612758,16,20,2022-11-14T02:27:15Z,710000,False,-47.0,17.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,4.97,Missed,,,,,,,,,,,,,,,,
73,PT05M36.00S,2022-11-14T02:22:22.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,16,20,2022-11-14T02:22:23Z,720000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,72.0,4.0,4.0,0.0,,,,,,,,,,,,
74,PT05M32.00S,2022-11-14T02:22:26.5Z,1,REGULAR,2pt,Jump Shot,[],1629673,72.7496714848883,40.931372549019606,1610612744,16,20,2022-11-14T02:22:33Z,730000,False,-45.0,204.0,1,right,MISS J. Poole 20' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,,20.87,Missed,,,,,,,,,,,,,,,,
75,PT05M28.00S,2022-11-14T02:22:30.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,16,20,2022-11-14T02:22:33Z,740000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,
76,PT05M26.00S,2022-11-14T02:22:35.3Z,1,REGULAR,foul,personal,[],1629673,,,1610612758,16,20,2022-11-14T02:22:45Z,750000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1628368]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,1.0,0.0,Fox,1628368.0,,
78,PT05M26.00S,2022-11-14T02:22:43.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,16,20,2022-11-14T02:22:58Z,770000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2022-11-14T02:22:43.0Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,16,20,2022-11-14T02:22:58Z,780000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2022-11-14T02:22:43.0Z,1,REGULAR,substitution,out,[],202691,,,1610612758,16,20,2022-11-14T02:22:58Z,790000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M26.00S,2022-11-14T02:22:43.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,16,20,2022-11-14T02:22:58Z,800000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2022-11-14T02:22:43.0Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,16,20,2022-11-14T02:22:58Z,810000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M26.00S,2022-11-14T02:22:43.0Z,1,REGULAR,substitution,in,[],1630228,,,1610612758,16,20,2022-11-14T02:22:58Z,820000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2022-11-14T02:23:08.9Z,1,REGULAR,3pt,Jump Shot,[],203084,6.1268068331143235,95.83333333333334,1610612758,16,20,2022-11-14T02:23:14Z,830000,False,-229.0,5.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,22.93,Missed,,,,,,,,,,,,,,,,
85,PT05M14.00S,2022-11-14T02:23:08.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,16,20,2022-11-14T02:23:14Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,,,84.0,,,,,,,,,,,,,,,
