actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
258,PT05M21.00S,2023-04-08T02:52:54.6Z,2,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612744,35,42,2023-04-08T02:53:07Z,2520000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612744.0,GSW,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,202053.0,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,
259,PT04M59.00S,2023-04-08T02:53:22.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626168,84.57621550591328,49.754901960784316,1610612758,37,42,2023-04-08T02:53:29Z,2530000,False,-1.0,92.0,1,right,T. Lyles 9' fadeaway Jump Shot (8 PTS) (D. Mitchell 3 AST),"[1626168, 1630558]",1610612758.0,SAC,fadeaway,,,Lyles,T. Lyles,,,,,,In The Paint (Non-RA),8-16 Center,9.25,Made,,,,,,8.0,D. Mitchell,1630558.0,3.0,,,,,,,,
260,PT04M48.00S,2023-04-08T02:53:33.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,6.652431011826544,51.225490196078425,1610612744,37,44,2023-04-08T02:53:38Z,2540000,False,-6.0,10.0,1,left,G. Payton II cutting DUNK (2 PTS) (K. Looney 4 AST),"[1627780, 1626172]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,2.0,K. Looney,1626172.0,4.0,,,,,,,,
262,PT04M30.00S,2023-04-08T02:53:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,87.20433639947439,47.549019607843135,1610612758,37,44,2023-04-08T03:00:40Z,2560000,False,-12.0,68.0,1,right,MISS T. Lyles 6' driving floating Shot,[1626168],1610612758.0,SAC,driving floating,,,Lyles,T. Lyles,,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,
263,PT04M28.00S,2023-04-08T02:53:53.2Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612758,37,44,2023-04-08T02:53:53Z,2570000,False,,,0,,T. Lyles REBOUND (Off:1 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,In The Paint (Non-RA),0-8 Center,,,262.0,5.0,4.0,1.0,,,,,,,,,,,,,
264,PT04M24.00S,2023-04-08T02:53:56.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,90.22667542706965,96.07843137254902,1610612758,37,44,2023-04-08T03:00:58Z,2580000,False,230.0,39.0,1,right,MISS T. Lyles step back 3PT,[1626168],1610612758.0,SAC,step back,,,Lyles,T. Lyles,,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,
265,PT04M21.00S,2023-04-08T02:54:00.8Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612758,37,44,2023-04-08T02:54:00Z,2590000,False,,,0,,R. Holmes REBOUND (Off:1 Def:0),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Right Corner 3,24+ Right,,,264.0,1.0,0.0,1.0,,,,,,,,,,,,,
266,PT04M15.00S,2023-04-08T02:54:06.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,76.5604467805519,13.480392156862745,1610612758,37,44,2023-04-08T02:54:10Z,2600000,False,-183.0,168.0,1,right,MISS D. Mitchell 24' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,
267,PT04M12.00S,2023-04-08T02:54:09.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,37,44,2023-04-08T02:54:10Z,2610000,False,,,0,,K. Looney REBOUND (Off:5 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Left Center,,,266.0,10.0,5.0,5.0,,,,,,,,,,,,,
268,PT04M08.00S,2023-04-08T02:54:13.9Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,37,44,2023-04-08T02:54:18Z,2620000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 203084]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Mid-Range,16-24 Center,,,,,,,3.0,,,,,Barnes,203084.0,,,,,,
269,PT04M08.00S,2023-04-08T02:54:13.9Z,2,REGULAR,steal,,[],203084,,,1610612758,37,44,2023-04-08T02:54:16Z,2630000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
270,PT04M03.00S,2023-04-08T02:54:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,92.46057818659659,55.88235294117647,1610612758,37,44,2023-04-08T02:54:28Z,2640000,False,29.0,18.0,1,right,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,
271,PT04M00.00S,2023-04-08T02:54:21.0Z,2,REGULAR,rebound,offensive,[],1631099,,,1610612758,37,44,2023-04-08T02:54:21Z,2650000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,,,270.0,3.0,2.0,1.0,,,,,,,,,,,,,
272,PT03M59.00S,2023-04-08T02:54:22.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626158,86.41590013140605,49.754901960784316,1610612758,37,44,2023-04-08T03:01:47Z,2660000,False,-1.0,75.0,1,right,MISS R. Holmes 7' turnaround Hook,[1626158],1610612758.0,SAC,turnaround,,,Holmes,R. Holmes,,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,
273,PT03M55.00S,2023-04-08T02:54:25.8Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,37,44,2023-04-08T02:54:25Z,2670000,False,,,0,,K. Looney REBOUND (Off:5 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,In The Paint (Non-RA),0-8 Center,,,272.0,11.0,6.0,5.0,,,,,,,,,,,,,
274,PT03M49.00S,2023-04-08T02:54:38.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,37,44,2023-04-08T02:54:38Z,2680000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M49.00S,2023-04-08T02:55:35.6Z,2,REGULAR,substitution,out,[],1626158,,,1610612744,37,44,2023-04-08T02:56:19Z,2690000,False,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M49.00S,2023-04-08T02:55:35.6Z,2,REGULAR,substitution,out,[],1626168,,,1610612744,37,44,2023-04-08T02:56:19Z,2700000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M49.00S,2023-04-08T02:55:35.6Z,2,REGULAR,substitution,out,[],1628978,,,1610612744,37,44,2023-04-08T02:56:19Z,2710000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M49.00S,2023-04-08T02:55:35.6Z,2,REGULAR,substitution,in,[],203458,,,1610612744,37,44,2023-04-08T02:56:19Z,2720000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M49.00S,2023-04-08T02:55:35.6Z,2,REGULAR,substitution,in,[],1629056,,,1610612744,37,44,2023-04-08T02:56:19Z,2730000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M49.00S,2023-04-08T02:55:35.6Z,2,REGULAR,substitution,in,[],202691,,,1610612744,37,44,2023-04-08T02:56:19Z,2740000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M37.00S,2023-04-08T02:56:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,5.338370565045992,54.41176470588235,1610612744,37,46,2023-04-08T02:56:51Z,2750000,False,-22.0,-2.0,1,left,G. Payton II reverse Layup (4 PTS) (K. Looney 5 AST),"[1627780, 1626172]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,4.0,K. Looney,1626172.0,5.0,,,,,,,,
283,PT03M21.00S,2023-04-08T02:56:54.3Z,2,REGULAR,3pt,Jump Shot,[],1631099,66.83639947437582,50.73529411764706,1610612758,37,46,2023-04-08T02:57:00Z,2770000,False,4.0,259.0,1,right,MISS K. Murray 25' pullup 3PT,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,
284,PT03M18.00S,2023-04-08T02:56:57.3Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,37,46,2023-04-08T02:57:00Z,2780000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Above the Break 3,24+ Center,,,283.0,2.0,2.0,0.0,,,,,,,,,,,,,
285,PT03M10.00S,2023-04-08T02:57:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.652431011826544,54.65686274509803,1610612744,37,46,2023-04-08T02:57:10Z,2790000,False,-23.0,10.0,1,left,MISS D. Green reverse Layup - blocked,"[203110, 203458]",1610612744.0,GSW,reverse,,,Green,D. Green,,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,Len,203458.0
286,PT03M10.00S,2023-04-08T02:57:05.4Z,2,REGULAR,block,,[],203458,,,1610612744,37,46,2023-04-08T02:57:07Z,2800000,False,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
287,PT03M07.00S,2023-04-08T02:57:08.4Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,37,46,2023-04-08T02:57:10Z,2810000,False,,,0,,S. Curry REBOUND (Off:1 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Restricted Area,0-8 Center,,,285.0,4.0,3.0,1.0,,,,,,,,,,,,,
288,PT02M57.00S,2023-04-08T02:57:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,6.389618922470433,54.166666666666664,1610612744,37,48,2023-04-08T03:03:36Z,2820000,False,-21.0,8.0,1,left,S. Curry driving finger roll Layup (11 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,11.0,,,,,,,,,,,
289,PT02M36.00S,2023-04-08T02:57:39.6Z,2,REGULAR,3pt,Jump Shot,[],1631099,80.76544021024968,92.8921568627451,1610612758,40,48,2023-04-08T02:57:44Z,2830000,False,214.0,128.0,1,right,K. Murray 24' 3PT  (3 PTS) (A. Len 2 AST),"[1631099, 203458]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Right Center,24.99,Made,,,,,,3.0,A. Len,203458.0,2.0,,,,,,,,
291,PT02M22.00S,2023-04-08T02:57:57.5Z,2,REGULAR,foul,personal,['2freethrow'],203458,,,1610612744,40,48,2023-04-08T02:58:11Z,2850000,False,,,0,,A. Len shooting personal FOUL (1 PF) (Curry 2 FT),"[203458, 201939]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
293,PT02M22.00S,2023-04-08T02:58:26.4Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,40,49,2023-04-08T02:58:26Z,2870000,False,,,0,,S. Curry Free Throw 1 of 2 (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,
294,PT02M22.00S,2023-04-08T02:58:43.2Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,40,50,2023-04-08T02:58:43Z,2880000,False,,,0,,S. Curry Free Throw 2 of 2 (13 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,
295,PT02M06.00S,2023-04-08T02:59:02.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,84.57621550591328,52.450980392156865,1610612758,40,50,2023-04-08T03:04:09Z,2890000,False,12.0,92.0,1,right,MISS K. Murray 9' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,,In The Paint (Non-RA),8-16 Center,9.33,Missed,,,,,,,,,,,,,,,,,
296,PT02M03.00S,2023-04-08T02:59:05.4Z,2,REGULAR,rebound,offensive,[],203458,,,1610612758,40,50,2023-04-08T02:59:55Z,2900000,False,,,0,,A. Len REBOUND (Off:4 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,In The Paint (Non-RA),8-16 Center,,,295.0,4.0,0.0,4.0,,,,,,,,,,,,,
297,PT02M01.00S,2023-04-08T02:59:07.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203084,78.0059132720105,89.2156862745098,1610612758,43,50,2023-04-08T02:59:11Z,2910000,False,196.0,154.0,1,right,H. Barnes 24' 3PT  (8 PTS) (D. Mitchell 4 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Above the Break 3,24+ Right Center,24.95,Made,,,,,,8.0,D. Mitchell,1630558.0,4.0,,,,,,,,
299,PT01M46.00S,2023-04-08T02:59:23.3Z,2,REGULAR,turnover,out-of-bounds,[],1627780,,,1610612744,43,50,2023-04-08T02:59:30Z,2930000,False,,,0,,G. Payton II bad pass out-of-bounds TURNOVER (1 TO),[1627780],1610612744.0,GSW,bad pass,,,Payton II,G. Payton II,,,,,101283.0,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,,,,,,
300,PT01M35.00S,2023-04-08T02:59:40.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,76.03482260183968,87.5,1610612758,43,50,2023-04-08T02:59:44Z,2940000,False,188.0,173.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,
301,PT01M31.00S,2023-04-08T02:59:44.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,43,50,2023-04-08T02:59:44Z,2950000,False,,,0,,K. Looney REBOUND (Off:5 Def:7),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Right Center,,,300.0,12.0,7.0,5.0,,,,,,,,,,,,,
302,PT01M24.00S,2023-04-08T02:59:51.6Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,43,50,2023-04-08T03:00:00Z,2960000,False,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1630558]",1610612744.0,GSW,,,,Green,D. Green,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,,,,,Mitchell,1630558.0,,,,,,
303,PT01M24.00S,2023-04-08T02:59:51.6Z,2,REGULAR,steal,,[],1630558,,,1610612758,43,50,2023-04-08T03:07:30Z,2970000,False,,,0,,D. Mitchell STEAL (2 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
304,PT01M19.00S,2023-04-08T02:59:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629056,92.85479632063075,54.65686274509803,1610612758,43,50,2023-04-08T03:00:25Z,2980000,False,23.0,15.0,1,right,MISS T. Davis running Layup - blocked,"[1629056, 203110]",1610612758.0,SAC,running,,,Davis,T. Davis,,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,Green,203110.0
305,PT01M19.00S,2023-04-08T02:59:56.0Z,2,REGULAR,block,,[],203110,,,1610612758,43,50,2023-04-08T03:08:43Z,2990000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
306,PT01M18.00S,2023-04-08T02:59:57.0Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,43,50,2023-04-08T03:00:25Z,3000000,False,,,0,,K. Looney REBOUND (Off:5 Def:8),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,304.0,13.0,8.0,5.0,,,,,,,,,,,,,
307,PT01M18.00S,2023-04-08T03:00:09.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,43,50,2023-04-08T03:00:09Z,3010000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M06.00S,2023-04-08T03:01:53.9Z,2,REGULAR,2pt,Jump Shot,[],202691,22.158344283837057,35.294117647058826,1610612744,43,50,2023-04-08T03:01:59Z,3020000,False,74.0,156.0,1,left,MISS K. Thompson 17' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,,Mid-Range,16-24 Right Center,17.23,Missed,,,,,,,,,,,,,,,,,
310,PT01M02.00S,2023-04-08T03:01:57.9Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,43,50,2023-04-08T03:01:59Z,3030000,False,,,0,,G. Payton II REBOUND (Off:1 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Mid-Range,16-24 Right Center,,,309.0,4.0,3.0,1.0,,,,,,,,,,,,,
311,PT00M56.10S,2023-04-08T03:02:03.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,19.398817345597898,5.147058823529411,1610612744,43,50,2023-04-08T03:02:10Z,3040000,False,224.0,130.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,
312,PT00M52.20S,2023-04-08T03:02:07.2Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,43,50,2023-04-08T03:02:10Z,3050000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Right Center,,,311.0,2.0,1.0,1.0,,,,,,,,,,,,,
313,PT00M48.40S,2023-04-08T03:02:12.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631099,93.77463863337714,53.67647058823529,1610612758,45,50,2023-04-08T03:09:47Z,3060000,False,18.0,6.0,1,right,K. Murray running alley-oop Layup (5 PTS) (D. Mitchell 5 AST),"[1631099, 1630558]",1610612758.0,SAC,running alley-oop,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,5.0,D. Mitchell,1630558.0,5.0,,,,,,,,
315,PT00M37.90S,2023-04-08T03:02:26.6Z,2,REGULAR,3pt,Jump Shot,[],1627780,9.149145860709593,3.9215686274509802,1610612744,45,53,2023-04-08T03:02:33Z,3080000,False,230.0,34.0,1,left,G. Payton II 3PT  (7 PTS) (D. Green 2 AST),"[1627780, 203110]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,,7.0,D. Green,203110.0,2.0,,,,,,,,
317,PT00M32.30S,2023-04-08T03:02:35.0Z,2,REGULAR,3pt,Jump Shot,[],1630558,72.7496714848883,81.12745098039215,1610612758,48,53,2023-04-08T03:10:09Z,3100000,False,156.0,204.0,1,right,D. Mitchell 25' 3PT pullup (3 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Right Center,25.63,Made,,,,,,3.0,,,,,,,,,,,
318,PT00M14.30S,2023-04-08T03:03:00.9Z,2,REGULAR,foul,offensive,[],1627780,,,1610612744,48,53,2023-04-08T03:03:10Z,3110000,False,,,0,,G. Payton II offensive FOUL (1 PF),"[1627780, 1630558]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,201639.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,0.0,Mitchell,1630558.0,,
320,PT00M14.30S,2023-04-08T03:03:00.9Z,2,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,48,53,2023-04-08T03:03:00Z,3130000,False,,,0,,G. Payton II offensive foul TURNOVER (2 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,201639.0,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,,,,,,,
321,PT00M14.30S,2023-04-08T03:03:15.9Z,2,REGULAR,substitution,out,[],201939,,,1610612758,48,53,2023-04-08T03:03:27Z,3140000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M14.30S,2023-04-08T03:03:15.9Z,2,REGULAR,substitution,in,[],1628978,,,1610612758,48,53,2023-04-08T03:03:27Z,3150000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M01.70S,2023-04-08T03:03:41.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,89.56964520367937,95.34313725490196,1610612758,48,53,2023-04-08T03:03:49Z,3160000,False,227.0,46.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,
324,PT00M01.70S,2023-04-08T03:03:41.8Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612744,48,53,2023-04-08T03:03:49Z,3170000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,Right Corner 3,24+ Right,,,323.0,2.0,2.0,0.0,,,,,,,,,,,,,
325,PT00M00.00S,2023-04-08T03:03:48.8Z,2,REGULAR,period,end,[],0,,,1610612744,48,53,2023-04-08T03:03:48Z,3180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-04-08T03:18:40.7Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,48,53,2023-04-08T03:19:06Z,3190000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-04-08T03:18:40.7Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,48,53,2023-04-08T03:19:06Z,3200000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-04-08T03:19:04.2Z,3,REGULAR,period,start,[],0,,,1610612758,48,53,2023-04-08T03:19:06Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M43.00S,2023-04-08T03:19:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203458,5.995400788436268,46.81372549019608,1610612758,50,53,2023-04-08T03:19:27Z,3220000,False,16.0,4.0,1,left,A. Len driving Layup (4 PTS),[203458],1610612758.0,SAC,driving,,,Len,A. Len,,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,4.0,,,,,,,,,,,
330,PT11M29.00S,2023-04-08T03:19:33.4Z,3,REGULAR,3pt,Jump Shot,[],1628978,70.51576872536137,72.79411764705883,1610612744,50,56,2023-04-08T03:19:39Z,3230000,False,114.0,225.0,1,right,D. DiVincenzo 25' 3PT  (6 PTS) (D. Green 3 AST),"[1628978, 203110]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Right Center,25.2,Made,,,,,,6.0,D. Green,203110.0,3.0,,,,,,,,
332,PT11M28.00S,2023-04-08T03:19:42.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,50,56,2023-04-08T03:19:42Z,3250000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M14.00S,2023-04-08T03:22:50.2Z,3,REGULAR,2pt,Jump Shot,[],1630558,15.193823915900131,31.862745098039213,1610612758,50,56,2023-04-08T03:23:02Z,3260000,False,91.0,90.0,1,left,MISS D. Mitchell 12' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,,Mid-Range,8-16 Right,12.8,Missed,,,,,,,,,,,,,,,,,
334,PT11M11.00S,2023-04-08T03:22:53.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,50,56,2023-04-08T03:22:54Z,3270000,False,,,0,,K. Looney REBOUND (Off:5 Def:9),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Mid-Range,8-16 Right,,,333.0,14.0,9.0,5.0,,,,,,,,,,,,,
335,PT10M58.00S,2023-04-08T03:23:06.8Z,3,REGULAR,3pt,Jump Shot,[],203110,67.36202365308804,39.950980392156865,1610612744,50,56,2023-04-08T03:23:12Z,3280000,False,-50.0,254.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,
336,PT10M56.00S,2023-04-08T03:23:08.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,50,56,2023-04-08T03:23:12Z,3290000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,Above the Break 3,24+ Center,,,335.0,,,,,,,,,,,,,,,,
338,PT10M41.00S,2023-04-08T03:23:34.4Z,3,REGULAR,3pt,Jump Shot,[],1629056,28.991458607095925,22.54901960784314,1610612758,50,56,2023-04-08T03:23:40Z,3310000,False,137.0,220.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,
