actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
260,PT04M15.00S,2022-11-18T03:51:32.2Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,53,47,2022-11-18T03:51:34Z,2560000,False,,,0,,T. Davis REBOUND (Off:1 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,16-24 Center,,,259.0,2.0,1.0,1.0,,,,,,,,,,,,,,
261,PT04M02.00S,2022-11-18T03:51:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,7.835085413929041,37.00980392156863,1610612758,53,47,2022-11-18T03:51:48Z,2570000,False,65.0,21.0,1,left,MISS T. Davis 6' driving Layup,[1629056],1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
262,PT04M01.00S,2022-11-18T03:51:45.1Z,2,REGULAR,rebound,defensive,[],203476,,,1610612759,53,47,2022-11-18T03:51:48Z,2580000,False,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,261.0,1.0,1.0,0.0,,,,,,,,,,,,,,
263,PT03M54.00S,2022-11-18T03:51:53.7Z,2,REGULAR,3pt,Jump Shot,[],203476,67.85479632063075,35.78431372549019,1610612759,53,47,2022-11-18T04:20:37Z,2590000,False,-71.0,250.0,1,right,MISS G. Dieng 25' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
264,PT03M48.00S,2022-11-18T03:51:59.7Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,53,47,2022-11-18T03:51:59Z,2600000,False,,,0,,T. Davis REBOUND (Off:1 Def:2),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,,,263.0,3.0,2.0,1.0,,,,,,,,,,,,,,
265,PT03M47.00S,2022-11-18T03:52:03.1Z,2,REGULAR,foul,offensive,[],1629056,,,1610612758,53,47,2022-11-18T03:52:27Z,2610000,False,,,0,,T. Davis charge offensive FOUL (1 PF),"[1629056, 203476]",1610612758.0,SAC,charge,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Dieng,203476.0
267,PT03M47.00S,2022-11-18T03:52:03.1Z,2,REGULAR,turnover,offensive foul,[],1629056,,,1610612758,53,47,2022-11-18T03:52:03Z,2630000,False,,,0,,T. Davis offensive foul TURNOVER (2 TO),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,2.0,,,,,,
268,PT03M47.00S,2022-11-18T03:52:14.2Z,2,REGULAR,substitution,out,[],1629056,,,1610612759,53,47,2022-11-18T03:52:34Z,2640000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M47.00S,2022-11-18T03:52:14.2Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,53,47,2022-11-18T03:52:34Z,2650000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M47.00S,2022-11-18T03:52:14.2Z,2,REGULAR,substitution,out,[],1631160,,,1610612759,53,47,2022-11-18T03:52:34Z,2660000,False,,,0,,SUB out: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M47.00S,2022-11-18T03:52:14.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612759,53,47,2022-11-18T03:52:34Z,2670000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M47.00S,2022-11-18T03:52:14.2Z,2,REGULAR,substitution,in,[],1629676,,,1610612759,53,47,2022-11-18T03:52:34Z,2680000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M47.00S,2022-11-18T03:52:14.2Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,53,47,2022-11-18T03:52:34Z,2690000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M30.00S,2022-11-18T03:52:49.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,91.80354796320631,16.666666666666664,1610612759,53,47,2022-11-18T04:19:43Z,2700000,False,-167.0,25.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,16.85,Missed,,,,,,,,,,,,,,,,,,
275,PT03M27.00S,2022-11-18T03:52:52.2Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,53,47,2022-11-18T03:52:54Z,2710000,False,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left,,,274.0,3.0,3.0,0.0,,,,,,,,,,,,,,
276,PT03M20.00S,2022-11-18T03:53:00.3Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612758,53,47,2022-11-18T03:53:04Z,2720000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1626196]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,
277,PT03M20.00S,2022-11-18T03:53:00.3Z,2,REGULAR,steal,,[],1626196,,,1610612759,53,47,2022-11-18T03:53:02Z,2730000,False,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
278,PT03M12.00S,2022-11-18T03:53:07.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628966,92.06636005256242,3.9215686274509802,1610612759,53,47,2022-11-18T03:53:14Z,2740000,False,-230.0,22.0,1,right,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,,
279,PT03M12.00S,2022-11-18T03:53:07.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,53,47,2022-11-18T03:53:14Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Left Corner 3,24+ Left,,,278.0,,,,,,,,,,,,,,,,,
280,PT03M12.00S,2022-11-18T03:53:13.7Z,2,REGULAR,foul,personal,[],1627734,,,1610612759,53,47,2022-11-18T03:53:27Z,2760000,False,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 1630170]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Vassell,1630170.0
282,PT03M04.00S,2022-11-18T03:53:44.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626196,69.33311432325887,80.14705882352942,1610612759,53,47,2022-11-18T03:53:49Z,2780000,False,151.0,236.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
283,PT03M01.00S,2022-11-18T03:53:47.5Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,53,47,2022-11-18T03:53:49Z,2790000,False,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT02M53.00S,2022-11-18T03:53:55.4Z,2,REGULAR,3pt,Jump Shot,[],1628370,22.815374507227332,8.823529411764707,1610612758,56,47,2022-11-18T03:54:00Z,2800000,False,206.0,162.0,1,left,M. Monk 26' 3PT  (9 PTS) (K. Huerter 4 AST),"[1628370, 1628989]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.2,Made,,,,,9.0,,,,K. Huerter,1628989.0,4.0,,,,,,,
286,PT02M52.00S,2022-11-18T03:54:04.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,56,47,2022-11-18T03:54:04Z,2820000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M52.00S,2022-11-18T03:56:11.8Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,56,47,2022-11-18T03:56:58Z,2830000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M52.00S,2022-11-18T03:56:11.8Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,56,47,2022-11-18T03:56:58Z,2840000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M32.00S,2022-11-18T03:57:11.8Z,2,REGULAR,2pt,Jump Shot,[],1630200,86.94152431011827,66.66666666666666,1610612759,56,49,2022-11-18T03:57:25Z,2850000,False,83.0,70.0,1,right,T. Jones 10' pullup Jump Shot (8 PTS) (G. Dieng 1 AST),"[1630200, 203476]",1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,10.89,Made,,,,,8.0,,,,G. Dieng,203476.0,1.0,,,,,,,
292,PT02M16.00S,2022-11-18T03:57:27.8Z,2,REGULAR,3pt,Jump Shot,[],1628989,32.53942181340342,58.08823529411765,1610612758,56,49,2022-11-18T04:20:09Z,2870000,False,-40.0,253.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
293,PT02M13.00S,2022-11-18T03:57:30.8Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,56,49,2022-11-18T03:57:33Z,2880000,False,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,292.0,4.0,3.0,1.0,,,,,,,,,,,,,,
294,PT02M09.00S,2022-11-18T03:57:34.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,5.995400788436268,53.92156862745098,1610612758,56,49,2022-11-18T03:57:42Z,2890000,False,-20.0,4.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 203476]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,Dieng,203476.0,,,,,,,,,,
295,PT02M09.00S,2022-11-18T03:57:34.2Z,2,REGULAR,block,,[],203476,,,1610612758,56,49,2022-11-18T03:57:36Z,2900000,False,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT02M05.00S,2022-11-18T03:57:38.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,56,49,2022-11-18T03:57:42Z,2910000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,294.0,3.0,3.0,0.0,,,,,,,,,,,,,,
297,PT02M03.00S,2022-11-18T03:57:40.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629676,93.11760840998686,49.754901960784316,1610612759,56,51,2022-11-18T04:21:05Z,2920000,False,-1.0,12.0,1,right,I. Roby running alley-oop DUNK (11 PTS) (T. Jones 3 AST),"[1629676, 1630200]",1610612759.0,SAS,running alley-oop,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,11.0,,,,T. Jones,1630200.0,3.0,,,,,,,
299,PT01M48.00S,2022-11-18T03:57:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,5.863994743758213,56.86274509803921,1610612758,56,51,2022-11-18T04:21:23Z,2940000,False,-34.0,3.0,1,left,MISS D. Fox driving floating bank Shot,[1628368],1610612758.0,SAC,driving floating bank,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
300,PT01M45.00S,2022-11-18T03:57:58.2Z,2,REGULAR,rebound,defensive,[],203476,,,1610612759,56,51,2022-11-18T04:23:55Z,2950000,False,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,
303,PT01M34.00S,2022-11-18T03:58:13.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612759,56,51,2022-11-18T03:58:26Z,2980000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Vassell 2 FT),"[1627734, 1630170]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1204.0,,,,,,,,,2.0,0.0,Vassell,1630170.0
305,PT01M34.00S,2022-11-18T03:58:38.4Z,2,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,56,52,2022-11-18T03:58:38Z,3000000,False,,,0,,D. Vassell Free Throw 1 of 2 (8 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
306,PT01M34.00S,2022-11-18T03:58:38.4Z,2,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,56,52,2022-11-18T03:59:00Z,3010000,False,,,0,,MISS D. Vassell Free Throw 2 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
307,PT01M32.00S,2022-11-18T03:58:40.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,56,52,2022-11-18T03:59:00Z,3020000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,306.0,5.0,5.0,0.0,,,,,,,,,,,,,,
308,PT01M24.00S,2022-11-18T03:59:07.3Z,2,REGULAR,foul,personal,[],1630200,,,1610612758,56,52,2022-11-18T03:59:13Z,3030000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1628368]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,1204.0,,,,,,,,,1.0,0.0,Fox,1628368.0
310,PT01M13.00S,2022-11-18T03:59:37.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612758,56,52,2022-11-18T03:59:54Z,3050000,False,,,0,,I. Roby shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629676, 203084]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Barnes,203084.0
312,PT01M13.00S,2022-11-18T04:00:01.0Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,57,52,2022-11-18T04:00:01Z,3070000,False,,,0,,H. Barnes Free Throw 1 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
313,PT01M13.00S,2022-11-18T04:00:17.8Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,58,52,2022-11-18T04:00:17Z,3080000,False,,,0,,H. Barnes Free Throw 2 of 2 (7 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
314,PT00M56.30S,2022-11-18T04:00:35.6Z,2,REGULAR,2pt,Jump Shot,[],1630170,86.02168199737189,13.725490196078432,1610612759,58,54,2022-11-18T04:00:41Z,3090000,False,-181.0,79.0,1,right,D. Vassell 19' pullup Jump Shot (10 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,19.78,Made,,,,,10.0,,,,,,,,,,,,,
315,PT00M51.30S,2022-11-18T04:00:43.9Z,2,REGULAR,3pt,Jump Shot,[],1628370,26.49474375821288,15.196078431372548,1610612758,61,54,2022-11-18T04:23:11Z,3100000,False,174.0,197.0,1,left,M. Monk 26' 3PT  (12 PTS) (D. Fox 3 AST),"[1628370, 1628368]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.25,Made,,,,,12.0,,,,D. Fox,1628368.0,3.0,,,,,,,
317,PT00M35.90S,2022-11-18T04:01:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.85479632063075,53.92156862745098,1610612759,61,54,2022-11-18T04:01:08Z,3120000,False,20.0,15.0,1,right,MISS T. Jones reverse Layup,[1630200],1610612759.0,SAS,reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
318,PT00M34.00S,2022-11-18T04:01:05.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,61,54,2022-11-18T04:01:08Z,3130000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,317.0,6.0,6.0,0.0,,,,,,,,,,,,,,
319,PT00M29.80S,2022-11-18T04:01:10.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,5.732588699080158,94.6078431372549,1610612758,61,54,2022-11-18T04:01:16Z,3140000,False,-223.0,1.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
320,PT00M25.90S,2022-11-18T04:01:13.9Z,2,REGULAR,rebound,offensive,[],1628370,,,1610612758,61,54,2022-11-18T04:01:13Z,3150000,False,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,,,319.0,3.0,2.0,1.0,,,,,,,,,,,,,,
321,PT00M12.90S,2022-11-18T04:01:28.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203476,,,1610612758,61,54,2022-11-18T04:02:08Z,3160000,False,,,0,,G. Dieng shooting personal FOUL (1 PF) (Sabonis 2 FT),"[203476, 1627734]",1610612759.0,SAS,shooting,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,1204.0,,,,,,,,,1.0,0.0,Sabonis,1627734.0
323,PT00M12.90S,2022-11-18T04:02:25.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,62,54,2022-11-18T04:02:25Z,3180000,False,,,0,,D. Sabonis Free Throw 1 of 2 (7 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
324,PT00M12.90S,2022-11-18T04:02:26.2Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,62,54,2022-11-18T04:02:38Z,3190000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M12.90S,2022-11-18T04:02:26.2Z,2,REGULAR,substitution,out,[],1628989,,,1610612758,62,54,2022-11-18T04:02:38Z,3200000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M12.90S,2022-11-18T04:02:26.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,62,54,2022-11-18T04:02:38Z,3210000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M12.90S,2022-11-18T04:02:26.2Z,2,REGULAR,substitution,in,[],1629644,,,1610612758,62,54,2022-11-18T04:02:38Z,3220000,False,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M12.90S,2022-11-18T04:02:50.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,63,54,2022-11-18T04:02:50Z,3230000,False,,,0,,D. Sabonis Free Throw 2 of 2 (8 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
329,PT00M00.20S,2022-11-18T04:03:11.6Z,2,REGULAR,2pt,Jump Shot,[],1630170,92.9862023653088,74.75490196078431,1610612759,63,56,2022-11-18T04:03:16Z,3240000,False,124.0,13.0,1,right,D. Vassell 12' pullup Jump Shot (12 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,12.45,Made,,,,,12.0,,,,,,,,,,,,,
330,PT00M00.00S,2022-11-18T04:03:17.6Z,2,REGULAR,period,end,[],0,,,1610612758,63,56,2022-11-18T04:03:17Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,out,['startperiod'],1628370,,,1610612758,63,56,2022-11-18T04:18:44Z,3260000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612758,63,56,2022-11-18T04:18:44Z,3270000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,out,['startperiod'],1629644,,,1610612758,63,56,2022-11-18T04:18:44Z,3280000,False,,,0,,SUB out: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,out,['startperiod'],1629676,,,1610612758,63,56,2022-11-18T04:18:44Z,3290000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,out,['startperiod'],203476,,,1610612758,63,56,2022-11-18T04:18:44Z,3300000,False,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,in,['startperiod'],1629056,,,1610612758,63,56,2022-11-18T04:18:44Z,3310000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,in,['startperiod'],1628368,,,1610612758,63,56,2022-11-18T04:18:44Z,3320000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,in,['startperiod'],1628989,,,1610612758,63,56,2022-11-18T04:18:44Z,3330000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612758,63,56,2022-11-18T04:18:44Z,3340000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-11-18T04:18:29.2Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612758,63,56,2022-11-18T04:18:44Z,3350000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-11-18T04:18:41.5Z,3,REGULAR,period,start,[],0,,,1610612759,63,56,2022-11-18T04:18:45Z,3360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M35.00S,2022-11-18T04:19:05.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,15.193823915900131,42.8921568627451,1610612759,63,56,2022-11-18T04:19:10Z,3370000,False,36.0,90.0,1,left,MISS J. Poeltl 9' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,9.7,Missed,,,,,,,,,,,,,,,,,,
345,PT11M32.00S,2022-11-18T04:19:08.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,63,56,2022-11-18T04:19:10Z,3380000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,344.0,7.0,7.0,0.0,,,,,,,,,,,,,,
346,PT11M19.00S,2022-11-18T04:19:21.6Z,3,REGULAR,2pt,Jump Shot,[],1628368,77.61169513797634,49.50980392156863,1610612758,65,56,2022-11-18T04:19:27Z,3390000,False,-2.0,158.0,1,right,D. Fox 15' pullup Jump Shot (14 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,15.8,Made,,,,,14.0,,,,,,,,,,,,,
347,PT11M08.00S,2022-11-18T04:19:35.7Z,3,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,65,56,2022-11-18T04:20:37Z,3400000,False,,,0,,D. Vassell step out-of-bounds TURNOVER (2 TO),[1630170],1610612759.0,SAS,step,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,,,,,1204.0,,,,,,2.0,,,,,,
