actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-24T03:10:55.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-24T03:10:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-12-24T03:10:59.0Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2022-12-24T03:10:59Z,40000,False,,,0,,Jump Ball D. Sabonis vs. D. Gafford: Tip to H. Barnes,"[203084, 1627734, 1629655]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-24T03:11:08.8Z,1,REGULAR,3pt,Jump Shot,[],203084,93.77463863337714,3.6764705882352944,1610612758,0,0,2022-12-24T03:11:14Z,70000,False,-232.0,6.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-12-24T03:11:12.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,0,0,2022-12-24T03:11:14Z,80000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2022-12-24T03:11:29.4Z,1,REGULAR,3pt,Jump Shot,[],204001,26.49474375821288,81.86274509803921,1610612764,0,0,2022-12-24T03:11:34Z,90000,False,-159.0,197.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2022-12-24T03:11:32.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2022-12-24T03:11:34Z,100000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M13.00S,2022-12-24T03:11:41.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203084,92.06636005256242,51.470588235294116,1610612758,2,0,2022-12-24T03:11:54Z,110000,False,7.0,22.0,1,right,H. Barnes driving Hook (2 PTS),[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M58.00S,2022-12-24T03:11:56.0Z,1,REGULAR,2pt,Jump Shot,[],204001,4.155716162943495,28.676470588235293,1610612764,2,0,2022-12-24T03:12:01Z,120000,False,107.0,-13.0,1,left,MISS K. Porzingis 10' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,10.74,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2022-12-24T03:11:59.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,2,0,2022-12-24T03:12:01Z,130000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M51.00S,2022-12-24T03:12:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.919185282523,56.127450980392155,1610612758,2,0,2022-12-24T03:12:50Z,140000,False,31.0,99.0,1,right,MISS D. Fox 10' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
15,PT10M48.00S,2022-12-24T03:12:06.2Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,2,0,2022-12-24T03:12:06Z,150000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M43.00S,2022-12-24T03:12:10.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,86.67871222076215,48.28431372549019,1610612758,2,0,2022-12-24T03:12:28Z,160000,False,-9.0,73.0,1,right,MISS K. Huerter 7' Jump Shot,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2022-12-24T03:12:13.3Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,2,0,2022-12-24T03:15:31Z,170000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M33.00S,2022-12-24T03:12:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612758,2,0,2022-12-24T03:12:45Z,190000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629655, 1627734]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,
21,PT10M33.00S,2022-12-24T03:12:53.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,3,0,2022-12-24T03:12:53Z,210000,False,,,0,,D. Sabonis Free Throw 1 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
22,PT10M33.00S,2022-12-24T03:13:14.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,4,0,2022-12-24T03:13:14Z,220000,False,,,0,,D. Sabonis Free Throw 2 of 2 (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
23,PT10M19.00S,2022-12-24T03:13:30.8Z,1,REGULAR,3pt,Jump Shot,[],203078,32.802233902759525,49.754901960784316,1610612764,4,3,2022-12-24T03:13:36Z,230000,False,1.0,256.0,1,left,B. Beal 25' 3PT  (3 PTS) (M. Morris 1 AST),"[203078, 1628420]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,25.58,Made,,,,,3.0,,,,,,M. Morris,1628420.0,1.0,,,,,
25,PT10M07.00S,2022-12-24T03:13:43.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628989,93.38042049934296,50.0,1610612758,6,3,2022-12-24T03:13:47Z,250000,False,0.0,10.0,1,right,K. Huerter cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,2.0,,,,,,D. Sabonis,1627734.0,1.0,,,,,
27,PT09M55.00S,2022-12-24T03:13:54.1Z,1,REGULAR,3pt,Jump Shot,[],1628420,31.35676741130092,39.46078431372549,1610612764,6,3,2022-12-24T03:13:59Z,270000,False,53.0,242.0,1,left,MISS M. Morris 24' 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,24.8,Missed,,,,,,,,,,,,,,,,,,
28,PT09M52.00S,2022-12-24T03:13:57.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,6,3,2022-12-24T03:13:59Z,280000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M43.00S,2022-12-24T03:14:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.9060446780552,52.20588235294118,1610612758,8,3,2022-12-24T03:14:11Z,290000,False,11.0,5.0,1,right,K. Huerter cutting Layup (4 PTS) (D. Sabonis 2 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,4.0,,,,,,D. Sabonis,1627734.0,2.0,,,,,
31,PT09M20.00S,2022-12-24T03:14:29.7Z,1,REGULAR,2pt,Jump Shot,[],203078,19.267411300919843,77.20588235294117,1610612764,8,3,2022-12-24T03:17:05Z,310000,False,-136.0,129.0,1,left,MISS B. Beal 18' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,18.72,Missed,,,,,,,,,,,,,,,,,,
32,PT09M16.00S,2022-12-24T03:14:33.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,8,3,2022-12-24T03:14:35Z,320000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
