actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-29T03:10:55.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-29T03:10:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M49.00S,2022-11-29T03:11:05.9Z,1,REGULAR,jumpball,recovered,[],1629028,,,1610612756,0,0,2022-11-29T03:11:05Z,40000,False,,,0,,Jump Ball C. Payne vs. D. Sabonis: Tip to D. Ayton,"[1629028, 1626166, 1627734]",1610612756.0,PHX,startperiod,D. Ayton,1629028.0,Ayton,D. Ayton,Payne,1626166.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-11-29T03:11:16.6Z,1,REGULAR,3pt,Jump Shot,[],1626166,33.85348226018397,51.71568627450981,1610612756,0,0,2022-11-29T03:12:16Z,70000,False,-9.0,266.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-11-29T03:11:16.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,0,0,2022-11-29T03:12:16Z,80000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2022-11-29T03:11:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,10.068988173455978,39.705882352941174,1610612756,0,0,2022-11-29T03:13:24Z,90000,False,51.0,42.0,1,left,MISS M. Bridges 6' putback Layup,[1628969],1610612756.0,PHX,putback,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2022-11-29T03:11:24.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2022-11-29T03:11:24Z,100000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M11.00S,2022-11-29T03:11:56.2Z,1,REGULAR,3pt,Jump Shot,[],1627734,70.25295663600527,73.2843137254902,1610612758,3,0,2022-11-29T03:12:02Z,120000,False,116.0,227.0,1,right,D. Sabonis 25' 3PT  (3 PTS) (H. Barnes 1 AST),"[1627734, 203084]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,25.52,Made,,,,,3.0,H. Barnes,203084.0,1.0,,,,,,,,,,
14,PT11M01.00S,2022-11-29T03:12:06.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,13.61695137976347,29.65686274509804,1610612756,3,2,2022-11-29T03:14:44Z,140000,False,102.0,75.0,1,left,D. Booker 12' pullup Jump Shot (2 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,12.67,Made,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,
16,PT10M48.00S,2022-11-29T03:12:20.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,67.88764783180025,37.5,1610612758,3,2,2022-11-29T03:15:19Z,160000,False,-62.0,249.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2022-11-29T03:12:24.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,3,2,2022-11-29T03:12:26Z,170000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
