actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-28T02:10:21.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-28T02:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-28T02:10:23.9Z,1,REGULAR,jumpball,recovered,[],1628989,,,1610612758,0,0,2023-03-28T02:10:23Z,40000,False,,,0,,Jump Ball D. Sabonis vs. R. Gobert: Tip to K. Huerter,"[1628989, 1627734, 203497]",1610612758.0,SAC,startperiod,K. Huerter,1628989.0,Huerter,K. Huerter,Sabonis,1627734.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-03-28T02:10:38.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,27.94021024967148,80.88235294117648,1610612758,0,0,2023-03-28T02:10:44Z,70000,False,-154.0,210.0,1,left,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-03-28T02:10:42.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2023-03-28T02:10:44Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-03-28T02:10:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,90.62089356110381,39.46078431372549,1610612750,0,2,2023-03-28T02:11:00Z,90000,False,-53.0,36.0,1,right,J. McDaniels 6' bank Jump Shot (2 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,bank,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,,,,,2.0,M. Conley,201144.0,1.0,,,,,,,,,,
11,PT11M06.00S,2023-03-28T02:11:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,9.674770039421814,54.65686274509803,1610612758,2,2,2023-03-28T02:11:19Z,110000,False,-23.0,38.0,1,left,H. Barnes driving floating Jump Shot (2 PTS) (D. Sabonis 1 AST),"[203084, 1627734]",1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,,,,,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
13,PT10M42.00S,2023-03-28T02:11:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,86.81011826544021,96.32352941176471,1610612750,2,2,2023-03-28T02:11:42Z,130000,False,232.0,71.0,1,right,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
14,PT10M39.00S,2023-03-28T02:11:41.1Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,2,2023-03-28T02:11:42Z,140000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M27.00S,2023-03-28T02:11:52.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,10.988830486202366,50.98039215686274,1610612758,4,2,2023-03-28T02:12:02Z,150000,False,-5.0,51.0,1,left,D. Sabonis turnaround Hook (2 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.1,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M13.00S,2023-03-28T02:12:07.3Z,1,REGULAR,3pt,Jump Shot,[],201144,79.97700394218134,93.87254901960785,1610612750,4,5,2023-03-28T02:12:11Z,160000,False,219.0,136.0,1,right,M. Conley 25' 3PT  (3 PTS) (J. McDaniels 1 AST),"[201144, 1630183]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.8,Made,,,,,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
