actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
535,PT12M00.00S,2022-10-29T23:58:06.2Z,4,REGULAR,substitution,out,['startperiod'],1628989,,,1610612748,90,82,2022-10-29T23:58:48Z,5230000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2022-10-29T23:58:06.2Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612748,90,82,2022-10-29T23:58:48Z,5240000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2022-10-29T23:58:06.2Z,4,REGULAR,substitution,in,['startperiod'],203084,,,1610612748,90,82,2022-10-29T23:58:48Z,5250000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2022-10-29T23:58:06.2Z,4,REGULAR,substitution,in,['startperiod'],1629639,,,1610612748,90,82,2022-10-29T23:58:48Z,5260000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2022-10-29T23:58:44.4Z,4,REGULAR,period,start,[],0,,,1610612748,90,82,2022-10-29T23:58:48Z,5270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT11M46.00S,2022-10-29T23:58:57.5Z,4,REGULAR,3pt,Jump Shot,[],1629622,29.38567674113009,15.686274509803921,1610612748,90,82,2022-10-29T23:59:05Z,5280000,172.0,224.0,1,left,MISS M. Strus 28' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,28.19,Missed,,,,,,,,,,,,,,,,,,
541,PT11M42.00S,2022-10-29T23:59:01.5Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,90,82,2022-10-29T23:59:05Z,5290000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,540.0,,,,,,4.0,3.0,1.0,,,,,,,,,
542,PT11M30.00S,2022-10-29T23:59:12.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,87.72996057818659,43.13725490196079,1610612758,92,82,2022-10-29T23:59:26Z,5300000,-34.0,63.0,1,right,D. Fox 7' driving floating Jump Shot (15 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,15.0,,,,,,,,,,,,,,,
543,PT11M12.00S,2022-10-29T23:59:30.7Z,4,REGULAR,2pt,Jump Shot,[],1629639,7.30946123521682,16.666666666666664,1610612748,92,84,2022-10-29T23:59:36Z,5310000,167.0,16.0,1,left,T. Herro 16' pullup Jump Shot (21 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,16.75,Made,,,21.0,,,,,,,,,,,,,,,
544,PT10M57.00S,2022-10-29T23:59:46.2Z,4,REGULAR,turnover,bad pass,[],203084,,,1610612758,92,84,2022-10-29T23:59:50Z,5320000,,,0,,H. Barnes bad pass TURNOVER (2 TO),"[203084, 1628997]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Martin,1628997.0
545,PT10M57.00S,2022-10-29T23:59:46.2Z,4,REGULAR,steal,,[],1628997,,,1610612748,92,84,2022-10-29T23:59:48Z,5330000,,,0,,C. Martin STEAL (2 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
546,PT10M54.00S,2022-10-29T23:59:49.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,6.521024967148489,48.77450980392157,1610612748,92,86,2022-10-29T23:59:57Z,5340000,6.0,9.0,1,left,C. Martin running DUNK (9 PTS),[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.07,Made,,,9.0,,,,,,,,,,,,,,,
547,PT10M53.00S,2022-10-29T23:59:54.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,92,86,2022-10-29T23:59:54Z,5350000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT10M37.00S,2022-10-30T00:03:10.1Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612758,92,86,2022-10-30T00:03:33Z,5360000,,,0,,G. Vincent shooting personal FOUL (4 PF) (Barnes 2 FT),"[1629216, 203084]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,2882.0,,,,,,,,,,4.0,0.0,Barnes,203084.0,,,
550,PT10M37.00S,2022-10-30T00:03:33.8Z,4,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,93,86,2022-10-30T00:03:33Z,5380000,,,0,,H. Barnes Free Throw 1 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,4.0,,,,,,,,,,,,,,,
551,PT10M37.00S,2022-10-30T00:03:48.5Z,4,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,94,86,2022-10-30T00:03:48Z,5390000,,,0,,H. Barnes Free Throw 2 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
552,PT10M26.00S,2022-10-30T00:04:06.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.113666228646515,56.127450980392155,1610612748,94,86,2022-10-30T00:04:11Z,5400000,-31.0,99.0,1,left,MISS B. Adebayo 10' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
553,PT10M23.00S,2022-10-30T00:04:09.0Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,94,86,2022-10-30T00:04:11Z,5410000,,,0,,D. Fox REBOUND (Off:1 Def:8),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,552.0,,,,,,9.0,8.0,1.0,,,,,,,,,
554,PT10M15.00S,2022-10-30T00:04:18.2Z,4,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612758,94,86,2022-10-30T00:04:29Z,5420000,,,0,,M. Monk bad pass out-of-bounds TURNOVER (2 TO),[1628370],1610612758.0,SAC,bad pass,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,1628482.0,,,,,,,,,,,,,,2.0,,
555,PT10M04.00S,2022-10-30T00:04:31.8Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,94,86,2022-10-30T00:04:35Z,5430000,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1626168]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Lyles,1626168.0
556,PT10M04.00S,2022-10-30T00:04:31.8Z,4,REGULAR,steal,,[],1626168,,,1610612758,94,86,2022-10-30T00:04:33Z,5440000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
557,PT10M00.00S,2022-10-30T00:04:38.7Z,4,REGULAR,foul,personal,[],1629622,,,1610612758,94,86,2022-10-30T00:04:49Z,5450000,,,0,,M. Strus personal FOUL (2 PF),"[1629622, 1628370]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,,202007.0,,,,,,,,,,2.0,0.0,Monk,1628370.0,,,
559,PT09M51.00S,2022-10-30T00:05:05.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626158,83.65637319316689,56.372549019607845,1610612758,94,86,2022-10-30T00:05:12Z,5470000,32.0,101.0,1,right,MISS R. Holmes 10' floating Shot,[1626158],1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,10.6,Missed,,,,,,,,,,,,,,,,,,
560,PT09M48.00S,2022-10-30T00:05:08.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,94,86,2022-10-30T00:05:12Z,5480000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,559.0,,,,,,6.0,4.0,2.0,,,,,,,,,
561,PT09M39.00S,2022-10-30T00:05:19.9Z,4,REGULAR,foul,personal,[],203084,,,1610612748,94,86,2022-10-30T00:05:31Z,5490000,,,0,,H. Barnes personal FOUL (4 PF),"[203084, 1628389]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,2882.0,,,,,,,,,,4.0,0.0,Adebayo,1628389.0,,,
563,PT09M39.00S,2022-10-30T00:05:32.7Z,4,REGULAR,substitution,out,[],1628370,,,1610612748,94,86,2022-10-30T00:05:47Z,5510000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M39.00S,2022-10-30T00:05:32.7Z,4,REGULAR,substitution,out,[],1628368,,,1610612748,94,86,2022-10-30T00:05:47Z,5520000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M39.00S,2022-10-30T00:05:32.7Z,4,REGULAR,substitution,out,[],1626158,,,1610612748,94,86,2022-10-30T00:05:47Z,5530000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT09M39.00S,2022-10-30T00:05:32.7Z,4,REGULAR,substitution,in,[],1627734,,,1610612748,94,86,2022-10-30T00:05:47Z,5540000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT09M39.00S,2022-10-30T00:05:32.7Z,4,REGULAR,substitution,in,[],1628989,,,1610612748,94,86,2022-10-30T00:05:47Z,5550000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M39.00S,2022-10-30T00:05:32.7Z,4,REGULAR,substitution,in,[],1630558,,,1610612748,94,86,2022-10-30T00:05:47Z,5560000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M26.00S,2022-10-30T00:06:08.3Z,4,REGULAR,3pt,Jump Shot,[],1629622,32.53942181340342,42.15686274509804,1610612748,94,86,2022-10-30T00:07:12Z,5570000,39.0,253.0,1,left,MISS M. Strus 25' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
570,PT09M24.00S,2022-10-30T00:06:10.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,94,86,2022-10-30T00:06:17Z,5580000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,569.0,,,,,,,,,,,,,,,,,
571,PT09M24.00S,2022-10-30T00:06:15.9Z,4,REGULAR,foul,personal,[],1628997,,,1610612758,94,86,2022-10-30T00:06:30Z,5590000,,,0,,C. Martin loose ball personal FOUL (3 PF),"[1628997, 1626168]",1610612748.0,MIA,loose ball,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,202007.0,,,,,,,,,,3.0,0.0,Lyles,1626168.0,,,
573,PT09M10.00S,2022-10-30T00:06:39.0Z,4,REGULAR,3pt,Jump Shot,[],203084,67.88764783180025,58.82352941176471,1610612758,94,86,2022-10-30T00:06:50Z,5610000,44.0,249.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.33,Missed,,,,,,,,,,,,,,,,,,
574,PT09M10.00S,2022-10-30T00:06:39.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,94,86,2022-10-30T00:06:50Z,5620000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,573.0,,,,,,,,,,,,,,,,,
575,PT09M10.00S,2022-10-30T00:06:46.4Z,4,REGULAR,foul,personal,[],1629622,,,1610612758,94,86,2022-10-30T00:07:00Z,5630000,,,0,,M. Strus loose ball personal FOUL (3 PF),"[1629622, 1626168]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,,,,3.0,0.0,Lyles,1626168.0,,,
577,PT09M05.00S,2022-10-30T00:07:11.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,69.33311432325887,30.392156862745097,1610612758,94,86,2022-10-30T00:07:31Z,5650000,-98.0,236.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
578,PT09M04.00S,2022-10-30T00:07:12.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,94,86,2022-10-30T00:07:31Z,5660000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,577.0,,,,,,,,,,,,,,,,,
579,PT09M04.00S,2022-10-30T00:07:25.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612758,94,86,2022-10-30T00:11:05Z,5670000,,,0,,M. Strus flagrant-type-1 personal FOUL (4 PF) (Barnes 2 FT),"[1629622, 203084]",1610612748.0,MIA,flagrant-type-1,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,4.0,0.0,Barnes,203084.0,,,
582,PT09M04.00S,2022-10-30T00:09:02.2Z,4,REGULAR,substitution,out,[],1626168,,,1610612758,94,86,2022-10-30T00:09:23Z,5700000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M04.00S,2022-10-30T00:09:02.2Z,4,REGULAR,substitution,in,[],1631099,,,1610612758,94,86,2022-10-30T00:09:23Z,5710000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M04.00S,2022-10-30T00:09:27.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203084,,,1610612758,95,86,2022-10-30T00:14:45Z,5720000,,,0,,H. Barnes flagrant Free Throw 1 of 2 (6 PTS),[203084],1610612758.0,SAC,flagrant,,,Barnes,H. Barnes,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
585,PT09M04.00S,2022-10-30T00:09:27.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203084,,,1610612758,96,86,2022-10-30T00:14:45Z,5730000,,,0,,H. Barnes flagrant Free Throw 2 of 2 (7 PTS),[203084],1610612758.0,SAC,flagrant,,,Barnes,H. Barnes,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
586,PT08M50.00S,2022-10-30T00:10:01.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203084,87.20433639947439,47.05882352941176,1610612758,98,86,2022-10-30T00:10:10Z,5740000,-15.0,68.0,1,right,H. Barnes 6' pullup Jump Shot (9 PTS),[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.94,Made,,,9.0,,,,,,,,,,,,,,,
587,PT08M50.00S,2022-10-30T00:10:10.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,98,86,2022-10-30T00:10:10Z,5750000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M50.00S,2022-10-30T00:11:50.4Z,4,REGULAR,substitution,out,[],1629216,,,1610612748,98,86,2022-10-30T00:12:54Z,5760000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M50.00S,2022-10-30T00:11:50.4Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,98,86,2022-10-30T00:12:54Z,5770000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT08M50.00S,2022-10-30T00:11:50.4Z,4,REGULAR,substitution,in,[],202710,,,1610612748,98,86,2022-10-30T00:12:54Z,5780000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT08M50.00S,2022-10-30T00:11:50.4Z,4,REGULAR,substitution,in,[],200768,,,1610612748,98,86,2022-10-30T00:12:54Z,5790000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M41.00S,2022-10-30T00:13:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.5722733245729295,43.872549019607845,1610612748,98,88,2022-10-30T00:13:56Z,5800000,31.0,19.0,1,left,T. Herro driving finger roll Layup (23 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.59,Made,,,23.0,B. Adebayo,1628389.0,4.0,,,,,,,,,,,,
594,PT08M18.00S,2022-10-30T00:13:28.7Z,4,REGULAR,3pt,Jump Shot,[],1628989,71.96123521681997,78.43137254901961,1610612758,101,88,2022-10-30T00:13:34Z,5820000,142.0,211.0,1,right,K. Huerter 25' 3PT  (21 PTS) (D. Sabonis 3 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,21.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,
596,PT08M07.00S,2022-10-30T00:13:39.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,32.40801576872536,51.470588235294116,1610612748,101,91,2022-10-30T00:13:50Z,5840000,-7.0,252.0,1,left,T. Herro 25' 3PT pullup (26 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.22,Made,,,26.0,,,,,,,,,,,,,,,
597,PT07M59.00S,2022-10-30T00:13:50.5Z,4,REGULAR,foul,offensive,[],1630558,,,1610612758,101,91,2022-10-30T00:13:58Z,5850000,,,0,,D. Mitchell offensive FOUL (2 PF),"[1630558, 1629622]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,2882.0,,,,,,,,,,2.0,0.0,Strus,1629622.0,,,
599,PT07M59.00S,2022-10-30T00:13:50.5Z,4,REGULAR,turnover,offensive foul,[],1630558,,,1610612758,101,91,2022-10-30T00:13:50Z,5870000,,,0,,D. Mitchell offensive foul TURNOVER (4 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,2882.0,,,,,,,,,,,,,,4.0,,
600,PT07M59.00S,2022-10-30T00:14:01.4Z,4,REGULAR,substitution,out,[],1630558,,,1610612748,101,91,2022-10-30T00:14:06Z,5880000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M59.00S,2022-10-30T00:14:01.4Z,4,REGULAR,substitution,in,[],1628368,,,1610612748,101,91,2022-10-30T00:14:06Z,5890000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M49.00S,2022-10-30T00:14:28.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,18.659658344283837,37.768075980392155,1610612748,101,93,2022-10-30T00:31:13Z,5898750,61.0,123.0,1,left,T. Herro 13' driving floating Jump Shot (28 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,13.73,Made,,,28.0,,,,,,,,,,,,,,,
602,PT07M49.00S,2022-10-30T00:14:29.8Z,4,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612748,101,93,2022-10-30T00:19:13Z,5900000,,,0,,K. Huerter shooting personal FOUL (2 PF) (Herro 1 FT),"[1628989, 1629639]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,2.0,0.0,Herro,1629639.0,,,
604,PT07M49.00S,2022-10-30T00:14:54.5Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1629639,,,1610612748,101,94,2022-10-30T00:20:54Z,5920000,,,0,,T. Herro Free Throw 1 of 1 (29 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,29.0,,,,,,,,,,,,,,,
605,PT07M42.00S,2022-10-30T00:15:04.5Z,4,REGULAR,foul,offensive,[],1628368,,,1610612758,101,94,2022-10-30T00:20:54Z,5930000,,,0,,D. Fox offensive FOUL (3 PF),"[1628368, 202710]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1628482.0,,,,,,,,,,3.0,0.0,Butler,202710.0,,,
607,PT07M42.00S,2022-10-30T00:15:04.5Z,4,REGULAR,turnover,offensive foul,[],1628368,,,1610612758,101,94,2022-10-30T00:15:04Z,5950000,,,0,,D. Fox offensive foul TURNOVER (3 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1628482.0,,,,,,,,,,,,,,3.0,,
608,PT07M34.00S,2022-10-30T00:15:16.6Z,4,REGULAR,2pt,Layup,['fromturnover'],1628389,16.770696452036795,29.65686274509804,1610612748,101,94,2022-10-30T00:37:09Z,5960000,102.0,105.0,1,left,MISS B. Adebayo 14' driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,14.62,Missed,,,,,,,,,,,,,,,,,,
609,PT07M32.00S,2022-10-30T00:15:18.7Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,101,94,2022-10-30T00:15:18Z,5970000,,,0,,D. Fox REBOUND (Off:1 Def:9),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,608.0,,,,,,10.0,9.0,1.0,,,,,,,,,
610,PT07M28.00S,2022-10-30T00:15:22.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631099,93.24901445466492,44.85294117647059,1610612758,101,94,2022-10-30T00:15:31Z,5980000,-26.0,11.0,1,right,MISS K. Murray running Layup,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
611,PT07M28.00S,2022-10-30T00:15:25.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,101,94,2022-10-30T00:15:25Z,5990000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,610.0,,,,,,,,,,,,,,,,,
613,PT07M19.00S,2022-10-30T00:15:36.8Z,4,REGULAR,3pt,Jump Shot,[],1629639,22.026938239159,87.5,1610612748,101,97,2022-10-30T00:15:45Z,6010000,-188.0,155.0,1,left,T. Herro 24' 3PT pullup (32 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,24.3,Made,,,32.0,,,,,,,,,,,,,,,
614,PT07M01.00S,2022-10-30T00:15:55.6Z,4,REGULAR,2pt,Jump Shot,[],1628368,74.19513797634691,75.0,1610612758,101,97,2022-10-30T00:40:22Z,6020000,125.0,190.0,1,right,MISS D. Fox 22' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,22.75,Missed,,,,,,,,,,,,,,,,,,
615,PT06M57.00S,2022-10-30T00:15:59.6Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,101,97,2022-10-30T00:16:01Z,6030000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,614.0,,,,,,2.0,2.0,0.0,,,,,,,,,
616,PT06M53.00S,2022-10-30T00:16:02.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.835085413929041,43.872549019607845,1610612748,101,97,2022-10-30T00:41:03Z,6040000,31.0,21.0,1,left,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
617,PT06M51.00S,2022-10-30T00:16:05.0Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,101,97,2022-10-30T00:16:05Z,6050000,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,616.0,,,,,,7.0,5.0,2.0,,,,,,,,,
618,PT06M29.00S,2022-10-30T00:16:27.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612758,101,97,2022-10-30T00:16:46Z,6060000,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,2882.0,,,,,,,,,,,,,,,,
619,PT06M15.00S,2022-10-30T00:16:58.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202710,5.863994743758213,52.69607843137255,1610612748,101,99,2022-10-30T00:17:04Z,6070000,-13.0,3.0,1,left,J. Butler DUNK (12 PTS) (K. Lowry 3 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.37,Made,,,12.0,K. Lowry,200768.0,3.0,,,,,,,,,,,,
