actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-07T03:10:52.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-07T03:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-07T03:10:55.4Z,1,REGULAR,jumpball,recovered,[],1627742,,,1610612740,0,0,2023-03-07T03:10:55Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Sabonis: Tip to B. Ingram,"[1627742, 202685, 1627734]",1610612740.0,NOP,startperiod,B. Ingram,1627742.0,Ingram,B. Ingram,Valanciunas,202685.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-03-07T03:11:10.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,6.652431011826544,52.450980392156865,1610612740,0,2,2023-03-07T03:11:15Z,70000,False,-12.0,10.0,1,left,J. Valanciunas turnaround Hook (2 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-03-07T03:11:23.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,66.3107752956636,51.71568627450981,1610612758,3,2,2023-03-07T03:11:29Z,90000,False,9.0,264.0,1,right,K. Huerter 26' 3PT  (3 PTS) (K. Murray 1 AST),"[1628989, 1631099]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,26.43,Made,3.0,K. Murray,1631099.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2023-03-07T03:11:39.4Z,1,REGULAR,3pt,Jump Shot,[],203468,25.57490144546649,12.009803921568627,1610612740,3,2,2023-03-07T03:11:45Z,110000,False,190.0,188.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-03-07T03:11:42.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,2,2023-03-07T03:11:45Z,120000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M03.00S,2023-03-07T03:11:48.1Z,1,REGULAR,3pt,Jump Shot,[],1631099,70.90998685939553,24.509803921568626,1610612758,6,2,2023-03-07T03:11:54Z,130000,False,-127.0,221.0,1,right,K. Murray 25' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
15,PT10M48.00S,2023-03-07T03:12:03.7Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,6,2,2023-03-07T03:12:07Z,150000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1627734]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,
16,PT10M48.00S,2023-03-07T03:12:03.7Z,1,REGULAR,steal,,[],1627734,,,1610612758,6,2,2023-03-07T03:12:05Z,160000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M37.00S,2023-03-07T03:12:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,92.19776609724047,49.01960784313725,1610612758,6,2,2023-03-07T03:12:19Z,170000,False,-5.0,21.0,1,right,MISS D. Sabonis Layup - blocked,"[1627734, 1630530]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,Murphy III,1630530.0,,,,,
22,PT10M37.00S,2023-03-07T03:12:14.4Z,1,REGULAR,block,,[],1630530,,,1610612758,6,2,2023-03-07T03:13:07Z,175000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M35.00S,2023-03-07T03:12:16.4Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,6,2,2023-03-07T03:12:57Z,180000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,17.0,2.0,1.0,1.0,,,,,,,,,,
19,PT10M35.00S,2023-03-07T03:12:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,93.24901445466492,46.07843137254902,1610612758,6,2,2023-03-07T03:12:52Z,190000,False,-20.0,11.0,1,right,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2023-03-07T03:12:17.8Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,6,2,2023-03-07T03:12:17Z,200000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,
21,PT10M32.00S,2023-03-07T03:12:21.6Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,6,2,2023-03-07T03:17:24Z,210000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,,,,,201246.0,,,,
23,PT10M09.00S,2023-03-07T03:13:07.1Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,6,2,2023-03-07T03:13:15Z,220000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 203084]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,Barnes,203084.0,,,,,,,
24,PT10M09.00S,2023-03-07T03:13:07.1Z,1,REGULAR,steal,,[],203084,,,1610612758,6,2,2023-03-07T03:13:09Z,230000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2023-03-07T03:13:12.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,82.47371879106439,33.82352941176471,1610612758,6,2,2023-03-07T03:13:20Z,240000,False,-81.0,112.0,1,right,MISS K. Huerter 13' running pullup Shot,[1628989],1610612758.0,SAC,running pullup,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,13.83,Missed,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2023-03-07T03:13:16.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,6,2,2023-03-07T03:13:20Z,250000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
