actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
182,PT10M47.00S,2022-02-09T02:13:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627737,92.46057818659659,43.13725490196079,1610612742,36,28,2022-02-09T02:13:17Z,1800000,-34.0,18.0,1,right,MISS M. Chriss turnaround Shot - blocked,"[1627737, 1626168]",1610612742.0,DAL,turnaround,,,Chriss,M. Chriss,,,,,,,,,,Missed,,,,,,,,,3.89,,,,Lyles,1626168.0,
183,PT10M47.00S,2022-02-09T02:13:09.8Z,2,REGULAR,block,,[],1626168,,,1610612742,36,28,2022-02-09T02:13:12Z,1810000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M47.00S,2022-02-09T02:13:09.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,36,28,2022-02-09T02:13:17Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,
185,PT10M47.00S,2022-02-09T02:13:14.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,36,28,2022-02-09T02:13:14Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M44.00S,2022-02-09T02:13:26.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,95.6143232588699,95.09803921568627,1610612742,36,28,2022-02-09T02:13:31Z,1840000,225.0,-11.0,1,right,MISS J. Brunson fadeaway 3PT,[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,,,,,,Missed,,,,,,,,,22.58,,,,,,
187,PT10M42.00S,2022-02-09T02:13:28.2Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,36,28,2022-02-09T02:13:31Z,1850000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,186.0,,,,,1.0,1.0,0.0,,,,,,,
188,PT10M29.00S,2022-02-09T02:13:41.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628402,18.2161629434954,35.53921568627451,1610612765,36,30,2022-02-09T02:13:45Z,1860000,72.0,119.0,1,left,F. Jackson 13' pullup Jump Shot (2 PTS) (K. Olynyk 1 AST),"[1628402, 203482]",1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,,,,,,Made,,2.0,,,,,,,13.9,K. Olynyk,203482.0,1.0,,,
190,PT10M16.00S,2022-02-09T02:13:57.1Z,2,REGULAR,turnover,out-of-bounds,[],203504,,,1610612742,36,30,2022-02-09T02:14:02Z,1880000,,,0,,T. Burke bad pass out-of-bounds TURNOVER (1 TO),[203504],1610612742.0,DAL,bad pass,,,Burke,T. Burke,,,,,1626301.0,,,,,,,,1.0,,,,,,,,,,,,
191,PT10M07.00S,2022-02-09T02:14:09.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628402,30.436925098554536,31.127450980392158,1610612765,36,33,2022-02-09T02:14:14Z,1890000,94.0,234.0,1,left,F. Jackson 25' 3PT  (5 PTS) (K. Olynyk 2 AST),"[1628402, 203482]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Made,,5.0,,,,,,,25.2,K. Olynyk,203482.0,2.0,,,
193,PT09M44.00S,2022-02-09T02:14:32.6Z,2,REGULAR,2pt,Jump Shot,[],203504,79.05716162943496,64.95098039215686,1610612742,38,33,2022-02-09T02:14:36Z,1910000,75.0,144.0,1,right,T. Burke 16' pullup Jump Shot (8 PTS) (J. Brunson 3 AST),"[203504, 1628973]",1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,,,,,,Made,,8.0,,,,,,,16.26,J. Brunson,1628973.0,3.0,,,
195,PT09M31.00S,2022-02-09T02:14:45.3Z,2,REGULAR,3pt,Jump Shot,[],203482,24.129434954007884,84.80392156862744,1610612765,38,33,2022-02-09T02:14:50Z,1930000,-174.0,174.0,1,left,MISS K. Olynyk 24' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,,,,,,,24.63,,,,,,
196,PT09M28.00S,2022-02-09T02:14:48.3Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612765,38,33,2022-02-09T02:14:50Z,1940000,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,195.0,,,,,2.0,1.0,1.0,,,,,,,
197,PT09M28.00S,2022-02-09T02:14:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,5.590000152587891,50.0,1610612765,38,35,2022-02-09T02:14:49Z,1950000,0.0,0.0,1,left,T. Lyles tip Layup (2 PTS),[1626168],1610612765.0,DET,tip,,,Lyles,T. Lyles,,,,,,,,,,Made,,2.0,,,,,,,0.0,,,,,,
198,PT09M15.00S,2022-02-09T02:15:01.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,76.2976346911958,63.23529411764706,1610612742,40,35,2022-02-09T02:15:04Z,1960000,66.0,170.0,1,right,J. Brunson 18' pullup Jump Shot (8 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,Made,,8.0,,,,,,,18.27,,,,,,
199,PT08M50.00S,2022-02-09T02:15:28.1Z,2,REGULAR,turnover,out-of-bounds,[],203482,,,1610612765,40,35,2022-02-09T02:15:34Z,1970000,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (2 TO),[203482],1610612765.0,DET,bad pass,,,Olynyk,K. Olynyk,,,,,1626301.0,,,,,,,,2.0,,,,,,,,,,,,
200,PT08M50.00S,2022-02-09T02:15:32.6Z,2,REGULAR,substitution,out,[],1627737,,,1610612742,40,35,2022-02-09T02:15:47Z,1980000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M50.00S,2022-02-09T02:15:32.6Z,2,REGULAR,substitution,in,[],203939,,,1610612742,40,35,2022-02-09T02:15:47Z,1990000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M30.00S,2022-02-09T02:16:06.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,83.18002628120894,39.728860294117645,1610612742,42,35,2022-02-09T02:16:13Z,2000000,-51.0,106.0,1,right,J. Brunson 11' floating Jump Shot (10 PTS) (D. Powell 1 AST),"[1628973, 203939]",1610612742.0,DAL,floating,,,Brunson,J. Brunson,,,,,,,,,,Made,,10.0,,,,,,,11.74,D. Powell,203939.0,1.0,,,
204,PT08M30.00S,2022-02-09T02:16:11.1Z,2,REGULAR,foul,personal,['1freethrow'],1628402,,,1610612742,42,35,2022-02-09T02:16:33Z,2020000,,,0,,F. Jackson shooting personal FOUL (2 PF) (Brunson 1 FT),"[1628402, 1628973]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,1627962.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
206,PT08M30.00S,2022-02-09T02:16:20.8Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,42,35,2022-02-09T02:16:33Z,2040000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M30.00S,2022-02-09T02:16:20.8Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,42,35,2022-02-09T02:16:33Z,2050000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M30.00S,2022-02-09T02:16:39.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628973,,,1610612742,43,35,2022-02-09T02:16:39Z,2060000,,,0,,J. Brunson Free Throw 1 of 1 (11 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Made,,11.0,,,,,,,,,,,,,
209,PT08M15.00S,2022-02-09T02:16:59.7Z,2,REGULAR,foul,personal,[],1628373,,,1610612765,43,35,2022-02-09T02:17:09Z,2070000,,,0,,F. Ntilikina personal FOUL (1 PF),"[1628373, 1626168]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,1627962.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,,
211,PT08M10.00S,2022-02-09T02:17:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,6.652431011826544,49.754901960784316,1610612765,43,37,2022-02-09T02:17:30Z,2090000,1.0,10.0,1,left,F. Jackson cutting Layup (7 PTS) (K. Olynyk 3 AST),"[1628402, 203482]",1610612765.0,DET,cutting,,,Jackson,F. Jackson,,,,,,,,,,Made,,7.0,,,,,,,1.01,K. Olynyk,203482.0,3.0,,,
213,PT07M54.00S,2022-02-09T02:17:45.3Z,2,REGULAR,foul,personal,[],203585,,,1610612742,43,37,2022-02-09T02:17:52Z,2110000,,,0,,R. McGruder personal FOUL (1 PF),"[203585, 1628973]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,101283.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
215,PT07M54.00S,2022-02-09T02:17:51.6Z,2,REGULAR,substitution,out,[],203504,,,1610612742,43,37,2022-02-09T02:18:01Z,2130000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M54.00S,2022-02-09T02:17:51.6Z,2,REGULAR,substitution,in,[],203493,,,1610612742,43,37,2022-02-09T02:18:01Z,2140000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M41.00S,2022-02-09T02:18:14.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.9060446780552,50.245098039215684,1610612742,45,37,2022-02-09T02:18:19Z,2150000,1.0,5.0,1,right,D. Powell cutting DUNK (8 PTS) (D. Finney-Smith 1 AST),"[203939, 1627827]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,,,,,Made,,8.0,,,,,,,0.49,D. Finney-Smith,1627827.0,1.0,,,
219,PT07M28.00S,2022-02-09T02:18:28.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,13.61695137976347,42.40196078431372,1610612765,45,37,2022-02-09T02:18:33Z,2170000,38.0,75.0,1,left,MISS K. Olynyk 8' driving floating Shot,[203482],1610612765.0,DET,driving floating,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,,,,,,,8.45,,,,,,
220,PT07M26.00S,2022-02-09T02:18:32.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,45,37,2022-02-09T02:18:32Z,2180000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,,
221,PT07M26.00S,2022-02-09T02:18:33.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,45,37,2022-02-09T02:18:33Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M17.00S,2022-02-09T02:18:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630165,6.258212877792378,42.40196078431372,1610612765,45,39,2022-02-09T02:19:05Z,2200000,38.0,6.0,1,left,K. Hayes driving reverse Layup (4 PTS) (R. McGruder 1 AST),"[1630165, 203585]",1610612765.0,DET,driving reverse,,,Hayes,K. Hayes,,,,,,,,,,Made,,4.0,,,,,,,3.85,R. McGruder,203585.0,1.0,,,
224,PT07M02.00S,2022-02-09T02:19:14.5Z,2,REGULAR,foul,personal,['2freethrow'],203585,,,1610612742,45,39,2022-02-09T02:19:21Z,2220000,,,0,,R. McGruder shooting personal FOUL (2 PF) (Brunson 2 FT),"[203585, 1628973]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,1626301.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
226,PT07M02.00S,2022-02-09T02:19:42.0Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,46,39,2022-02-09T02:19:42Z,2240000,,,0,,J. Brunson Free Throw 1 of 2 (12 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Made,,12.0,,,,,,,,,,,,,
227,PT07M02.00S,2022-02-09T02:20:01.3Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,47,39,2022-02-09T02:20:01Z,2250000,,,0,,J. Brunson Free Throw 2 of 2 (13 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Made,,13.0,,,,,,,,,,,,,
228,PT06M52.00S,2022-02-09T02:20:13.1Z,2,REGULAR,3pt,Jump Shot,[],203482,21.632720105124836,8.823529411764707,1610612765,47,39,2022-02-09T02:20:17Z,2260000,206.0,151.0,1,left,MISS K. Olynyk 25' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,,,,,,,25.52,,,,,,
229,PT06M49.00S,2022-02-09T02:20:16.1Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,47,39,2022-02-09T02:20:17Z,2270000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,228.0,,,,,1.0,1.0,0.0,,,,,,,
230,PT06M44.00S,2022-02-09T02:20:21.3Z,2,REGULAR,3pt,Jump Shot,[],203493,91.40932982917214,4.411764705882353,1610612742,47,39,2022-02-09T02:20:31Z,2280000,-228.0,28.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,,,,,,,22.97,,,,,,
231,PT06M43.00S,2022-02-09T02:20:22.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,47,39,2022-02-09T02:20:31Z,2290000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,
232,PT06M43.00S,2022-02-09T02:20:27.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,47,39,2022-02-09T02:20:27Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M43.00S,2022-02-09T02:20:30.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,47,39,2022-02-09T02:20:30Z,2310000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2022-02-09T02:22:48.5Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,47,39,2022-02-09T02:23:21Z,2320000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M43.00S,2022-02-09T02:22:48.5Z,2,REGULAR,substitution,out,[],203482,,,1610612765,47,39,2022-02-09T02:23:21Z,2330000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2022-02-09T02:22:48.5Z,2,REGULAR,substitution,out,[],203585,,,1610612765,47,39,2022-02-09T02:23:21Z,2340000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M43.00S,2022-02-09T02:22:48.5Z,2,REGULAR,substitution,in,[],203924,,,1610612765,47,39,2022-02-09T02:23:21Z,2350000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M43.00S,2022-02-09T02:22:48.5Z,2,REGULAR,substitution,in,[],1628977,,,1610612765,47,39,2022-02-09T02:23:21Z,2360000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M43.00S,2022-02-09T02:22:48.5Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,47,39,2022-02-09T02:23:21Z,2370000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M33.00S,2022-02-09T02:23:40.7Z,2,REGULAR,foul,offensive,[],1628977,,,1610612765,47,39,2022-02-09T02:23:50Z,2380000,,,0,,H. Diallo off-the-ball offensive FOUL (2 PF),"[1628977, 1628973]",1610612765.0,DET,off-the-ball,,,Diallo,H. Diallo,,,,,1626301.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
242,PT06M33.00S,2022-02-09T02:23:40.7Z,2,REGULAR,turnover,offensive foul,[],1628977,,,1610612765,47,39,2022-02-09T02:23:40Z,2400000,,,0,,H. Diallo offensive foul TURNOVER (1 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1626301.0,,,,,,,,1.0,,,,,,,,,,,,
243,PT06M13.00S,2022-02-09T02:24:18.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,76.16622864651774,61.029411764705884,1610612742,49,39,2022-02-09T02:24:24Z,2410000,55.0,172.0,1,right,J. Brunson 18' step back Jump Shot (15 PTS),[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,,,,,,Made,,15.0,,,,,,,18.01,,,,,,
244,PT06M06.00S,2022-02-09T02:24:25.3Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,49,39,2022-02-09T02:24:29Z,2420000,,,0,,K. Hayes bad pass TURNOVER (3 TO),"[1630165, 1627827]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,3.0,Finney-Smith,1627827.0,,,,,,,,,,
245,PT06M06.00S,2022-02-09T02:24:25.3Z,2,REGULAR,steal,,[],1627827,,,1610612742,49,39,2022-02-09T02:24:26Z,2430000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M01.00S,2022-02-09T02:24:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,93.24901445466492,51.470588235294116,1610612742,49,39,2022-02-09T02:24:35Z,2440000,7.0,11.0,1,right,MISS D. Finney-Smith running Layup,[1627827],1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Missed,,,,,,,,,1.33,,,,,,
247,PT05M59.00S,2022-02-09T02:24:31.8Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,49,39,2022-02-09T02:24:31Z,2450000,,,0,,D. Powell REBOUND (Off:4 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,246.0,,,,,5.0,1.0,4.0,,,,,,,
248,PT05M57.00S,2022-02-09T02:24:33.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203939,93.24901445466492,49.01960784313725,1610612742,49,39,2022-02-09T02:24:38Z,2460000,-5.0,11.0,1,right,MISS D. Powell Layup,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Missed,,,,,,,,,1.2,,,,,,
249,PT05M56.00S,2022-02-09T02:24:34.6Z,2,REGULAR,rebound,defensive,[],1628402,,,1610612765,49,39,2022-02-09T02:24:38Z,2470000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,248.0,,,,,1.0,1.0,0.0,,,,,,,
250,PT05M52.00S,2022-02-09T02:24:41.5Z,2,REGULAR,foul,personal,[],1628373,,,1610612765,49,39,2022-02-09T02:25:02Z,2480000,,,0,,F. Ntilikina personal FOUL (2 PF),"[1628373, 1628977]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,101283.0,2.0,0.0,Diallo,1628977.0,,,,,,,,,,,,,,,,
252,PT05M52.00S,2022-02-09T02:24:54.0Z,2,REGULAR,substitution,out,[],1628973,,,1610612765,49,39,2022-02-09T02:25:05Z,2500000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M52.00S,2022-02-09T02:24:54.0Z,2,REGULAR,substitution,out,[],1630165,,,1610612765,49,39,2022-02-09T02:25:05Z,2510000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M52.00S,2022-02-09T02:24:54.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612765,49,39,2022-02-09T02:25:05Z,2520000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M52.00S,2022-02-09T02:24:54.0Z,2,REGULAR,substitution,in,[],202709,,,1610612765,49,39,2022-02-09T02:25:05Z,2530000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M40.00S,2022-02-09T02:25:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,8.754927726675426,49.26470588235294,1610612765,49,41,2022-02-09T02:28:00Z,2540000,4.0,30.0,1,left,J. Grant driving Layup (6 PTS),[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,,,,Made,,6.0,,,,,,,3.0,,,,,,
257,PT05M17.00S,2022-02-09T02:25:43.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203939,93.82391590013141,53.33180147058824,1610612742,51,41,2022-02-09T02:25:51Z,2550000,17.0,6.0,1,right,D. Powell turnaround bank Jump Shot (10 PTS) (R. Bullock 1 AST),"[203939, 203493]",1610612742.0,DAL,turnaround bank,,,Powell,D. Powell,,,,,,,,,,Made,,10.0,,,,,,,1.76,R. Bullock,203493.0,1.0,,,
259,PT04M58.00S,2022-02-09T02:26:02.4Z,2,REGULAR,3pt,Jump Shot,[],1628402,6.652431011826544,96.32352941176471,1610612765,51,41,2022-02-09T02:26:06Z,2570000,-232.0,10.0,1,left,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Missed,,,,,,,,,23.18,,,,,,
260,PT04M55.00S,2022-02-09T02:26:05.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,51,41,2022-02-09T02:26:06Z,2580000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,259.0,,,,,4.0,4.0,0.0,,,,,,,
261,PT04M40.00S,2022-02-09T02:26:20.3Z,2,REGULAR,3pt,Jump Shot,[],203493,66.17936925098554,49.754901960784316,1610612742,51,41,2022-02-09T02:26:24Z,2590000,-1.0,265.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,,,,,,,26.54,,,,,,
262,PT04M37.00S,2022-02-09T02:26:23.3Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,51,41,2022-02-09T02:26:24Z,2600000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,261.0,,,,,5.0,4.0,1.0,,,,,,,
263,PT04M29.00S,2022-02-09T02:26:31.8Z,2,REGULAR,3pt,Jump Shot,[],1628977,6.652431011826544,95.58823529411765,1610612765,51,44,2022-02-09T02:26:35Z,2610000,-228.0,10.0,1,left,H. Diallo 3PT  (10 PTS) (F. Jackson 1 AST),"[1628977, 1628402]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,Made,,10.0,,,,,,,22.81,F. Jackson,1628402.0,1.0,,,
265,PT04M10.00S,2022-02-09T02:26:51.3Z,2,REGULAR,3pt,Jump Shot,[],1627827,73.27529566360053,82.35294117647058,1610612742,54,44,2022-02-09T02:26:55Z,2630000,162.0,199.0,1,right,D. Finney-Smith 25' 3PT  (3 PTS) (L. Doncic 6 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Made,,3.0,,,,,,,25.62,L. Doncic,1629029.0,6.0,,,
267,PT03M48.00S,2022-02-09T02:27:12.6Z,2,REGULAR,2pt,Jump Shot,[],203924,22.158344283837057,67.40196078431373,1610612765,54,46,2022-02-09T02:27:16Z,2650000,-87.0,156.0,1,left,J. Grant 17' Jump Shot (8 PTS) (H. Diallo 1 AST),"[203924, 1628977]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Made,,8.0,,,,,,,17.84,H. Diallo,1628977.0,1.0,,,
269,PT03M34.00S,2022-02-09T02:27:26.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,70.90998685939553,15.196078431372548,1610612742,57,46,2022-02-09T02:27:30Z,2670000,-174.0,221.0,1,right,L. Doncic 28' 3PT pullup (18 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,Made,,18.0,,,,,,,28.12,,,,,,
270,PT03M27.00S,2022-02-09T02:27:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,57,46,2022-02-09T02:27:41Z,2680000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M27.00S,2022-02-09T02:27:44.6Z,2,REGULAR,substitution,out,[],1628373,,,1610612765,57,46,2022-02-09T02:30:20Z,2690000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M27.00S,2022-02-09T02:27:44.6Z,2,REGULAR,substitution,out,[],1628402,,,1610612765,57,46,2022-02-09T02:30:20Z,2700000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M27.00S,2022-02-09T02:27:44.6Z,2,REGULAR,substitution,in,[],1628467,,,1610612765,57,46,2022-02-09T02:30:20Z,2710000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M27.00S,2022-02-09T02:27:44.6Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,57,46,2022-02-09T02:30:20Z,2720000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
