actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT04M02.00S,2022-03-22T01:13:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,91.67214191852825,50.0,1610612742,19,20,2022-03-22T01:13:33Z,910000,0.0,26.0,1,right,D. Powell cutting Layup (8 PTS) (M. Kleber 1 AST),"[203939, 1628467]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,2.58,Made,8.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,,,,,
93,PT04M02.00S,2022-03-22T01:13:32.8Z,1,REGULAR,foul,personal,['1freethrow'],201976,,,1610612742,19,20,2022-03-22T01:13:39Z,930000,,,0,,P. Beverley shooting personal FOUL (1 PF) (Powell 1 FT),"[201976, 203939]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Powell,203939.0,
95,PT04M02.00S,2022-03-22T01:13:39.9Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,19,20,2022-03-22T01:14:22Z,950000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M02.00S,2022-03-22T01:13:39.9Z,1,REGULAR,substitution,out,[],201976,,,1610612742,19,20,2022-03-22T01:14:22Z,960000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M02.00S,2022-03-22T01:13:39.9Z,1,REGULAR,substitution,in,[],203915,,,1610612742,19,20,2022-03-22T01:14:22Z,970000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2022-03-22T01:13:39.9Z,1,REGULAR,substitution,in,[],1627752,,,1610612742,19,20,2022-03-22T01:14:22Z,980000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M02.00S,2022-03-22T01:14:08.8Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,20,20,2022-03-22T01:14:08Z,990000,,,0,,D. Powell Free Throw 1 of 1 (9 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
100,PT03M49.00S,2022-03-22T01:14:23.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,9.411957950065702,4.6568627450980395,1610612750,20,20,2022-03-22T01:14:27Z,1000000,227.0,36.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M45.00S,2022-03-22T01:14:27.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,20,20,2022-03-22T01:14:27Z,1010000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,
102,PT03M38.00S,2022-03-22T01:14:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,92.59198423127464,53.67647058823529,1610612742,22,20,2022-03-22T01:14:38Z,1020000,18.0,17.0,1,right,S. Dinwiddie driving floating bank Jump Shot (2 PTS),[203915],1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,2.51,Made,2.0,,,,,,,,,,,,,,,,,,
103,PT03M20.00S,2022-03-22T01:14:56.2Z,1,REGULAR,foul,personal,[],203915,,,1610612750,22,20,2022-03-22T01:15:19Z,1030000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1627752]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Prince,1627752.0,
105,PT03M20.00S,2022-03-22T01:15:04.7Z,1,REGULAR,substitution,out,[],203939,,,1610612750,22,20,2022-03-22T01:15:09Z,1050000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M20.00S,2022-03-22T01:15:04.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,22,20,2022-03-22T01:15:09Z,1060000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M20.00S,2022-03-22T01:15:04.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612750,22,20,2022-03-22T01:15:09Z,1070000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M20.00S,2022-03-22T01:15:04.7Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,22,20,2022-03-22T01:15:09Z,1080000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2022-03-22T01:15:22.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,28.33442838370565,74.50980392156863,1610612750,22,20,2022-03-22T01:15:26Z,1090000,-123.0,214.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M12.00S,2022-03-22T01:15:26.7Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,22,20,2022-03-22T01:15:26Z,1100000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,
111,PT03M05.00S,2022-03-22T01:15:33.3Z,1,REGULAR,3pt,Jump Shot,[],1628467,71.17279894875165,25.245098039215684,1610612742,22,20,2022-03-22T01:15:36Z,1110000,-124.0,218.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M02.00S,2022-03-22T01:15:36.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,22,20,2022-03-22T01:15:36Z,1120000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,111.0,3.0,3.0,0.0,,,,,,,,
113,PT02M58.00S,2022-03-22T01:15:40.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,31.61957950065703,57.84313725490197,1610612750,22,20,2022-03-22T01:15:44Z,1130000,-39.0,245.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2022-03-22T01:15:43.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,22,20,2022-03-22T01:15:44Z,1140000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,
115,PT02M49.00S,2022-03-22T01:15:48.8Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,22,20,2022-03-22T01:15:53Z,1150000,,,0,,L. Doncic lost ball TURNOVER (4 TO),"[1629029, 1626157]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,4.0,Towns,1626157.0,,,,,,,,,,,,
116,PT02M49.00S,2022-03-22T01:15:48.8Z,1,REGULAR,steal,,[],1626157,,,1610612750,22,20,2022-03-22T01:15:50Z,1160000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M44.00S,2022-03-22T01:15:54.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,5.995400788436268,51.225490196078425,1610612750,22,22,2022-03-22T01:16:01Z,1170000,-6.0,4.0,1,left,K. Towns running DUNK (6 PTS),[1626157],1610612750.0,MIN,running,,,Towns,K. Towns,,,,,0.72,Made,6.0,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2022-03-22T01:16:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628467,68.67608409986859,65.19607843137256,1610612742,22,22,2022-03-22T01:16:19Z,1180000,76.0,242.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M19.00S,2022-03-22T01:16:18.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,22,22,2022-03-22T01:16:19Z,1190000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,
120,PT02M16.00S,2022-03-22T01:16:27.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,22,22,2022-03-22T01:16:27Z,1200000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M16.00S,2022-03-22T01:17:02.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612750,22,22,2022-03-22T01:19:18Z,1210000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2022-03-22T01:17:02.1Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,22,22,2022-03-22T01:19:18Z,1220000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2022-03-22T01:17:02.1Z,1,REGULAR,substitution,in,[],203493,,,1610612750,22,22,2022-03-22T01:19:18Z,1230000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2022-03-22T01:17:02.1Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,22,22,2022-03-22T01:19:18Z,1240000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2022-03-22T01:19:21.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,7.046649145860711,4.166666666666666,1610612750,22,25,2022-03-22T01:19:27Z,1250000,229.0,14.0,1,left,T. Prince 3PT  (3 PTS) (J. McLaughlin 1 AST),"[1627752, 1629162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,22.96,Made,3.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,,
127,PT01M55.00S,2022-03-22T01:19:37.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,63.41984231274639,41.66666666666667,1610612742,22,25,2022-03-22T01:19:41Z,1270000,-42.0,291.0,1,right,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,29.44,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M52.00S,2022-03-22T01:19:40.6Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,22,25,2022-03-22T01:19:41Z,1280000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,
129,PT01M48.00S,2022-03-22T01:19:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,11.908672798948752,40.19607843137255,1610612750,22,25,2022-03-22T01:20:31Z,1290000,49.0,59.0,1,left,MISS T. Prince 7' driving floating Shot - blocked,"[1627752, 1630182]",1610612750.0,MIN,driving floating,,,Prince,T. Prince,,,,,7.7,Missed,,,,,,,,,,,,Green,1630182.0,,,,,,
130,PT01M48.00S,2022-03-22T01:19:47.7Z,1,REGULAR,block,,[],1630182,,,1610612750,22,25,2022-03-22T01:19:52Z,1300000,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M47.00S,2022-03-22T01:19:48.7Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,22,25,2022-03-22T01:20:31Z,1310000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,
132,PT01M46.00S,2022-03-22T01:19:54.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612742,22,25,2022-03-22T01:20:05Z,1320000,,,0,,J. McLaughlin take personal FOUL (1 PF) (Dinwiddie 2 FT),"[1629162, 203915]",1610612750.0,MIN,take,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Dinwiddie,203915.0,
134,PT01M46.00S,2022-03-22T01:20:19.7Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,22,25,2022-03-22T01:20:19Z,1340000,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2022-03-22T01:20:19.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,22,25,2022-03-22T01:20:19Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,
136,PT01M46.00S,2022-03-22T01:20:33.4Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,23,25,2022-03-22T01:20:33Z,1360000,,,0,,S. Dinwiddie Free Throw 2 of 2 (3 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
137,PT01M33.00S,2022-03-22T01:20:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,15.719448094612352,50.73529411764706,1610612750,23,27,2022-03-22T01:20:55Z,1370000,-4.0,95.0,1,left,T. Prince 9' driving floating Jump Shot (5 PTS) (J. Nowell 1 AST),"[1627752, 1629669]",1610612750.0,MIN,driving floating,,,Prince,T. Prince,,,,,9.54,Made,5.0,J. Nowell,1629669.0,1.0,,,,,,,,,,,,,,,
139,PT01M18.00S,2022-03-22T01:21:05.7Z,1,REGULAR,3pt,Jump Shot,[],203915,92.85479632063075,96.56862745098039,1610612742,23,27,2022-03-22T01:21:09Z,1390000,233.0,15.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M15.00S,2022-03-22T01:21:08.7Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,23,27,2022-03-22T01:21:09Z,1400000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT01M09.00S,2022-03-22T01:21:16.9Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612750,23,27,2022-03-22T01:21:21Z,1410000,,,0,,K. Towns traveling TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,1.0,,,,,,,,,2882.0,,,,,
142,PT00M55.20S,2022-03-22T01:21:40.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,92.72339027595268,3.431372549019608,1610612742,23,27,2022-03-22T01:21:44Z,1420000,-233.0,16.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M54.00S,2022-03-22T01:21:42.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,27,2022-03-22T01:21:44Z,1430000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,
144,PT00M44.70S,2022-03-22T01:21:52.2Z,1,REGULAR,2pt,Jump Shot,[],1629669,14.011169513797633,69.11764705882352,1610612750,23,29,2022-03-22T01:21:55Z,1440000,-96.0,79.0,1,left,J. Nowell 12' pullup Jump Shot (2 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,12.41,Made,2.0,,,,,,,,,,,,,,,,,,
145,PT00M35.40S,2022-03-22T01:22:03.3Z,1,REGULAR,3pt,Jump Shot,[],203915,67.23061760840999,52.94117647058824,1610612742,23,29,2022-03-22T01:22:07Z,1450000,15.0,256.0,1,right,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M32.70S,2022-03-22T01:22:06.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,29,2022-03-22T01:22:07Z,1460000,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,145.0,4.0,4.0,0.0,,,,,,,,
147,PT00M16.50S,2022-03-22T01:22:22.2Z,1,REGULAR,3pt,Jump Shot,[],1629162,29.911300919842315,69.36274509803921,1610612750,23,29,2022-03-22T01:22:26Z,1470000,-97.0,229.0,1,left,MISS J. McLaughlin 24' pullup 3PT,[1629162],1610612750.0,MIN,pullup,,,McLaughlin,J. McLaughlin,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M13.80S,2022-03-22T01:22:24.9Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,23,29,2022-03-22T01:22:24Z,1480000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,147.0,3.0,3.0,0.0,,,,,,,,
149,PT00M00.70S,2022-03-22T01:22:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,89.17542706964521,51.225490196078425,1610612742,23,29,2022-03-22T01:22:42Z,1490000,6.0,49.0,1,right,MISS J. Green driving floating Shot,[1630182],1610612742.0,DAL,driving floating,,,Green,J. Green,,,,,4.97,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M00.70S,2022-03-22T01:22:38.0Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,23,29,2022-03-22T01:22:42Z,1500000,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,
151,PT00M00.00S,2022-03-22T01:22:41.5Z,1,REGULAR,period,end,[],0,,,1610612750,23,29,2022-03-22T01:22:41Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-22T01:22:46.5Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612750,23,29,2022-03-22T01:25:18Z,1520000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-03-22T01:22:46.5Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612750,23,29,2022-03-22T01:25:18Z,1530000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-03-22T01:22:46.5Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612750,23,29,2022-03-22T01:25:18Z,1540000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-03-22T01:22:46.5Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612750,23,29,2022-03-22T01:25:18Z,1550000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-03-22T01:25:21.2Z,2,REGULAR,period,start,[],0,,,1610612742,23,29,2022-03-22T01:25:21Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M50.00S,2022-03-22T01:25:34.9Z,2,REGULAR,foul,offensive,[],1628467,,,1610612742,23,29,2022-03-22T01:25:50Z,1570000,,,0,,M. Kleber off-the-ball offensive FOUL (1 PF),"[1628467, 1627752]",1610612742.0,DAL,off-the-ball,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Prince,1627752.0,
159,PT11M50.00S,2022-03-22T01:25:34.9Z,2,REGULAR,turnover,offensive foul,[],1628467,,,1610612742,23,29,2022-03-22T01:25:34Z,1590000,,,0,,M. Kleber offensive foul TURNOVER (1 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,1.0,,,,,,,,,1626300.0,,,,,
160,PT11M37.00S,2022-03-22T01:25:54.8Z,2,REGULAR,turnover,bad pass,[],1629162,,,1610612750,23,29,2022-03-22T01:25:58Z,1600000,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 1630182]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,1.0,Green,1630182.0,,,,,,,,,,,,
161,PT11M37.00S,2022-03-22T01:25:54.8Z,2,REGULAR,steal,,[],1630182,,,1610612742,23,29,2022-03-22T01:25:56Z,1610000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M32.00S,2022-03-22T01:26:00.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,92.9862023653088,50.0,1610612742,25,29,2022-03-22T01:26:04Z,1620000,0.0,13.0,1,right,J. Green running Layup (2 PTS) (R. Bullock 1 AST),"[1630182, 203493]",1610612742.0,DAL,running,,,Green,J. Green,,,,,1.34,Made,2.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,,,
164,PT11M13.00S,2022-03-22T01:26:18.8Z,2,REGULAR,3pt,Jump Shot,[],1627736,8.09789750328515,3.9215686274509802,1610612750,25,29,2022-03-22T01:26:29Z,1640000,230.0,24.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
165,PT11M09.00S,2022-03-22T01:26:22.8Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,25,29,2022-03-22T01:26:29Z,1650000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,
166,PT11M06.00S,2022-03-22T01:26:25.5Z,2,REGULAR,3pt,Jump Shot,[],203915,75.1149802890933,16.176470588235293,1610612742,28,29,2022-03-22T01:26:34Z,1660000,-169.0,181.0,1,right,S. Dinwiddie 24' 3PT pullup (6 PTS),[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,24.8,Made,6.0,,,,,,,,,,,,,,,,,,
167,PT10M43.00S,2022-03-22T01:26:48.6Z,2,REGULAR,3pt,Jump Shot,[],1629669,31.225361366622867,57.84313725490197,1610612750,28,29,2022-03-22T01:26:52Z,1670000,-39.0,241.0,1,left,MISS J. Nowell 24' pullup 3PT,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M41.00S,2022-03-22T01:26:50.6Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,28,29,2022-03-22T01:26:52Z,1680000,,,0,,R. Bullock REBOUND (Off:0 Def:4),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,167.0,4.0,4.0,0.0,,,,,,,,
169,PT10M27.00S,2022-03-22T01:27:04.8Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,28,29,2022-03-22T01:27:08Z,1690000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1629162]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,1.0,McLaughlin,1629162.0,,,,,,,,,,,,
170,PT10M27.00S,2022-03-22T01:27:04.8Z,2,REGULAR,steal,,[],1629162,,,1610612750,28,29,2022-03-22T01:27:06Z,1700000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M23.00S,2022-03-22T01:27:10.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629675,6.258212877792378,49.26470588235294,1610612750,28,31,2022-03-22T01:27:14Z,1710000,4.0,6.0,1,left,N. Reid running DUNK (2 PTS) (J. Nowell 2 AST),"[1629675, 1629669]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,0.73,Made,2.0,J. Nowell,1629669.0,2.0,,,,,,,,,,,,,,,
173,PT09M56.00S,2022-03-22T01:27:36.0Z,2,REGULAR,2pt,Jump Shot,[],1628467,82.34231274638634,26.47058823529412,1610612742,28,31,2022-03-22T01:27:40Z,1730000,-118.0,113.0,1,right,MISS M. Kleber 16' pullup Shot,[1628467],1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,16.34,Missed,,,,,,,,,,,,,,,,,,,
174,PT09M54.00S,2022-03-22T01:27:38.9Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,28,31,2022-03-22T01:27:38Z,1740000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,
175,PT09M43.00S,2022-03-22T01:27:48.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,8.09789750328515,45.83333333333333,1610612750,28,31,2022-03-22T01:27:53Z,1750000,21.0,24.0,1,left,MISS J. McLaughlin driving Layup - blocked,"[1629162, 1628467]",1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,3.15,Missed,,,,,,,,,,,,Kleber,1628467.0,,,,,,
