actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-02-05T03:17:22.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-05T03:17:22Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-05T03:17:24.2Z,1,REGULAR,jumpball,recovered,[],1627827,,,1610612742,0,0,2022-02-05T03:17:24Z,40000,,,0,,Jump Ball D. Powell vs. J. Embiid: Tip to D. Finney-Smith,"[1627827, 203939, 203954]",1610612742.0,DAL,startperiod,D. Finney-Smith,1627827.0,Finney-Smith,D. Finney-Smith,Powell,203939.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-02-05T03:17:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.07950065703022,46.568627450980394,1610612742,0,0,2022-02-05T03:17:48Z,70000,-17.0,116.0,1,right,MISS J. Brunson 11' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,11.73,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2022-02-05T03:17:44.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2022-02-05T03:17:48Z,80000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2022-02-05T03:18:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629680,8.754927726675426,3.6764705882352944,1610612755,0,0,2022-02-05T03:18:05Z,90000,232.0,30.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2022-02-05T03:18:05.3Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,0,0,2022-02-05T03:18:05Z,100000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M06.00S,2022-02-05T03:18:15.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,73.01248357424441,19.852941176470587,1610612742,3,0,2022-02-05T03:18:20Z,110000,-151.0,201.0,1,right,D. Finney-Smith 25' 3PT  (3 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.14,Made,,,,,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,
13,PT10M51.00S,2022-02-05T03:18:32.3Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612755,3,0,2022-02-05T03:18:42Z,130000,,,0,,D. Powell shooting personal FOUL (1 PF) (Embiid 2 FT),"[203939, 203954]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Embiid,203954.0,,,,,,
15,PT10M51.00S,2022-02-05T03:18:55.3Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,3,0,2022-02-05T03:18:55Z,150000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2022-02-05T03:18:55.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,3,0,2022-02-05T03:18:55Z,160000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,
