actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-29T23:32:33.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-29T23:32:33Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-29T23:32:35.9Z,1,REGULAR,jumpball,recovered,[],203493,,,1610612742,0,0,2022-03-29T23:32:35Z,40000,,,0,,Jump Ball D. Powell vs. D. Howard: Tip to R. Bullock,"[203493, 203939, 2730]",1610612742.0,DAL,startperiod,R. Bullock,203493.0,Bullock,R. Bullock,Powell,203939.0,Howard,2730.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2022-03-29T23:32:57.9Z,1,REGULAR,2pt,Jump Shot,[],1628973,83.39356110381078,18.627450980392158,1610612742,0,0,2022-03-29T23:48:28Z,70000,-157.0,104.0,1,right,MISS J. Brunson 18' fadeaway Shot,[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,18.8,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2022-03-29T23:33:01.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,0,0,2022-03-29T23:33:04Z,80000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2022-03-29T23:33:11.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,0,0,2022-03-29T23:33:11Z,90000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2022-03-29T23:33:35.0Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612747,0,0,2022-03-29T23:33:45Z,100000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Howard 2 FT),"[1627827, 2730]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1830.0,1.0,0.0,Howard,2730.0,,,,,,,,,,
12,PT11M14.00S,2022-03-29T23:34:05.6Z,1,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,0,0,2022-03-29T23:34:05Z,120000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M14.00S,2022-03-29T23:34:05.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,0,0,2022-03-29T23:34:05Z,130000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2022-03-29T23:34:24.3Z,1,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,0,0,2022-03-29T23:34:24Z,140000,,,0,,MISS D. Howard Free Throw 2 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M12.00S,2022-03-29T23:34:25.3Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2022-03-29T23:34:25Z,150000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-03-29T23:34:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.64323258869908,50.98039215686274,1610612742,2,0,2022-03-29T23:34:59Z,160000,5.0,7.0,1,right,L. Doncic Layup (2 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,0.88,Made,,,,,,,,,,2.0,,,,,,,,,
17,PT10M43.00S,2022-03-29T23:34:53.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,29.911300919842315,26.96078431372549,1610612747,2,0,2022-03-29T23:35:02Z,170000,115.0,229.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2022-03-29T23:34:53.8Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,2,0,2022-03-29T23:35:02Z,180000,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
19,PT10M32.00S,2022-03-29T23:35:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.30026281208936,56.86274509803921,1610612742,2,0,2022-03-29T23:35:17Z,190000,34.0,1.0,1,right,MISS L. Doncic Layup,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,3.43,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2022-03-29T23:35:06.2Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,2,0,2022-03-29T23:35:06Z,200000,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,19.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
21,PT10M22.00S,2022-03-29T23:35:15.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203939,93.77463863337714,50.0,1610612742,4,0,2022-03-29T23:35:21Z,210000,0.0,6.0,1,right,D. Powell alley-oop DUNK (2 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,0.6,Made,,,,,,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,
23,PT09M56.00S,2022-03-29T23:35:40.7Z,1,REGULAR,3pt,Jump Shot,[],2730,28.728646517739815,26.225490196078432,1610612747,4,0,2022-03-29T23:35:47Z,230000,119.0,218.0,1,left,MISS D. Howard 24' 3PT,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
