actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
179,PT09M47.00S,2022-03-24T01:10:28.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,5.590000152587891,50.0,1610612745,27,28,2022-03-24T01:10:34Z,1790000,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M47.00S,2022-03-24T01:10:28.9Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,27,28,2022-03-24T01:10:34Z,1800000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,
181,PT09M41.00S,2022-03-24T01:10:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,90.3580814717477,48.529411764705884,1610612742,27,28,2022-03-24T01:15:19Z,1810000,-7.0,38.0,1,right,MISS S. Dinwiddie driving finger roll Layup,[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,,
182,PT09M40.00S,2022-03-24T01:10:36.8Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,27,28,2022-03-24T01:52:45Z,1820000,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,181.0,3.0,2.0,1.0,,,,,,,
185,PT09M40.00S,2022-03-24T01:10:40.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203939,94.40999984741211,50.0,1610612742,29,28,2022-03-24T01:16:03Z,1850000,0.0,0.0,1,right,D. Powell putback Layup (6 PTS),[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
186,PT09M40.00S,2022-03-24T01:10:45.9Z,2,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612742,29,28,2022-03-24T01:11:03Z,1860000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Powell 1 FT),"[1630231, 203939]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Powell,203939.0,,,
188,PT09M40.00S,2022-03-24T01:11:16.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203939,,,1610612742,30,28,2022-03-24T01:11:16Z,1880000,,,0,,D. Powell Free Throw 1 of 1 (7 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
189,PT09M27.00S,2022-03-24T01:11:31.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630528,13.61695137976347,47.549019607843135,1610612745,30,30,2022-03-24T01:11:37Z,1890000,12.0,75.0,1,left,J. Christopher 7' Hook (4 PTS) (A. Sengun 1 AST),"[1630528, 1630578]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,7.65,Made,4.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,,
191,PT09M18.00S,2022-03-24T01:11:44.1Z,2,REGULAR,violation,kicked ball,[],1630528,,,1610612742,30,30,2022-03-24T01:11:47Z,1910000,,,0,,J. Christopher kicked ball VIOLATION,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,202007.0,,,,,,,,,,,,,,
192,PT09M07.00S,2022-03-24T01:12:12.4Z,2,REGULAR,3pt,Jump Shot,[],203493,93.77463863337714,4.411764705882353,1610612742,30,30,2022-03-24T01:12:18Z,1920000,-228.0,6.0,1,right,MISS R. Bullock 3PT - blocked,"[203493, 1629726]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,Mathews,1629726.0
193,PT09M07.00S,2022-03-24T01:12:12.4Z,2,REGULAR,block,,[],1629726,,,1610612742,30,30,2022-03-24T01:12:15Z,1930000,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M03.00S,2022-03-24T01:12:16.4Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,30,30,2022-03-24T01:12:18Z,1940000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,192.0,3.0,2.0,1.0,,,,,,,
195,PT09M01.00S,2022-03-24T01:12:23.9Z,2,REGULAR,turnover,out-of-bounds,[],1630528,,,1610612745,30,30,2022-03-24T01:12:28Z,1950000,,,0,,J. Christopher lost ball out-of-bounds TURNOVER (1 TO),[1630528],1610612745.0,HOU,lost ball,,,Christopher,J. Christopher,,,,,,,,,,,202007.0,1.0,,,,,,,,,,,,,
196,PT08M45.00S,2022-03-24T01:12:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,94.30026281208936,50.98039215686274,1610612742,32,30,2022-03-24T01:12:49Z,1960000,5.0,1.0,1,right,S. Dinwiddie driving finger roll Layup (13 PTS) (D. Powell 1 AST),"[203915, 203939]",1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,0.5,Made,13.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,,
198,PT08M37.00S,2022-03-24T01:12:54.1Z,2,REGULAR,3pt,Jump Shot,[],1629726,32.40801576872536,22.794117647058822,1610612745,32,30,2022-03-24T01:12:58Z,1980000,136.0,252.0,1,left,MISS G. Mathews 28' bank 3PT,[1629726],1610612745.0,HOU,bank,,,Mathews,G. Mathews,,,,,28.64,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M33.00S,2022-03-24T01:12:58.1Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,32,30,2022-03-24T01:12:58Z,1990000,,,0,,D. Powell REBOUND (Off:1 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,198.0,4.0,3.0,1.0,,,,,,,
200,PT08M18.00S,2022-03-24T01:13:13.0Z,2,REGULAR,3pt,Jump Shot,[],203915,91.27792378449409,95.83333333333334,1610612742,35,30,2022-03-24T01:13:16Z,2000000,229.0,29.0,1,right,S. Dinwiddie 3PT  (16 PTS) (S. Brown 1 AST),"[203915, 1628425]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,23.11,Made,16.0,S. Brown,1628425.0,1.0,,,,,,,,,,,,,,,
202,PT08M15.00S,2022-03-24T01:13:21.4Z,2,REGULAR,stoppage,other,[],0,,,1610612745,35,30,2022-03-24T01:13:21Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M05.00S,2022-03-24T01:13:37.8Z,2,REGULAR,2pt,Jump Shot,[],203471,20.97568988173456,26.225490196078432,1610612745,35,32,2022-03-24T01:13:41Z,2030000,119.0,145.0,1,left,D. Schroder 18' pullup Jump Shot (9 PTS),[203471],1610612745.0,HOU,pullup,,,Schroder,D. Schroder,,,,,18.73,Made,9.0,,,,,,,,,,,,,,,,,,
204,PT07M52.00S,2022-03-24T01:13:53.0Z,2,REGULAR,foul,personal,['3freethrow'],1630528,,,1610612742,35,32,2022-03-24T01:14:05Z,2040000,,,0,,J. Christopher shooting personal FOUL (1 PF) (Dinwiddie 3 FT),"[1630528, 203915]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Dinwiddie,203915.0,,,
206,PT07M52.00S,2022-03-24T01:14:19.9Z,2,REGULAR,freethrow,1 of 3,[],203915,,,1610612742,36,32,2022-03-24T01:14:19Z,2060000,,,0,,S. Dinwiddie Free Throw 1 of 3 (17 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
207,PT07M52.00S,2022-03-24T01:14:33.7Z,2,REGULAR,freethrow,2 of 3,[],203915,,,1610612742,37,32,2022-03-24T01:14:33Z,2070000,,,0,,S. Dinwiddie Free Throw 2 of 3 (18 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
208,PT07M52.00S,2022-03-24T01:14:48.0Z,2,REGULAR,freethrow,3 of 3,[],203915,,,1610612742,38,32,2022-03-24T01:14:48Z,2080000,,,0,,S. Dinwiddie Free Throw 3 of 3 (19 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
209,PT07M38.00S,2022-03-24T01:15:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.915243101182654,42.64705882352941,1610612745,38,32,2022-03-24T01:15:11Z,2090000,37.0,13.0,1,left,MISS D. Schroder driving Layup,[203471],1610612745.0,HOU,driving,,,Schroder,D. Schroder,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
210,PT07M36.00S,2022-03-24T01:15:05.9Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,38,32,2022-03-24T01:15:19Z,2100000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,209.0,4.0,2.0,2.0,,,,,,,
211,PT07M33.00S,2022-03-24T01:15:08.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630231,5.590000152587891,50.0,1610612745,38,34,2022-03-24T01:19:43Z,2110000,0.0,0.0,1,left,K. Martin Jr. tip DUNK (2 PTS),[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
212,PT07M15.00S,2022-03-24T01:15:26.3Z,2,REGULAR,3pt,Jump Shot,[],1630182,94.56307490144546,95.83333333333334,1610612742,38,34,2022-03-24T01:15:32Z,2120000,229.0,-1.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
213,PT07M13.00S,2022-03-24T01:15:28.3Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,38,34,2022-03-24T01:15:32Z,2130000,,,0,,D. Powell REBOUND (Off:2 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,212.0,5.0,3.0,2.0,,,,,,,
214,PT07M11.00S,2022-03-24T01:15:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,93.24901445466492,47.549019607843135,1610612742,38,34,2022-03-24T01:15:35Z,2140000,-12.0,11.0,1,right,MISS D. Powell putback Layup,[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,,
215,PT07M09.00S,2022-03-24T01:15:32.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,38,34,2022-03-24T01:15:35Z,2150000,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,214.0,4.0,3.0,1.0,,,,,,,
216,PT06M54.00S,2022-03-24T01:15:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.601182654402102,50.49019607843137,1610612745,38,36,2022-03-24T01:15:51Z,2160000,-2.0,0.0,1,left,A. Sengun cutting Layup (6 PTS) (D. Schroder 1 AST),"[1630578, 203471]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,0.25,Made,6.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,,
218,PT06M47.00S,2022-03-24T01:15:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,93.38042049934296,47.549019607843135,1610612742,40,36,2022-03-24T01:22:04Z,2180000,-12.0,10.0,1,right,J. Green driving Layup (2 PTS) (S. Dinwiddie 3 AST),"[1630182, 203915]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,1.57,Made,2.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,,
220,PT06M31.00S,2022-03-24T01:16:13.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628425,,,1610612745,40,36,2022-03-24T01:16:52Z,2200000,,,0,,S. Brown personal FOUL (1 PF) (Christopher 2 FT),"[1628425, 1630528]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Christopher,1630528.0,,,
222,PT06M31.00S,2022-03-24T01:16:56.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,40,36,2022-03-24T01:16:56Z,2220000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M31.00S,2022-03-24T01:18:58.2Z,2,REGULAR,substitution,out,[],1628425,,,1610612745,40,36,2022-03-24T01:19:19Z,2230000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M31.00S,2022-03-24T01:18:58.2Z,2,REGULAR,substitution,out,[],203915,,,1610612745,40,36,2022-03-24T01:19:19Z,2240000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M31.00S,2022-03-24T01:18:58.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612745,40,36,2022-03-24T01:19:19Z,2250000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M31.00S,2022-03-24T01:18:58.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612745,40,36,2022-03-24T01:19:19Z,2260000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M31.00S,2022-03-24T01:19:35.7Z,2,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,40,37,2022-03-24T01:19:35Z,2270000,,,0,,J. Christopher Free Throw 1 of 2 (5 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
228,PT06M31.00S,2022-03-24T01:19:54.1Z,2,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,40,38,2022-03-24T01:19:54Z,2280000,,,0,,J. Christopher Free Throw 2 of 2 (6 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
280,PT06M17.00S,2022-03-24T01:20:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,93.95532194480946,61.2515318627451,1610612742,40,38,2022-03-24T01:27:20Z,2305000,56.0,4.0,1,right,MISS J. Green driving Layup - blocked,"[1630182, 1629726]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,5.65,Missed,,,,,,,,,,,,,,,,,,Mathews,1629726.0
281,PT06M17.00S,2022-03-24T01:20:15.8Z,2,REGULAR,block,,[],1629726,,,1610612742,40,38,2022-03-24T01:27:20Z,2307500,,,0,,G. Mathews BLOCK (2 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M16.00S,2022-03-24T01:20:16.8Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,40,38,2022-03-24T01:27:20Z,2308750,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,
231,PT06M08.00S,2022-03-24T01:20:18.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,11.514454664914586,4.411764705882353,1610612745,40,38,2022-03-24T01:27:20Z,2310000,228.0,56.0,1,left,MISS G. Mathews running 3PT,[1629726],1610612745.0,HOU,running,,,Mathews,G. Mathews,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
232,PT06M06.00S,2022-03-24T01:20:20.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,40,38,2022-03-24T01:20:23Z,2320000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,231.0,,,,,,,,,,
233,PT06M06.00S,2022-03-24T01:20:23.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,40,38,2022-03-24T01:20:23Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M53.00S,2022-03-24T01:20:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.46057818659659,47.549019607843135,1610612742,40,38,2022-03-24T01:20:47Z,2340000,-12.0,18.0,1,right,MISS D. Powell cutting Layup,[203939],1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M51.00S,2022-03-24T01:20:45.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,40,38,2022-03-24T01:20:47Z,2350000,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,234.0,5.0,4.0,1.0,,,,,,,
236,PT05M44.00S,2022-03-24T01:20:53.6Z,2,REGULAR,turnover,out-of-bounds,[],1630528,,,1610612745,40,38,2022-03-24T01:21:00Z,2360000,,,0,,J. Christopher bad pass out-of-bounds TURNOVER (2 TO),[1630528],1610612745.0,HOU,bad pass,,,Christopher,J. Christopher,,,,,,,,,,,1627524.0,2.0,,,,,,,,,,,,,
237,PT05M29.00S,2022-03-24T01:21:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203939,94.03745072273325,51.225490196078425,1610612742,42,38,2022-03-24T01:21:36Z,2370000,6.0,4.0,1,right,D. Powell cutting Layup (9 PTS) (R. Bullock 1 AST),"[203939, 203493]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,0.7,Made,9.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,,,
239,PT05M12.00S,2022-03-24T01:21:34.1Z,2,REGULAR,3pt,Jump Shot,[],1629726,31.225361366622867,38.23529411764706,1610612745,42,38,2022-03-24T01:21:42Z,2390000,59.0,241.0,1,left,MISS G. Mathews 24' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
240,PT05M12.00S,2022-03-24T01:21:34.1Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,42,38,2022-03-24T01:21:42Z,2400000,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,239.0,6.0,4.0,2.0,,,,,,,
241,PT05M08.00S,2022-03-24T01:21:38.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,5.469776609724048,50.98039215686274,1610612745,42,40,2022-03-24T01:21:47Z,2410000,-5.0,-1.0,1,left,A. Sengun putback DUNK (8 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,0.5,Made,8.0,,,,,,,,,,,,,,,,,,
242,PT05M00.00S,2022-03-24T01:21:49.6Z,2,REGULAR,foul,personal,[],1630578,,,1610612742,42,40,2022-03-24T01:22:21Z,2420000,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1630182]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Green,1630182.0,,,
244,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,out,[],203939,,,1610612742,42,40,2022-03-24T01:22:23Z,2440000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,out,[],203493,,,1610612742,42,40,2022-03-24T01:22:23Z,2450000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,out,[],1630528,,,1610612742,42,40,2022-03-24T01:22:23Z,2460000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,out,[],203471,,,1610612742,42,40,2022-03-24T01:22:23Z,2470000,,,0,,SUB out: D. Schroder,[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,out,[],1629726,,,1610612742,42,40,2022-03-24T01:22:23Z,2480000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,in,[],1628425,,,1610612742,42,40,2022-03-24T01:22:23Z,2490000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,42,40,2022-03-24T01:22:23Z,2500000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,in,[],201569,,,1610612742,42,40,2022-03-24T01:22:23Z,2510000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,in,[],1630224,,,1610612742,42,40,2022-03-24T01:22:23Z,2520000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M00.00S,2022-03-24T01:22:05.7Z,2,REGULAR,substitution,in,[],1629645,,,1610612742,42,40,2022-03-24T01:22:23Z,2530000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M48.00S,2022-03-24T01:22:32.0Z,2,REGULAR,3pt,Jump Shot,[],1628973,68.28186596583443,66.17647058823529,1610612742,42,40,2022-03-24T01:28:45Z,2540000,81.0,246.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M45.00S,2022-03-24T01:22:35.0Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,42,40,2022-03-24T01:22:52Z,2550000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,254.0,1.0,1.0,0.0,,,,,,,
256,PT04M26.00S,2022-03-24T01:22:53.7Z,2,REGULAR,3pt,Jump Shot,[],1630578,18.347568988173457,92.40196078431373,1610612745,42,43,2022-03-24T01:22:57Z,2560000,-212.0,120.0,1,left,A. Sengun 24' 3PT  (11 PTS) (E. Gordon 1 AST),"[1630578, 201569]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,24.36,Made,11.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,,
258,PT04M16.00S,2022-03-24T01:23:03.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,89.17542706964521,45.83333333333333,1610612742,44,43,2022-03-24T01:23:07Z,2580000,-21.0,49.0,1,right,J. Brunson pullup Jump Shot (8 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,5.35,Made,8.0,,,,,,,,,,,,,,,,,,
259,PT03M59.00S,2022-03-24T01:23:21.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,10.85742444152431,52.69607843137255,1610612745,44,43,2022-03-24T01:23:24Z,2590000,-13.0,50.0,1,left,MISS A. Sengun turnaround bank Hook,[1630578],1610612745.0,HOU,turnaround bank,,,Sengun,A. Sengun,,,,,5.14,Missed,,,,,,,,,,,,,,,,,,,
260,PT03M57.00S,2022-03-24T01:23:23.0Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,44,43,2022-03-24T01:23:24Z,2600000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,259.0,3.0,3.0,0.0,,,,,,,
261,PT03M49.00S,2022-03-24T01:23:31.0Z,2,REGULAR,turnover,bad pass,[],1628425,,,1610612742,44,43,2022-03-24T01:23:36Z,2610000,,,0,,S. Brown bad pass TURNOVER (1 TO),"[1628425, 1630578]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,,,
262,PT03M49.00S,2022-03-24T01:23:31.0Z,2,REGULAR,steal,,[],1630578,,,1610612745,44,43,2022-03-24T01:23:34Z,2620000,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M44.00S,2022-03-24T01:23:36.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,5.601182654402102,51.225490196078425,1610612745,44,45,2022-03-24T01:31:24Z,2630000,-6.0,0.0,1,left,J. Green running alley-oop Layup (4 PTS) (K. Porter Jr. 5 AST),"[1630224, 1629645]",1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,0.61,Made,4.0,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,,,,,,
265,PT03M24.00S,2022-03-24T01:23:58.3Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612742,44,45,2022-03-24T01:24:09Z,2650000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630578, 1628973]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,1627524.0,,,,,,,,2.0,0.0,Brunson,1628973.0,,,
