actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
176,PT10M13.00S,2022-01-21T01:04:28.4Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,26,26,2022-01-21T01:04:32Z,1760000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,175.0,6.0,5.0,1.0,,,
177,PT10M10.00S,2022-01-21T01:04:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,8.492115637319317,52.450980392156865,1610612742,26,26,2022-01-21T01:04:40Z,1770000,-12.0,27.0,1,left,MISS T. Hardaway Jr. running Layup - blocked,"[203501, 101108]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,2.99,Missed,,,,,,,,,Paul,101108.0,
178,PT10M10.00S,2022-01-21T01:04:32.1Z,2,REGULAR,block,,[],101108,,,1610612742,26,26,2022-01-21T01:04:34Z,1780000,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M07.00S,2022-01-21T01:04:35.1Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,26,26,2022-01-21T01:04:40Z,1790000,,,0,,C. Johnson REBOUND (Off:0 Def:4),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,177.0,4.0,4.0,0.0,,,
180,PT10M05.00S,2022-01-21T01:04:36.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,78.79434954007884,5.88235294117647,1610612756,26,26,2022-01-21T01:04:45Z,1800000,-221.0,147.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,26.5,Missed,,,,,,,,,,,
181,PT10M01.00S,2022-01-21T01:04:40.9Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,26,26,2022-01-21T01:04:45Z,1810000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,180.0,1.0,1.0,0.0,,,
182,PT09M45.00S,2022-01-21T01:04:56.2Z,2,REGULAR,3pt,Jump Shot,[],203493,22.683968462549277,88.48039215686273,1610612742,26,26,2022-01-21T01:05:03Z,1820000,-192.0,161.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,25.07,Missed,,,,,,,,,,,
183,PT09M43.00S,2022-01-21T01:04:58.2Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,26,26,2022-01-21T01:05:03Z,1830000,,,0,,C. Johnson REBOUND (Off:0 Def:5),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,182.0,5.0,5.0,0.0,,,
184,PT09M34.00S,2022-01-21T01:05:07.4Z,2,REGULAR,2pt,Jump Shot,[],101108,77.7431011826544,54.166666666666664,1610612756,26,28,2022-01-21T01:05:12Z,1840000,21.0,157.0,1,right,C. Paul 15' step back Jump Shot (4 PTS),[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,,,,,,,,,15.81,Made,4.0,,,,,,,,,,
185,PT09M16.00S,2022-01-21T01:05:25.0Z,2,REGULAR,3pt,Jump Shot,[],1629029,28.991458607095925,27.450980392156865,1610612742,26,28,2022-01-21T01:05:36Z,1850000,113.0,220.0,1,left,MISS L. Doncic 24' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,24.72,Missed,,,,,,,,,,,
186,PT09M13.00S,2022-01-21T01:05:28.0Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,26,28,2022-01-21T01:05:36Z,1860000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,
187,PT09M05.00S,2022-01-21T01:05:36.9Z,2,REGULAR,3pt,Jump Shot,[],101108,67.23061760840999,49.01960784313725,1610612756,26,28,2022-01-21T01:05:58Z,1870000,-5.0,256.0,1,right,MISS C. Paul 25' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,25.55,Missed,,,,,,,,,,,
188,PT09M02.00S,2022-01-21T01:05:39.9Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,26,28,2022-01-21T01:05:58Z,1880000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,187.0,2.0,2.0,0.0,,,
189,PT08M58.00S,2022-01-21T01:05:47.2Z,2,REGULAR,foul,personal,[],1629013,,,1610612742,26,28,2022-01-21T01:05:53Z,1890000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 204001]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,2530.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,
191,PT08M58.00S,2022-01-21T01:05:55.9Z,2,REGULAR,substitution,out,[],203493,,,1610612742,26,28,2022-01-21T01:06:01Z,1910000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M58.00S,2022-01-21T01:05:55.9Z,2,REGULAR,substitution,out,[],1626166,,,1610612742,26,28,2022-01-21T01:06:01Z,1920000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M58.00S,2022-01-21T01:05:55.9Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,26,28,2022-01-21T01:06:01Z,1930000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M58.00S,2022-01-21T01:05:55.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612742,26,28,2022-01-21T01:06:01Z,1940000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M58.00S,2022-01-21T01:05:55.9Z,2,REGULAR,substitution,out,[],1629013,,,1610612742,26,28,2022-01-21T01:06:19Z,1950000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M58.00S,2022-01-21T01:05:55.9Z,2,REGULAR,substitution,in,[],203109,,,1610612742,26,28,2022-01-21T01:06:19Z,1960000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M56.00S,2022-01-21T01:06:25.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630182,6.652431011826544,48.529411764705884,1610612742,28,28,2022-01-21T01:06:30Z,1970000,7.0,10.0,1,left,J. Green alley-oop DUNK (2 PTS) (T. Hardaway Jr. 1 AST),"[1630182, 203501]",1610612742.0,DAL,alley-oop,,,Green,J. Green,,,,,,,,,,,,,1.24,Made,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,
199,PT08M40.00S,2022-01-21T01:06:43.8Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612756,28,28,2022-01-21T01:06:55Z,1990000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Johnson 2 FT),"[204001, 1629661]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,1830.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,
201,PT08M40.00S,2022-01-21T01:07:13.6Z,2,REGULAR,freethrow,1 of 2,[],1629661,,,1610612756,28,29,2022-01-21T01:07:13Z,2010000,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
202,PT08M40.00S,2022-01-21T01:07:14.1Z,2,REGULAR,substitution,out,[],202687,,,1610612756,28,29,2022-01-21T01:07:29Z,2020000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M40.00S,2022-01-21T01:07:14.1Z,2,REGULAR,substitution,in,[],201580,,,1610612756,28,29,2022-01-21T01:07:29Z,2030000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M40.00S,2022-01-21T01:07:30.6Z,2,REGULAR,freethrow,2 of 2,[],1629661,,,1610612756,28,30,2022-01-21T01:07:30Z,2040000,,,0,,C. Johnson Free Throw 2 of 2 (2 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,
205,PT08M31.00S,2022-01-21T01:07:43.2Z,2,REGULAR,turnover,lost ball,[],204001,,,1610612742,28,30,2022-01-21T01:08:05Z,2050000,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 203109]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,1.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,
206,PT08M31.00S,2022-01-21T01:07:43.2Z,2,REGULAR,steal,,[],203109,,,1610612756,28,30,2022-01-21T01:07:45Z,2060000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M27.00S,2022-01-21T01:07:47.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,93.11760840998686,53.18627450980392,1610612756,28,32,2022-01-21T01:08:47Z,2070000,16.0,12.0,1,right,M. Bridges running reverse Layup (6 PTS) (C. Johnson 1 AST),"[1628969, 1629661]",1610612756.0,PHX,running reverse,,,Bridges,M. Bridges,,,,,,,,,,,,,2.0,Made,6.0,C. Johnson,1629661.0,1.0,,,,,,,
209,PT08M27.00S,2022-01-21T01:07:53.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,28,32,2022-01-21T01:07:53Z,2090000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M07.00S,2022-01-21T01:11:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,6.915243101182654,54.90196078431373,1610612742,28,32,2022-01-21T01:11:35Z,2100000,-25.0,13.0,1,left,MISS J. Green turnaround fadeaway Shot,[1630182],1610612742.0,DAL,turnaround fadeaway,,,Green,J. Green,,,,,,,,,,,,,2.75,Missed,,,,,,,,,,,
211,PT08M05.00S,2022-01-21T01:11:33.0Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,28,32,2022-01-21T01:11:35Z,2110000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,210.0,3.0,2.0,1.0,,,
212,PT07M58.00S,2022-01-21T01:11:39.7Z,2,REGULAR,2pt,Jump Shot,[],101108,82.86793692509855,31.372549019607842,1610612756,28,32,2022-01-21T01:11:45Z,2120000,-93.0,109.0,1,right,MISS C. Paul 14' Jump Shot,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,14.3,Missed,,,,,,,,,,,
213,PT07M55.00S,2022-01-21T01:11:42.7Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,28,32,2022-01-21T01:11:45Z,2130000,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,212.0,3.0,2.0,1.0,,,
214,PT07M46.00S,2022-01-21T01:11:51.7Z,2,REGULAR,3pt,Jump Shot,[],203501,20.18725361366623,88.72549019607843,1610612742,31,32,2022-01-21T01:11:56Z,2140000,-194.0,137.0,1,left,T. Hardaway Jr. 3PT  (5 PTS) (L. Doncic 3 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,23.73,Made,5.0,L. Doncic,1629029.0,3.0,,,,,,,
216,PT07M25.00S,2022-01-21T01:12:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,91.80354796320631,47.794117647058826,1610612756,31,32,2022-01-21T01:12:20Z,2160000,-11.0,25.0,1,right,MISS J. McGee Layup - blocked,"[201580, 204001]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,2.69,Missed,,,,,,,,,Porzingis,204001.0,
217,PT07M25.00S,2022-01-21T01:12:12.0Z,2,REGULAR,block,,[],204001,,,1610612756,31,32,2022-01-21T01:12:14Z,2170000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M23.00S,2022-01-21T01:12:14.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,31,32,2022-01-21T01:12:20Z,2180000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,216.0,3.0,3.0,0.0,,,
219,PT07M16.00S,2022-01-21T01:12:21.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",204001,5.338370565045992,44.6078431372549,1610612742,33,32,2022-01-21T01:12:26Z,2190000,27.0,-2.0,1,left,K. Porzingis alley-oop DUNK (8 PTS) (M. Kleber 1 AST),"[204001, 1628467]",1610612742.0,DAL,alley-oop,,,Porzingis,K. Porzingis,,,,,,,,,,,,,2.71,Made,8.0,M. Kleber,1628467.0,1.0,,,,,,,
221,PT07M06.00S,2022-01-21T01:12:31.5Z,2,REGULAR,3pt,Jump Shot,[],1629661,77.87450722733246,7.107843137254902,1610612756,33,32,2022-01-21T01:12:36Z,2210000,-214.0,155.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,26.49,Missed,,,,,,,,,,,
222,PT07M03.00S,2022-01-21T01:12:34.5Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,33,32,2022-01-21T01:12:36Z,2220000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,221.0,1.0,1.0,0.0,,,
223,PT06M54.00S,2022-01-21T01:12:43.0Z,2,REGULAR,3pt,Jump Shot,[],204001,32.40801576872536,57.59803921568627,1610612742,36,32,2022-01-21T01:12:48Z,2230000,-38.0,252.0,1,left,K. Porzingis 25' 3PT  (11 PTS) (L. Doncic 4 AST),"[204001, 1629029]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,25.49,Made,11.0,L. Doncic,1629029.0,4.0,,,,,,,
225,PT06M53.00S,2022-01-21T01:12:49.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,36,32,2022-01-21T01:12:49Z,2250000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M53.00S,2022-01-21T01:14:17.5Z,2,REGULAR,substitution,out,[],1630182,,,1610612756,36,32,2022-01-21T01:15:35Z,2260000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M53.00S,2022-01-21T01:14:17.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,36,32,2022-01-21T01:15:35Z,2270000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M53.00S,2022-01-21T01:14:17.5Z,2,REGULAR,substitution,in,[],1628373,,,1610612756,36,32,2022-01-21T01:15:35Z,2280000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M53.00S,2022-01-21T01:14:17.5Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,36,32,2022-01-21T01:15:35Z,2290000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M40.00S,2022-01-21T01:16:28.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,90.62089356110381,44.11764705882353,1610612756,36,32,2022-01-21T01:16:45Z,2300000,-29.0,36.0,1,right,MISS J. Crowder driving floating Shot,[203109],1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,,,,,,,,,4.62,Missed,,,,,,,,,,,
231,PT06M37.00S,2022-01-21T01:16:31.5Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,36,32,2022-01-21T01:16:45Z,2310000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,230.0,2.0,2.0,0.0,,,
232,PT06M31.00S,2022-01-21T01:16:41.9Z,2,REGULAR,foul,personal,[],101108,,,1610612742,36,32,2022-01-21T01:17:11Z,2320000,,,0,,C. Paul loose ball personal FOUL (1 PF),"[101108, 1628467]",1610612756.0,PHX,loose ball,,,Paul,C. Paul,,,,,,,,203593.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,
234,PT06M21.00S,2022-01-21T01:17:18.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,5.075558475689881,47.549019607843135,1610612742,38,32,2022-01-21T01:17:23Z,2340000,12.0,-5.0,1,left,M. Kleber alley-oop DUNK (5 PTS) (L. Doncic 5 AST),"[1628467, 1629029]",1610612742.0,DAL,alley-oop,,,Kleber,M. Kleber,,,,,,,,,,,,,1.32,Made,5.0,L. Doncic,1629029.0,5.0,,,,,,,
236,PT06M06.00S,2022-01-21T01:17:38.0Z,2,REGULAR,foul,personal,[],1628373,,,1610612756,38,32,2022-01-21T01:18:00Z,2360000,,,0,,F. Ntilikina personal FOUL (1 PF),"[1628373, 1626164]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,203593.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,
238,PT06M06.00S,2022-01-21T01:17:49.3Z,2,REGULAR,substitution,out,[],203501,,,1610612756,38,32,2022-01-21T01:17:57Z,2380000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M06.00S,2022-01-21T01:17:49.3Z,2,REGULAR,substitution,out,[],1629029,,,1610612756,38,32,2022-01-21T01:17:57Z,2390000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M06.00S,2022-01-21T01:17:49.3Z,2,REGULAR,substitution,in,[],1627827,,,1610612756,38,32,2022-01-21T01:17:57Z,2400000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M06.00S,2022-01-21T01:17:49.3Z,2,REGULAR,substitution,in,[],1628973,,,1610612756,38,32,2022-01-21T01:17:57Z,2410000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M01.00S,2022-01-21T01:18:06.9Z,2,REGULAR,2pt,Jump Shot,[],1626164,83.13074901445466,25.98039215686275,1610612756,38,32,2022-01-21T01:18:14Z,2420000,-120.0,106.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,,,,16.03,Missed,,,,,,,,,,,
243,PT05M59.00S,2022-01-21T01:18:08.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,38,32,2022-01-21T01:18:14Z,2430000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,,
244,PT05M59.00S,2022-01-21T01:18:13.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,38,32,2022-01-21T01:18:13Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M38.00S,2022-01-21T01:18:36.3Z,2,REGULAR,turnover,traveling,[],1628467,,,1610612742,38,32,2022-01-21T01:18:47Z,2450000,,,0,,M. Kleber traveling TURNOVER (1 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,1.0,,,1830.0,,,,,,,,,,,,,,,,,
246,PT05M38.00S,2022-01-21T01:18:42.8Z,2,REGULAR,substitution,out,[],204001,,,1610612756,38,32,2022-01-21T01:18:46Z,2460000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M38.00S,2022-01-21T01:18:42.8Z,2,REGULAR,substitution,in,[],203939,,,1610612756,38,32,2022-01-21T01:18:46Z,2470000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M27.00S,2022-01-21T01:19:06.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,92.06636005256242,4.166666666666666,1610612756,38,32,2022-01-21T01:19:10Z,2480000,-229.0,22.0,1,right,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,23.03,Missed,,,,,,,,,,,
249,PT05M25.00S,2022-01-21T01:19:08.2Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,38,32,2022-01-21T01:19:10Z,2490000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,248.0,4.0,4.0,0.0,,,
250,PT05M11.00S,2022-01-21T01:19:28.6Z,2,REGULAR,foul,personal,['2freethrow'],203109,,,1610612742,38,32,2022-01-21T01:19:36Z,2500000,,,0,,J. Crowder shooting personal FOUL (2 PF) (Brunson 2 FT),"[203109, 1628973]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,203593.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,
252,PT05M11.00S,2022-01-21T01:19:56.8Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,39,32,2022-01-21T01:19:56Z,2520000,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
253,PT05M11.00S,2022-01-21T01:19:57.6Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,39,32,2022-01-21T01:20:17Z,2530000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M11.00S,2022-01-21T01:19:57.6Z,2,REGULAR,substitution,in,[],203493,,,1610612742,39,32,2022-01-21T01:20:17Z,2540000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M11.00S,2022-01-21T01:20:18.5Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,40,32,2022-01-21T01:20:18Z,2550000,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
256,PT05M02.00S,2022-01-21T01:20:34.1Z,2,REGULAR,foul,offensive,[],201580,,,1610612756,40,32,2022-01-21T01:20:58Z,2560000,,,0,,J. McGee off-the-ball offensive FOUL (2 PF),"[201580, 1628467]",1610612756.0,PHX,off-the-ball,,,McGee,J. McGee,,,,,,,,203593.0,2.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,
258,PT05M02.00S,2022-01-21T01:20:34.1Z,2,REGULAR,turnover,offensive foul,[],201580,,,1610612756,40,32,2022-01-21T01:20:58Z,2580000,,,0,,J. McGee offensive foul TURNOVER (2 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,2.0,,,203593.0,,,,,,,,,,,,,,,,,
259,PT04M50.00S,2022-01-21T01:21:00.4Z,2,REGULAR,foul,personal,[],101108,,,1610612742,40,32,2022-01-21T01:21:26Z,2590000,,,0,,C. Paul personal FOUL (2 PF),"[101108, 203939]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,203593.0,2.0,0.0,Powell,203939.0,,,,,,,,,,,,,
261,PT04M39.00S,2022-01-21T01:21:22.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,11.645860709592641,50.49019607843137,1610612742,42,32,2022-01-21T01:21:29Z,2610000,-2.0,57.0,1,left,J. Brunson driving floating Jump Shot (6 PTS),[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,,,,5.71,Made,6.0,,,,,,,,,,
262,PT04M23.00S,2022-01-21T01:21:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.32917214191852,46.81372549019608,1610612756,42,34,2022-01-21T01:21:45Z,2620000,-16.0,20.0,1,right,D. Booker driving finger roll Layup (14 PTS),[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,,,,,,,,,2.52,Made,14.0,,,,,,,,,,
263,PT04M15.00S,2022-01-21T01:21:45.9Z,2,REGULAR,2pt,Jump Shot,[],1628973,19.398817345597898,79.41176470588235,1610612742,42,34,2022-01-21T01:21:55Z,2630000,-147.0,130.0,1,left,MISS J. Brunson 19' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,,,,19.62,Missed,,,,,,,,,,,
264,PT04M14.00S,2022-01-21T01:21:47.9Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612742,42,34,2022-01-21T01:21:47Z,2640000,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,263.0,3.0,2.0,1.0,,,
