actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M51.00S,2021-10-27T00:44:14.3Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,2,0,2021-10-27T00:44:16Z,160000,,,0,,L. Doncic REBOUND (Off:1 Def:0),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
17,PT10M50.00S,2021-10-27T00:44:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,92.85479632063075,49.26470588235294,1610612742,2,0,2021-10-27T00:44:59Z,170000,-4.0,15.0,1,right,MISS L. Doncic putback Layup,[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M50.00S,2021-10-27T00:44:14.9Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,2,0,2021-10-27T00:44:24Z,180000,,,0,,L. Doncic REBOUND (Off:2 Def:0),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,17.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
19,PT10M47.00S,2021-10-27T00:44:17.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629029,94.40999984741211,50.0,1610612742,2,0,2021-10-27T00:45:37Z,190000,0.0,0.0,1,right,MISS L. Doncic tip Layup,[1629029],1610612742.0,DAL,tip,,,Doncic,L. Doncic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2021-10-27T00:44:17.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,0,2021-10-27T00:45:03Z,200000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M39.00S,2021-10-27T00:44:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,10.726018396846255,44.36274509803921,1610612745,2,0,2021-10-27T00:44:33Z,210000,28.0,48.0,1,left,MISS C. Wood driving floating Shot,[1626174],1610612745.0,HOU,driving floating,,,Wood,C. Wood,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M35.00S,2021-10-27T00:44:29.9Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,2,0,2021-10-27T00:44:29Z,220000,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
23,PT10M35.00S,2021-10-27T00:44:29.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626174,5.590000152587891,50.0,1610612745,2,2,2021-10-27T00:44:36Z,230000,0.0,0.0,1,left,C. Wood tip Layup (2 PTS),[1626174],1610612745.0,HOU,tip,,,Wood,C. Wood,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
24,PT10M19.00S,2021-10-27T00:44:45.3Z,1,REGULAR,2pt,Jump Shot,[],203501,77.4802890932983,68.87254901960785,1610612742,4,2,2021-10-27T00:47:24Z,240000,94.0,159.0,1,right,T. Hardaway Jr. 18' pullup Jump Shot (2 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,18.51,Made,,,,,2.0,,,,,,,,,,,,,,
25,PT10M09.00S,2021-10-27T00:44:56.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,16.90210249671485,94.11764705882352,1610612745,4,5,2021-10-27T00:45:10Z,250000,-221.0,106.0,1,left,K. Porter Jr. 24' 3PT  (3 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,24.49,Made,,,,,3.0,,,,,,,,,,,,,,
26,PT09M50.00S,2021-10-27T00:45:18.5Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,4,5,2021-10-27T00:45:25Z,260000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (1 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,2882.0,1.0,,,,,,,,,
27,PT09M44.00S,2021-10-27T00:45:33.3Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,4,5,2021-10-27T00:45:40Z,270000,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1629029]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,,
28,PT09M44.00S,2021-10-27T00:45:33.3Z,1,REGULAR,steal,,[],1629029,,,1610612742,4,5,2021-10-27T00:45:35Z,280000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M40.00S,2021-10-27T00:45:37.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203501,74.98357424441524,85.29411764705883,1610612742,4,5,2021-10-27T00:48:58Z,290000,176.0,183.0,1,right,MISS T. Hardaway Jr. 25' running pullup 3PT,[203501],1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M37.00S,2021-10-27T00:45:39.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,4,5,2021-10-27T00:45:39Z,300000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M25.00S,2021-10-27T00:45:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,21.895532194480946,87.99019607843137,1610612745,4,5,2021-10-27T00:45:55Z,310000,-190.0,153.0,1,left,MISS J. Green 24' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2021-10-27T00:45:55.1Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,4,5,2021-10-27T00:45:55Z,320000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M17.00S,2021-10-27T00:46:01.8Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612742,4,5,2021-10-27T00:46:14Z,330000,,,0,,D. Theis shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1628464, 204001]",1610612745.0,HOU,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,203593.0,,,,1.0,0.0,Porzingis,204001.0,,,
35,PT09M17.00S,2021-10-27T00:46:33.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],204001,,,1610612742,4,5,2021-10-27T00:46:33Z,350000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M17.00S,2021-10-27T00:46:33.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,4,5,2021-10-27T00:46:33Z,360000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
37,PT09M17.00S,2021-10-27T00:46:51.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],204001,,,1610612742,5,5,2021-10-27T00:46:51Z,370000,,,0,,K. Porzingis Free Throw 2 of 2 (1 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
38,PT09M03.00S,2021-10-27T00:47:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.732588699080158,50.245098039215684,1610612745,5,7,2021-10-27T00:47:12Z,380000,-1.0,1.0,1,left,C. Wood cutting DUNK (4 PTS) (K. Porter Jr. 1 AST),"[1626174, 1629645]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,0.18,Made,,,,,4.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,
40,PT08M50.00S,2021-10-27T00:47:21.1Z,1,REGULAR,3pt,Jump Shot,[],204001,67.7562417871222,68.87254901960785,1610612742,5,7,2021-10-27T00:47:25Z,400000,94.0,251.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M47.00S,2021-10-27T00:47:24.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,7,2021-10-27T00:47:25Z,410000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M43.00S,2021-10-27T00:47:28.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,6.389618922470433,55.63725490196079,1610612745,5,7,2021-10-27T00:47:34Z,420000,-28.0,8.0,1,left,MISS J. Green running Layup - blocked,"[1630224, 1627827]",1610612745.0,HOU,running,,,Green,J. Green,,,,,2.92,Missed,,,,,,,,,,,,,,,,,Finney-Smith,1627827.0,
43,PT08M43.00S,2021-10-27T00:47:28.2Z,1,REGULAR,block,,[],1627827,,,1610612745,5,7,2021-10-27T00:47:30Z,430000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M40.00S,2021-10-27T00:47:31.2Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612745,5,7,2021-10-27T00:47:34Z,440000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
45,PT08M30.00S,2021-10-27T00:47:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.601182654402102,51.71568627450981,1610612745,5,9,2021-10-27T00:50:48Z,450000,-9.0,0.0,1,left,J. Tate driving Layup (2 PTS) (C. Wood 1 AST),"[1630256, 1626174]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,0.86,Made,,,,,2.0,C. Wood,1626174.0,1.0,,,,,,,,,,,
47,PT08M20.00S,2021-10-27T00:47:54.3Z,1,REGULAR,foul,personal,[],1630256,,,1610612742,5,9,2021-10-27T00:47:59Z,470000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 1629029]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,1627519.0,,,,1.0,0.0,Doncic,1629029.0,,,
49,PT08M07.00S,2021-10-27T00:48:22.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,67.23061760840999,63.970588235294116,1610612742,8,9,2021-10-27T00:48:27Z,490000,70.0,256.0,1,right,L. Doncic 26' 3PT step back (3 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.49,Made,,,,,3.0,,,,,,,,,,,,,,
50,PT07M49.00S,2021-10-27T00:48:39.9Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,8,9,2021-10-27T00:48:45Z,500000,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 203501]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,2.0,Hardaway Jr.,203501.0,,,,,,,
51,PT07M49.00S,2021-10-27T00:48:39.9Z,1,REGULAR,steal,,[],203501,,,1610612742,8,9,2021-10-27T00:48:41Z,510000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M36.00S,2021-10-27T00:48:55.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,8,9,2021-10-27T00:48:55Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2021-10-27T00:49:17.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203939,67.36202365308804,43.872549019607845,1610612742,8,9,2021-10-27T00:49:21Z,530000,-31.0,254.0,1,right,MISS D. Powell 25' 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2021-10-27T00:49:20.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,8,9,2021-10-27T00:49:21Z,540000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,53.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
55,PT07M14.00S,2021-10-27T00:49:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,7.703679369250986,54.41176470588235,1610612745,8,9,2021-10-27T00:52:36Z,550000,-22.0,20.0,1,left,MISS J. Tate cutting Layup,[1630256],1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M13.00S,2021-10-27T00:49:32.0Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,8,9,2021-10-27T00:49:37Z,560000,,,0,,C. Wood REBOUND (Off:2 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
57,PT07M12.00S,2021-10-27T00:49:33.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,6.258212877792378,49.50980392156863,1610612745,8,11,2021-10-27T00:49:41Z,570000,2.0,6.0,1,left,C. Wood putback DUNK (6 PTS),[1626174],1610612745.0,HOU,putback,,,Wood,C. Wood,,,,,0.68,Made,,,,,6.0,,,,,,,,,,,,,,
58,PT07M04.00S,2021-10-27T00:49:44.3Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612742,8,11,2021-10-27T00:49:52Z,580000,,,0,,J. Green shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630224, 1629029]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,203593.0,,,,1.0,0.0,Doncic,1629029.0,,,
60,PT07M04.00S,2021-10-27T00:50:08.3Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,9,11,2021-10-27T00:50:08Z,600000,,,0,,L. Doncic Free Throw 1 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
61,PT07M04.00S,2021-10-27T00:50:26.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,10,11,2021-10-27T00:50:26Z,610000,,,0,,L. Doncic Free Throw 2 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
62,PT06M39.00S,2021-10-27T00:50:55.2Z,1,REGULAR,2pt,Jump Shot,[],1626174,4.28712220762155,86.51960784313727,1610612745,10,11,2021-10-27T00:51:00Z,620000,-183.0,-12.0,1,left,MISS C. Wood 18' pullup Shot,[1626174],1610612745.0,HOU,pullup,,,Wood,C. Wood,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M37.00S,2021-10-27T00:50:57.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,10,11,2021-10-27T00:50:57Z,630000,,,0,,L. Doncic REBOUND (Off:2 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
64,PT06M25.00S,2021-10-27T00:51:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,64.86530880420499,41.911764705882355,1610612742,10,11,2021-10-27T00:51:15Z,640000,-40.0,278.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,28.07,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M22.00S,2021-10-27T00:51:13.0Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,10,11,2021-10-27T00:51:15Z,650000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,64.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
66,PT06M18.00S,2021-10-27T00:51:16.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,29.25427069645204,28.676470588235293,1610612745,10,14,2021-10-27T00:54:16Z,660000,107.0,222.0,1,left,K. Porter Jr. 24' 3PT running pullup (6 PTS),[1629645],1610612745.0,HOU,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,24.67,Made,,,,,6.0,,,,,,,,,,,,,,
67,PT06M15.00S,2021-10-27T00:51:24.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,10,14,2021-10-27T00:51:24Z,670000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M15.00S,2021-10-27T00:53:45.9Z,1,REGULAR,substitution,out,[],203939,,,1610612742,10,14,2021-10-27T00:54:20Z,680000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M15.00S,2021-10-27T00:53:45.9Z,1,REGULAR,substitution,out,[],204001,,,1610612742,10,14,2021-10-27T00:54:20Z,690000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2021-10-27T00:53:45.9Z,1,REGULAR,substitution,in,[],1626246,,,1610612742,10,14,2021-10-27T00:54:20Z,700000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2021-10-27T00:53:45.9Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,10,14,2021-10-27T00:54:20Z,710000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2021-10-27T00:54:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,94.43166885676742,51.470588235294116,1610612742,12,14,2021-10-27T00:54:44Z,720000,7.0,0.0,1,right,T. Hardaway Jr. cutting Layup (4 PTS) (J. Brunson 1 AST),"[203501, 1628973]",1610612742.0,DAL,cutting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,0.74,Made,,,,,4.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,
74,PT05M44.00S,2021-10-27T00:55:00.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,12,14,2021-10-27T00:55:00Z,740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M41.00S,2021-10-27T00:55:12.0Z,1,REGULAR,3pt,Jump Shot,[],1628464,31.488173455978973,59.55882352941176,1610612745,12,17,2021-10-27T00:55:15Z,750000,-48.0,243.0,1,left,D. Theis 24' 3PT  (3 PTS) (K. Porter Jr. 2 AST),"[1628464, 1629645]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,24.81,Made,,,,,3.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,
77,PT05M25.00S,2021-10-27T00:55:26.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,64.60249671484888,40.931372549019606,1610612742,12,17,2021-10-27T00:55:31Z,770000,-45.0,280.0,1,right,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,28.38,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M23.00S,2021-10-27T00:55:28.7Z,1,REGULAR,rebound,offensive,[],1626246,,,1610612742,12,17,2021-10-27T00:55:31Z,780000,,,0,,B. Marjanovic REBOUND (Off:1 Def:0),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
79,PT05M21.00S,2021-10-27T00:55:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626246,92.9862023653088,49.01960784313725,1610612742,14,17,2021-10-27T00:55:35Z,790000,-5.0,13.0,1,right,B. Marjanovic putback Layup (2 PTS),[1626246],1610612742.0,DAL,putback,,,Marjanovic,B. Marjanovic,,,,,1.43,Made,,,,,2.0,,,,,,,,,,,,,,
80,PT05M03.00S,2021-10-27T00:55:49.2Z,1,REGULAR,3pt,Jump Shot,[],1626174,34.247700394218136,50.49019607843137,1610612745,14,17,2021-10-27T00:55:53Z,800000,-2.0,269.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M00.00S,2021-10-27T00:55:52.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,14,17,2021-10-27T00:55:53Z,810000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT04M59.00S,2021-10-27T00:55:58.4Z,1,REGULAR,foul,personal,[],1628464,,,1610612742,14,17,2021-10-27T00:56:17Z,820000,,,0,,D. Theis personal FOUL (2 PF),"[1628464, 1629029]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,1627519.0,,,,2.0,0.0,Doncic,1629029.0,,,
84,PT04M59.00S,2021-10-27T00:56:06.0Z,1,REGULAR,substitution,out,[],1630224,,,1610612742,14,17,2021-10-27T00:56:23Z,840000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2021-10-27T00:56:06.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612742,14,17,2021-10-27T00:56:23Z,850000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M59.00S,2021-10-27T00:56:06.0Z,1,REGULAR,substitution,in,[],201569,,,1610612742,14,17,2021-10-27T00:56:23Z,860000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
