actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
267,PT05M31.00S,2021-10-31T20:24:48.0Z,2,REGULAR,2pt,Jump Shot,[],1630558,11.777266754270697,27.205882352941174,1610612758,39,33,2021-10-31T20:24:53Z,2630000,114.0,58.0,1,left,MISS D. Mitchell 12' driving floating bank Shot,[1630558],1610612758.0,SAC,driving floating bank,,,Mitchell,D. Mitchell,,,,,,12.8,Missed,,,,,,,,,,,,,,,,,,
268,PT05M27.00S,2021-10-31T20:24:51.2Z,2,REGULAR,rebound,offensive,[],202684,,,1610612758,39,33,2021-10-31T20:24:51Z,2640000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,267.0,3.0,2.0,1.0,,,,,,,,,,,,,
269,PT05M27.00S,2021-10-31T20:24:51.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612758,39,35,2021-10-31T20:25:00Z,2650000,0.0,0.0,1,left,T. Thompson tip DUNK (8 PTS),[202684],1610612758.0,SAC,tip,,,Thompson,T. Thompson,,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
270,PT05M18.00S,2021-10-31T20:25:00.2Z,2,REGULAR,2pt,Jump Shot,[],1627827,87.86136662286465,13.725490196078432,1610612742,39,35,2021-10-31T20:25:08Z,2660000,-181.0,62.0,1,right,MISS D. Finney-Smith 19' Jump Shot,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,19.16,Missed,,,,,,,,,,,,,,,,,,
271,PT05M15.00S,2021-10-31T20:25:03.2Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,39,35,2021-10-31T20:25:08Z,2670000,,,0,,B. Hield REBOUND (Off:0 Def:4),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,270.0,4.0,4.0,0.0,,,,,,,,,,,,,
272,PT05M04.00S,2021-10-31T20:25:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.783837056504599,60.5392156862745,1610612758,39,35,2021-10-31T20:25:28Z,2680000,-53.0,11.0,1,left,MISS D. Mitchell Layup,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,5.39,Missed,,,,,,,,,,,,,,,,,,
273,PT05M01.00S,2021-10-31T20:25:17.0Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,39,35,2021-10-31T20:25:17Z,2690000,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,272.0,2.0,1.0,1.0,,,,,,,,,,,,,
274,PT04M56.00S,2021-10-31T20:25:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203090,6.389618922470433,52.450980392156865,1610612758,39,37,2021-10-31T20:31:08Z,2700000,-12.0,8.0,1,left,M. Harkless driving Layup (2 PTS),[203090],1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,,1.45,Made,2.0,,,,,,,,,,,,,,,,,
276,PT04M42.00S,2021-10-31T20:25:36.0Z,2,REGULAR,3pt,Jump Shot,[],203501,67.36202365308804,34.80392156862745,1610612742,42,37,2021-10-31T20:25:41Z,2720000,-76.0,254.0,1,right,T. Hardaway Jr. 26' 3PT  (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,26.54,Made,6.0,,,,,,,,,,,,,,,,,
278,PT04M32.00S,2021-10-31T20:25:46.6Z,2,REGULAR,turnover,bad pass,[],1627741,,,1610612758,42,37,2021-10-31T20:26:53Z,2740000,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1629029]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,2.0,Doncic,1629029.0,,,
279,PT04M32.00S,2021-10-31T20:25:46.6Z,2,REGULAR,steal,,[],1629029,,,1610612742,42,37,2021-10-31T20:25:49Z,2750000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M27.00S,2021-10-31T20:25:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,92.32917214191852,49.01960784313725,1610612742,44,37,2021-10-31T20:26:59Z,2760000,-5.0,20.0,1,right,D. Finney-Smith Layup (7 PTS) (F. Ntilikina 1 AST),"[1627827, 1628373]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,2.02,Made,7.0,,,,,F. Ntilikina,1628373.0,1.0,,,,,,,,,,
282,PT04M26.00S,2021-10-31T20:26:00.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,44,37,2021-10-31T20:26:00Z,2780000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,out,[],203939,,,1610612758,44,37,2021-10-31T20:28:52Z,2790000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,out,[],203090,,,1610612758,44,37,2021-10-31T20:28:52Z,2800000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,out,[],202684,,,1610612758,44,37,2021-10-31T20:28:52Z,2810000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,44,37,2021-10-31T20:28:52Z,2820000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,in,[],1626161,,,1610612758,44,37,2021-10-31T20:28:52Z,2830000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,in,[],203084,,,1610612758,44,37,2021-10-31T20:28:52Z,2840000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,in,[],1626158,,,1610612758,44,37,2021-10-31T20:28:52Z,2850000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M26.00S,2021-10-31T20:28:20.6Z,2,REGULAR,substitution,in,[],1630169,,,1610612758,44,37,2021-10-31T20:28:52Z,2860000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M12.00S,2021-10-31T20:29:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,5.601182654402102,49.26470588235294,1610612758,44,39,2021-10-31T20:29:09Z,2870000,4.0,0.0,1,left,R. Holmes Layup (6 PTS) (D. Fox 2 AST),"[1626158, 1628368]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,0.37,Made,6.0,,,,,D. Fox,1628368.0,2.0,,,,,,,,,,
292,PT03M59.00S,2021-10-31T20:29:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626161,93.77463863337714,47.05882352941176,1610612742,44,39,2021-10-31T20:29:23Z,2880000,-15.0,6.0,1,right,MISS W. Cauley-Stein Layup,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
293,PT03M57.00S,2021-10-31T20:29:20.5Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,44,39,2021-10-31T20:29:23Z,2890000,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,
294,PT03M52.00S,2021-10-31T20:29:25.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,8.229303547963205,96.56862745098039,1610612758,44,39,2021-10-31T20:29:33Z,2900000,-233.0,25.0,1,left,MISS T. Haliburton 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
295,PT03M49.00S,2021-10-31T20:29:28.6Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,44,39,2021-10-31T20:29:33Z,2910000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,294.0,1.0,1.0,0.0,,,,,,,,,,,,,
296,PT03M42.00S,2021-10-31T20:29:35.4Z,2,REGULAR,3pt,Jump Shot,[],1629029,70.51576872536137,21.813725490196077,1610612742,44,39,2021-10-31T20:40:41Z,2920000,-141.0,225.0,1,right,MISS L. Doncic 26' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
297,PT03M39.00S,2021-10-31T20:29:38.4Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,44,39,2021-10-31T20:29:42Z,2930000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,296.0,4.0,3.0,1.0,,,,,,,,,,,,,
298,PT03M30.00S,2021-10-31T20:29:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.389618922470433,48.28431372549019,1610612758,44,41,2021-10-31T20:29:52Z,2940000,9.0,8.0,1,left,H. Barnes driving finger roll Layup (7 PTS) (T. Haliburton 2 AST),"[203084, 1630169]",1610612758.0,SAC,driving finger roll,,,Barnes,H. Barnes,,,,,,1.15,Made,7.0,,,,,T. Haliburton,1630169.0,2.0,,,,,,,,,,
300,PT03M13.00S,2021-10-31T20:30:04.6Z,2,REGULAR,3pt,Jump Shot,[],203501,70.77858081471747,21.568627450980394,1610612742,47,41,2021-10-31T20:41:09Z,2960000,-142.0,222.0,1,right,T. Hardaway Jr. 26' 3PT pullup (9 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,26.38,Made,9.0,,,,,,,,,,,,,,,,,
301,PT02M59.00S,2021-10-31T20:30:18.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,7.046649145860711,49.50980392156863,1610612758,47,43,2021-10-31T20:30:25Z,2970000,2.0,14.0,1,left,R. Holmes alley-oop DUNK (8 PTS) (D. Fox 3 AST),"[1626158, 1628368]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,,1.39,Made,8.0,,,,,D. Fox,1628368.0,3.0,,,,,,,,,,
303,PT02M44.00S,2021-10-31T20:30:33.2Z,2,REGULAR,3pt,Jump Shot,[],1627827,93.51182654402102,95.83333333333334,1610612742,47,43,2021-10-31T20:30:38Z,2990000,229.0,8.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
304,PT02M42.00S,2021-10-31T20:30:35.2Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,47,43,2021-10-31T20:30:38Z,3000000,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,303.0,4.0,3.0,1.0,,,,,,,,,,,,,
305,PT02M38.00S,2021-10-31T20:30:40.9Z,2,REGULAR,foul,offensive,['inpenalty'],1628368,,,1610612758,47,43,2021-10-31T20:30:55Z,3010000,,,0,,D. Fox charge offensive FOUL (1 PF),"[1628368, 1628373]",1610612758.0,SAC,charge,,,Fox,D. Fox,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Ntilikina,1628373.0,,,,,,
307,PT02M38.00S,2021-10-31T20:30:40.9Z,2,REGULAR,turnover,offensive foul,[],1628368,,,1610612758,47,43,2021-10-31T20:30:40Z,3030000,,,0,,D. Fox offensive foul TURNOVER (1 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,1628159.0,,,,,,,,,,,,,,,1.0,,,,,
308,PT02M38.00S,2021-10-31T20:30:47.9Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,47,43,2021-10-31T20:30:57Z,3040000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M38.00S,2021-10-31T20:30:47.9Z,2,REGULAR,substitution,out,[],1626161,,,1610612742,47,43,2021-10-31T20:30:57Z,3050000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M38.00S,2021-10-31T20:30:47.9Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,47,43,2021-10-31T20:30:57Z,3060000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M38.00S,2021-10-31T20:30:47.9Z,2,REGULAR,substitution,in,[],203939,,,1610612742,47,43,2021-10-31T20:30:57Z,3070000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M24.00S,2021-10-31T20:31:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,94.1688567674113,49.754901960784316,1610612742,49,43,2021-10-31T20:31:27Z,3080000,-1.0,2.0,1,right,L. Doncic driving reverse Layup (12 PTS),[1629029],1610612742.0,DAL,driving reverse,,,Doncic,L. Doncic,,,,,,0.26,Made,12.0,,,,,,,,,,,,,,,,,
313,PT02M24.00S,2021-10-31T20:31:21.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630558,,,1610612742,49,43,2021-10-31T20:31:28Z,3090000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Doncic 1 FT),"[1630558, 1629029]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,2002.0,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,,,
315,PT02M24.00S,2021-10-31T20:31:50.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629029,,,1610612742,49,43,2021-10-31T20:31:58Z,3110000,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,Missed,,,,,,,,,,,,,,,,,,
316,PT02M23.00S,2021-10-31T20:31:51.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,49,43,2021-10-31T20:31:58Z,3120000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,
317,PT02M23.00S,2021-10-31T20:31:56.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,49,43,2021-10-31T20:31:56Z,3130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M03.00S,2021-10-31T20:32:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,18.347568988173457,42.15686274509804,1610612758,49,43,2021-10-31T20:33:09Z,3140000,39.0,120.0,1,left,MISS T. Haliburton 12' driving floating Shot - blocked,"[1630169, 1629029]",1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,12.62,Missed,,,,,,,,,,,,,,,,Doncic,1629029.0,
319,PT02M03.00S,2021-10-31T20:32:23.9Z,2,REGULAR,block,,[],1629029,,,1610612758,49,43,2021-10-31T20:32:25Z,3150000,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M02.00S,2021-10-31T20:32:24.9Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612758,49,43,2021-10-31T20:33:09Z,3160000,,,0,,T. Haliburton REBOUND (Off:2 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,318.0,3.0,1.0,2.0,,,,,,,,,,,,,
321,PT02M00.00S,2021-10-31T20:32:27.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,5.781865965834428,54.31219362745098,1610612758,49,43,2021-10-31T20:41:37Z,3170000,-22.0,2.0,1,left,MISS T. Haliburton reverse Layup,[1630169],1610612758.0,SAC,reverse,,,Haliburton,T. Haliburton,,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
322,PT01M59.00S,2021-10-31T20:32:28.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,49,43,2021-10-31T20:32:49Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,
323,PT01M59.00S,2021-10-31T20:32:35.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,49,43,2021-10-31T20:32:55Z,3190000,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,1628159.0,,,,,,,,,,,,,,,,,,,,
324,PT01M48.00S,2021-10-31T20:33:02.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1629029,89.96386333771353,52.69607843137255,1610612742,51,43,2021-10-31T20:33:19Z,3200000,13.0,42.0,1,right,L. Doncic Layup (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,4.39,Made,14.0,,,,,,,,,,,,,,,,,
325,PT01M48.00S,2021-10-31T20:33:05.4Z,2,REGULAR,violation,defensive goaltending,[],1626158,,,1610612742,51,43,2021-10-31T20:33:19Z,3210000,,,0,,R. Holmes defensive goaltending VIOLATION,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,2002.0,,,,,,,,,,,,,,,,,,,,
327,PT01M34.00S,2021-10-31T20:33:25.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,13.61695137976347,45.588235294117645,1610612758,51,45,2021-10-31T20:33:30Z,3230000,22.0,75.0,1,left,R. Holmes 7' turnaround Hook (10 PTS) (H. Barnes 3 AST),"[1626158, 203084]",1610612758.0,SAC,turnaround,,,Holmes,R. Holmes,,,,,,7.87,Made,10.0,,,,,H. Barnes,203084.0,3.0,,,,,,,,,,
329,PT01M20.00S,2021-10-31T20:33:39.4Z,2,REGULAR,2pt,Jump Shot,[],1629029,73.01248357424441,53.18627450980392,1610612742,53,45,2021-10-31T20:33:44Z,3250000,16.0,201.0,1,right,L. Doncic 20' step back Jump Shot (16 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,20.18,Made,16.0,,,,,,,,,,,,,,,,,
330,PT01M08.00S,2021-10-31T20:33:51.5Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,53,45,2021-10-31T20:33:55Z,3260000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 203939]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,2.0,Powell,203939.0,,,
331,PT01M08.00S,2021-10-31T20:33:51.5Z,2,REGULAR,steal,,[],203939,,,1610612742,53,45,2021-10-31T20:33:53Z,3270000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M49.90S,2021-10-31T20:34:15.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,92.59198423127464,78.43137254901961,1610612742,53,45,2021-10-31T20:39:19Z,3272500,142.0,17.0,1,right,MISS J. Brunson 14' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,14.32,Missed,,,,,,,,,,,,,,,,,,
333,PT00M45.90S,2021-10-31T20:34:19.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,53,45,2021-10-31T20:34:54Z,3273750,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,,
334,PT00M45.80S,2021-10-31T20:34:19.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,53,45,2021-10-31T20:34:38Z,3275000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M37.00S,2021-10-31T20:34:43.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,19.530223390275953,32.1078431372549,1610612758,53,45,2021-10-31T20:35:01Z,3310000,89.0,131.0,1,left,MISS T. Haliburton 15' Jump Shot,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,15.87,Missed,,,,,,,,,,,,,,,,,,
336,PT00M35.50S,2021-10-31T20:34:44.8Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612758,53,45,2021-10-31T20:34:44Z,3320000,,,0,,T. Haliburton REBOUND (Off:3 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,335.0,4.0,1.0,3.0,,,,,,,,,,,,,
337,PT00M35.40S,2021-10-31T20:34:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1630169,6.521024967148489,50.245098039215684,1610612758,53,47,2021-10-31T20:35:04Z,3330000,-1.0,9.0,1,left,T. Haliburton Layup (6 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,0.89,Made,6.0,,,,,,,,,,,,,,,,,
338,PT00M20.10S,2021-10-31T20:35:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,73.80091984231275,18.137254901960784,1610612742,53,47,2021-10-31T20:35:09Z,3340000,-159.0,194.0,1,right,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
339,PT00M20.10S,2021-10-31T20:35:03.1Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,53,47,2021-10-31T20:35:09Z,3350000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,338.0,3.0,2.0,1.0,,,,,,,,,,,,,
340,PT00M00.00S,2021-10-31T20:35:26.1Z,2,REGULAR,period,end,[],0,,,1610612758,53,47,2021-10-31T20:35:26Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-10-31T20:50:11.1Z,3,REGULAR,substitution,out,['startperiod'],1628973,,,1610612758,53,47,2021-10-31T20:50:47Z,3370000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-10-31T20:50:11.1Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612758,53,47,2021-10-31T20:50:47Z,3380000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-10-31T20:50:11.1Z,3,REGULAR,substitution,in,['startperiod'],203493,,,1610612758,53,47,2021-10-31T20:50:47Z,3390000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-10-31T20:50:11.1Z,3,REGULAR,substitution,in,['startperiod'],203090,,,1610612758,53,47,2021-10-31T20:50:47Z,3400000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-10-31T20:50:47.5Z,3,REGULAR,period,start,[],0,,,1610612758,53,47,2021-10-31T20:50:47Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M45.00S,2021-10-31T20:51:02.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.38042049934296,50.73529411764706,1610612758,53,49,2021-10-31T20:51:22Z,3420000,4.0,10.0,1,right,H. Barnes Layup (9 PTS) (D. Fox 4 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,1.04,Made,9.0,,,,,D. Fox,1628368.0,4.0,,,,,,,,,,
349,PT11M27.00S,2021-10-31T20:51:19.1Z,3,REGULAR,3pt,Jump Shot,[],203501,8.229303547963205,3.9215686274509802,1610612742,53,49,2021-10-31T20:51:27Z,3440000,230.0,25.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
350,PT11M27.00S,2021-10-31T20:51:19.1Z,3,REGULAR,rebound,defensive,[],203090,,,1610612758,53,49,2021-10-31T20:51:27Z,3450000,,,0,,M. Harkless REBOUND (Off:0 Def:5),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,349.0,5.0,5.0,0.0,,,,,,,,,,,,,
351,PT11M00.00S,2021-10-31T20:51:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.89027595269383,54.166666666666664,1610612758,53,49,2021-10-31T20:52:29Z,3460000,21.0,80.0,1,right,MISS D. Fox 8' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,,8.28,Missed,,,,,,,,,,,,,,,,,,
352,PT10M56.00S,2021-10-31T20:51:49.9Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,53,49,2021-10-31T20:52:29Z,3470000,,,0,,R. Holmes REBOUND (Off:2 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,351.0,5.0,3.0,2.0,,,,,,,,,,,,,
353,PT10M56.00S,2021-10-31T20:51:49.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,94.40999984741211,50.0,1610612758,53,49,2021-10-31T20:51:49Z,3480000,0.0,0.0,1,right,MISS R. Holmes tip Layup,[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
