actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-16T00:45:26.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-16T00:45:26Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-12-16T00:45:30.0Z,1,REGULAR,jumpball,recovered,[],203939,,,1610612742,0,0,2021-12-16T00:45:30Z,40000,,,0,,Jump Ball K. Porzingis vs. A. Davis: Tip to D. Powell,"[203939, 204001, 203076]",1610612742.0,DAL,startperiod,D. Powell,203939.0,Powell,D. Powell,Porzingis,204001.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-12-16T00:45:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.77463863337714,50.0,1610612742,2,0,2021-12-16T00:45:50Z,70000,0.0,6.0,1,right,D. Powell alley-oop DUNK (2 PTS) (R. Bullock 1 AST),"[203939, 203493]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,0.6,Made,2.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2021-12-16T00:46:02.9Z,1,REGULAR,3pt,Jump Shot,[],202340,7.30946123521682,4.6568627450980395,1610612747,2,3,2021-12-16T00:46:09Z,90000,227.0,16.0,1,left,A. Bradley 3PT  (3 PTS) (L. James 1 AST),"[202340, 2544]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.73,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
11,PT10M59.00S,2021-12-16T00:46:25.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,72.48685939553219,19.852941176470587,1610612742,2,3,2021-12-16T00:46:30Z,110000,-151.0,206.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
12,PT10M56.00S,2021-12-16T00:46:28.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,3,2021-12-16T00:46:30Z,120000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M53.00S,2021-12-16T00:46:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,5.995400788436268,49.26470588235294,1610612747,2,5,2021-12-16T00:46:39Z,130000,4.0,4.0,1,left,L. James running finger roll Layup (2 PTS),[2544],1610612747.0,LAL,running finger roll,,,James,L. James,,,,,0.54,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2021-12-16T00:46:43.6Z,1,REGULAR,foul,personal,[],202340,,,1610612742,2,5,2021-12-16T00:47:10Z,140000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 1628973]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,202058.0,1.0,0.0,Brunson,1628973.0,,,,,
16,PT10M37.00S,2021-12-16T00:47:09.2Z,1,REGULAR,3pt,Jump Shot,[],204001,65.39093298291722,52.20588235294118,1610612742,2,5,2021-12-16T00:47:29Z,160000,11.0,273.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2021-12-16T00:47:12.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,2,5,2021-12-16T00:47:29Z,170000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
