actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-04T01:41:10.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-04T01:41:10Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-04T01:41:13.0Z,1,REGULAR,jumpball,recovered,[],1630529,,,1610612740,0,0,2021-12-04T01:41:13Z,40000,,,0,,Jump Ball J. Valanciunas vs. D. Powell: Tip to H. Jones,"[1630529, 202685, 203939]",1610612740.0,NOP,startperiod,H. Jones,1630529.0,Jones,H. Jones,Valanciunas,202685.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-12-04T01:41:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.11760840998686,53.18627450980392,1610612740,0,0,2021-12-04T01:41:35Z,70000,16.0,12.0,1,right,MISS H. Jones driving reverse Layup,[1630529],1610612740.0,NOP,driving reverse,,,Jones,H. Jones,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2021-12-04T01:41:30.7Z,1,REGULAR,rebound,offensive,[],202066,,,1610612740,0,0,2021-12-04T01:41:35Z,80000,,,0,,G. Temple REBOUND (Off:1 Def:0),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2021-12-04T01:41:37.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,70.25295663600527,72.30392156862744,1610612740,0,0,2021-12-04T01:41:43Z,90000,112.0,227.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2021-12-04T01:41:41.5Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,0,0,2021-12-04T01:41:43Z,100000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2021-12-04T01:42:00.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,24.52365308804205,13.23529411764706,1610612742,0,0,2021-12-04T01:42:07Z,110000,184.0,178.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2021-12-04T01:42:03.2Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,0,0,2021-12-04T01:42:07Z,120000,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
13,PT11M03.00S,2021-12-04T01:42:09.3Z,1,REGULAR,foul,personal,[],203493,,,1610612740,0,0,2021-12-04T01:42:26Z,130000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1628984]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,1146.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,
15,PT10M56.00S,2021-12-04T01:42:24.4Z,1,REGULAR,3pt,Jump Shot,[],202685,67.7562417871222,50.73529411764706,1610612740,0,0,2021-12-04T01:42:46Z,150000,4.0,251.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2021-12-04T01:42:27.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,0,2021-12-04T01:42:46Z,160000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M49.00S,2021-12-04T01:42:34.1Z,1,REGULAR,foul,personal,[],202066,,,1610612742,0,0,2021-12-04T01:42:38Z,170000,,,0,,G. Temple personal FOUL (1 PF),"[202066, 1629029]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,1627961.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
19,PT10M34.00S,2021-12-04T01:43:06.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,7.5722733245729295,5.392156862745098,1610612742,0,0,2021-12-04T01:43:11Z,190000,223.0,19.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.38,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2021-12-04T01:43:11.2Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,0,0,2021-12-04T01:43:11Z,200000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M22.00S,2021-12-04T01:43:17.8Z,1,REGULAR,2pt,Jump Shot,[],202066,91.5407358738502,19.11764705882353,1610612740,0,0,2021-12-04T01:43:21Z,210000,-154.0,27.0,1,right,MISS G. Temple 15' pullup Shot,[202066],1610612740.0,NOP,pullup,,,Temple,G. Temple,,,,,15.67,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2021-12-04T01:43:19.8Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,0,0,2021-12-04T01:43:21Z,220000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M01.00S,2021-12-04T01:43:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,14.14257555847569,43.627450980392155,1610612742,2,0,2021-12-04T01:44:00Z,230000,32.0,80.0,1,left,D. Finney-Smith 8' floating Jump Shot (2 PTS) (M. Kleber 1 AST),"[1627827, 1628467]",1610612742.0,DAL,floating,,,Finney-Smith,D. Finney-Smith,,,,,8.65,Made,,,,,,,,,,2.0,M. Kleber,1628467.0,1.0,,,,,,
25,PT09M44.00S,2021-12-04T01:43:59.0Z,1,REGULAR,foul,offensive,[],202685,,,1610612740,2,0,2021-12-04T01:44:06Z,250000,,,0,,J. Valanciunas charge offensive FOUL (1 PF),"[202685, 203939]",1610612740.0,NOP,charge,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1627961.0,1.0,0.0,Powell,203939.0,,,,,,,,,,
27,PT09M44.00S,2021-12-04T01:43:59.0Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612740,2,0,2021-12-04T01:43:59Z,270000,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1627961.0,,,,,,,,,1.0,,,,,
28,PT09M44.00S,2021-12-04T01:44:09.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,2,0,2021-12-04T01:44:15Z,280000,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,
29,PT09M29.00S,2021-12-04T01:44:37.7Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,2,0,2021-12-04T01:44:43Z,290000,,,0,,L. Doncic lost ball TURNOVER (1 TO),"[1629029, 1630529]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,
30,PT09M29.00S,2021-12-04T01:44:37.7Z,1,REGULAR,steal,,[],1630529,,,1610612740,2,0,2021-12-04T01:44:40Z,300000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M24.00S,2021-12-04T01:44:42.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,94.56307490144546,44.11764705882353,1610612740,2,0,2021-12-04T01:44:50Z,310000,-29.0,-1.0,1,right,MISS H. Jones running Layup,[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M24.00S,2021-12-04T01:44:42.6Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,2,0,2021-12-04T01:44:50Z,320000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT09M24.00S,2021-12-04T01:44:46.7Z,1,REGULAR,foul,personal,[],1630529,,,1610612742,2,0,2021-12-04T01:45:02Z,330000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1628467]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,1146.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,
35,PT09M06.00S,2021-12-04T01:45:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628467,29.911300919842315,28.431372549019606,1610612742,5,0,2021-12-04T01:45:27Z,350000,108.0,229.0,1,left,M. Kleber 25' 3PT  (3 PTS) (L. Doncic 1 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.28,Made,,,,,,,,,,3.0,L. Doncic,1629029.0,1.0,,,,,,
37,PT08M36.00S,2021-12-04T01:45:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628984,63.41984231274639,45.09803921568628,1610612740,5,0,2021-12-04T01:45:55Z,370000,-25.0,291.0,1,right,MISS D. Graham 29' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,29.24,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M34.00S,2021-12-04T01:45:52.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,5,0,2021-12-04T01:45:52Z,380000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
