actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
352,PT08M35.00S,2021-10-29T01:54:23.2Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,50,55,2021-10-29T01:54:24Z,3470000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,351.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
353,PT08M28.00S,2021-10-29T01:54:29.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,6.521024967148489,95.83333333333334,1610612742,53,55,2021-10-29T01:54:36Z,3480000,-229.0,9.0,1,left,D. Finney-Smith 3PT  (10 PTS) (T. Hardaway Jr. 2 AST),"[1627827, 203501]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.94,Made,,,,,,,,,,,10.0,T. Hardaway Jr.,203501.0,2.0,,,,,
355,PT08M28.00S,2021-10-29T01:54:35.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,53,55,2021-10-29T01:54:35Z,3500000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M12.00S,2021-10-29T01:57:40.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,87.99277266754271,95.83333333333334,1610612759,53,55,2021-10-29T01:57:44Z,3510000,229.0,60.0,1,right,MISS D. White step back 3PT,[1628401],1610612759.0,SAS,step back,,,White,D. White,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M09.00S,2021-10-29T01:57:43.2Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,53,55,2021-10-29T01:57:44Z,3520000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,356.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
358,PT07M56.00S,2021-10-29T01:57:55.1Z,3,REGULAR,3pt,Jump Shot,[],203501,28.991458607095925,25.735294117647058,1610612742,56,55,2021-10-29T01:57:58Z,3530000,121.0,220.0,1,left,T. Hardaway Jr. 25' 3PT  (4 PTS) (D. Powell 1 AST),"[203501, 203939]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.12,Made,,,,,,,,,,,4.0,D. Powell,203939.0,1.0,,,,,
360,PT07M45.00S,2021-10-29T01:58:05.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,83.919185282523,39.46078431372549,1610612759,56,57,2021-10-29T01:58:10Z,3550000,-53.0,99.0,1,right,J. Poeltl 11' Jump Shot (10 PTS) (D. Murray 5 AST),"[1627751, 1627749]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,11.19,Made,,,,,,,,,,,10.0,D. Murray,1627749.0,5.0,,,,,
362,PT07M34.00S,2021-10-29T01:58:17.1Z,3,REGULAR,3pt,Jump Shot,[],1629029,31.09395532194481,25.49019607843137,1610612742,56,57,2021-10-29T01:58:23Z,3570000,123.0,240.0,1,left,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
363,PT07M32.00S,2021-10-29T01:58:19.1Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612759,56,57,2021-10-29T01:58:23Z,3580000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,362.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
364,PT07M31.00S,2021-10-29T01:58:23.2Z,3,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612759,56,57,2021-10-29T01:58:34Z,3590000,,,0,,D. Finney-Smith shooting personal FOUL (3 PF) (Johnson 2 FT),"[1627827, 1629640]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,204059.0,3.0,0.0,Johnson,1629640.0,,,,,,,,,,
366,PT07M31.00S,2021-10-29T01:58:52.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,56,58,2021-10-29T01:59:08Z,3610000,,,0,,K. Johnson Free Throw 1 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
367,PT07M31.00S,2021-10-29T01:58:52.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,56,58,2021-10-29T01:59:08Z,3620000,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
368,PT07M29.00S,2021-10-29T01:58:54.9Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,56,58,2021-10-29T01:59:08Z,3630000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,367.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
369,PT07M14.00S,2021-10-29T01:59:22.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,5.469776609724048,49.01960784313725,1610612742,56,58,2021-10-29T01:59:27Z,3640000,5.0,-1.0,1,left,MISS D. Powell cutting DUNK,[203939],1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,0.5,Missed,,,,,,,,,,,,,,,,,,,
370,PT07M11.00S,2021-10-29T01:59:25.7Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,56,58,2021-10-29T01:59:27Z,3650000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
371,PT06M58.00S,2021-10-29T01:59:38.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,85.10183968462549,49.01960784313725,1610612759,56,58,2021-10-29T01:59:45Z,3660000,-5.0,88.0,1,right,MISS K. Johnson 8' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,8.76,Missed,,,,,,,,,,,,,,,,,,,
372,PT06M56.00S,2021-10-29T01:59:40.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,56,58,2021-10-29T01:59:45Z,3670000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,371.0,,,,,,,,,,,,,,,,,,
373,PT06M56.00S,2021-10-29T01:59:45.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,56,58,2021-10-29T01:59:45Z,3680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M56.00S,2021-10-29T01:59:46.2Z,3,REGULAR,substitution,out,[],1627827,,,1610612759,56,58,2021-10-29T02:00:01Z,3690000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M56.00S,2021-10-29T01:59:46.2Z,3,REGULAR,substitution,out,[],203493,,,1610612759,56,58,2021-10-29T02:00:01Z,3700000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M56.00S,2021-10-29T01:59:46.2Z,3,REGULAR,substitution,in,[],1628973,,,1610612759,56,58,2021-10-29T02:00:01Z,3710000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M56.00S,2021-10-29T01:59:46.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612759,56,58,2021-10-29T02:00:01Z,3720000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M54.00S,2021-10-29T02:00:07.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,88.12417871222075,3.6764705882352944,1610612759,56,61,2021-10-29T02:00:11Z,3730000,-232.0,59.0,1,right,D. Murray 3PT  (16 PTS) (K. Johnson 2 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,23.9,Made,,,,,,,,,,,16.0,K. Johnson,1629640.0,2.0,,,,,
380,PT06M39.00S,2021-10-29T02:00:21.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,5.863994743758213,59.55882352941176,1610612742,58,61,2021-10-29T02:00:26Z,3750000,-48.0,3.0,1,left,L. Doncic pullup Jump Shot (9 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,4.79,Made,,,,,,,,,,,9.0,,,,,,,,
381,PT06M29.00S,2021-10-29T02:00:31.6Z,3,REGULAR,2pt,Jump Shot,[],1627749,86.15308804204993,70.58823529411765,1610612759,58,61,2021-10-29T02:00:35Z,3760000,103.0,78.0,1,right,MISS D. Murray 12' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.89,Missed,,,,,,,,,,,,,,,,,,,
382,PT06M27.00S,2021-10-29T02:00:33.6Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,58,61,2021-10-29T02:00:35Z,3770000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,381.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
383,PT06M16.00S,2021-10-29T02:00:44.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,18.2161629434954,40.44117647058824,1610612742,60,61,2021-10-29T02:07:50Z,3780000,48.0,119.0,1,left,L. Doncic 12' turnaround fadeaway Jump Shot (11 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,12.8,Made,,,,,,,,,,,11.0,,,,,,,,
384,PT05M59.00S,2021-10-29T02:01:01.8Z,3,REGULAR,3pt,Jump Shot,[],1629022,88.91261498028909,4.411764705882353,1610612759,60,64,2021-10-29T02:01:06Z,3790000,-228.0,52.0,1,right,L. Walker IV 3PT  (9 PTS) (D. White 5 AST),"[1629022, 1628401]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,23.37,Made,,,,,,,,,,,9.0,D. White,1628401.0,5.0,,,,,
386,PT05M38.00S,2021-10-29T02:01:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203939,6.258212877792378,48.03921568627451,1610612742,62,64,2021-10-29T02:01:28Z,3810000,10.0,6.0,1,left,D. Powell cutting Layup (7 PTS) (T. Hardaway Jr. 3 AST),"[203939, 203501]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,1.17,Made,,,,,,,,,,,7.0,T. Hardaway Jr.,203501.0,3.0,,,,,
388,PT05M37.00S,2021-10-29T02:01:29.5Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,62,64,2021-10-29T02:01:34Z,3830000,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,,
389,PT05M19.00S,2021-10-29T02:01:53.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,85.3646517739816,44.36274509803921,1610612759,62,64,2021-10-29T02:01:56Z,3840000,-28.0,85.0,1,right,MISS L. Walker IV 8' driving floating bank Shot,[1629022],1610612759.0,SAS,driving floating bank,,,Walker IV,L. Walker IV,,,,,8.97,Missed,,,,,,,,,,,,,,,,,,,
390,PT05M18.00S,2021-10-29T02:01:54.6Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,62,64,2021-10-29T02:01:54Z,3850000,,,0,,J. Poeltl REBOUND (Off:4 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,389.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
391,PT05M16.00S,2021-10-29T02:01:55.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.9862023653088,50.73529411764706,1610612759,62,66,2021-10-29T02:02:00Z,3860000,4.0,13.0,1,right,J. Poeltl putback Layup (12 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,1.39,Made,,,,,,,,,,,12.0,,,,,,,,
392,PT05M08.00S,2021-10-29T02:02:07.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,18.2161629434954,42.15686274509804,1610612742,64,66,2021-10-29T02:02:12Z,3870000,39.0,119.0,1,left,L. Doncic 12' floating Jump Shot (13 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,12.5,Made,,,,,,,,,,,13.0,,,,,,,,
393,PT05M08.00S,2021-10-29T02:02:11.8Z,3,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612742,64,66,2021-10-29T02:02:20Z,3880000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Doncic 1 FT),"[1627751, 1629029]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,1151.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
395,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,out,[],203939,,,1610612742,64,66,2021-10-29T02:02:48Z,3900000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,out,[],1629022,,,1610612742,64,66,2021-10-29T02:02:48Z,3910000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,out,[],1629640,,,1610612742,64,66,2021-10-29T02:02:48Z,3920000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,out,[],1628401,,,1610612742,64,66,2021-10-29T02:02:48Z,3930000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,in,[],1626161,,,1610612742,64,66,2021-10-29T02:02:48Z,3940000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,in,[],1628966,,,1610612742,64,66,2021-10-29T02:02:48Z,3950000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,in,[],1630170,,,1610612742,64,66,2021-10-29T02:02:48Z,3960000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M08.00S,2021-10-29T02:02:20.8Z,3,REGULAR,substitution,in,[],1627854,,,1610612742,64,66,2021-10-29T02:02:48Z,3970000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M08.00S,2021-10-29T02:02:45.6Z,3,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,64,66,2021-10-29T02:02:49Z,3980000,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
404,PT05M03.00S,2021-10-29T02:02:50.6Z,3,REGULAR,rebound,offensive,[],1626161,,,1610612742,64,66,2021-10-29T02:02:49Z,3990000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:0),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,403.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
405,PT05M02.00S,2021-10-29T02:02:50.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,20.581471747700395,89.95098039215686,1610612742,64,66,2021-10-29T02:02:54Z,4000000,-200.0,141.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,,
406,PT04M59.00S,2021-10-29T02:02:53.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,64,66,2021-10-29T02:02:54Z,4010000,,,0,,J. Poeltl REBOUND (Off:4 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,405.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
407,PT04M51.00S,2021-10-29T02:03:00.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,94.03745072273325,51.470588235294116,1610612759,64,66,2021-10-29T02:03:04Z,4020000,7.0,4.0,1,right,MISS J. Poeltl cutting DUNK - blocked,"[1627751, 1628467]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,0.82,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
408,PT04M51.00S,2021-10-29T02:03:00.7Z,3,REGULAR,block,,[],1628467,,,1610612759,64,66,2021-10-29T02:03:02Z,4030000,,,0,,M. Kleber BLOCK (5 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M48.00S,2021-10-29T02:03:03.7Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,64,66,2021-10-29T02:03:03Z,4040000,,,0,,J. Poeltl REBOUND (Off:5 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,407.0,12.0,7.0,5.0,,,,,,,,,,,,,,,
410,PT04M46.00S,2021-10-29T02:03:05.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627854,91.67214191852825,95.09803921568627,1610612759,64,69,2021-10-29T02:10:39Z,4050000,225.0,26.0,1,right,B. Forbes 3PT step back (15 PTS) (D. Murray 6 AST),"[1627854, 1627749]",1610612759.0,SAS,step back,,,Forbes,B. Forbes,,,,,22.7,Made,,,,,,,,,,,15.0,D. Murray,1627749.0,6.0,,,,,
412,PT04M31.00S,2021-10-29T02:03:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.389618922470433,60.5392156862745,1610612742,64,69,2021-10-29T02:03:52Z,4070000,-53.0,8.0,1,left,MISS J. Brunson driving Layup - blocked,"[1628973, 1627751]",1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,5.32,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0,
413,PT04M31.00S,2021-10-29T02:03:22.3Z,3,REGULAR,block,,[],1627751,,,1610612742,64,69,2021-10-29T02:03:27Z,4080000,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M29.00S,2021-10-29T02:03:24.3Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,64,69,2021-10-29T02:03:52Z,4090000,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,412.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
415,PT04M27.00S,2021-10-29T02:03:30.7Z,3,REGULAR,foul,personal,[],1629029,,,1610612759,64,69,2021-10-29T02:03:54Z,4100000,,,0,,L. Doncic take personal FOUL (2 PF),"[1629029, 1627749]",1610612742.0,DAL,take,,,Doncic,L. Doncic,,,,,,,,,,,204059.0,2.0,0.0,Murray,1627749.0,,,,,,,,,,
417,PT04M07.00S,2021-10-29T02:04:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,89.70105124835742,49.50980392156863,1610612759,64,69,2021-10-29T02:04:17Z,4120000,-2.0,44.0,1,right,MISS J. Poeltl floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,4.44,Missed,,,,,,,,,,,,,,,,,,,
418,PT04M04.00S,2021-10-29T02:04:14.8Z,3,REGULAR,rebound,defensive,[],1626161,,,1610612742,64,69,2021-10-29T02:04:17Z,4130000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:1),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,417.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
419,PT03M54.00S,2021-10-29T02:04:23.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626161,4.944152431011826,48.77450980392157,1610612742,66,69,2021-10-29T02:04:26Z,4140000,6.0,-6.0,1,left,W. Cauley-Stein alley-oop DUNK (4 PTS) (L. Doncic 3 AST),"[1626161, 1629029]",1610612742.0,DAL,alley-oop,,,Cauley-Stein,W. Cauley-Stein,,,,,0.86,Made,,,,,,,,,,,4.0,L. Doncic,1629029.0,3.0,,,,,
421,PT03M43.00S,2021-10-29T02:04:34.8Z,3,REGULAR,3pt,Jump Shot,[],1630170,77.34888304862024,87.99019607843137,1610612759,66,69,2021-10-29T02:04:41Z,4160000,190.0,160.0,1,right,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
422,PT03M40.00S,2021-10-29T02:04:37.8Z,3,REGULAR,rebound,offensive,[],1627749,,,1610612759,66,69,2021-10-29T02:19:20Z,4170000,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,421.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
423,PT03M38.00S,2021-10-29T02:04:40.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,84.70762155059133,49.01960784313725,1610612759,66,71,2021-10-29T02:04:44Z,4180000,-5.0,91.0,1,right,D. Murray 9' Jump Shot (18 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,9.13,Made,,,,,,,,,,,18.0,,,,,,,,
425,PT03M22.00S,2021-10-29T02:04:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,6.521024967148489,48.28431372549019,1610612742,68,71,2021-10-29T02:05:00Z,4200000,9.0,9.0,1,left,L. Doncic driving bank Jump Shot (15 PTS),[1629029],1610612742.0,DAL,driving bank,,,Doncic,L. Doncic,,,,,1.23,Made,,,,,,,,,,,15.0,,,,,,,,
426,PT03M14.00S,2021-10-29T02:05:09.3Z,3,REGULAR,foul,offensive,[],1627854,,,1610612759,68,71,2021-10-29T02:05:35Z,4210000,,,0,,B. Forbes off-the-ball offensive FOUL (2 PF),"[1627854, 203501]",1610612759.0,SAS,off-the-ball,,,Forbes,B. Forbes,,,,,,,,,,,1151.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,
428,PT03M14.00S,2021-10-29T02:05:09.3Z,3,REGULAR,turnover,offensive foul,[],1627854,,,1610612759,68,71,2021-10-29T02:05:35Z,4230000,,,0,,B. Forbes offensive foul TURNOVER (2 TO),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,1151.0,,,,,2.0,,,,,,,,,
429,PT03M14.00S,2021-10-29T02:05:15.7Z,3,REGULAR,substitution,out,[],203501,,,1610612742,68,71,2021-10-29T02:05:36Z,4240000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M14.00S,2021-10-29T02:05:15.7Z,3,REGULAR,substitution,out,[],1629029,,,1610612742,68,71,2021-10-29T02:05:36Z,4250000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M14.00S,2021-10-29T02:05:15.7Z,3,REGULAR,substitution,out,[],1627751,,,1610612742,68,71,2021-10-29T02:05:36Z,4260000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M14.00S,2021-10-29T02:05:15.7Z,3,REGULAR,substitution,in,[],203493,,,1610612742,68,71,2021-10-29T02:05:36Z,4270000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M14.00S,2021-10-29T02:05:15.7Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,68,71,2021-10-29T02:05:36Z,4280000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M14.00S,2021-10-29T02:05:15.7Z,3,REGULAR,substitution,in,[],1629234,,,1610612742,68,71,2021-10-29T02:05:36Z,4290000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M53.00S,2021-10-29T02:05:54.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,11.251642575558476,68.13725490196079,1610612742,70,71,2021-10-29T02:05:58Z,4300000,-91.0,53.0,1,left,J. Brunson 10' step back Jump Shot (15 PTS),[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,10.52,Made,,,,,,,,,,,15.0,,,,,,,,
436,PT02M39.00S,2021-10-29T02:06:09.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,91.40932982917214,45.83333333333333,1610612759,70,73,2021-10-29T02:06:12Z,4310000,-21.0,28.0,1,right,D. Eubanks cutting Layup (4 PTS) (D. Murray 7 AST),"[1629234, 1627749]",1610612759.0,SAS,cutting,,,Eubanks,D. Eubanks,,,,,3.51,Made,,,,,,,,,,,4.0,D. Murray,1627749.0,7.0,,,,,
438,PT02M22.00S,2021-10-29T02:06:24.7Z,3,REGULAR,3pt,Jump Shot,[],1626161,32.14520367936925,57.35294117647059,1610612742,70,73,2021-10-29T02:06:31Z,4330000,-37.0,250.0,1,left,MISS W. Cauley-Stein 25' 3PT,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
