actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
91,PT04M32.00S,2022-01-04T01:54:55.1Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,18,12,2022-01-04T01:54:59Z,900000,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1629029]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,1.0,,,,,,,Doncic,1629029.0,
92,PT04M32.00S,2022-01-04T01:54:55.1Z,1,REGULAR,steal,,[],1629029,,,1610612742,18,12,2022-01-04T01:54:57Z,910000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M30.00S,2022-01-04T01:54:59.0Z,1,REGULAR,foul,personal,[],1630538,,,1610612742,18,12,2022-01-04T01:55:11Z,920000,,,0,,B. Hyland take personal FOUL (1 PF),"[1630538, 1629029]",1610612743.0,DEN,take,,,Hyland,B. Hyland,,,,,,,,,,,1629175.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
95,PT04M30.00S,2022-01-04T01:55:13.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,18,12,2022-01-04T01:55:13Z,940000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,out,[],203939,,,1610612742,18,12,2022-01-04T01:57:51Z,950000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,18,12,2022-01-04T01:57:51Z,960000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,18,12,2022-01-04T01:57:51Z,970000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,out,[],203932,,,1610612742,18,12,2022-01-04T01:57:51Z,980000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,18,12,2022-01-04T01:57:51Z,990000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,in,[],203501,,,1610612742,18,12,2022-01-04T01:57:51Z,1000000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,in,[],203493,,,1610612742,18,12,2022-01-04T01:57:51Z,1010000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M30.00S,2022-01-04T01:55:46.6Z,1,REGULAR,substitution,in,[],1629626,,,1610612742,18,12,2022-01-04T01:57:51Z,1020000,,,0,,SUB in: B. Bol,[1629626],1610612743.0,DEN,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M20.00S,2022-01-04T01:58:14.2Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,18,12,2022-01-04T01:58:18Z,1030000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 203999]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,1.0,,,,,,,Jokic,203999.0,
105,PT04M20.00S,2022-01-04T01:58:14.2Z,1,REGULAR,steal,,[],203999,,,1610612743,18,12,2022-01-04T01:58:15Z,1040000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M08.00S,2022-01-04T01:58:28.6Z,1,REGULAR,foul,personal,[],203493,,,1610612743,18,12,2022-01-04T01:58:52Z,1050000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 203999]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,1629175.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,
108,PT03M58.00S,2022-01-04T01:58:53.9Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612743,18,12,2022-01-04T01:59:01Z,1070000,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Hyland 2 FT),"[1627827, 1630538]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,2530.0,2.0,0.0,Hyland,1630538.0,,,,,,,,,,
110,PT03M58.00S,2022-01-04T01:59:19.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630538,,,1610612743,18,12,2022-01-04T01:59:19Z,1090000,,,0,,MISS B. Hyland Free Throw 1 of 2,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M58.00S,2022-01-04T01:59:19.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,18,12,2022-01-04T01:59:19Z,1100000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,
112,PT03M58.00S,2022-01-04T01:59:19.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612743,18,12,2022-01-04T01:59:34Z,1110000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M58.00S,2022-01-04T01:59:19.7Z,1,REGULAR,substitution,in,[],1628425,,,1610612743,18,12,2022-01-04T01:59:34Z,1120000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M58.00S,2022-01-04T01:59:36.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630538,,,1610612743,18,13,2022-01-04T01:59:36Z,1130000,,,0,,B. Hyland Free Throw 2 of 2 (1 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
115,PT03M40.00S,2022-01-04T01:59:57.3Z,1,REGULAR,turnover,out-of-bounds,[],203501,,,1610612742,18,13,2022-01-04T02:00:04Z,1140000,,,0,,T. Hardaway Jr. bad pass out-of-bounds TURNOVER (1 TO),[203501],1610612742.0,DAL,bad pass,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,1629175.0,,,,,1.0,,,,,,,,,
116,PT03M29.00S,2022-01-04T02:00:14.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628427,24.78646517739816,44.6078431372549,1610612743,18,13,2022-01-04T02:03:13Z,1150000,27.0,180.0,1,left,MISS V. Cancar 18' pullup Shot,[1628427],1610612743.0,DEN,pullup,,,Cancar,V. Cancar,,,,,18.25,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M23.00S,2022-01-04T02:00:20.4Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612743,18,13,2022-01-04T02:00:27Z,1160000,,,0,,B. Bol REBOUND (Off:1 Def:0),[1629626],1610612743.0,DEN,,,,Bol,B. Bol,,,,,,,116.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
118,PT03M20.00S,2022-01-04T02:00:23.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,8.623521681997373,44.85294117647059,1610612743,18,15,2022-01-04T02:00:30Z,1170000,26.0,29.0,1,left,N. Jokic Hook (6 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.85,Made,,,,,,,,,,,6.0,,,,,,,,
119,PT03M00.00S,2022-01-04T02:00:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,84.97043363994744,42.15686274509804,1610612742,18,15,2022-01-04T02:00:48Z,1180000,-39.0,89.0,1,right,MISS R. Bullock 9' driving floating Shot,[203493],1610612742.0,DAL,driving floating,,,Bullock,R. Bullock,,,,,9.71,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2022-01-04T02:00:47.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,18,15,2022-01-04T02:00:48Z,1190000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
121,PT02M50.00S,2022-01-04T02:00:55.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,18,15,2022-01-04T02:00:55Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M46.00S,2022-01-04T02:01:16.1Z,1,REGULAR,foul,personal,[],1627737,,,1610612743,18,15,2022-01-04T02:01:30Z,1210000,,,0,,M. Chriss personal FOUL (1 PF),"[1627737, 203999]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,1629175.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,
124,PT02M37.00S,2022-01-04T02:01:42.4Z,1,REGULAR,3pt,Jump Shot,[],203999,28.597240473061763,17.647058823529413,1610612743,18,15,2022-01-04T02:01:47Z,1230000,162.0,216.0,1,left,MISS N. Jokic 27' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M35.00S,2022-01-04T02:01:44.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,18,15,2022-01-04T02:01:47Z,1240000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
126,PT02M31.00S,2022-01-04T02:01:49.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,74.72076215505913,89.95098039215686,1610612742,18,15,2022-01-04T02:01:55Z,1250000,200.0,185.0,1,right,MISS T. Hardaway Jr. 27' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M27.00S,2022-01-04T02:01:53.6Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612743,18,15,2022-01-04T02:01:55Z,1260000,,,0,,B. Bol REBOUND (Off:1 Def:1),[1629626],1610612743.0,DEN,,,,Bol,B. Bol,,,,,,,126.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
128,PT02M20.00S,2022-01-04T02:01:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.521024967148489,52.94117647058824,1610612743,18,17,2022-01-04T02:02:03Z,1270000,-15.0,9.0,1,left,N. Jokic cutting finger roll Layup (8 PTS) (V. Cancar 1 AST),"[203999, 1628427]",1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,1.71,Made,,,,,,,,,,,8.0,V. Cancar,1628427.0,1.0,,,,,
130,PT01M56.00S,2022-01-04T02:02:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,79.63206307490145,44.10232843137255,1610612742,18,17,2022-01-04T02:02:31Z,1290000,-29.0,139.0,1,right,MISS J. Brunson 14' turnaround fadeaway Shot,[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,14.21,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M54.00S,2022-01-04T02:02:24.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,18,17,2022-01-04T02:02:31Z,1300000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,130.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
132,PT01M46.00S,2022-01-04T02:02:33.5Z,1,REGULAR,3pt,Jump Shot,[],1629626,25.312089356110377,85.7843137254902,1610612743,18,20,2022-01-04T02:02:41Z,1310000,-179.0,185.0,1,left,B. Bol 25' 3PT  (3 PTS) (V. Cancar 2 AST),"[1629626, 1628427]",1610612743.0,DEN,,,,Bol,B. Bol,,,,,25.76,Made,,,,,,,,,,,3.0,V. Cancar,1628427.0,2.0,,,,,
134,PT01M43.00S,2022-01-04T02:02:39.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612742,18,20,2022-01-04T02:02:39Z,1330000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M43.00S,2022-01-04T02:02:41.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,18,20,2022-01-04T02:04:12Z,1340000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M43.00S,2022-01-04T02:02:41.6Z,1,REGULAR,substitution,out,[],203999,,,1610612742,18,20,2022-01-04T02:04:12Z,1350000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M43.00S,2022-01-04T02:02:41.6Z,1,REGULAR,substitution,in,[],1629029,,,1610612742,18,20,2022-01-04T02:04:12Z,1360000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M43.00S,2022-01-04T02:02:41.6Z,1,REGULAR,substitution,in,[],203210,,,1610612742,18,20,2022-01-04T02:04:12Z,1370000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M35.00S,2022-01-04T02:04:21.6Z,1,REGULAR,foul,personal,[],1628427,,,1610612742,18,20,2022-01-04T02:04:27Z,1380000,,,0,,V. Cancar personal FOUL (1 PF),"[1628427, 1629029]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,1629175.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
141,PT01M26.00S,2022-01-04T02:04:46.7Z,1,REGULAR,3pt,Jump Shot,[],203493,94.1688567674113,3.6764705882352944,1610612742,21,20,2022-01-04T02:04:52Z,1400000,-232.0,2.0,1,right,R. Bullock 3PT  (3 PTS) (S. Brown 1 AST),"[203493, 1628425]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.16,Made,,,,,,,,,,,3.0,S. Brown,1628425.0,1.0,,,,,
143,PT01M11.00S,2022-01-04T02:05:02.7Z,1,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612743,21,20,2022-01-04T02:05:19Z,1420000,,,0,,B. Bol lost ball out-of-bounds TURNOVER (1 TO),[1629626],1610612743.0,DEN,lost ball,,,Bol,B. Bol,,,,,,,,,,,1629175.0,,,,,1.0,,,,,,,,,
144,PT01M11.00S,2022-01-04T02:05:09.1Z,1,REGULAR,foul,technical,['1freethrow'],203999,,,1610612742,21,20,2022-01-04T02:05:26Z,1430000,,,0,,N. Jokic technical FOUL (1 Tech),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,1629175.0,0.0,1.0,,,,,,,,,,,,
145,PT01M11.00S,2022-01-04T02:05:32.7Z,1,REGULAR,freethrow,1 of 1,[],203493,,,1610612742,22,20,2022-01-04T02:05:32Z,1440000,,,0,,R. Bullock technical Free Throw 1 of 1 (4 PTS),[203493],1610612742.0,DAL,technical,,,Bullock,R. Bullock,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
146,PT00M52.00S,2022-01-04T02:06:09.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628432,,,1610612742,22,20,2022-01-04T02:06:18Z,1450000,,,0,,D. Reed personal FOUL (1 PF) (Doncic 2 FT),"[1628432, 1629029]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,2530.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
148,PT00M52.00S,2022-01-04T02:06:37.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,23,20,2022-01-04T02:06:37Z,1470000,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
149,PT00M52.00S,2022-01-04T02:06:56.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,24,20,2022-01-04T02:06:56Z,1480000,,,0,,L. Doncic Free Throw 2 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
150,PT00M35.20S,2022-01-04T02:07:15.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629626,5.863994743758213,52.450980392156865,1610612743,24,20,2022-01-04T02:07:25Z,1490000,-12.0,3.0,1,left,MISS B. Bol cutting DUNK - blocked,"[1629626, 1627737]",1610612743.0,DEN,cutting,,,Bol,B. Bol,,,,,1.26,Missed,,,,,,,,,,,,,,,Chriss,1627737.0,,,
151,PT00M35.20S,2022-01-04T02:07:15.0Z,1,REGULAR,block,,[],1627737,,,1610612743,24,20,2022-01-04T02:07:17Z,1500000,,,0,,M. Chriss BLOCK (1 BLK),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M32.10S,2022-01-04T02:07:18.1Z,1,REGULAR,rebound,offensive,[],203210,,,1610612743,24,20,2022-01-04T02:07:25Z,1510000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
153,PT00M29.00S,2022-01-04T02:07:23.0Z,1,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612743,24,20,2022-01-04T02:07:35Z,1520000,,,0,,B. Bol step out-of-bounds TURNOVER (2 TO),[1629626],1610612743.0,DEN,step,,,Bol,B. Bol,,,,,,,,,,,2530.0,,,,,2.0,,,,,,,,,
154,PT00M29.00S,2022-01-04T02:07:33.8Z,1,REGULAR,substitution,out,[],1629626,,,1610612742,24,20,2022-01-04T02:07:44Z,1530000,,,0,,SUB out: B. Bol,[1629626],1610612743.0,DEN,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M29.00S,2022-01-04T02:07:33.8Z,1,REGULAR,substitution,in,[],1629730,,,1610612742,24,20,2022-01-04T02:07:44Z,1540000,,,0,,SUB in: R. Tucker,[1629730],1610612743.0,DEN,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M08.60S,2022-01-04T02:08:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,65.65374507227332,37.5,1610612742,24,20,2022-01-04T02:08:14Z,1550000,-62.0,270.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M05.30S,2022-01-04T02:08:10.0Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612743,24,20,2022-01-04T02:08:10Z,1560000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT00M01.30S,2022-01-04T02:08:14.1Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612743,24,20,2022-01-04T02:08:19Z,1570000,,,0,,B. Hyland lost ball TURNOVER (1 TO),"[1630538, 1629029]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,1.0,,,,,,,Doncic,1629029.0,
159,PT00M01.30S,2022-01-04T02:08:14.1Z,1,REGULAR,steal,,[],1629029,,,1610612742,24,20,2022-01-04T02:08:15Z,1580000,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-01-04T02:08:33.2Z,1,REGULAR,period,end,[],0,,,1610612742,24,20,2022-01-04T02:08:33Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-04T02:10:21.7Z,2,REGULAR,substitution,out,['startperiod'],1630538,,,1610612742,24,20,2022-01-04T02:10:56Z,1620000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-04T02:10:21.7Z,2,REGULAR,substitution,out,['startperiod'],1628432,,,1610612742,24,20,2022-01-04T02:10:56Z,1630000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-04T02:10:21.7Z,2,REGULAR,substitution,out,['startperiod'],1628427,,,1610612742,24,20,2022-01-04T02:10:56Z,1640000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-04T02:10:21.7Z,2,REGULAR,substitution,in,['startperiod'],1630267,,,1610612742,24,20,2022-01-04T02:10:56Z,1650000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-04T02:10:21.7Z,2,REGULAR,substitution,in,['startperiod'],203085,,,1610612742,24,20,2022-01-04T02:10:56Z,1660000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-04T02:10:21.7Z,2,REGULAR,substitution,in,['startperiod'],203932,,,1610612742,24,20,2022-01-04T02:10:56Z,1670000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-04T02:10:59.2Z,2,REGULAR,period,start,[],0,,,1610612742,24,20,2022-01-04T02:10:59Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M45.00S,2022-01-04T02:11:13.5Z,2,REGULAR,3pt,Jump Shot,[],203493,94.43166885676742,2.941176470588235,1610612742,27,20,2022-01-04T02:11:18Z,1690000,-235.0,0.0,1,right,R. Bullock 3PT  (7 PTS) (L. Doncic 4 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.53,Made,,,,,,,,,,,7.0,L. Doncic,1629029.0,4.0,,,,,
173,PT11M23.00S,2022-01-04T02:11:40.0Z,2,REGULAR,turnover,traveling,[],203210,,,1610612743,27,20,2022-01-04T02:11:46Z,1720000,,,0,,J. Green traveling TURNOVER (1 TO),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,2530.0,,,,,1.0,,,,,,,,,
175,PT11M08.00S,2022-01-04T02:12:05.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627737,89.30683311432325,46.07843137254902,1610612742,29,20,2022-01-04T02:12:12Z,1740000,-20.0,48.0,1,right,M. Chriss Hook (2 PTS) (L. Doncic 5 AST),"[1627737, 1629029]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,5.18,Made,,,,,,,,,,,2.0,L. Doncic,1629029.0,5.0,,,,,
177,PT10M56.00S,2022-01-04T02:12:13.8Z,2,REGULAR,3pt,Jump Shot,[],203210,26.10052562417871,80.3921568627451,1610612743,29,20,2022-01-04T02:12:21Z,1760000,-152.0,193.0,1,left,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
178,PT10M55.00S,2022-01-04T02:12:14.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,29,20,2022-01-04T02:12:21Z,1770000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,
179,PT10M55.00S,2022-01-04T02:12:18.1Z,2,REGULAR,foul,personal,[],1629730,,,1610612742,29,20,2022-01-04T02:12:32Z,1780000,,,0,,R. Tucker loose ball personal FOUL (1 PF),"[1629730, 203501]",1610612743.0,DEN,loose ball,,,Tucker,R. Tucker,,,,,,,,,,,2530.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,
181,PT10M55.00S,2022-01-04T02:12:25.3Z,2,REGULAR,substitution,out,[],1628425,,,1610612742,29,20,2022-01-04T02:12:36Z,1800000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M55.00S,2022-01-04T02:12:25.3Z,2,REGULAR,substitution,out,[],1629730,,,1610612742,29,20,2022-01-04T02:12:36Z,1810000,,,0,,SUB out: R. Tucker,[1629730],1610612743.0,DEN,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M55.00S,2022-01-04T02:12:25.3Z,2,REGULAR,substitution,in,[],1630182,,,1610612742,29,20,2022-01-04T02:12:36Z,1820000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M55.00S,2022-01-04T02:12:25.3Z,2,REGULAR,substitution,in,[],203115,,,1610612742,29,20,2022-01-04T02:12:36Z,1830000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M41.00S,2022-01-04T02:12:47.5Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,29,20,2022-01-04T02:14:14Z,1840000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,1629175.0,,,,,2.0,,,,,,,,,
