actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-06T23:10:07.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-06T23:10:07Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-06T23:10:09.8Z,1,REGULAR,jumpball,recovered,[],203493,,,1610612742,0,0,2022-02-06T23:10:09Z,40000,,,0,,Jump Ball D. Powell vs. C. Capela: Tip to R. Bullock,"[203493, 203939, 203991]",1610612742.0,DAL,startperiod,R. Bullock,203493.0,Bullock,R. Bullock,Powell,203939.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-02-06T23:10:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.19776609724047,56.127450980392155,1610612742,2,0,2022-02-06T23:10:31Z,70000,31.0,21.0,1,right,L. Doncic driving floating Jump Shot (2 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,3.7,Made,2.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-02-06T23:10:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,34.37910643889619,48.28431372549019,1610612737,2,0,2022-02-06T23:10:43Z,90000,9.0,271.0,1,left,MISS T. Young 27' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2022-02-06T23:10:39.7Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,2,0,2022-02-06T23:10:43Z,100000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2022-02-06T23:10:49.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,89.04402102496715,26.225490196078432,1610612742,2,0,2022-02-06T23:11:43Z,110000,-119.0,50.0,1,right,MISS L. Doncic 12' pullup Shot,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,12.92,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2022-02-06T23:10:51.7Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,2,0,2022-02-06T23:10:56Z,120000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M11.00S,2022-02-06T23:10:55.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628381,5.338370565045992,49.01960784313725,1610612737,2,2,2022-02-06T23:12:18Z,130000,5.0,-2.0,1,left,J. Collins running alley-oop DUNK (2 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,running alley-oop,,,Collins,J. Collins,,,,,0.54,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,,
15,PT10M57.00S,2022-02-06T23:11:09.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,69.85873850197109,70.34313725490196,1610612742,2,2,2022-02-06T23:11:13Z,150000,102.0,231.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2022-02-06T23:11:11.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,2,2022-02-06T23:11:13Z,160000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M43.00S,2022-02-06T23:11:24.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.338370565045992,49.50980392156863,1610612737,2,4,2022-02-06T23:11:28Z,170000,2.0,-2.0,1,left,C. Capela cutting DUNK (2 PTS) (D. Hunter 1 AST),"[203991, 1629631]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,0.34,Made,2.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,,
19,PT10M29.00S,2022-02-06T23:11:41.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,2,4,2022-02-06T23:11:41Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M24.00S,2022-02-06T23:11:54.0Z,1,REGULAR,3pt,Jump Shot,[],203939,73.40670170827858,17.892156862745097,1610612742,2,4,2022-02-06T23:11:59Z,200000,-161.0,197.0,1,right,MISS D. Powell 25' 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2022-02-06T23:11:58.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,4,2022-02-06T23:11:59Z,210000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT10M14.00S,2022-02-06T23:12:03.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.225361366622867,65.68627450980392,1610612737,2,4,2022-02-06T23:12:08Z,220000,-78.0,241.0,1,left,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M10.00S,2022-02-06T23:12:07.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,2,4,2022-02-06T23:12:08Z,230000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT10M01.00S,2022-02-06T23:12:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.69448094612353,53.67647058823529,1610612742,4,4,2022-02-06T23:15:40Z,240000,18.0,-3.0,1,right,J. Brunson driving Layup (2 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,1.86,Made,2.0,,,,,,,,,,,,,,,,,,
43,PT10M01.00S,2022-02-06T23:12:33.7Z,1,REGULAR,stoppage,other,[],0,,,1610612737,4,4,2022-02-06T23:14:15Z,245000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2022-02-06T23:12:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.835085413929041,39.705882352941174,1610612737,4,4,2022-02-06T23:17:09Z,250000,51.0,21.0,1,left,MISS D. Hunter alley-oop Layup,[1629631],1610612737.0,ATL,alley-oop,,,Hunter,D. Hunter,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2022-02-06T23:12:49.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,4,4,2022-02-06T23:12:53Z,260000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M42.00S,2022-02-06T23:12:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,89.70105124835742,63.725490196078425,1610612742,4,4,2022-02-06T23:13:00Z,270000,69.0,44.0,1,right,MISS L. Doncic 8' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,8.17,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2022-02-06T23:12:59.9Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,4,4,2022-02-06T23:13:00Z,280000,,,0,,L. Doncic REBOUND (Off:1 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,
29,PT09M38.00S,2022-02-06T23:12:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,94.40999984741211,50.0,1610612742,4,4,2022-02-06T23:12:59Z,290000,0.0,0.0,1,right,MISS L. Doncic tip Layup,[1629029],1610612742.0,DAL,tip,,,Doncic,L. Doncic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M37.00S,2022-02-06T23:12:59.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,4,2022-02-06T23:12:59Z,300000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,
31,PT09M35.00S,2022-02-06T23:13:01.5Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,4,4,2022-02-06T23:13:05Z,310000,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1628973]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,,,,,
32,PT09M35.00S,2022-02-06T23:13:01.5Z,1,REGULAR,steal,,[],1628973,,,1610612742,4,4,2022-02-06T23:13:03Z,320000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M29.00S,2022-02-06T23:13:08.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203493,69.11547306176085,63.99356617647059,1610612742,4,4,2022-02-06T23:13:19Z,330000,70.0,238.0,1,right,MISS R. Bullock 24' pullup 3PT,[203493],1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M27.00S,2022-02-06T23:13:10.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,4,2022-02-06T23:13:19Z,340000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,
