actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
93,PT04M25.00S,2021-12-24T01:54:43.5Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,16,15,2021-12-24T01:54:44Z,930000,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,
94,PT04M13.00S,2021-12-24T01:54:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,13.748357424441524,46.32352941176471,1610612742,16,15,2021-12-24T01:54:58Z,940000,18.0,77.0,1,left,MISS F. Ntilikina 7' driving floating Shot,[1628373],1610612742.0,DAL,driving floating,,,Ntilikina,F. Ntilikina,,,,,7.89,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2021-12-24T01:54:57.1Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,16,15,2021-12-24T01:54:58Z,950000,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,,,
96,PT04M05.00S,2021-12-24T01:55:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628400,93.5611038107753,96.34650735294117,1610612749,16,15,2021-12-24T01:55:19Z,960000,232.0,8.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M02.00S,2021-12-24T01:55:06.1Z,1,REGULAR,rebound,defensive,[],202688,,,1610612742,16,15,2021-12-24T01:55:07Z,970000,,,0,,B. Knight REBOUND (Off:0 Def:1),[202688],1610612742.0,DAL,,,,Knight,B. Knight,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT03M57.00S,2021-12-24T01:55:10.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628373,24.129434954007884,84.06862745098039,1610612742,16,15,2021-12-24T01:55:15Z,980000,-170.0,174.0,1,left,MISS F. Ntilikina 24' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M53.00S,2021-12-24T01:55:14.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,16,15,2021-12-24T01:55:15Z,990000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,98.0,3.0,2.0,1.0,,,,,,,,,,,
100,PT03M48.00S,2021-12-24T01:55:19.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,71.82982917214193,16.42156862745098,1610612749,16,15,2021-12-24T01:55:25Z,1000000,-168.0,212.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M43.00S,2021-12-24T01:55:24.8Z,1,REGULAR,rebound,defensive,[],202688,,,1610612742,16,15,2021-12-24T01:55:25Z,1010000,,,0,,B. Knight REBOUND (Off:0 Def:2),[202688],1610612742.0,DAL,,,,Knight,B. Knight,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,
102,PT03M28.00S,2021-12-24T01:55:39.7Z,1,REGULAR,3pt,Jump Shot,[],1629033,27.94021024967148,78.43137254901961,1610612742,19,15,2021-12-24T01:55:43Z,1020000,-142.0,210.0,1,left,T. Pinson 25' 3PT  (6 PTS) (J. Brunson 3 AST),"[1629033, 1628973]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,25.37,Made,6.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,,
104,PT03M10.00S,2021-12-24T01:55:59.8Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,19,15,2021-12-24T02:02:30Z,1040000,,,0,,J. Holiday lost ball TURNOVER (3 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1627963.0,,,,,3.0,,,,,
105,PT02M57.00S,2021-12-24T01:56:23.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,31.225361366622867,21.323529411764707,1610612742,19,15,2021-12-24T01:56:29Z,1050000,143.0,241.0,1,left,MISS J. Brunson 28' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M56.00S,2021-12-24T01:56:24.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,19,15,2021-12-24T01:56:29Z,1060000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,
107,PT02M56.00S,2021-12-24T01:56:29.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,19,15,2021-12-24T01:56:29Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M56.00S,2021-12-24T01:56:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,19,15,2021-12-24T01:56:32Z,1080000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M56.00S,2021-12-24T01:58:31.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612749,19,15,2021-12-24T01:59:26Z,1090000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M56.00S,2021-12-24T01:58:31.6Z,1,REGULAR,substitution,out,[],1628373,,,1610612749,19,15,2021-12-24T01:59:26Z,1100000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M56.00S,2021-12-24T01:58:31.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,19,15,2021-12-24T01:59:26Z,1110000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M56.00S,2021-12-24T01:58:31.6Z,1,REGULAR,substitution,in,[],1630637,,,1610612749,19,15,2021-12-24T01:59:26Z,1120000,,,0,,SUB in: C. Jones,[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M56.00S,2021-12-24T01:58:31.6Z,1,REGULAR,substitution,in,[],1627827,,,1610612749,19,15,2021-12-24T01:59:26Z,1130000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M56.00S,2021-12-24T01:58:31.6Z,1,REGULAR,substitution,in,[],201588,,,1610612749,19,15,2021-12-24T01:59:26Z,1140000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M39.00S,2021-12-24T01:59:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203918,87.99277266754271,47.05882352941176,1610612749,19,15,2021-12-24T02:00:55Z,1150000,-15.0,60.0,1,right,MISS R. Hood 6' driving floating Shot,[203918],1610612749.0,MIL,driving floating,,,Hood,R. Hood,,,,,6.22,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M37.00S,2021-12-24T01:59:43.6Z,1,REGULAR,rebound,defensive,[],1630637,,,1610612742,19,15,2021-12-24T01:59:45Z,1160000,,,0,,C. Jones REBOUND (Off:0 Def:1),[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT02M26.00S,2021-12-24T01:59:54.2Z,1,REGULAR,3pt,Jump Shot,[],202688,5.469776609724048,95.58823529411765,1610612742,19,15,2021-12-24T01:59:58Z,1170000,-228.0,-1.0,1,left,MISS B. Knight 3PT,[202688],1610612742.0,DAL,,,,Knight,B. Knight,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2021-12-24T01:59:57.2Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,19,15,2021-12-24T01:59:58Z,1180000,,,0,,J. Nwora REBOUND (Off:0 Def:4),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,117.0,4.0,4.0,0.0,,,,,,,,,,,
119,PT02M18.00S,2021-12-24T02:00:02.7Z,1,REGULAR,2pt,Jump Shot,[],1629670,91.01511169513797,68.62745098039215,1610612749,19,15,2021-12-24T02:03:19Z,1190000,93.0,32.0,1,right,MISS J. Nwora 9' driving floating Shot,[1629670],1610612749.0,MIL,driving floating,,,Nwora,J. Nwora,,,,,9.84,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M16.00S,2021-12-24T02:00:04.7Z,1,REGULAR,rebound,defensive,[],1630637,,,1610612742,19,15,2021-12-24T02:00:13Z,1200000,,,0,,C. Jones REBOUND (Off:0 Def:2),[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,
121,PT02M13.00S,2021-12-24T02:00:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202688,5.995400788436268,49.01960784313725,1610612742,21,15,2021-12-24T02:00:17Z,1210000,5.0,4.0,1,left,B. Knight running Layup (2 PTS) (C. Jones 1 AST),"[202688, 1630637]",1610612742.0,DAL,running,,,Knight,B. Knight,,,,,0.63,Made,2.0,C. Jones,1630637.0,1.0,,,,,,,,,,,,,,,
123,PT01M57.00S,2021-12-24T02:00:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629670,72.35545335085413,78.67647058823529,1610612749,21,15,2021-12-24T02:00:29Z,1230000,143.0,207.0,1,right,MISS J. Nwora 25' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
124,PT01M53.00S,2021-12-24T02:00:28.5Z,1,REGULAR,rebound,defensive,[],1629033,,,1610612742,21,15,2021-12-24T02:00:29Z,1240000,,,0,,T. Pinson REBOUND (Off:0 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,
125,PT01M46.00S,2021-12-24T02:00:34.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,6.1268068331143235,50.73529411764706,1610612742,23,15,2021-12-24T02:00:39Z,1250000,-4.0,5.0,1,left,M. Brown cutting DUNK (2 PTS) (T. Pinson 1 AST),"[1629650, 1629033]",1610612742.0,DAL,cutting,,,Brown,M. Brown,,,,,0.63,Made,2.0,T. Pinson,1629033.0,1.0,,,,,,,,,,,,,,,
127,PT01M29.00S,2021-12-24T02:00:51.0Z,1,REGULAR,3pt,Jump Shot,[],1628400,70.90998685939553,25.49019607843137,1610612749,23,15,2021-12-24T02:00:55Z,1270000,-123.0,221.0,1,right,MISS S. Ojeleye 25' 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M27.00S,2021-12-24T02:00:53.0Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,23,15,2021-12-24T02:00:55Z,1280000,,,0,,J. Holiday REBOUND (Off:2 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,127.0,4.0,2.0,2.0,,,,,,,,,,,
129,PT01M25.00S,2021-12-24T02:00:55.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203918,75.90341655716163,12.009803921568627,1610612749,23,15,2021-12-24T02:00:58Z,1290000,-190.0,174.0,1,right,MISS R. Hood 25' 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M23.00S,2021-12-24T02:00:57.2Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,23,15,2021-12-24T02:00:58Z,1300000,,,0,,M. Brown REBOUND (Off:0 Def:2),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT01M13.00S,2021-12-24T02:01:07.0Z,1,REGULAR,3pt,Jump Shot,[],202688,31.35676741130092,61.029411764705884,1610612742,23,15,2021-12-24T02:01:10Z,1310000,-55.0,242.0,1,left,MISS B. Knight 24' pullup 3PT,[202688],1610612742.0,DAL,pullup,,,Knight,B. Knight,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M11.00S,2021-12-24T02:01:09.0Z,1,REGULAR,rebound,defensive,[],203918,,,1610612749,23,15,2021-12-24T02:01:10Z,1320000,,,0,,R. Hood REBOUND (Off:0 Def:1),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
133,PT01M03.00S,2021-12-24T02:01:18.4Z,1,REGULAR,3pt,Jump Shot,[],1628400,96.00854139290408,3.1862745098039214,1610612749,23,15,2021-12-24T02:01:23Z,1330000,-234.0,-15.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M58.20S,2021-12-24T02:01:23.2Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,23,15,2021-12-24T02:01:23Z,1340000,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,,,
135,PT00M57.30S,2021-12-24T02:01:24.5Z,1,REGULAR,turnover,bad pass,[],1629650,,,1610612742,23,15,2021-12-24T02:01:29Z,1350000,,,0,,M. Brown bad pass TURNOVER (1 TO),"[1629650, 1629670]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,1.0,,,Nwora,1629670.0,
136,PT00M57.30S,2021-12-24T02:01:24.5Z,1,REGULAR,steal,,[],1629670,,,1610612749,23,15,2021-12-24T02:01:27Z,1360000,,,0,,J. Nwora STEAL (2 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M39.60S,2021-12-24T02:01:42.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629670,83.20055847568987,90.46415441176471,1610612749,23,15,2021-12-24T02:01:49Z,1370000,202.0,105.0,1,right,MISS J. Nwora 22' Jump Shot,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M37.30S,2021-12-24T02:01:44.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,23,15,2021-12-24T02:01:44Z,1380000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,
139,PT00M20.70S,2021-12-24T02:02:01.1Z,1,REGULAR,3pt,Jump Shot,[],202688,28.33442838370565,74.75490196078431,1610612742,23,15,2021-12-24T02:02:05Z,1390000,-124.0,214.0,1,left,MISS B. Knight 24' 3PT,[202688],1610612742.0,DAL,,,,Knight,B. Knight,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M17.90S,2021-12-24T02:02:03.9Z,1,REGULAR,rebound,defensive,[],203918,,,1610612749,23,15,2021-12-24T02:02:03Z,1400000,,,0,,R. Hood REBOUND (Off:0 Def:2),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,
141,PT00M02.00S,2021-12-24T02:02:23.3Z,1,REGULAR,foul,personal,[],1629033,,,1610612749,23,15,2021-12-24T02:02:29Z,1410000,,,0,,T. Pinson personal FOUL (2 PF),"[1629033, 201950]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Holiday,201950.0,,,,,,
143,PT00M02.00S,2021-12-24T02:02:29.0Z,1,REGULAR,substitution,out,[],1630637,,,1610612749,23,15,2021-12-24T02:02:43Z,1430000,,,0,,SUB out: C. Jones,[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M02.00S,2021-12-24T02:02:29.0Z,1,REGULAR,substitution,out,[],203918,,,1610612749,23,15,2021-12-24T02:02:43Z,1440000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M02.00S,2021-12-24T02:02:29.0Z,1,REGULAR,substitution,in,[],1628373,,,1610612749,23,15,2021-12-24T02:02:43Z,1450000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M02.00S,2021-12-24T02:02:29.0Z,1,REGULAR,substitution,in,[],203114,,,1610612749,23,15,2021-12-24T02:02:43Z,1460000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2021-12-24T02:02:51.1Z,1,REGULAR,2pt,Jump Shot,[],203114,93.9060446780552,90.93137254901961,1610612749,23,15,2021-12-24T02:02:56Z,1470000,205.0,5.0,1,right,MISS K. Middleton 20' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,20.48,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2021-12-24T02:02:54.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,23,15,2021-12-24T02:02:54Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,
149,PT00M00.00S,2021-12-24T02:02:55.7Z,1,REGULAR,period,end,[],0,,,1610612749,23,15,2021-12-24T02:02:55Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,out,['startperiod'],1629650,,,1610612749,23,15,2021-12-24T02:05:41Z,1500000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612749,23,15,2021-12-24T02:05:41Z,1510000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,out,['startperiod'],1629670,,,1610612749,23,15,2021-12-24T02:05:41Z,1520000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,out,['startperiod'],201950,,,1610612749,23,15,2021-12-24T02:05:41Z,1530000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,out,['startperiod'],1628400,,,1610612749,23,15,2021-12-24T02:05:41Z,1540000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,in,['startperiod'],1627737,,,1610612749,23,15,2021-12-24T02:05:41Z,1550000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,in,['startperiod'],1630637,,,1610612749,23,15,2021-12-24T02:05:41Z,1560000,,,0,,SUB in: C. Jones,[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,in,['startperiod'],202326,,,1610612749,23,15,2021-12-24T02:05:41Z,1570000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,23,15,2021-12-24T02:05:41Z,1580000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-24T02:03:27.5Z,2,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,23,15,2021-12-24T02:05:41Z,1590000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-24T02:05:39.4Z,2,REGULAR,period,start,[],0,,,1610612742,23,15,2021-12-24T02:05:42Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M48.00S,2021-12-24T02:05:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627737,4.681340341655716,52.20588235294118,1610612742,25,15,2021-12-24T02:05:54Z,1610000,-11.0,-8.0,1,left,M. Chriss cutting Layup (2 PTS) (C. Jones 2 AST),"[1627737, 1630637]",1610612742.0,DAL,cutting,,,Chriss,M. Chriss,,,,,1.39,Made,2.0,C. Jones,1630637.0,2.0,,,,,,,,,,,,,,,
163,PT11M26.00S,2021-12-24T02:06:11.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202326,91.01511169513797,55.392156862745104,1610612749,25,15,2021-12-24T02:06:16Z,1630000,27.0,32.0,1,right,MISS D. Cousins Hook - blocked,"[202326, 1627827]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,4.19,Missed,,,,,,,,,,,,,,,Finney-Smith,1627827.0,,,
164,PT11M26.00S,2021-12-24T02:06:11.7Z,2,REGULAR,block,,[],1627827,,,1610612749,25,15,2021-12-24T02:06:14Z,1640000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M23.00S,2021-12-24T02:06:14.7Z,2,REGULAR,rebound,offensive,[],202326,,,1610612749,25,15,2021-12-24T02:06:16Z,1650000,,,0,,D. Cousins REBOUND (Off:1 Def:2),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,
166,PT11M22.00S,2021-12-24T02:06:15.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202326,93.24901445466492,48.529411764705884,1610612749,25,15,2021-12-24T02:06:19Z,1660000,-7.0,11.0,1,right,MISS D. Cousins putback Layup - blocked,"[202326, 1627827]",1610612749.0,MIL,putback,,,Cousins,D. Cousins,,,,,1.33,Missed,,,,,,,,,,,,,,,Finney-Smith,1627827.0,,,
167,PT11M22.00S,2021-12-24T02:06:15.9Z,2,REGULAR,block,,[],1627827,,,1610612749,25,15,2021-12-24T02:06:18Z,1670000,,,0,,D. Finney-Smith BLOCK (2 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M20.00S,2021-12-24T02:06:17.9Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,25,15,2021-12-24T02:06:19Z,1680000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,
169,PT11M17.00S,2021-12-24T02:06:21.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,28.597240473061763,25.0,1610612742,25,15,2021-12-24T02:06:25Z,1690000,125.0,216.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M13.00S,2021-12-24T02:06:25.2Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,25,15,2021-12-24T02:06:25Z,1700000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,
171,PT11M03.00S,2021-12-24T02:06:35.2Z,2,REGULAR,3pt,Jump Shot,[],202083,80.1084099868594,90.68627450980392,1610612749,25,18,2021-12-24T02:06:38Z,1710000,203.0,134.0,1,right,W. Matthews 24' 3PT  (3 PTS) (P. Connaughton 1 AST),"[202083, 1626192]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,24.38,Made,3.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,,
173,PT10M52.00S,2021-12-24T02:06:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627737,5.863994743758213,53.67647058823529,1610612742,27,18,2021-12-24T02:06:59Z,1730000,-18.0,3.0,1,left,M. Chriss cutting Layup (4 PTS) (C. Jones 3 AST),"[1627737, 1630637]",1610612742.0,DAL,cutting,,,Chriss,M. Chriss,,,,,1.86,Made,4.0,C. Jones,1630637.0,3.0,,,,,,,,,,,,,,,
175,PT10M52.00S,2021-12-24T02:06:53.4Z,2,REGULAR,violation,defensive goaltending,[],202326,,,1610612742,27,18,2021-12-24T02:06:59Z,1750000,,,0,,D. Cousins defensive goaltending VIOLATION,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,101284.0,,,,,,,,,,
176,PT10M36.00S,2021-12-24T02:07:19.5Z,2,REGULAR,3pt,Jump Shot,[],201588,69.33311432325887,29.901960784313726,1610612749,27,18,2021-12-24T02:07:24Z,1760000,-100.0,236.0,1,right,MISS G. Hill 25' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
