actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
358,PT09M44.00S,2021-12-14T02:55:40.3Z,3,REGULAR,block,,[],204001,,,1610612766,71,48,2021-12-14T02:56:33Z,3505000,,,0,,K. Porzingis BLOCK (4 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M44.00S,2021-12-14T02:55:40.3Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,71,48,2021-12-14T02:56:33Z,3510000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,351.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
353,PT09M31.00S,2021-12-14T02:55:53.1Z,3,REGULAR,3pt,Jump Shot,[],204001,30.17411300919842,68.38235294117648,1610612742,71,48,2021-12-14T02:55:59Z,3520000,-92.0,231.0,1,left,MISS K. Porzingis 24' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
354,PT09M28.00S,2021-12-14T02:55:56.1Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,71,48,2021-12-14T02:55:59Z,3530000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,353.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
355,PT09M24.00S,2021-12-14T02:56:01.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,94.82588699080158,51.470588235294116,1610612766,71,50,2021-12-14T02:57:31Z,3540000,7.0,-4.0,1,right,T. Rozier driving Layup (7 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,0.84,Made,,,,,,,,,,7.0,,,,,,,,,
356,PT09M12.00S,2021-12-14T02:56:15.7Z,3,REGULAR,foul,personal,[],1626162,,,1610612742,71,50,2021-12-14T02:56:19Z,3550000,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 204001]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Porzingis,204001.0,
359,PT08M59.00S,2021-12-14T02:56:41.8Z,3,REGULAR,3pt,Jump Shot,[],1627827,5.469776609724048,95.58823529411765,1610612742,74,50,2021-12-14T02:56:45Z,3570000,-228.0,-1.0,1,left,D. Finney-Smith 3PT  (5 PTS) (J. Brunson 8 AST),"[1627827, 1628973]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.79,Made,,,,,,,,,,5.0,J. Brunson,1628973.0,8.0,,,,,,
361,PT08M44.00S,2021-12-14T02:56:56.8Z,3,REGULAR,3pt,Jump Shot,[],202330,69.72733245729303,30.14705882352941,1610612766,74,53,2021-12-14T02:57:02Z,3590000,-99.0,232.0,1,right,G. Hayward 25' 3PT  (12 PTS) (P. Washington 1 AST),"[202330, 1629023]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.24,Made,,,,,,,,,,12.0,P. Washington,1629023.0,1.0,,,,,,
363,PT08M26.00S,2021-12-14T02:57:14.6Z,3,REGULAR,3pt,Jump Shot,[],1628467,31.09395532194481,65.44117647058823,1610612742,74,53,2021-12-14T02:57:20Z,3610000,-77.0,240.0,1,left,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
364,PT08M23.00S,2021-12-14T02:57:17.6Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,74,53,2021-12-14T02:57:20Z,3620000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,363.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
365,PT08M10.00S,2021-12-14T02:57:30.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,73.27529566360053,17.15686274509804,1610612766,74,53,2021-12-14T02:57:35Z,3630000,-164.0,199.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
366,PT08M08.00S,2021-12-14T02:57:32.8Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,74,53,2021-12-14T02:57:35Z,3640000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
367,PT07M45.00S,2021-12-14T02:57:56.0Z,3,REGULAR,3pt,Jump Shot,[],1628467,44.23455978975033,17.892156862745097,1610612742,74,53,2021-12-14T02:58:13Z,3650000,161.0,363.0,1,left,MISS M. Kleber 39' bank 3PT,[1628467],1610612742.0,DAL,bank,,,Kleber,M. Kleber,,,,,39.72,Missed,,,,,,,,,,,,,,,,,,,
368,PT07M41.00S,2021-12-14T02:58:00.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,74,53,2021-12-14T02:58:02Z,3660000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,367.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
369,PT07M27.00S,2021-12-14T02:58:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,88.91261498028909,40.68627450980392,1610612766,74,53,2021-12-14T02:59:48Z,3670000,-47.0,52.0,1,right,MISS G. Hayward 6' driving floating Shot - blocked,"[202330, 204001]",1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,6.96,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,,
370,PT07M27.00S,2021-12-14T02:58:14.7Z,3,REGULAR,block,,[],204001,,,1610612766,74,53,2021-12-14T02:58:16Z,3680000,,,0,,K. Porzingis BLOCK (5 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M25.00S,2021-12-14T02:58:16.7Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,74,53,2021-12-14T02:58:29Z,3690000,,,0,,M. Bridges REBOUND (Off:3 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,369.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
372,PT07M25.00S,2021-12-14T02:58:20.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,74,53,2021-12-14T02:58:20Z,3700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M25.00S,2021-12-14T02:58:24.8Z,3,REGULAR,substitution,out,[],204001,,,1610612766,74,53,2021-12-14T02:58:34Z,3710000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M25.00S,2021-12-14T02:58:24.8Z,3,REGULAR,substitution,in,[],203501,,,1610612766,74,53,2021-12-14T02:58:34Z,3720000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M22.00S,2021-12-14T02:58:37.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626179,93.11760840998686,7.8431372549019605,1610612766,74,55,2021-12-14T02:58:43Z,3730000,-211.0,12.0,1,right,T. Rozier 21' Jump Shot (9 PTS) (K. Oubre Jr. 2 AST),"[1626179, 1626162]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,21.12,Made,,,,,,,,,,9.0,K. Oubre Jr.,1626162.0,2.0,,,,,,
377,PT06M58.00S,2021-12-14T02:59:02.1Z,3,REGULAR,3pt,Jump Shot,[],203501,29.38567674113009,75.24509803921569,1610612742,74,55,2021-12-14T03:02:07Z,3750000,-126.0,224.0,1,left,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
378,PT06M54.00S,2021-12-14T02:59:06.1Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,74,55,2021-12-14T02:59:08Z,3760000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,377.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
379,PT06M45.00S,2021-12-14T02:59:13.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,87.07293035479631,39.950980392156865,1610612766,74,55,2021-12-14T03:02:31Z,3770000,-50.0,69.0,1,right,MISS K. Oubre Jr. 8' driving floating Shot,[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,8.53,Missed,,,,,,,,,,,,,,,,,,,
380,PT06M43.00S,2021-12-14T02:59:15.9Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,74,55,2021-12-14T02:59:15Z,3780000,,,0,,G. Hayward REBOUND (Off:2 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,379.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
381,PT06M40.00S,2021-12-14T02:59:19.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,90.3580814717477,47.549019607843135,1610612766,74,57,2021-12-14T03:02:52Z,3790000,-12.0,38.0,1,right,M. Bridges driving Layup (6 PTS) (G. Hayward 6 AST),"[1628970, 202330]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,4.0,Made,,,,,,,,,,6.0,G. Hayward,202330.0,6.0,,,,,,
383,PT06M40.00S,2021-12-14T02:59:23.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,74,57,2021-12-14T02:59:23Z,3810000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M40.00S,2021-12-14T03:01:53.3Z,3,REGULAR,substitution,out,[],1628973,,,1610612742,74,57,2021-12-14T03:02:18Z,3820000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M40.00S,2021-12-14T03:01:53.3Z,3,REGULAR,substitution,in,[],203504,,,1610612742,74,57,2021-12-14T03:02:18Z,3830000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M19.00S,2021-12-14T03:02:36.1Z,3,REGULAR,3pt,Jump Shot,[],203504,31.61957950065703,27.696078431372552,1610612742,74,57,2021-12-14T03:02:41Z,3840000,112.0,245.0,1,left,MISS T. Burke 26' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
387,PT06M15.00S,2021-12-14T03:02:40.1Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,74,57,2021-12-14T03:02:41Z,3850000,,,0,,M. Bridges REBOUND (Off:3 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,386.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
388,PT06M08.00S,2021-12-14T03:02:46.9Z,3,REGULAR,3pt,Jump Shot,[],1626162,94.69448094612353,95.34313725490196,1610612766,74,57,2021-12-14T03:02:52Z,3860000,227.0,-3.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
389,PT06M05.00S,2021-12-14T03:02:49.9Z,3,REGULAR,rebound,defensive,[],203504,,,1610612742,74,57,2021-12-14T03:02:52Z,3870000,,,0,,T. Burke REBOUND (Off:0 Def:2),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,388.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
390,PT05M55.00S,2021-12-14T03:02:59.9Z,3,REGULAR,3pt,Jump Shot,[],1627827,32.933639947437584,45.09803921568628,1610612742,77,57,2021-12-14T03:03:04Z,3880000,25.0,257.0,1,left,D. Finney-Smith 25' 3PT  (8 PTS) (T. Burke 2 AST),"[1627827, 203504]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.83,Made,,,,,,,,,,8.0,T. Burke,203504.0,2.0,,,,,,
392,PT05M33.00S,2021-12-14T03:03:21.4Z,3,REGULAR,2pt,Jump Shot,[],202330,72.61826544021025,50.245098039215684,1610612766,77,59,2021-12-14T03:03:26Z,3900000,1.0,205.0,1,right,G. Hayward 20' step back Jump Shot (14 PTS),[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,20.49,Made,,,,,,,,,,14.0,,,,,,,,,
393,PT05M13.00S,2021-12-14T03:03:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203504,5.995400788436268,51.470588235294116,1610612742,79,59,2021-12-14T03:03:48Z,3910000,-7.0,4.0,1,left,T. Burke driving Layup (14 PTS),[203504],1610612742.0,DAL,driving,,,Burke,T. Burke,,,,,0.84,Made,,,,,,,,,,14.0,,,,,,,,,
394,PT04M55.00S,2021-12-14T03:04:00.0Z,3,REGULAR,3pt,Jump Shot,[],1629023,67.49342969776609,42.15686274509804,1610612766,79,59,2021-12-14T03:04:08Z,3920000,-39.0,253.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
395,PT04M53.00S,2021-12-14T03:04:02.0Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,79,59,2021-12-14T03:04:08Z,3930000,,,0,,M. Bridges REBOUND (Off:4 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,394.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
396,PT04M49.00S,2021-12-14T03:04:06.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,92.72339027595268,39.950980392156865,1610612766,79,59,2021-12-14T03:04:48Z,3940000,-50.0,16.0,1,right,MISS K. Oubre Jr. Layup,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,5.27,Missed,,,,,,,,,,,,,,,,,,,
397,PT04M47.00S,2021-12-14T03:04:08.0Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,79,59,2021-12-14T03:04:11Z,3950000,,,0,,M. Kleber REBOUND (Off:1 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,396.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
398,PT04M41.00S,2021-12-14T03:04:16.4Z,3,REGULAR,foul,personal,[],1626162,,,1610612742,79,59,2021-12-14T03:04:32Z,3960000,,,0,,K. Oubre Jr. personal FOUL (3 PF),"[1626162, 203501]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Hardaway Jr.,203501.0,
400,PT04M32.00S,2021-12-14T03:04:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,6.915243101182654,45.34313725490196,1610612742,81,59,2021-12-14T03:04:45Z,3980000,23.0,13.0,1,left,D. Finney-Smith driving Layup (10 PTS) (T. Burke 3 AST),"[1627827, 203504]",1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,2.64,Made,,,,,,,,,,10.0,T. Burke,203504.0,3.0,,,,,,
402,PT04M09.00S,2021-12-14T03:05:07.8Z,3,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612766,81,59,2021-12-14T03:05:16Z,4000000,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Bridges 2 FT),"[1627827, 1628970]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Bridges,1628970.0,
404,PT04M09.00S,2021-12-14T03:05:31.4Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,81,60,2021-12-14T03:05:31Z,4020000,,,0,,M. Bridges Free Throw 1 of 2 (7 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
405,PT04M09.00S,2021-12-14T03:05:31.4Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,81,60,2021-12-14T03:05:50Z,4030000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,,
406,PT04M06.00S,2021-12-14T03:05:34.4Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,81,60,2021-12-14T03:05:50Z,4040000,,,0,,M. Kleber REBOUND (Off:1 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,405.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
407,PT03M46.00S,2021-12-14T03:06:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203504,7.440867279894875,53.431372549019606,1610612742,81,60,2021-12-14T03:06:30Z,4050000,-17.0,17.0,1,left,MISS T. Burke driving finger roll Layup,[203504],1610612742.0,DAL,driving finger roll,,,Burke,T. Burke,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
408,PT03M45.00S,2021-12-14T03:06:09.9Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,81,60,2021-12-14T03:06:13Z,4060000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,407.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
409,PT03M45.00S,2021-12-14T03:06:12.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627827,5.590000152587891,50.0,1610612742,83,60,2021-12-14T03:06:12Z,4070000,0.0,0.0,1,left,D. Finney-Smith tip DUNK (12 PTS),[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Made,,,,,,,,,,12.0,,,,,,,,,
410,PT03M45.00S,2021-12-14T03:06:15.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,83,60,2021-12-14T03:06:15Z,4080000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M45.00S,2021-12-14T03:08:55.0Z,3,REGULAR,substitution,out,[],203493,,,1610612766,83,60,2021-12-14T03:09:13Z,4090000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M45.00S,2021-12-14T03:08:55.0Z,3,REGULAR,substitution,out,[],1626162,,,1610612766,83,60,2021-12-14T03:09:13Z,4100000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M45.00S,2021-12-14T03:08:55.0Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,83,60,2021-12-14T03:09:13Z,4110000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M45.00S,2021-12-14T03:08:55.0Z,3,REGULAR,substitution,in,[],1630182,,,1610612766,83,60,2021-12-14T03:09:13Z,4120000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M45.00S,2021-12-14T03:08:55.0Z,3,REGULAR,substitution,in,[],1630547,,,1610612766,83,60,2021-12-14T03:09:13Z,4130000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M45.00S,2021-12-14T03:08:55.0Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,83,60,2021-12-14T03:09:13Z,4140000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M33.00S,2021-12-14T03:09:21.9Z,3,REGULAR,3pt,Jump Shot,[],202330,73.01248357424441,17.647058823529413,1610612766,83,63,2021-12-14T03:09:27Z,4150000,-162.0,201.0,1,right,G. Hayward 25' 3PT  (17 PTS) (M. Bridges 3 AST),"[202330, 1628970]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.82,Made,,,,,,,,,,17.0,M. Bridges,1628970.0,3.0,,,,,,
419,PT03M05.00S,2021-12-14T03:09:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,18.084756898817346,40.19607843137255,1610612742,83,63,2021-12-14T03:10:33Z,4170000,49.0,117.0,1,left,MISS T. Hardaway Jr. 12' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,12.73,Missed,,,,,,,,,,,,,,,,,,,
420,PT03M03.00S,2021-12-14T03:09:56.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,83,63,2021-12-14T03:09:56Z,4180000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,,
421,PT03M03.00S,2021-12-14T03:09:58.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,83,63,2021-12-14T03:09:58Z,4190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M00.00S,2021-12-14T03:10:14.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627827,11.251642575558476,48.28431372549019,1610612742,83,63,2021-12-14T03:10:33Z,4200000,9.0,53.0,1,left,MISS D. Finney-Smith floating Shot,[1627827],1610612742.0,DAL,floating,,,Finney-Smith,D. Finney-Smith,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,,
423,PT02M55.00S,2021-12-14T03:10:18.6Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,83,63,2021-12-14T03:10:18Z,4210000,,,0,,M. Bridges REBOUND (Off:4 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,422.0,9.0,5.0,4.0,,,,,,,,,,,,,,,
424,PT02M51.00S,2021-12-14T03:10:23.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202330,75.50919842312747,85.7843137254902,1610612766,83,63,2021-12-14T03:10:27Z,4220000,179.0,178.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
425,PT02M51.00S,2021-12-14T03:10:23.3Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,83,63,2021-12-14T03:10:27Z,4230000,,,0,,M. Kleber REBOUND (Off:1 Def:5),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,424.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
426,PT02M33.00S,2021-12-14T03:10:41.4Z,3,REGULAR,3pt,Jump Shot,[],1627827,5.732588699080158,4.6568627450980395,1610612742,86,63,2021-12-14T03:10:45Z,4240000,227.0,1.0,1,left,D. Finney-Smith 3PT  (15 PTS) (J. Green 1 AST),"[1627827, 1630182]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.67,Made,,,,,,,,,,15.0,J. Green,1630182.0,1.0,,,,,,
428,PT02M09.00S,2021-12-14T03:11:05.3Z,3,REGULAR,3pt,Jump Shot,[],1626179,93.51182654402102,96.07843137254902,1610612766,86,66,2021-12-14T03:11:09Z,4260000,230.0,8.0,1,right,T. Rozier 3PT  (12 PTS) (C. Martin 2 AST),"[1626179, 1628998]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.06,Made,,,,,,,,,,12.0,C. Martin,1628998.0,2.0,,,,,,
430,PT01M58.00S,2021-12-14T03:11:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203504,6.783837056504599,55.88235294117647,1610612742,86,66,2021-12-14T03:11:22Z,4280000,-29.0,11.0,1,left,MISS T. Burke driving Layup - blocked,"[203504, 1626179]",1610612742.0,DAL,driving,,,Burke,T. Burke,,,,,3.15,Missed,,,,,Rozier,1626179.0,,,,,,,,,,,,,
431,PT01M58.00S,2021-12-14T03:11:16.9Z,3,REGULAR,block,,[],1626179,,,1610612742,86,66,2021-12-14T03:11:19Z,4290000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M54.00S,2021-12-14T03:11:20.9Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612742,86,66,2021-12-14T03:11:22Z,4300000,,,0,,J. Green REBOUND (Off:2 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,430.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
433,PT01M51.00S,2021-12-14T03:11:23.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,26.888961892247043,78.92156862745098,1610612742,89,66,2021-12-14T03:11:28Z,4310000,-145.0,200.0,1,left,T. Hardaway Jr. 24' 3PT  (15 PTS) (D. Finney-Smith 2 AST),"[203501, 1627827]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,24.7,Made,,,,,,,,,,15.0,D. Finney-Smith,1627827.0,2.0,,,,,,
435,PT01M30.00S,2021-12-14T03:11:43.7Z,3,REGULAR,2pt,Jump Shot,[],1626179,77.87450722733246,53.431372549019606,1610612766,89,66,2021-12-14T03:11:49Z,4330000,17.0,155.0,1,right,MISS T. Rozier 15' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,15.64,Missed,,,,,,,,,,,,,,,,,,,
436,PT01M29.00S,2021-12-14T03:11:44.7Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,89,66,2021-12-14T03:11:49Z,4340000,,,0,,M. Kleber REBOUND (Off:1 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,435.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
437,PT01M19.00S,2021-12-14T03:11:54.9Z,3,REGULAR,3pt,Jump Shot,[],203504,31.750985545335087,54.90196078431373,1610612742,89,66,2021-12-14T03:11:59Z,4350000,-25.0,246.0,1,left,MISS T. Burke 24' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
