actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
190,PT10M47.00S,2021-12-22T02:12:15.0Z,2,REGULAR,turnover,lost ball,[],1627774,,,1610612750,35,35,2021-12-22T02:12:34Z,1880000,,,0,,J. Layman lost ball TURNOVER (1 TO),"[1627774, 1629033]",1610612750.0,MIN,,,,Layman,J. Layman,,,,,1.0,Pinson,1629033.0,,,,,,,,,,,,,,,,,,
191,PT10M47.00S,2021-12-22T02:12:15.0Z,2,REGULAR,steal,,[],1629033,,,1610612742,35,35,2021-12-22T02:12:16Z,1890000,,,0,,T. Pinson STEAL (1 STL),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M37.00S,2021-12-22T02:12:26.2Z,2,REGULAR,turnover,bad pass,[],1628373,,,1610612742,35,35,2021-12-22T02:32:15Z,1900000,,,0,,F. Ntilikina bad pass TURNOVER (1 TO),"[1628373, 1629669]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,1.0,Nowell,1629669.0,,,,,,,,,,,,,,,,,,
193,PT10M37.00S,2021-12-22T02:12:26.2Z,2,REGULAR,steal,,[],1629669,,,1610612750,35,35,2021-12-22T02:12:28Z,1910000,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M32.00S,2021-12-22T02:12:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629675,8.886333771353483,52.450980392156865,1610612750,35,35,2021-12-22T02:12:43Z,1920000,-12.0,31.0,1,left,MISS N. Reid Layup - blocked,"[1629675, 1629033]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,3.34,Missed,,,,,,,,,Pinson,1629033.0,
195,PT10M32.00S,2021-12-22T02:12:31.2Z,2,REGULAR,block,,[],1629033,,,1610612750,35,35,2021-12-22T02:12:33Z,1930000,,,0,,T. Pinson BLOCK (1 BLK),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M28.00S,2021-12-22T02:12:35.2Z,2,REGULAR,rebound,defensive,[],1629033,,,1610612742,35,35,2021-12-22T02:12:43Z,1940000,,,0,,T. Pinson REBOUND (Off:0 Def:2),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,194.0,2.0,2.0,0.0,,,,,,,
197,PT10M20.00S,2021-12-22T02:12:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629033,85.10183968462549,54.65686274509803,1610612742,35,35,2021-12-22T02:12:49Z,1950000,23.0,88.0,1,right,MISS T. Pinson 9' pullup Shot,[1629033],1610612742.0,DAL,pullup,,,Pinson,T. Pinson,,,,,,,,,,,,,9.05,Missed,,,,,,,,,,,
198,PT10M17.00S,2021-12-22T02:12:44.9Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,35,35,2021-12-22T02:12:46Z,1960000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,
199,PT10M14.00S,2021-12-22T02:12:52.4Z,2,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612750,35,35,2021-12-22T02:13:53Z,1970000,,,0,,J. Brunson shooting personal FOUL (2 PF) (Russell 2 FT),"[1628973, 1626156]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,1628951.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,,,,
201,PT10M14.00S,2021-12-22T02:13:21.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626156,,,1610612750,35,36,2021-12-22T02:20:44Z,1990000,,,0,,D. Russell Free Throw 1 of 2 (5 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,
204,PT10M14.00S,2021-12-22T02:13:21.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626156,,,1610612750,35,37,2021-12-22T02:20:44Z,1995000,,,0,,D. Russell Free Throw 2 of 2 (6 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,
202,PT10M14.00S,2021-12-22T02:13:22.5Z,2,REGULAR,substitution,out,[],1629033,,,1610612742,35,37,2021-12-22T02:20:44Z,2000000,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M14.00S,2021-12-22T02:13:22.5Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,35,37,2021-12-22T02:20:44Z,2010000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M53.00S,2021-12-22T02:13:58.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,84.4119579500657,42.64705882352941,1610612742,35,37,2021-12-22T02:20:26Z,2015000,-37.0,94.0,1,right,MISS F. Ntilikina 10' driving floating Shot,[1628373],1610612742.0,DAL,driving floating,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,10.09,Missed,,,,,,,,,,,
206,PT09M53.00S,2021-12-22T02:13:58.3Z,2,REGULAR,rebound,offensive,[],1626246,,,1610612742,35,37,2021-12-22T02:20:26Z,2017500,,,0,,B. Marjanovic REBOUND (Off:1 Def:0),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,205.0,1.0,0.0,1.0,,,,,,,
208,PT09M49.00S,2021-12-22T02:14:06.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626246,91.14651773981603,51.470588235294116,1610612742,37,37,2021-12-22T02:14:27Z,2060000,7.0,31.0,1,right,B. Marjanovic putback Layup (3 PTS),[1626246],1610612742.0,DAL,putback,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,3.16,Made,,,,,3.0,,,,,,
209,PT09M32.00S,2021-12-22T02:14:23.4Z,2,REGULAR,substitution,out,[],1627774,,,1610612750,37,37,2021-12-22T02:14:33Z,2070000,,,0,,SUB out: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M32.00S,2021-12-22T02:14:23.4Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,37,37,2021-12-22T02:14:33Z,2080000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M29.00S,2021-12-22T02:14:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,7.178055190538765,50.98039215686274,1610612750,37,37,2021-12-22T02:14:48Z,2090000,-5.0,15.0,1,left,MISS J. McLaughlin Layup - blocked,"[1629162, 1628973]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,1.58,Missed,,,,,,,,,Brunson,1628973.0,
212,PT09M29.00S,2021-12-22T02:14:43.9Z,2,REGULAR,block,,[],1628973,,,1610612750,37,37,2021-12-22T02:14:46Z,2100000,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M26.00S,2021-12-22T02:14:46.9Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,37,37,2021-12-22T02:14:48Z,2110000,,,0,,S. Brown REBOUND (Off:1 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,211.0,3.0,2.0,1.0,,,,,,,
214,PT09M18.00S,2021-12-22T02:14:54.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,82.21090670170827,40.19607843137255,1610612742,39,37,2021-12-22T02:22:04Z,2120000,-49.0,115.0,1,right,B. Marjanovic 12' turnaround Jump Shot (5 PTS),[1626246],1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,12.47,Made,,,,,5.0,,,,,,
215,PT09M07.00S,2021-12-22T02:15:05.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,30.56833114323259,29.901960784313726,1610612750,39,37,2021-12-22T02:15:10Z,2130000,100.0,235.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,25.54,Missed,,,,,,,,,,,
216,PT09M03.00S,2021-12-22T02:15:09.5Z,2,REGULAR,rebound,defensive,[],1626246,,,1610612742,39,37,2021-12-22T02:15:10Z,2140000,,,0,,B. Marjanovic REBOUND (Off:1 Def:1),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,215.0,2.0,1.0,1.0,,,,,,,
217,PT08M45.00S,2021-12-22T02:15:26.9Z,2,REGULAR,2pt,Jump Shot,[],1626246,94.1688567674113,27.941176470588236,1610612742,39,37,2021-12-22T02:22:46Z,2150000,-110.0,2.0,1,right,MISS B. Marjanovic 11' turnaround fadeaway Shot - blocked,"[1626246, 1629675]",1610612742.0,DAL,turnaround fadeaway,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,11.03,Missed,,,,,,,,,Reid,1629675.0,
218,PT08M45.00S,2021-12-22T02:15:26.9Z,2,REGULAR,block,,[],1629675,,,1610612742,39,37,2021-12-22T02:15:29Z,2160000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M43.00S,2021-12-22T02:15:28.9Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,39,37,2021-12-22T02:15:31Z,2170000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,
220,PT08M40.00S,2021-12-22T02:15:33.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,20.45006570302234,9.068627450980392,1610612750,39,37,2021-12-22T02:15:42Z,2180000,205.0,140.0,1,left,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,24.78,Missed,,,,,,,,,,,
221,PT08M36.00S,2021-12-22T02:15:37.2Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,39,37,2021-12-22T02:15:42Z,2190000,,,0,,S. Brown REBOUND (Off:1 Def:3),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,220.0,4.0,3.0,1.0,,,,,,,
222,PT08M36.00S,2021-12-22T02:15:42.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,39,37,2021-12-22T02:15:42Z,2200000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M36.00S,2021-12-22T02:17:51.9Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,39,37,2021-12-22T02:18:15Z,2210000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M36.00S,2021-12-22T02:17:51.9Z,2,REGULAR,substitution,out,[],1629669,,,1610612742,39,37,2021-12-22T02:18:15Z,2220000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M36.00S,2021-12-22T02:17:51.9Z,2,REGULAR,substitution,out,[],1629675,,,1610612742,39,37,2021-12-22T02:18:15Z,2230000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M36.00S,2021-12-22T02:17:51.9Z,2,REGULAR,substitution,in,[],203504,,,1610612742,39,37,2021-12-22T02:18:15Z,2240000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M36.00S,2021-12-22T02:17:51.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612742,39,37,2021-12-22T02:18:15Z,2250000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M36.00S,2021-12-22T02:17:51.9Z,2,REGULAR,substitution,in,[],1626157,,,1610612742,39,37,2021-12-22T02:18:15Z,2260000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M22.00S,2021-12-22T02:18:48.7Z,2,REGULAR,turnover,bad pass,[],1626246,,,1610612742,39,37,2021-12-22T02:18:54Z,2270000,,,0,,B. Marjanovic bad pass TURNOVER (1 TO),"[1626246, 1626156]",1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,1.0,Russell,1626156.0,,,,,,,,,,,,,,,,,,
230,PT08M22.00S,2021-12-22T02:18:48.7Z,2,REGULAR,steal,,[],1626156,,,1610612750,39,37,2021-12-22T02:18:50Z,2280000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M18.00S,2021-12-22T02:18:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627736,5.732588699080158,50.49019607843137,1610612750,39,39,2021-12-22T02:19:00Z,2290000,-2.0,1.0,1,left,M. Beasley running Layup (8 PTS) (D. Russell 6 AST),"[1627736, 1626156]",1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,,,,,,0.29,Made,,,,,8.0,D. Russell,1626156.0,6.0,,,
233,PT08M05.00S,2021-12-22T02:19:05.7Z,2,REGULAR,3pt,Jump Shot,[],1627827,94.56307490144546,2.450980392156863,1610612742,39,39,2021-12-22T02:19:12Z,2310000,-238.0,-1.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,23.77,Missed,,,,,,,,,,,
234,PT08M00.00S,2021-12-22T02:19:10.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,39,39,2021-12-22T02:19:12Z,2320000,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,233.0,6.0,6.0,0.0,,,,,,,
235,PT07M57.00S,2021-12-22T02:19:13.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630183,8.754927726675426,56.127450980392155,1610612750,39,39,2021-12-22T02:19:30Z,2330000,-31.0,30.0,1,left,MISS J. McDaniels driving floating bank Shot,[1630183],1610612750.0,MIN,driving floating bank,,,McDaniels,J. McDaniels,,,,,,,,,,,,,4.27,Missed,,,,,,,,,,,
236,PT07M57.00S,2021-12-22T02:19:13.6Z,2,REGULAR,rebound,defensive,[],203504,,,1610612742,39,39,2021-12-22T02:19:39Z,2340000,,,0,,T. Burke REBOUND (Off:0 Def:1),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,235.0,1.0,1.0,0.0,,,,,,,
237,PT07M37.00S,2021-12-22T02:19:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,86.02168199737189,59.31372549019608,1610612742,41,39,2021-12-22T02:24:38Z,2350000,47.0,79.0,1,right,J. Brunson 9' fadeaway Jump Shot (11 PTS),[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,,,,,,,,,9.16,Made,,,,,11.0,,,,,,
238,PT07M22.00S,2021-12-22T02:19:49.1Z,2,REGULAR,3pt,Jump Shot,[],1626157,20.844283837056505,91.91176470588235,1610612750,41,42,2021-12-22T02:19:54Z,2360000,-210.0,143.0,1,left,K. Towns 25' 3PT  (15 PTS) (D. Russell 7 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,25.4,Made,,,,,15.0,D. Russell,1626156.0,7.0,,,
240,PT07M07.00S,2021-12-22T02:20:04.2Z,2,REGULAR,2pt,Jump Shot,[],1626246,91.14651773981603,31.372549019607842,1610612742,43,42,2021-12-22T02:25:29Z,2380000,-93.0,31.0,1,right,B. Marjanovic 9' turnaround Jump Shot (7 PTS) (T. Burke 4 AST),"[1626246, 203504]",1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,9.8,Made,,,,,7.0,T. Burke,203504.0,4.0,,,
242,PT07M07.00S,2021-12-22T02:20:08.0Z,2,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612742,43,42,2021-12-22T02:20:43Z,2400000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Marjanovic 1 FT),"[1630183, 1626246]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,202026.0,1.0,0.0,Marjanovic,1626246.0,,,,,,,,,,,,,
244,PT07M07.00S,2021-12-22T02:20:15.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,43,42,2021-12-22T02:20:33Z,2420000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M07.00S,2021-12-22T02:20:15.6Z,2,REGULAR,substitution,out,[],1629162,,,1610612742,43,42,2021-12-22T02:20:33Z,2430000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M07.00S,2021-12-22T02:20:15.6Z,2,REGULAR,substitution,in,[],1630195,,,1610612742,43,42,2021-12-22T02:20:33Z,2440000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M07.00S,2021-12-22T02:20:15.6Z,2,REGULAR,substitution,in,[],1629669,,,1610612742,43,42,2021-12-22T02:20:33Z,2450000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M07.00S,2021-12-22T02:20:44.7Z,2,REGULAR,freethrow,1 of 1,[],1626246,,,1610612742,44,42,2021-12-22T02:20:44Z,2460000,,,0,,B. Marjanovic Free Throw 1 of 1 (8 PTS),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,Made,,,,,8.0,,,,,,
249,PT06M51.00S,2021-12-22T02:21:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630183,8.229303547963205,3.1862745098039214,1610612750,44,42,2021-12-22T02:21:05Z,2470000,234.0,25.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,23.54,Missed,,,,,,,,,,,
250,PT06M46.00S,2021-12-22T02:21:05.5Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,44,42,2021-12-22T02:21:05Z,2480000,,,0,,S. Brown REBOUND (Off:1 Def:4),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,249.0,5.0,4.0,1.0,,,,,,,
251,PT06M44.00S,2021-12-22T02:21:08.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627827,93.24901445466492,58.57843137254902,1610612742,44,42,2021-12-22T02:21:31Z,2490000,43.0,11.0,1,right,MISS D. Finney-Smith running Layup - blocked,"[1627827, 1626157]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,4.43,Missed,,,,,,,,,Towns,1626157.0,
252,PT06M44.00S,2021-12-22T02:21:08.5Z,2,REGULAR,block,,[],1626157,,,1610612742,44,42,2021-12-22T02:22:28Z,2500000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M42.00S,2021-12-22T02:21:10.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,44,42,2021-12-22T02:21:31Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,
254,PT06M42.00S,2021-12-22T02:21:15.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,44,42,2021-12-22T02:21:15Z,2520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M42.00S,2021-12-22T02:21:15.8Z,2,REGULAR,substitution,out,[],1626246,,,1610612742,44,42,2021-12-22T02:21:21Z,2530000,,,0,,SUB out: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M42.00S,2021-12-22T02:21:15.8Z,2,REGULAR,substitution,in,[],203939,,,1610612742,44,42,2021-12-22T02:21:21Z,2540000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M36.00S,2021-12-22T02:21:31.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203504,68.67608409986859,23.03921568627451,1610612742,44,42,2021-12-22T02:21:36Z,2550000,-135.0,242.0,1,right,MISS T. Burke 27' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,27.69,Missed,,,,,,,,,,,
258,PT06M33.00S,2021-12-22T02:21:34.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,44,42,2021-12-22T02:21:36Z,2560000,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,257.0,7.0,7.0,0.0,,,,,,,
259,PT06M26.00S,2021-12-22T02:21:42.0Z,2,REGULAR,2pt,Jump Shot,[],1627736,11.908672798948752,28.186274509803923,1610612750,44,42,2021-12-22T02:32:42Z,2570000,109.0,59.0,1,left,MISS M. Beasley 12' driving floating bank Shot,[1627736],1610612750.0,MIN,driving floating bank,,,Beasley,M. Beasley,,,,,,,,,,,,,12.42,Missed,,,,,,,,,,,
260,PT06M24.00S,2021-12-22T02:21:44.0Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,44,42,2021-12-22T02:21:45Z,2580000,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,259.0,4.0,1.0,3.0,,,,,,,
261,PT06M20.00S,2021-12-22T02:21:47.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,72.7496714848883,84.31372549019608,1610612742,44,42,2021-12-22T02:21:53Z,2590000,172.0,204.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,26.63,Missed,,,,,,,,,,,
262,PT06M18.00S,2021-12-22T02:21:49.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,44,42,2021-12-22T02:21:53Z,2600000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,261.0,3.0,3.0,0.0,,,,,,,
263,PT06M14.00S,2021-12-22T02:21:54.7Z,2,REGULAR,turnover,traveling,[],1627736,,,1610612750,44,42,2021-12-22T02:22:04Z,2610000,,,0,,M. Beasley traveling TURNOVER (2 TO),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,2.0,,,1628951.0,,,,,,,,,,,,,,,,,
264,PT06M00.00S,2021-12-22T02:22:23.0Z,2,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612742,44,42,2021-12-22T02:22:34Z,2620000,,,0,,M. Beasley shooting personal FOUL (2 PF) (Powell 2 FT),"[1627736, 203939]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,1628951.0,2.0,0.0,Powell,203939.0,,,,,,,,,,,,,
266,PT06M00.00S,2021-12-22T02:22:52.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203939,,,1610612742,45,42,2021-12-22T02:22:52Z,2640000,,,0,,D. Powell Free Throw 1 of 2 (6 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,
267,PT06M00.00S,2021-12-22T02:22:53.0Z,2,REGULAR,substitution,out,[],1628425,,,1610612742,45,42,2021-12-22T02:23:02Z,2650000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M00.00S,2021-12-22T02:22:53.0Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,45,42,2021-12-22T02:23:02Z,2660000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M00.00S,2021-12-22T02:22:53.0Z,2,REGULAR,substitution,in,[],1629033,,,1610612742,45,42,2021-12-22T02:23:02Z,2670000,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M00.00S,2021-12-22T02:22:53.0Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,45,42,2021-12-22T02:23:02Z,2680000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M00.00S,2021-12-22T02:23:21.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203939,,,1610612742,46,42,2021-12-22T02:23:21Z,2690000,,,0,,D. Powell Free Throw 2 of 2 (7 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,Made,,,,,7.0,,,,,,
272,PT05M40.00S,2021-12-22T02:23:43.0Z,2,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,46,42,2021-12-22T02:23:48Z,2700000,,,0,,K. Towns bad pass out-of-bounds TURNOVER (2 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,2.0,,,202026.0,,,,,,,,,,,,,,,,,
