actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-09T01:40:21.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-09T01:40:21Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-09T01:40:23.7Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612740,0,0,2021-11-09T01:40:23Z,40000,,,0,,Jump Ball J. Valanciunas vs. K. Porzingis: Tip to J. Hart,"[1628404, 202685, 204001]",1610612740.0,NOP,startperiod,J. Hart,1628404.0,Hart,J. Hart,Valanciunas,202685.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2021-11-09T01:40:43.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,82.9993429697766,37.254901960784316,1610612740,0,0,2021-11-09T01:40:54Z,70000,-64.0,107.0,1,right,MISS J. Valanciunas 12' turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,12.48,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2021-11-09T01:40:47.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,0,0,2021-11-09T01:40:54Z,80000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2021-11-09T01:41:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,9.149145860709593,44.36274509803921,1610612742,2,0,2021-11-09T01:41:07Z,90000,28.0,34.0,1,left,L. Doncic driving finger roll Layup (2 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,4.38,Made,,,,,2.0,D. Powell,203939.0,1.0,,,,,,,,,,,
11,PT11M09.00S,2021-11-09T01:41:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,80.89684625492772,47.794117647058826,1610612740,2,2,2021-11-09T01:41:17Z,110000,-11.0,127.0,1,right,J. Valanciunas 12' Jump Shot (2 PTS) (G. Temple 1 AST),"[202685, 202066]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,12.76,Made,,,,,2.0,G. Temple,202066.0,1.0,,,,,,,,,,,
13,PT10M43.00S,2021-11-09T01:41:37.6Z,1,REGULAR,2pt,Jump Shot,[],204001,26.363337713534822,47.794117647058826,1610612742,2,2,2021-11-09T01:41:42Z,130000,11.0,195.0,1,left,MISS K. Porzingis 19' pullup Shot,[204001],1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,19.56,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M40.00S,2021-11-09T01:41:40.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,2,2021-11-09T01:41:42Z,140000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M34.00S,2021-11-09T01:41:46.6Z,1,REGULAR,3pt,Jump Shot,[],202685,71.96123521681997,78.43137254901961,1610612740,2,2,2021-11-09T01:41:50Z,150000,142.0,211.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2021-11-09T01:41:49.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,2,2,2021-11-09T01:41:50Z,160000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
17,PT10M26.00S,2021-11-09T01:41:54.1Z,1,REGULAR,2pt,Jump Shot,[],203501,24.392247043363994,30.392156862745097,1610612742,2,2,2021-11-09T01:42:03Z,170000,98.0,177.0,1,left,MISS T. Hardaway Jr. 20' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,20.21,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M24.00S,2021-11-09T01:41:56.5Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,2,2,2021-11-09T01:41:56Z,180000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
19,PT10M22.00S,2021-11-09T01:41:58.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204001,32.013797634691194,51.71568627450981,1610612742,2,2,2021-11-09T01:42:19Z,190000,-9.0,248.0,1,left,MISS K. Porzingis 24' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M18.00S,2021-11-09T01:42:02.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,2,2021-11-09T01:42:19Z,200000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
