actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
93,PT03M54.00S,2022-02-11T02:00:12.2Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,24,16,2022-02-11T02:00:18Z,930000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,
94,PT03M49.00S,2022-02-11T02:00:17.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,33.327858081471746,21.323529411764707,1610612742,24,16,2022-02-11T02:00:53Z,940000,143.0,261.0,1,left,MISS L. Doncic 29' running pullup 3PT,[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,,,,29.76,Missed,,,,,,,,,,,,,,,,
95,PT03M46.00S,2022-02-11T02:00:20.2Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,24,16,2022-02-11T02:00:23Z,950000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,
96,PT03M41.00S,2022-02-11T02:00:29.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612746,24,16,2022-02-11T02:01:15Z,960000,,,0,,J. Green shooting personal FOUL (1 PF) (Jackson 2 FT),"[1630182, 202704]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,,,,,202058.0,1.0,0.0,Jackson,202704.0,,,,,,
98,PT03M41.00S,2022-02-11T02:00:57.7Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,24,16,2022-02-11T02:02:31Z,980000,,,0,,MISS R. Jackson Free Throw 1 of 2,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
99,PT03M41.00S,2022-02-11T02:00:57.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,24,16,2022-02-11T02:00:57Z,990000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,
100,PT03M41.00S,2022-02-11T02:00:59.3Z,1,REGULAR,substitution,out,[],1628973,,,1610612746,24,16,2022-02-11T02:01:20Z,1000000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M41.00S,2022-02-11T02:00:59.3Z,1,REGULAR,substitution,in,[],203504,,,1610612746,24,16,2022-02-11T02:01:20Z,1010000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2022-02-11T02:00:57.7Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,24,17,2022-02-11T02:02:31Z,1020000,,,0,,R. Jackson Free Throw 2 of 2 (5 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
103,PT03M34.00S,2022-02-11T02:01:30.9Z,1,REGULAR,2pt,Jump Shot,[],203504,22.946780551905388,74.75490196078431,1610612742,26,17,2022-02-11T02:01:37Z,1030000,-124.0,163.0,1,left,T. Burke 20' pullup Jump Shot (2 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,,,,20.48,Made,2.0,,,,,,,,,,,,,,,
104,PT03M23.00S,2022-02-11T02:01:41.1Z,1,REGULAR,3pt,Jump Shot,[],202704,69.33311432325887,67.64705882352942,1610612746,26,17,2022-02-11T02:03:10Z,1040000,88.0,236.0,1,right,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,25.18,Missed,,,,,,,,,,,,,,,,
105,PT03M21.00S,2022-02-11T02:01:43.1Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,26,17,2022-02-11T02:01:47Z,1050000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,
106,PT03M11.00S,2022-02-11T02:01:54.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630182,6.258212877792378,48.28431372549019,1610612742,28,17,2022-02-11T02:03:48Z,1060000,9.0,6.0,1,left,J. Green alley-oop DUNK (2 PTS) (L. Doncic 1 AST),"[1630182, 1629029]",1610612742.0,DAL,alley-oop,,,Green,J. Green,,,,,,,,1.07,Made,2.0,,,,,,,,,,L. Doncic,1629029.0,1.0,,,
108,PT02M54.00S,2022-02-11T02:02:10.3Z,1,REGULAR,3pt,Jump Shot,[],201587,75.1149802890933,14.705882352941178,1610612746,28,20,2022-02-11T02:02:24Z,1080000,-176.0,181.0,1,right,N. Batum 25' 3PT  (3 PTS) (R. Jackson 2 AST),"[201587, 202704]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,25.31,Made,3.0,,,,,,,,,,R. Jackson,202704.0,2.0,,,
110,PT02M31.00S,2022-02-11T02:02:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.748357424441524,51.470588235294116,1610612742,30,20,2022-02-11T02:02:38Z,1100000,-7.0,77.0,1,left,L. Doncic 7' driving floating Jump Shot (22 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,7.71,Made,22.0,,,,,,,,,,,,,,,
111,PT02M19.00S,2022-02-11T02:02:45.7Z,1,REGULAR,3pt,Jump Shot,[],1629611,82.86793692509855,5.147058823529411,1610612746,30,23,2022-02-11T02:02:50Z,1110000,-224.0,109.0,1,right,T. Mann 24' 3PT  (3 PTS) (R. Jackson 3 AST),"[1629611, 202704]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,24.92,Made,3.0,,,,,,,,,,R. Jackson,202704.0,3.0,,,
113,PT02M03.00S,2022-02-11T02:03:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,37.66425755584757,28.676470588235293,1610612742,33,23,2022-02-11T02:05:06Z,1130000,107.0,302.0,1,left,L. Doncic 31' 3PT pullup (25 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,31.98,Made,25.0,,,,,,,,,,,,,,,
114,PT02M00.00S,2022-02-11T02:03:13.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,33,23,2022-02-11T02:03:21Z,1140000,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
115,PT01M48.00S,2022-02-11T02:03:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.85479632063075,49.754901960784316,1610612746,33,25,2022-02-11T02:05:41Z,1150000,-1.0,15.0,1,right,T. Mann driving Layup (5 PTS) (L. Kennard 1 AST),"[1629611, 1628379]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,,,,1.47,Made,5.0,,,,,,,,,,L. Kennard,1628379.0,1.0,,,
117,PT01M36.00S,2022-02-11T02:03:44.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,35.03613666228647,41.17647058823529,1610612742,36,25,2022-02-11T02:05:52Z,1170000,44.0,277.0,1,left,L. Doncic 28' 3PT step back (28 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,28.03,Made,28.0,,,,,,,,,,,,,,,
118,PT01M21.00S,2022-02-11T02:04:02.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,36,25,2022-02-11T02:04:02Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M21.00S,2022-02-11T02:04:04.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612746,36,25,2022-02-11T02:04:32Z,1190000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M21.00S,2022-02-11T02:04:04.4Z,1,REGULAR,substitution,out,[],201587,,,1610612746,36,25,2022-02-11T02:04:32Z,1200000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M21.00S,2022-02-11T02:04:04.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,36,25,2022-02-11T02:04:32Z,1210000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M21.00S,2022-02-11T02:04:04.4Z,1,REGULAR,substitution,in,[],1627737,,,1610612746,36,25,2022-02-11T02:04:32Z,1220000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M21.00S,2022-02-11T02:04:04.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612746,36,25,2022-02-11T02:04:32Z,1230000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M21.00S,2022-02-11T02:04:04.4Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,36,25,2022-02-11T02:04:32Z,1240000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M18.00S,2022-02-11T02:04:38.0Z,1,REGULAR,3pt,Jump Shot,[],1629599,92.85479632063075,96.81372549019608,1610612746,36,25,2022-02-11T02:04:47Z,1250000,234.0,15.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,23.46,Missed,,,,,,,,,,,,,,,,
126,PT01M15.00S,2022-02-11T02:04:41.0Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,36,25,2022-02-11T02:04:47Z,1260000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,,,
127,PT01M11.00S,2022-02-11T02:04:43.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,70.77858081471747,76.7156862745098,1610612746,36,28,2022-02-11T02:04:50Z,1270000,134.0,222.0,1,right,L. Kennard 25' 3PT  (3 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,25.93,Made,3.0,,,,,,,,,,I. Hartenstein,1628392.0,1.0,,,
129,PT00M55.40S,2022-02-11T02:05:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627737,8.229303547963205,48.77450980392157,1610612742,36,28,2022-02-11T02:06:49Z,1290000,6.0,25.0,1,left,MISS M. Chriss Layup - blocked,"[1627737, 202704]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,2.56,Missed,,,,,,,,,,,,,,Jackson,202704.0,
130,PT00M55.40S,2022-02-11T02:05:01.7Z,1,REGULAR,block,,[],202704,,,1610612742,36,28,2022-02-11T02:05:04Z,1300000,,,0,,R. Jackson BLOCK (1 BLK),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M55.40S,2022-02-11T02:05:01.7Z,1,REGULAR,rebound,offensive,[],1627737,,,1610612742,36,28,2022-02-11T02:05:08Z,1310000,,,0,,M. Chriss REBOUND (Off:1 Def:0),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,,
132,PT00M55.40S,2022-02-11T02:05:07.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,36,28,2022-02-11T02:05:07Z,1320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M45.10S,2022-02-11T02:05:28.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203504,33.98488830486202,31.127450980392158,1610612742,36,28,2022-02-11T02:07:18Z,1330000,94.0,267.0,1,left,MISS T. Burke 28' pullup 3PT,[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,,,,28.32,Missed,,,,,,,,,,,,,,,,
134,PT00M42.40S,2022-02-11T02:05:31.1Z,1,REGULAR,rebound,offensive,[],1627737,,,1610612742,36,28,2022-02-11T02:05:31Z,1340000,,,0,,M. Chriss REBOUND (Off:2 Def:0),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,133.0,2.0,0.0,2.0,,,,,,,,,,,
135,PT00M41.00S,2022-02-11T02:05:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627737,6.783837056504599,51.71568627450981,1610612742,36,28,2022-02-11T02:05:36Z,1350000,-9.0,11.0,1,left,MISS M. Chriss putback Layup,[1627737],1610612742.0,DAL,putback,,,Chriss,M. Chriss,,,,,,,,1.42,Missed,,,,,,,,,,,,,,,,
136,PT00M41.00S,2022-02-11T02:05:32.5Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,36,28,2022-02-11T02:05:36Z,1360000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,
137,PT00M28.00S,2022-02-11T02:05:45.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,68.67608409986859,67.8921568627451,1610612746,36,28,2022-02-11T02:08:08Z,1370000,89.0,242.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,25.79,Missed,,,,,,,,,,,,,,,,
138,PT00M26.40S,2022-02-11T02:05:47.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,36,28,2022-02-11T02:05:57Z,1380000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,
139,PT00M26.40S,2022-02-11T02:05:51.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612742,36,28,2022-02-11T02:06:06Z,1390000,,,0,,T. Mann loose ball personal FOUL (1 PF) (Doncic 2 FT),"[1629611, 1629029]",1610612746.0,LAC,loose ball,,,Mann,T. Mann,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Doncic,1629029.0,,,,,,
141,PT00M26.40S,2022-02-11T02:06:24.6Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,36,28,2022-02-11T02:06:24Z,1410000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Missed,,,,,,,,,,,,,,,,
142,PT00M26.40S,2022-02-11T02:06:24.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,36,28,2022-02-11T02:06:24Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,
143,PT00M26.40S,2022-02-11T02:06:43.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,36,28,2022-02-11T02:06:43Z,1430000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Missed,,,,,,,,,,,,,,,,
144,PT00M23.60S,2022-02-11T02:06:45.3Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,36,28,2022-02-11T02:06:45Z,1440000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,
145,PT00M09.00S,2022-02-11T02:07:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629599,67.7562417871222,32.59803921568628,1610612746,36,28,2022-02-11T02:07:06Z,1450000,-87.0,251.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,26.53,Missed,,,,,,,,,,,,,,,,
146,PT00M05.90S,2022-02-11T02:07:03.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,36,28,2022-02-11T02:07:03Z,1460000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,
147,PT00M00.30S,2022-02-11T02:07:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,42.2634691195795,52.450980392156865,1610612742,36,28,2022-02-11T02:07:18Z,1470000,-12.0,345.0,1,left,MISS L. Doncic 34' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,34.5,Missed,,,,,,,,,,,,,,,,
148,PT00M00.10S,2022-02-11T02:07:10.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,36,28,2022-02-11T02:07:18Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,
149,PT00M00.00S,2022-02-11T02:07:13.3Z,1,REGULAR,period,end,[],0,,,1610612742,36,28,2022-02-11T02:07:13Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,out,['startperiod'],203504,,,1610612742,36,28,2022-02-11T02:10:13Z,1500000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612742,36,28,2022-02-11T02:10:13Z,1510000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,36,28,2022-02-11T02:10:13Z,1520000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612742,36,28,2022-02-11T02:10:13Z,1530000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,in,['startperiod'],1628373,,,1610612742,36,28,2022-02-11T02:10:13Z,1540000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,36,28,2022-02-11T02:10:13Z,1550000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,36,28,2022-02-11T02:10:13Z,1560000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-11T02:07:26.5Z,2,REGULAR,substitution,in,['startperiod'],203496,,,1610612742,36,28,2022-02-11T02:10:13Z,1570000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-11T02:10:13.2Z,2,REGULAR,period,start,[],0,,,1610612742,36,28,2022-02-11T02:10:14Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M40.00S,2022-02-11T02:10:32.6Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612742,36,28,2022-02-11T02:10:38Z,1590000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1628379]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,1.0,Kennard,1628379.0,,,,,,,,,,,,,,,,,,
160,PT11M40.00S,2022-02-11T02:10:32.6Z,2,REGULAR,steal,,[],1628379,,,1610612746,36,28,2022-02-11T02:10:35Z,1600000,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M30.00S,2022-02-11T02:10:42.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203496,82.34231274638634,40.931372549019606,1610612746,36,30,2022-02-11T02:10:48Z,1610000,-45.0,113.0,1,right,R. Covington 12' driving floating Jump Shot (2 PTS) (T. Mann 1 AST),"[203496, 1629611]",1610612746.0,LAC,driving floating,,,Covington,R. Covington,,,,,,,,12.22,Made,2.0,,,,,,,,,,T. Mann,1629611.0,1.0,,,
163,PT11M12.00S,2022-02-11T02:10:59.7Z,2,REGULAR,3pt,Jump Shot,[],203493,31.225361366622867,29.901960784313726,1610612742,36,30,2022-02-11T02:11:05Z,1630000,100.0,241.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,
164,PT11M10.00S,2022-02-11T02:11:01.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,36,30,2022-02-11T02:11:05Z,1640000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,
165,PT11M03.00S,2022-02-11T02:11:09.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,93.11760840998686,52.69607843137255,1610612746,36,32,2022-02-11T02:11:57Z,1650000,13.0,12.0,1,right,T. Mann running Layup (7 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,,,,1.82,Made,7.0,,,,,,,,,,,,,,,
166,PT10M40.00S,2022-02-11T02:11:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203493,5.995400788436268,44.85294117647059,1610612742,38,32,2022-02-11T02:11:37Z,1660000,26.0,4.0,1,left,R. Bullock driving Layup (4 PTS) (J. Brunson 2 AST),"[203493, 1628973]",1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,,,,2.6,Made,4.0,,,,,,,,,,J. Brunson,1628973.0,2.0,,,
168,PT10M21.00S,2022-02-11T02:11:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,86.28449408672799,55.63725490196079,1610612746,38,34,2022-02-11T02:11:56Z,1680000,28.0,76.0,1,right,I. Hartenstein 8' floating Jump Shot (2 PTS) (L. Kennard 2 AST),"[1628392, 1628379]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,,,,8.14,Made,2.0,,,,,,,,,,L. Kennard,1628379.0,2.0,,,
170,PT10M03.00S,2022-02-11T02:12:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.507884362680684,49.50980392156863,1610612742,38,34,2022-02-11T02:12:12Z,1700000,2.0,103.0,1,left,MISS J. Brunson 10' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,10.27,Missed,,,,,,,,,,,,,,,,
171,PT10M01.00S,2022-02-11T02:12:10.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,38,34,2022-02-11T02:12:12Z,1710000,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,170.0,3.0,2.0,1.0,,,,,,,,,,,
172,PT09M49.00S,2022-02-11T02:12:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,84.31340341655716,42.40196078431372,1610612746,38,34,2022-02-11T02:12:32Z,1720000,-38.0,95.0,1,right,MISS A. Coffey 10' driving floating Shot,[1629599],1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,,,,10.23,Missed,,,,,,,,,,,,,,,,
173,PT09M45.00S,2022-02-11T02:12:27.2Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,38,34,2022-02-11T02:12:32Z,1730000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,
174,PT09M28.00S,2022-02-11T02:12:44.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,14.273981603153747,42.8921568627451,1610612742,40,34,2022-02-11T02:12:49Z,1740000,36.0,82.0,1,left,F. Ntilikina 8' driving floating Jump Shot (2 PTS) (J. Brunson 3 AST),"[1628373, 1628973]",1610612742.0,DAL,driving floating,,,Ntilikina,F. Ntilikina,,,,,,,,8.91,Made,2.0,,,,,,,,,,J. Brunson,1628973.0,3.0,,,
176,PT09M16.00S,2022-02-11T02:12:56.4Z,2,REGULAR,2pt,Jump Shot,[],1629599,73.9323258869908,50.73529411764706,1610612746,40,34,2022-02-11T02:14:02Z,1760000,4.0,193.0,1,right,MISS A. Coffey 19' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,,19.25,Missed,,,,,,,,,,,,,,,,
177,PT09M13.00S,2022-02-11T02:12:59.4Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,40,34,2022-02-11T02:13:01Z,1770000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,
178,PT09M05.00S,2022-02-11T02:13:06.9Z,2,REGULAR,2pt,Jump Shot,[],1628373,20.844283837056505,51.225490196078425,1610612742,40,34,2022-02-11T02:13:27Z,1780000,-6.0,143.0,1,left,MISS F. Ntilikina 14' pullup Shot,[1628373],1610612742.0,DAL,pullup,,,Ntilikina,F. Ntilikina,,,,,,,,14.35,Missed,,,,,,,,,,,,,,,,
179,PT09M02.00S,2022-02-11T02:13:09.9Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,40,34,2022-02-11T02:13:27Z,1790000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,
