actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT06M06.00S,2022-01-18T01:50:00.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,16,14,2022-01-18T01:50:00Z,830000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M06.00S,2022-01-18T01:51:53.0Z,1,REGULAR,substitution,out,[],1629647,,,1610612742,16,14,2022-01-18T01:52:17Z,840000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M06.00S,2022-01-18T01:51:53.0Z,1,REGULAR,substitution,in,[],1630598,,,1610612742,16,14,2022-01-18T01:52:17Z,850000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M44.00S,2022-01-18T01:52:54.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,69.33311432325887,28.431372549019606,1610612742,16,14,2022-01-18T01:53:00Z,860000,-108.0,236.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
90,PT05M40.00S,2022-01-18T01:52:58.2Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,16,14,2022-01-18T01:53:00Z,870000,,,0,,L. Doncic REBOUND (Off:1 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,89.0,,,,,3.0,2.0,1.0,,,,,,,,
91,PT05M33.00S,2022-01-18T01:53:04.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,89.04402102496715,95.58823529411765,1610612742,19,14,2022-01-18T01:53:08Z,880000,228.0,50.0,1,right,M. Kleber 3PT  (6 PTS) (J. Brunson 2 AST),"[1628467, 1628973]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,23.34,Made,,,,6.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,
93,PT05M11.00S,2022-01-18T01:53:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.543363994743759,47.30392156862745,1610612760,19,16,2022-01-18T01:53:31Z,900000,13.0,37.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (5 PTS) (L. Dort 1 AST),"[1628983, 1629652]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.96,Made,,,,5.0,L. Dort,1629652.0,1.0,,,,,,,,,,,
95,PT04M54.00S,2022-01-18T01:53:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.21090670170827,36.51960784313725,1610612742,21,16,2022-01-18T01:53:47Z,920000,-67.0,115.0,1,right,L. Doncic 13' driving floating bank Jump Shot (8 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,13.3,Made,,,,8.0,D. Powell,203939.0,1.0,,,,,,,,,,,
97,PT04M37.00S,2022-01-18T01:54:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630526,32.276609724047304,42.15686274509804,1610612760,21,16,2022-01-18T01:54:05Z,940000,39.0,251.0,1,left,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2022-01-18T01:54:03.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,21,16,2022-01-18T01:54:03Z,950000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,
99,PT04M36.00S,2022-01-18T01:54:05.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,21,16,2022-01-18T01:54:05Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M36.00S,2022-01-18T01:54:05.9Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,21,16,2022-01-18T01:54:23Z,970000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M36.00S,2022-01-18T01:54:05.9Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,21,16,2022-01-18T01:54:23Z,980000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M36.00S,2022-01-18T01:54:05.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612742,21,16,2022-01-18T01:54:23Z,990000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M36.00S,2022-01-18T01:54:05.9Z,1,REGULAR,substitution,in,[],203501,,,1610612742,21,16,2022-01-18T01:54:23Z,1000000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M36.00S,2022-01-18T01:54:05.9Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,21,16,2022-01-18T01:54:23Z,1010000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M36.00S,2022-01-18T01:54:05.9Z,1,REGULAR,substitution,in,[],1630544,,,1610612742,21,16,2022-01-18T01:54:23Z,1020000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M21.00S,2022-01-18T01:54:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,89.70105124835742,60.5392156862745,1610612742,21,16,2022-01-18T01:54:42Z,1030000,53.0,44.0,1,right,MISS J. Green 6' turnaround bank Shot,[1630182],1610612742.0,DAL,turnaround bank,,,Green,J. Green,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,
107,PT04M19.00S,2022-01-18T01:54:39.7Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,21,16,2022-01-18T01:54:42Z,1040000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,106.0,,,,,1.0,1.0,0.0,,,,,,,,
108,PT04M09.00S,2022-01-18T01:54:52.6Z,1,REGULAR,foul,personal,[],203939,,,1610612760,21,16,2022-01-18T01:55:24Z,1050000,,,0,,D. Powell personal FOUL (1 PF),"[203939, 1628983]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Gilgeous-Alexander,1628983.0
110,PT04M09.00S,2022-01-18T01:54:59.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,21,16,2022-01-18T01:55:02Z,1070000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M09.00S,2022-01-18T01:54:59.9Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,21,16,2022-01-18T01:55:02Z,1080000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M59.00S,2022-01-18T01:55:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.668199737187912,34.80392156862745,1610612760,21,18,2022-01-18T01:55:27Z,1090000,76.0,85.0,1,left,S. Gilgeous-Alexander 11' driving floating bank Jump Shot (7 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,11.43,Made,,,,7.0,,,,,,,,,,,,,,
113,PT03M39.00S,2022-01-18T01:55:42.9Z,1,REGULAR,3pt,Jump Shot,[],203501,67.09921156373193,60.5392156862745,1610612742,21,18,2022-01-18T01:55:47Z,1100000,53.0,257.0,1,right,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
114,PT03M37.00S,2022-01-18T01:55:44.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,21,18,2022-01-18T01:55:47Z,1110000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,113.0,,,,,2.0,1.0,1.0,,,,,,,,
115,PT03M32.00S,2022-01-18T01:55:50.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,71.43561103810775,18.627450980392158,1610612742,24,18,2022-01-18T01:55:55Z,1120000,-157.0,216.0,1,right,D. Finney-Smith 26' 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[1627827, 203501]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.7,Made,,,,3.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,
117,PT03M29.00S,2022-01-18T01:55:57.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,24,18,2022-01-18T01:55:57Z,1140000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M29.00S,2022-01-18T01:56:59.6Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,24,18,2022-01-18T01:58:32Z,1150000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M29.00S,2022-01-18T01:56:59.6Z,1,REGULAR,substitution,in,[],203488,,,1610612760,24,18,2022-01-18T01:58:32Z,1160000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M18.00S,2022-01-18T01:58:58.7Z,1,REGULAR,2pt,Jump Shot,[],1630544,28.597240473061763,52.20588235294118,1610612760,24,20,2022-01-18T01:59:03Z,1170000,-11.0,216.0,1,left,T. Mann 21' pullup Jump Shot (2 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,21.66,Made,,,,2.0,,,,,,,,,,,,,,
122,PT03M02.00S,2022-01-18T01:59:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.72339027595268,51.9607843137255,1610612742,26,20,2022-01-18T01:59:19Z,1190000,10.0,16.0,1,right,D. Powell cutting Layup (2 PTS) (J. Green 1 AST),"[203939, 1630182]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,1.87,Made,,,,2.0,J. Green,1630182.0,1.0,,,,,,,,,,,
124,PT02M48.00S,2022-01-18T01:59:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.601182654402102,52.69607843137255,1610612760,26,20,2022-01-18T01:59:35Z,1210000,-13.0,0.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,
125,PT02M47.00S,2022-01-18T01:59:33.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,26,20,2022-01-18T01:59:33Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,
126,PT02M47.00S,2022-01-18T01:59:34.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,26,20,2022-01-18T01:59:34Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M39.00S,2022-01-18T01:59:58.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630544,24.52365308804205,34.80392156862745,1610612760,26,20,2022-01-18T02:06:20Z,1240000,76.0,178.0,1,left,MISS T. Mann 19' pullup Shot,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,19.35,Missed,,,,,,,,,,,,,,,,,,
128,PT02M34.00S,2022-01-18T02:00:03.4Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,26,20,2022-01-18T02:00:05Z,1250000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,127.0,,,,,2.0,1.0,1.0,,,,,,,,
129,PT02M29.00S,2022-01-18T02:00:07.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203501,92.64126149802891,39.26164215686275,1610612742,26,20,2022-01-18T02:00:19Z,1260000,-54.0,17.0,1,right,MISS T. Hardaway Jr. driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,5.62,Missed,,,,,,,,,,,,,,,,,,
130,PT02M28.00S,2022-01-18T02:00:08.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,26,20,2022-01-18T02:00:19Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,
131,PT02M28.00S,2022-01-18T02:00:13.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,26,20,2022-01-18T02:00:13Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M28.00S,2022-01-18T02:00:13.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,26,20,2022-01-18T02:00:20Z,1290000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M28.00S,2022-01-18T02:00:13.9Z,1,REGULAR,substitution,in,[],1628425,,,1610612742,26,20,2022-01-18T02:00:20Z,1300000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2022-01-18T02:00:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,91.40932982917214,48.03921568627451,1610612742,28,20,2022-01-18T02:00:37Z,1310000,-10.0,28.0,1,right,D. Powell reverse Layup (4 PTS) (J. Brunson 3 AST),"[203939, 1628973]",1610612742.0,DAL,reverse,,,Powell,D. Powell,,,,,2.99,Made,,,,4.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,
136,PT02M04.00S,2022-01-18T02:00:51.4Z,1,REGULAR,turnover,bad pass,[],1630544,,,1610612760,28,20,2022-01-18T02:00:55Z,1330000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 1628973]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,,
137,PT02M04.00S,2022-01-18T02:00:51.4Z,1,REGULAR,steal,,[],1628973,,,1610612742,28,20,2022-01-18T02:00:54Z,1340000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M40.00S,2022-01-18T02:01:15.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,83.26215505913272,77.94117647058823,1610612742,28,20,2022-01-18T02:01:20Z,1350000,140.0,105.0,1,right,MISS J. Brunson 17' step back Shot,[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,17.46,Missed,,,,,,,,,,,,,,,,,,
139,PT01M36.00S,2022-01-18T02:01:19.3Z,1,REGULAR,rebound,defensive,[],203488,,,1610612760,28,20,2022-01-18T02:01:20Z,1360000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,138.0,,,,,1.0,1.0,0.0,,,,,,,,
140,PT01M29.00S,2022-01-18T02:01:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.915243101182654,54.65686274509803,1610612760,28,20,2022-01-18T02:08:36Z,1370000,-23.0,13.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,
141,PT01M26.00S,2022-01-18T02:01:28.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,28,20,2022-01-18T02:01:34Z,1380000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,140.0,,,,,1.0,1.0,0.0,,,,,,,,
142,PT01M22.00S,2022-01-18T02:01:34.3Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612742,28,20,2022-01-18T02:01:55Z,1390000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Powell 2 FT),"[1628983, 203939]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Powell,203939.0
144,PT01M22.00S,2022-01-18T02:02:06.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203939,,,1610612742,29,20,2022-01-18T02:02:06Z,1410000,,,0,,D. Powell Free Throw 1 of 2 (5 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
145,PT01M22.00S,2022-01-18T02:02:06.9Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,29,20,2022-01-18T02:02:20Z,1420000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M22.00S,2022-01-18T02:02:06.9Z,1,REGULAR,substitution,out,[],1628983,,,1610612742,29,20,2022-01-18T02:02:20Z,1430000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M22.00S,2022-01-18T02:02:06.9Z,1,REGULAR,substitution,out,[],1630598,,,1610612742,29,20,2022-01-18T02:02:20Z,1440000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M22.00S,2022-01-18T02:02:06.9Z,1,REGULAR,substitution,in,[],1629029,,,1610612742,29,20,2022-01-18T02:02:20Z,1450000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M22.00S,2022-01-18T02:02:06.9Z,1,REGULAR,substitution,in,[],1630581,,,1610612742,29,20,2022-01-18T02:02:20Z,1460000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M22.00S,2022-01-18T02:02:06.9Z,1,REGULAR,substitution,in,[],1629647,,,1610612742,29,20,2022-01-18T02:02:20Z,1470000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M22.00S,2022-01-18T02:02:31.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203939,,,1610612742,30,20,2022-01-18T02:02:31Z,1480000,,,0,,D. Powell Free Throw 2 of 2 (6 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
152,PT01M01.00S,2022-01-18T02:02:54.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203488,7.835085413929041,49.26470588235294,1610612760,30,22,2022-01-18T02:03:01Z,1490000,4.0,21.0,1,left,M. Muscala cutting DUNK (2 PTS) (T. Mann 1 AST),"[203488, 1630544]",1610612760.0,OKC,cutting,,,Muscala,M. Muscala,,,,,2.14,Made,,,,2.0,T. Mann,1630544.0,1.0,,,,,,,,,,,
154,PT00M49.00S,2022-01-18T02:03:10.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203488,,,1610612742,30,22,2022-01-18T02:03:17Z,1510000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Powell 2 FT),"[203488, 203939]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Powell,203939.0
156,PT00M49.00S,2022-01-18T02:03:38.8Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,31,22,2022-01-18T02:03:38Z,1530000,,,0,,D. Powell Free Throw 1 of 2 (7 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
157,PT00M49.00S,2022-01-18T02:03:58.8Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,32,22,2022-01-18T02:03:58Z,1540000,,,0,,D. Powell Free Throw 2 of 2 (8 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
158,PT00M33.20S,2022-01-18T02:04:19.0Z,1,REGULAR,foul,personal,['2freethrow'],1628425,,,1610612760,32,22,2022-01-18T02:04:43Z,1550000,,,0,,S. Brown shooting personal FOUL (1 PF) (Mann 2 FT),"[1628425, 1630544]",1610612742.0,DAL,shooting,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Mann,1630544.0
160,PT00M33.20S,2022-01-18T02:04:44.4Z,1,REGULAR,freethrow,1 of 2,[],1630544,,,1610612760,32,22,2022-01-18T02:06:03Z,1570000,,,0,,MISS T. Mann Free Throw 1 of 2,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M33.20S,2022-01-18T02:04:44.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,32,22,2022-01-18T02:06:03Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,
162,PT00M33.20S,2022-01-18T02:04:45.3Z,1,REGULAR,substitution,out,[],203939,,,1610612760,32,22,2022-01-18T02:04:52Z,1590000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M33.20S,2022-01-18T02:04:45.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,32,22,2022-01-18T02:04:52Z,1600000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M33.20S,2022-01-18T02:04:45.3Z,1,REGULAR,substitution,in,[],204001,,,1610612760,32,22,2022-01-18T02:04:52Z,1610000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M33.20S,2022-01-18T02:04:45.3Z,1,REGULAR,substitution,in,[],1629652,,,1610612760,32,22,2022-01-18T02:04:52Z,1620000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M33.20S,2022-01-18T02:04:44.4Z,1,REGULAR,freethrow,2 of 2,[],1630544,,,1610612760,32,22,2022-01-18T02:06:03Z,1630000,,,0,,MISS T. Mann Free Throw 2 of 2,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT00M31.40S,2022-01-18T02:04:46.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,32,22,2022-01-18T02:06:03Z,1640000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,166.0,,,,,3.0,3.0,0.0,,,,,,,,
168,PT00M21.50S,2022-01-18T02:05:21.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612742,32,22,2022-01-18T02:05:27Z,1650000,,,0,,T. Mann shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630544, 1629029]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Doncic,1629029.0
170,PT00M21.50S,2022-01-18T02:05:47.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,32,22,2022-01-18T02:05:47Z,1670000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
171,PT00M21.50S,2022-01-18T02:05:47.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,32,22,2022-01-18T02:05:47Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,
172,PT00M21.50S,2022-01-18T02:06:02.5Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,33,22,2022-01-18T02:06:02Z,1690000,,,0,,L. Doncic Free Throw 2 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,9.0,,,,,,,,,,,,,,
173,PT00M01.90S,2022-01-18T02:06:25.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628425,,,1610612760,33,22,2022-01-18T02:06:45Z,1700000,,,0,,S. Brown personal FOUL (2 PF) (Dort 2 FT),"[1628425, 1629652]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Dort,1629652.0
175,PT00M01.90S,2022-01-18T02:07:02.8Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,33,23,2022-01-18T02:07:02Z,1720000,,,0,,L. Dort Free Throw 1 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
176,PT00M01.90S,2022-01-18T02:07:21.3Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,33,24,2022-01-18T02:07:21Z,1730000,,,0,,L. Dort Free Throw 2 of 2 (8 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
177,PT00M00.30S,2022-01-18T02:07:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,86.81011826544021,43.13725490196079,1610612742,33,24,2022-01-18T02:12:13Z,1740000,-34.0,71.0,1,right,MISS J. Green 7' running Shot,[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,7.93,Missed,,,,,,,,,,,,,,,,,,
