actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
23,PT10M02.00S,2021-11-28T01:42:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612742,6,5,2021-11-28T01:42:48Z,230000,,,0,,A. Holiday shooting personal FOUL (1 PF) (Doncic 2 FT),"[1628988, 1629029]",1610612764.0,WAS,shooting,,,Holiday,A. Holiday,,,,,,,,,,,,101284.0,1.0,0.0,Doncic,1629029.0,,,,,,,,
25,PT10M02.00S,2021-11-28T01:43:11.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,6,5,2021-11-28T01:43:31Z,250000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M02.00S,2021-11-28T01:43:11.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,6,5,2021-11-28T01:43:31Z,260000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
27,PT10M02.00S,2021-11-28T01:43:11.4Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,6,5,2021-11-28T01:43:31Z,270000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M59.00S,2021-11-28T01:43:14.4Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,6,5,2021-11-28T01:43:31Z,280000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M51.00S,2021-11-28T01:43:39.0Z,1,REGULAR,2pt,Jump Shot,[],203484,9.149145860709593,30.637254901960787,1610612764,6,5,2021-11-28T01:43:44Z,290000,97.0,34.0,1,left,MISS K. Caldwell-Pope 10' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,10.24,Missed,,,,,,,,,,,,,,,,,,
30,PT09M47.00S,2021-11-28T01:43:42.1Z,1,REGULAR,rebound,offensive,[],203484,,,1610612764,6,5,2021-11-28T01:43:42Z,300000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT09M45.00S,2021-11-28T01:43:45.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203078,18.084756898817346,39.950980392156865,1610612764,6,7,2021-11-28T01:43:50Z,310000,50.0,117.0,1,left,B. Beal 12' pullup Jump Shot (4 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,12.78,Made,,,,,4.0,,,,,,,,,,,,,
32,PT09M29.00S,2021-11-28T01:44:01.6Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612742,6,7,2021-11-28T01:44:15Z,320000,,,0,,B. Beal shooting personal FOUL (1 PF) (Porzingis 2 FT),"[203078, 204001]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,,1628171.0,1.0,0.0,Porzingis,204001.0,,,,,,,,
34,PT09M29.00S,2021-11-28T01:44:31.0Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,7,7,2021-11-28T01:44:31Z,340000,,,0,,K. Porzingis Free Throw 1 of 2 (1 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
35,PT09M29.00S,2021-11-28T01:44:48.2Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,8,7,2021-11-28T01:44:48Z,350000,,,0,,K. Porzingis Free Throw 2 of 2 (2 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
36,PT09M09.00S,2021-11-28T01:45:09.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628988,13.87976346911958,47.30392156862745,1610612764,8,9,2021-11-28T01:45:14Z,360000,13.0,78.0,1,left,A. Holiday 7' driving Hook (5 PTS) (B. Beal 2 AST),"[1628988, 203078]",1610612764.0,WAS,driving,,,Holiday,A. Holiday,,,,,7.92,Made,,,,,5.0,,,,,,B. Beal,203078.0,2.0,,,,,
38,PT08M58.00S,2021-11-28T01:45:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626161,87.07293035479631,42.8921568627451,1610612742,8,9,2021-11-28T01:45:25Z,380000,-36.0,69.0,1,right,MISS W. Cauley-Stein 7' floating Shot,[1626161],1610612742.0,DAL,floating,,,Cauley-Stein,W. Cauley-Stein,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,
39,PT08M56.00S,2021-11-28T01:45:22.3Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612764,8,9,2021-11-28T01:45:25Z,390000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M42.00S,2021-11-28T01:45:36.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,9.149145860709593,48.03921568627451,1610612764,8,9,2021-11-28T01:45:44Z,400000,10.0,34.0,1,left,MISS D. Gafford driving DUNK - blocked,"[1629655, 1626161]",1610612764.0,WAS,driving,,,Gafford,D. Gafford,,,,,3.49,Missed,,,,,,,,,,,,,,Cauley-Stein,1626161.0,,,
41,PT08M42.00S,2021-11-28T01:45:36.7Z,1,REGULAR,block,,[],1626161,,,1610612764,8,9,2021-11-28T01:45:38Z,410000,,,0,,W. Cauley-Stein BLOCK (1 BLK),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M39.00S,2021-11-28T01:45:39.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,8,9,2021-11-28T01:45:44Z,420000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M36.00S,2021-11-28T01:45:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627827,94.03745072273325,49.50980392156863,1610612742,10,9,2021-11-28T01:45:51Z,430000,-2.0,4.0,1,right,D. Finney-Smith running reverse Layup (2 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,running reverse,,,Finney-Smith,D. Finney-Smith,,,,,0.43,Made,,,,,2.0,,,,,,L. Doncic,1629029.0,1.0,,,,,
45,PT08M23.00S,2021-11-28T01:45:58.1Z,1,REGULAR,foul,personal,[],1629029,,,1610612764,10,9,2021-11-28T01:46:25Z,450000,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1628988]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,202026.0,1.0,0.0,Holiday,1628988.0,,,,,,,,
47,PT08M23.00S,2021-11-28T01:46:18.1Z,1,REGULAR,foul,technical,['1freethrow'],203484,,,1610612764,10,9,2021-11-28T01:46:23Z,470000,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,1628171.0,0.0,1.0,,,,,,,,,,
48,PT08M23.00S,2021-11-28T01:46:41.1Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,10,9,2021-11-28T01:46:41Z,480000,,,0,,MISS K. Porzingis technical Free Throw 1 of 1,[204001],1610612742.0,DAL,technical,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M23.00S,2021-11-28T01:46:41.1Z,1,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612764,10,9,2021-11-28T01:46:41Z,490000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT08M17.00S,2021-11-28T01:47:01.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.1268068331143235,49.50980392156863,1610612764,10,11,2021-11-28T01:47:05Z,500000,2.0,5.0,1,left,D. Gafford cutting DUNK (2 PTS) (B. Beal 3 AST),"[1629655, 203078]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,0.57,Made,,,,,2.0,,,,,,B. Beal,203078.0,3.0,,,,,
52,PT08M02.00S,2021-11-28T01:47:18.5Z,1,REGULAR,foul,offensive,[],1626161,,,1610612742,10,11,2021-11-28T01:47:36Z,520000,,,0,,W. Cauley-Stein off-the-ball offensive FOUL (2 PF),"[1626161, 1628988]",1610612742.0,DAL,off-the-ball,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,101284.0,2.0,0.0,Holiday,1628988.0,,,,,,,,
54,PT08M02.00S,2021-11-28T01:47:18.5Z,1,REGULAR,turnover,offensive foul,[],1626161,,,1610612742,10,11,2021-11-28T01:47:18Z,540000,,,0,,W. Cauley-Stein offensive foul TURNOVER (1 TO),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,101284.0,,,,,,,,,,1.0,,
55,PT08M02.00S,2021-11-28T01:47:28.5Z,1,REGULAR,substitution,out,[],1626161,,,1610612764,10,11,2021-11-28T01:47:39Z,550000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M02.00S,2021-11-28T01:47:28.5Z,1,REGULAR,substitution,in,[],203939,,,1610612764,10,11,2021-11-28T01:47:39Z,560000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M51.00S,2021-11-28T01:47:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,6.389618922470433,48.529411764705884,1610612764,10,13,2021-11-28T01:48:01Z,570000,7.0,8.0,1,left,B. Beal driving Layup (6 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,1.06,Made,,,,,6.0,,,,,,,,,,,,,
58,PT07M50.00S,2021-11-28T01:47:59.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,10,13,2021-11-28T01:48:05Z,580000,,,0,,TEAM delay-of-game VIOLATION,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,,,
59,PT07M39.00S,2021-11-28T01:48:16.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.35545335085413,79.65686274509804,1610612742,13,13,2021-11-28T01:48:20Z,590000,148.0,207.0,1,right,L. Doncic 25' 3PT step back (7 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,25.5,Made,,,,,7.0,,,,,,,,,,,,,
60,PT07M31.00S,2021-11-28T01:48:24.3Z,1,REGULAR,2pt,Jump Shot,[],203484,19.267411300919843,21.323529411764707,1610612764,13,15,2021-11-28T01:48:28Z,600000,143.0,129.0,1,left,K. Caldwell-Pope 19' pullup Jump Shot (2 PTS) (A. Holiday 1 AST),"[203484, 1628988]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,19.26,Made,,,,,2.0,,,,,,A. Holiday,1628988.0,1.0,,,,,
62,PT07M20.00S,2021-11-28T01:48:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.77858081471747,22.058823529411764,1610612742,13,15,2021-11-28T01:48:41Z,620000,-140.0,222.0,1,right,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,
63,PT07M16.00S,2021-11-28T01:48:39.2Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,13,15,2021-11-28T01:48:41Z,630000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT07M08.00S,2021-11-28T01:48:47.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,7.30946123521682,43.13725490196079,1610612764,13,17,2021-11-28T01:48:51Z,640000,34.0,16.0,1,left,D. Gafford turnaround Hook (4 PTS) (A. Holiday 2 AST),"[1629655, 1628988]",1610612764.0,WAS,turnaround,,,Gafford,D. Gafford,,,,,3.79,Made,,,,,4.0,,,,,,A. Holiday,1628988.0,2.0,,,,,
66,PT06M58.00S,2021-11-28T01:48:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,92.9862023653088,55.63725490196079,1610612742,15,17,2021-11-28T01:49:02Z,660000,28.0,13.0,1,right,T. Hardaway Jr. cutting Layup (2 PTS) (L. Doncic 2 AST),"[203501, 1629029]",1610612742.0,DAL,cutting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,3.12,Made,,,,,2.0,,,,,,L. Doncic,1629029.0,2.0,,,,,
68,PT06M49.00S,2021-11-28T01:49:06.7Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612764,15,17,2021-11-28T01:49:10Z,680000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 204001]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,1.0,Porzingis,204001.0
69,PT06M49.00S,2021-11-28T01:49:06.7Z,1,REGULAR,steal,,[],204001,,,1610612742,15,17,2021-11-28T01:49:08Z,690000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M44.00S,2021-11-28T01:49:12.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629029,85.89027595269383,51.9607843137255,1610612742,15,17,2021-11-28T01:49:18Z,700000,10.0,80.0,1,right,MISS L. Doncic 8' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,8.07,Missed,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2021-11-28T01:49:16.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,15,17,2021-11-28T01:49:18Z,710000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,
72,PT06M35.00S,2021-11-28T01:49:20.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203078,16.245072273324574,36.029411764705884,1610612764,15,19,2021-11-28T01:49:24Z,720000,70.0,100.0,1,left,B. Beal 12' pullup Jump Shot (8 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,12.22,Made,,,,,8.0,,,,,,,,,,,,,
73,PT06M34.00S,2021-11-28T01:49:24.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,19,2021-11-28T01:49:24Z,730000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2021-11-28T01:51:49.9Z,1,REGULAR,substitution,out,[],1628988,,,1610612742,15,19,2021-11-28T01:52:09Z,740000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M34.00S,2021-11-28T01:51:49.9Z,1,REGULAR,substitution,in,[],203526,,,1610612742,15,19,2021-11-28T01:52:09Z,750000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M20.00S,2021-11-28T01:52:39.9Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612742,15,19,2021-11-28T01:52:49Z,760000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Porzingis 2 FT),"[203484, 204001]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,202026.0,1.0,1.0,Porzingis,204001.0,,,,,,,,
78,PT06M20.00S,2021-11-28T01:53:03.1Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,16,19,2021-11-28T01:53:03Z,780000,,,0,,K. Porzingis Free Throw 1 of 2 (3 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
79,PT06M20.00S,2021-11-28T01:53:19.4Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,17,19,2021-11-28T01:53:19Z,790000,,,0,,K. Porzingis Free Throw 2 of 2 (4 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
80,PT06M06.00S,2021-11-28T01:53:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.1268068331143235,48.529411764705884,1610612764,17,19,2021-11-28T01:53:39Z,800000,7.0,5.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,
81,PT06M03.00S,2021-11-28T01:53:38.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,17,19,2021-11-28T01:53:39Z,810000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT06M00.00S,2021-11-28T01:53:45.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,17,19,2021-11-28T01:53:45Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M00.00S,2021-11-28T01:53:45.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,17,19,2021-11-28T01:54:02Z,830000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M00.00S,2021-11-28T01:53:45.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612742,17,19,2021-11-28T01:54:02Z,840000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M00.00S,2021-11-28T01:53:45.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612742,17,19,2021-11-28T01:54:02Z,850000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M00.00S,2021-11-28T01:53:45.5Z,1,REGULAR,substitution,in,[],1626149,,,1610612742,17,19,2021-11-28T01:54:02Z,860000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M54.00S,2021-11-28T01:54:16.4Z,1,REGULAR,foul,personal,[],1630166,,,1610612742,17,19,2021-11-28T01:54:52Z,870000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 203939]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,101284.0,1.0,0.0,Powell,203939.0,,,,,,,,
89,PT05M54.00S,2021-11-28T01:54:26.2Z,1,REGULAR,substitution,out,[],204001,,,1610612742,17,19,2021-11-28T01:54:34Z,890000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M54.00S,2021-11-28T01:54:26.2Z,1,REGULAR,substitution,out,[],203501,,,1610612742,17,19,2021-11-28T01:54:34Z,900000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
