actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2021-11-30T01:40:30.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-30T01:40:30Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-11-30T01:40:34.3Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2021-11-30T01:40:34Z,40000,,,0,,Jump Ball J. Allen vs. M. Brown: Tip to D. Garland,"[1629636, 1628386, 1629650]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Brown,1629650.0,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2021-11-30T01:40:48.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,9.937582128777924,42.40196078431372,1610612739,0,0,2021-11-30T01:40:53Z,70000,38.0,41.0,1,left,MISS J. Allen turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2021-11-30T01:40:50.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,0,0,2021-11-30T01:40:53Z,80000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2021-11-30T01:41:07.4Z,1,REGULAR,2pt,Jump Shot,[],203501,77.7431011826544,49.26470588235294,1610612742,2,0,2021-11-30T01:41:14Z,90000,-4.0,157.0,1,right,T. Hardaway Jr. 15' Jump Shot (2 PTS) (L. Doncic 1 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,15.67,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,
11,PT11M07.00S,2021-11-30T01:41:22.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.338370565045992,52.20588235294118,1610612739,2,2,2021-11-30T01:41:28Z,110000,-11.0,-2.0,1,left,J. Allen alley-oop DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,1.12,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,
13,PT10M50.00S,2021-11-30T01:41:38.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,67.23061760840999,61.51960784313726,1610612742,5,2,2021-11-30T01:41:43Z,130000,58.0,256.0,1,right,L. Doncic 26' 3PT step back (3 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.19,Made,,,,,3.0,,,,,,,,,,,,,
14,PT10M39.00S,2021-11-30T01:41:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630596,31.225361366622867,56.61764705882353,1610612739,5,2,2021-11-30T01:41:56Z,140000,-33.0,241.0,1,left,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,
15,PT10M37.00S,2021-11-30T01:41:51.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,2,2021-11-30T01:41:56Z,150000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M33.00S,2021-11-30T01:41:55.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",204001,93.51182654402102,53.18627450980392,1610612742,5,2,2021-11-30T01:42:01Z,160000,16.0,8.0,1,right,MISS K. Porzingis running DUNK - blocked,"[204001, 1630596]",1610612742.0,DAL,running,,,Porzingis,K. Porzingis,,,,,1.8,Missed,,,,,,,,,Mobley,1630596.0,,,,,,,,
17,PT10M33.00S,2021-11-30T01:41:55.7Z,1,REGULAR,block,,[],1630596,,,1610612742,5,2,2021-11-30T01:41:58Z,170000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2021-11-30T01:41:57.7Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,5,2,2021-11-30T01:42:01Z,180000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M24.00S,2021-11-30T01:42:05.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,7.440867279894875,50.245098039215684,1610612739,5,4,2021-11-30T01:42:10Z,190000,-1.0,17.0,1,left,J. Allen turnaround Hook (4 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,1.74,Made,,,,,4.0,D. Garland,1629636.0,2.0,,,,,,,,,,
21,PT10M16.00S,2021-11-30T01:42:13.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.09264126149803,80.88235294117648,1610612742,8,4,2021-11-30T01:42:17Z,210000,154.0,210.0,1,right,L. Doncic 26' 3PT  (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.05,Made,,,,,6.0,,,,,,,,,,,,,
22,PT09M57.00S,2021-11-30T01:42:31.7Z,1,REGULAR,2pt,Jump Shot,[],1629636,22.683968462549277,48.28431372549019,1610612739,8,6,2021-11-30T01:43:26Z,220000,9.0,161.0,1,left,D. Garland 16' pullup Jump Shot (2 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,16.09,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M39.00S,2021-11-30T01:42:49.4Z,1,REGULAR,2pt,Jump Shot,[],204001,91.40932982917214,24.264705882352942,1610612742,10,6,2021-11-30T01:45:01Z,230000,-129.0,28.0,1,right,K. Porzingis 13' bank Jump Shot (2 PTS),[204001],1610612742.0,DAL,bank,,,Porzingis,K. Porzingis,,,,,13.18,Made,,,,,2.0,,,,,,,,,,,,,
24,PT09M39.00S,2021-11-30T01:43:01.6Z,1,REGULAR,stoppage,other,[],0,,,1610612739,10,6,2021-11-30T01:43:01Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M21.00S,2021-11-30T01:43:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.521024967148489,50.73529411764706,1610612739,10,8,2021-11-30T01:43:24Z,250000,-4.0,9.0,1,left,J. Allen driving Layup (6 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,0.95,Made,,,,,6.0,,,,,,,,,,,,,
26,PT09M13.00S,2021-11-30T01:43:28.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,67.7562417871222,20.588235294117645,1610612742,10,8,2021-11-30T01:46:37Z,260000,-147.0,251.0,1,right,MISS L. Doncic 29' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,29.06,Missed,,,,,,,,,,,,,,,,,,
27,PT09M12.00S,2021-11-30T01:43:29.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,10,8,2021-11-30T01:43:50Z,270000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
28,PT09M12.00S,2021-11-30T01:43:34.0Z,1,REGULAR,foul,personal,[],1629650,,,1610612739,10,8,2021-11-30T01:43:56Z,280000,,,0,,M. Brown loose ball personal FOUL (1 PF),"[1629650, 1628386]",1610612742.0,DAL,loose ball,,,Brown,M. Brown,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Allen,1628386.0,,,
30,PT08M59.00S,2021-11-30T01:43:58.6Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,10,8,2021-11-30T01:44:04Z,300000,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1629650]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,1.0,Brown,1629650.0
31,PT08M59.00S,2021-11-30T01:43:58.6Z,1,REGULAR,steal,,[],1629650,,,1610612742,10,8,2021-11-30T01:44:00Z,310000,,,0,,M. Brown STEAL (1 STL),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M54.00S,2021-11-30T01:44:02.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,94.56307490144546,49.01960784313725,1610612742,12,8,2021-11-30T01:44:08Z,320000,-5.0,-1.0,1,right,D. Finney-Smith running DUNK (2 PTS) (L. Doncic 2 AST),"[1627827, 1629029]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,0.51,Made,,,,,2.0,L. Doncic,1629029.0,2.0,,,,,,,,,,
34,PT08M42.00S,2021-11-30T01:44:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.229303547963205,50.49019607843137,1610612739,12,8,2021-11-30T01:44:21Z,340000,-2.0,25.0,1,left,MISS J. Allen cutting Layup - blocked,"[1628386, 204001]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,2.5,Missed,,,,,,,,,Porzingis,204001.0,,,,,,,,
35,PT08M42.00S,2021-11-30T01:44:14.9Z,1,REGULAR,block,,[],204001,,,1610612739,12,8,2021-11-30T01:44:18Z,350000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M38.00S,2021-11-30T01:44:18.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,12,8,2021-11-30T01:44:21Z,360000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M33.00S,2021-11-30T01:44:25.9Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,12,8,2021-11-30T02:11:29Z,370000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (1 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,1.0,,
38,PT08M23.00S,2021-11-30T01:44:47.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630171,6.389618922470433,52.450980392156865,1610612739,12,10,2021-11-30T01:44:51Z,380000,-12.0,8.0,1,left,I. Okoro driving DUNK (2 PTS),[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,1.45,Made,,,,,2.0,,,,,,,,,,,,,
39,PT08M01.00S,2021-11-30T01:45:08.8Z,1,REGULAR,2pt,Jump Shot,[],203501,73.53810775295663,41.911764705882355,1610612742,12,10,2021-11-30T01:45:14Z,390000,-40.0,196.0,1,right,MISS T. Hardaway Jr. 20' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,20.03,Missed,,,,,,,,,,,,,,,,,,
40,PT07M58.00S,2021-11-30T01:45:11.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,12,10,2021-11-30T01:45:14Z,400000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT07M46.00S,2021-11-30T01:45:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,8.360709592641262,49.01960784313725,1610612739,12,10,2021-11-30T01:45:32Z,410000,5.0,26.0,1,left,MISS I. Okoro cutting Layup - blocked,"[1630171, 204001]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,2.66,Missed,,,,,,,,,Porzingis,204001.0,,,,,,,,
42,PT07M46.00S,2021-11-30T01:45:24.0Z,1,REGULAR,block,,[],204001,,,1610612739,12,10,2021-11-30T01:45:26Z,420000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
