actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-03T01:40:35.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-03T01:40:35Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2022-02-03T01:40:36.2Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2022-02-03T01:40:36Z,40000,,,0,,Jump Ball M. Diakite vs. D. Powell: Tip to J. Giddey,"[1630581, 1629603, 203939]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Diakite,1629603.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-02-03T01:40:53.2Z,1,REGULAR,2pt,Jump Shot,[],1630544,9.017739816031538,25.735294117647058,1610612760,0,0,2022-02-03T01:42:29Z,70000,121.0,32.0,1,left,MISS T. Mann 12' floating Shot,[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,12.55,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-02-03T01:40:56.2Z,1,REGULAR,rebound,offensive,[],1629603,,,1610612760,0,0,2022-02-03T01:42:02Z,80000,,,0,,M. Diakite REBOUND (Off:1 Def:0),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-02-03T01:41:05.0Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612760,0,0,2022-02-03T01:41:15Z,90000,,,0,,D. Powell shooting personal FOUL (1 PF) (Mann 2 FT),"[203939, 1630544]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,202007.0,1.0,0.0,Mann,1630544.0,,,,,,,,,,
11,PT11M29.00S,2022-02-03T01:41:29.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630544,,,1610612760,0,1,2022-02-03T01:41:29Z,110000,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
12,PT11M29.00S,2022-02-03T01:41:42.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630544,,,1610612760,0,2,2022-02-03T01:41:42Z,120000,,,0,,T. Mann Free Throw 2 of 2 (2 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
13,PT11M11.00S,2022-02-03T01:42:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.1688567674113,52.450980392156865,1610612742,2,2,2022-02-03T01:43:18Z,130000,12.0,2.0,1,right,L. Doncic driving Layup (2 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,1.25,Made,,,,,,,,,,2.0,D. Powell,203939.0,1.0,,,,,,
15,PT10M57.00S,2022-02-03T01:42:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.601182654402102,49.754901960784316,1610612760,2,4,2022-02-03T01:43:42Z,150000,1.0,0.0,1,left,J. Giddey cutting Layup (2 PTS) (A. Wiggins 1 AST),"[1630581, 1630598]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,0.12,Made,,,,,,,,,,2.0,A. Wiggins,1630598.0,1.0,,,,,,
17,PT10M40.00S,2022-02-03T01:42:31.6Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612742,2,4,2022-02-03T01:42:45Z,170000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1630581]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0,,,
