actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
27,PT09M11.00S,2022-03-10T01:43:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,92.32917214191852,54.65686274509803,1610612742,2,5,2022-03-10T02:43:12Z,270000,23.0,20.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,
28,PT09M10.00S,2022-03-10T01:43:25.5Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,2,5,2022-03-10T01:43:29Z,280000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M08.00S,2022-03-10T01:43:29.6Z,1,REGULAR,foul,personal,[],1629029,,,1610612752,2,5,2022-03-10T01:43:53Z,290000,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1629628]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Barrett,1629628.0,,
31,PT09M01.00S,2022-03-10T01:43:52.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,7.703679369250986,47.549019607843135,1610612752,2,7,2022-03-10T01:43:57Z,310000,12.0,20.0,1,left,M. Robinson alley-oop DUNK (4 PTS) (R. Barrett 1 AST),"[1629011, 1629628]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,2.34,Made,,,,,4.0,,,,R. Barrett,1629628.0,1.0,,,,,,,
33,PT08M50.00S,2022-03-10T01:44:05.9Z,1,REGULAR,foul,personal,[],1629628,,,1610612742,2,7,2022-03-10T01:44:32Z,330000,,,0,,R. Barrett personal FOUL (1 PF),"[1629628, 1629029]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Doncic,1629029.0,,
35,PT08M36.00S,2022-03-10T01:44:38.5Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612742,2,7,2022-03-10T01:44:49Z,350000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629011, 1629029]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Doncic,1629029.0,,
37,PT08M36.00S,2022-03-10T01:45:10.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,2,7,2022-03-10T01:45:10Z,370000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT08M36.00S,2022-03-10T01:45:10.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,2,7,2022-03-10T01:45:10Z,380000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2022-03-10T01:45:31.8Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,2,7,2022-03-10T01:45:31Z,390000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT08M33.00S,2022-03-10T01:45:33.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,2,7,2022-03-10T01:45:33Z,400000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M23.00S,2022-03-10T01:45:43.8Z,1,REGULAR,2pt,Jump Shot,[],1629628,8.360709592641262,67.15686274509804,1610612752,2,9,2022-03-10T01:46:09Z,410000,-86.0,26.0,1,left,R. Barrett 8' driving floating Jump Shot (2 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,8.97,Made,,,,,2.0,,,,,,,,,,,,,
42,PT08M14.00S,2022-03-10T01:45:53.4Z,1,REGULAR,3pt,Jump Shot,[],203493,70.12155059132719,72.54901960784314,1610612742,2,9,2022-03-10T01:46:35Z,420000,113.0,228.0,1,right,MISS R. Bullock 25' running 3PT,[203493],1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
43,PT08M12.00S,2022-03-10T01:45:55.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,2,9,2022-03-10T01:46:03Z,430000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M07.00S,2022-03-10T01:46:00.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629628,16.376478318002626,51.470588235294116,1610612752,2,11,2022-03-10T01:46:07Z,440000,-7.0,101.0,1,left,R. Barrett 10' driving floating Jump Shot (4 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,10.17,Made,,,,,4.0,,,,,,,,,,,,,
45,PT07M56.00S,2022-03-10T01:46:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,66.44218134034165,36.76470588235294,1610612742,2,11,2022-03-10T01:46:16Z,450000,-66.0,263.0,1,right,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,
46,PT07M52.00S,2022-03-10T01:46:14.5Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,2,11,2022-03-10T01:46:16Z,460000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M41.00S,2022-03-10T01:46:25.2Z,1,REGULAR,3pt,Jump Shot,[],203095,16.770696452036795,95.34313725490196,1610612752,2,11,2022-03-10T01:46:32Z,470000,-227.0,105.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
48,PT07M38.00S,2022-03-10T01:46:28.2Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,2,11,2022-03-10T01:46:32Z,480000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,47.0,2.0,0.0,2.0,,,,,,,,,,,,,,
49,PT07M36.00S,2022-03-10T01:46:30.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,6.783837056504599,50.0,1610612752,2,13,2022-03-10T01:47:41Z,490000,0.0,11.0,1,left,M. Robinson DUNK (6 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,1.13,Made,,,,,6.0,,,,,,,,,,,,,
50,PT07M19.00S,2022-03-10T01:46:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,88.64980289093299,62.5,1610612742,4,13,2022-03-10T01:48:16Z,500000,62.0,54.0,1,right,L. Doncic 8' driving finger roll Layup (2 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,8.27,Made,,,,,2.0,,,,,,,,,,,,,
51,PT07M05.00S,2022-03-10T01:47:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,15.588042049934298,49.01960784313725,1610612752,4,13,2022-03-10T01:48:46Z,510000,5.0,94.0,1,left,MISS R. Barrett 9' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,9.41,Missed,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2022-03-10T01:47:01.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,4,13,2022-03-10T01:47:08Z,520000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,
53,PT07M05.00S,2022-03-10T01:47:06.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,4,13,2022-03-10T01:47:06Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M52.00S,2022-03-10T01:47:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.07950065703022,62.254901960784316,1610612742,4,13,2022-03-10T01:49:13Z,540000,61.0,116.0,1,right,MISS L. Doncic 13' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,13.12,Missed,,,,,,,,,,,,,,,,,,
55,PT06M47.00S,2022-03-10T01:47:26.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,13,2022-03-10T01:47:28Z,550000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,54.0,3.0,1.0,2.0,,,,,,,,,,,,,,
56,PT06M40.00S,2022-03-10T01:47:33.4Z,1,REGULAR,3pt,Jump Shot,[],202692,19.398817345597898,93.13725490196079,1610612752,4,13,2022-03-10T01:50:03Z,560000,-216.0,130.0,1,left,MISS A. Burks 25' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
57,PT06M37.00S,2022-03-10T01:47:36.4Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,4,13,2022-03-10T01:47:37Z,570000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT06M26.00S,2022-03-10T01:47:48.4Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612742,4,13,2022-03-10T01:51:00Z,580000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Brunson 2 FT),"[203095, 1628973]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Brunson,1628973.0,,
60,PT06M26.00S,2022-03-10T01:48:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,4,13,2022-03-10T01:48:03Z,600000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M26.00S,2022-03-10T01:48:41.5Z,1,REGULAR,substitution,out,[],1629011,,,1610612742,4,13,2022-03-10T01:50:50Z,610000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M26.00S,2022-03-10T01:48:41.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612742,4,13,2022-03-10T01:50:50Z,620000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2022-03-10T01:51:14.5Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,5,13,2022-03-10T01:51:14Z,630000,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
64,PT06M26.00S,2022-03-10T01:51:31.3Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,6,13,2022-03-10T01:51:31Z,640000,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
65,PT06M14.00S,2022-03-10T01:51:44.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,6.783837056504599,52.450980392156865,1610612752,6,15,2022-03-10T01:51:51Z,650000,-12.0,11.0,1,left,J. Sims alley-oop DUNK (2 PTS) (A. Burks 1 AST),"[1630579, 202692]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,1.67,Made,,,,,2.0,,,,A. Burks,202692.0,1.0,,,,,,,
67,PT05M50.00S,2022-03-10T01:52:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,91.27792378449409,49.26470588235294,1610612742,6,15,2022-03-10T01:52:13Z,670000,-4.0,29.0,1,right,MISS D. Finney-Smith driving Layup,[1627827],1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,
68,PT05M47.00S,2022-03-10T01:52:12.6Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,6,15,2022-03-10T01:52:18Z,680000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,,,,,,
69,PT05M46.00S,2022-03-10T01:52:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,94.40999984741211,50.0,1610612742,8,15,2022-03-10T01:52:12Z,690000,0.0,0.0,1,right,D. Finney-Smith tip Layup (2 PTS),[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
70,PT05M28.00S,2022-03-10T01:52:30.7Z,1,REGULAR,2pt,Jump Shot,[],203944,21.895532194480946,59.80392156862745,1610612752,8,15,2022-03-10T01:53:30Z,700000,-49.0,153.0,1,left,MISS J. Randle 16' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,16.09,Missed,,,,,,,,,,,,,,,,,,
71,PT05M27.00S,2022-03-10T01:52:31.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,8,15,2022-03-10T01:52:44Z,710000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2022-03-10T01:52:37.4Z,1,REGULAR,foul,personal,[],1630579,,,1610612742,8,15,2022-03-10T01:53:14Z,720000,,,0,,J. Sims loose ball personal FOUL (1 PF),"[1630579, 203939]",1610612752.0,NYK,loose ball,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Powell,203939.0,,
74,PT05M10.00S,2022-03-10T01:53:05.9Z,1,REGULAR,3pt,Jump Shot,[],203493,69.59592641261499,73.77450980392157,1610612742,8,15,2022-03-10T01:53:17Z,740000,119.0,233.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
75,PT05M08.00S,2022-03-10T01:53:08.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,8,15,2022-03-10T01:53:08Z,750000,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT04M59.00S,2022-03-10T01:53:18.4Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612752,8,15,2022-03-10T01:53:28Z,760000,,,0,,D. Powell shooting personal FOUL (1 PF) (Randle 2 FT),"[203939, 203944]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Randle,203944.0,,
78,PT04M59.00S,2022-03-10T01:53:45.3Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,8,16,2022-03-10T01:53:45Z,780000,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
79,PT04M59.00S,2022-03-10T01:53:46.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,8,16,2022-03-10T01:54:01Z,790000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M59.00S,2022-03-10T01:53:46.0Z,1,REGULAR,substitution,out,[],202692,,,1610612752,8,16,2022-03-10T01:54:01Z,800000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M59.00S,2022-03-10T01:53:46.0Z,1,REGULAR,substitution,in,[],1628467,,,1610612752,8,16,2022-03-10T01:54:01Z,810000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2022-03-10T01:53:46.0Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,8,16,2022-03-10T01:54:01Z,820000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M59.00S,2022-03-10T01:54:13.8Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,8,17,2022-03-10T01:54:13Z,830000,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
84,PT04M50.00S,2022-03-10T01:54:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612742,8,17,2022-03-10T01:54:35Z,840000,,,0,,J. Sims shooting personal FOUL (2 PF) (Doncic 2 FT),"[1630579, 1629029]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,1199.0,2.0,0.0,Doncic,1629029.0,,
86,PT04M50.00S,2022-03-10T01:54:57.6Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,9,17,2022-03-10T01:54:57Z,860000,,,0,,L. Doncic Free Throw 1 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
87,PT04M50.00S,2022-03-10T01:54:58.1Z,1,REGULAR,substitution,out,[],1630579,,,1610612742,9,17,2022-03-10T01:55:16Z,870000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M50.00S,2022-03-10T01:54:58.1Z,1,REGULAR,substitution,in,[],201959,,,1610612742,9,17,2022-03-10T01:55:16Z,880000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M50.00S,2022-03-10T01:55:20.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,10,17,2022-03-10T01:55:20Z,890000,,,0,,L. Doncic Free Throw 2 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
