actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-10T00:40:55.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-10T00:40:55Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-10T00:40:58.1Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612741,0,0,2022-01-10T00:40:58Z,40000,,,0,,Jump Ball N. Vucevic vs. D. Powell: Tip to D. Jones Jr.,"[1627884, 202696, 203939]",1610612741.0,CHI,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Vucevic,202696.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2022-01-10T00:41:18.4Z,1,REGULAR,3pt,Jump Shot,[],201942,92.85479632063075,96.81372549019608,1610612741,0,0,2022-01-10T00:41:23Z,70000,234.0,15.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2022-01-10T00:41:20.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,0,2022-01-10T00:41:23Z,80000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M19.00S,2022-01-10T00:41:35.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,6.915243101182654,49.01960784313725,1610612742,2,0,2022-01-10T00:41:39Z,90000,5.0,13.0,1,left,D. Powell alley-oop DUNK (2 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,1.34,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,
11,PT11M06.00S,2022-01-10T00:41:48.1Z,1,REGULAR,2pt,Jump Shot,[],201942,94.95729303547962,14.215686274509803,1610612741,2,0,2022-01-10T00:43:13Z,110000,-179.0,-5.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.9,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2022-01-10T00:41:50.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,2,0,2022-01-10T00:41:52Z,120000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
13,PT10M49.00S,2022-01-10T00:42:07.6Z,1,REGULAR,foul,personal,[],1627884,,,1610612742,2,0,2022-01-10T00:42:23Z,130000,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1628973]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,201639.0,1.0,0.0,Brunson,1628973.0,,,,,,
15,PT10M38.00S,2022-01-10T00:42:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.485545335085414,53.92156862745098,1610612742,2,0,2022-01-10T00:44:06Z,150000,-20.0,74.0,1,left,MISS L. Doncic 7' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M37.00S,2022-01-10T00:42:39.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,2,0,2022-01-10T00:42:56Z,160000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,
