actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
47,PT08M26.00S,2022-03-04T01:46:05.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,11,7,2022-03-04T01:46:05Z,470000,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
48,PT08M26.00S,2022-03-04T01:46:24.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,12,7,2022-03-04T01:46:24Z,480000,,,0,,L. Doncic Free Throw 2 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
50,PT08M14.00S,2022-03-04T01:46:39.4Z,1,REGULAR,3pt,Jump Shot,[],202691,31.09395532194481,23.03921568627451,1610612744,12,7,2022-03-04T01:46:44Z,490000,135.0,240.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M11.00S,2022-03-04T01:46:42.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,7,2022-03-04T01:46:44Z,500000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
52,PT08M05.00S,2022-03-04T01:46:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.22404730617609,14.705882352941178,1610612742,12,7,2022-03-04T01:46:55Z,510000,-176.0,209.0,1,right,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M02.00S,2022-03-04T01:46:51.0Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,12,7,2022-03-04T01:46:51Z,520000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,52.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
54,PT07M58.00S,2022-03-04T01:46:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,92.85479632063075,52.20588235294118,1610612742,14,7,2022-03-04T01:46:59Z,530000,11.0,15.0,1,right,J. Brunson driving Layup (2 PTS) (D. Finney-Smith 1 AST),"[1628973, 1627827]",1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,1.84,Made,,,,,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
56,PT07M58.00S,2022-03-04T01:46:58.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,7,2022-03-04T01:46:58Z,550000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M48.00S,2022-03-04T01:50:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.754927726675426,41.911764705882355,1610612744,14,9,2022-03-04T01:50:45Z,560000,40.0,30.0,1,left,A. Wiggins driving Layup (2 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,5.02,Made,,,,,2.0,,,,,,,,,,,,,,
58,PT07M26.00S,2022-03-04T01:50:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,91.93495400788436,48.77450980392157,1610612742,16,9,2022-03-04T01:50:36Z,570000,-6.0,23.0,1,right,D. Powell alley-oop Layup (2 PTS) (L. Doncic 2 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,2.41,Made,,,,,2.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,
60,PT07M26.00S,2022-03-04T01:50:34.6Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612742,16,9,2022-03-04T01:50:49Z,590000,,,0,,K. Looney shooting personal FOUL (1 PF) (Powell 1 FT),"[1626172, 203939]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Powell,203939.0,,,,,,
62,PT07M26.00S,2022-03-04T01:51:10.5Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,17,9,2022-03-04T01:51:10Z,610000,,,0,,D. Powell Free Throw 1 of 1 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
63,PT07M17.00S,2022-03-04T01:51:23.2Z,1,REGULAR,foul,personal,[],1627827,,,1610612744,17,9,2022-03-04T01:51:39Z,620000,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1626172]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,200833.0,1.0,0.0,Looney,1626172.0,,,,,,
65,PT07M06.00S,2022-03-04T01:51:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.258212877792378,52.450980392156865,1610612744,17,11,2022-03-04T01:52:22Z,640000,-12.0,6.0,1,left,A. Wiggins driving Layup (4 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,1.38,Made,,,,,4.0,S. Curry,201939.0,1.0,,,,,,,,,,,
67,PT06M46.00S,2022-03-04T01:52:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,84.44480946123521,44.11764705882353,1610612742,19,11,2022-03-04T01:52:47Z,660000,-29.0,94.0,1,right,J. Brunson 9' driving floating Jump Shot (4 PTS) (D. Powell 2 AST),"[1628973, 203939]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,9.82,Made,,,,,4.0,D. Powell,203939.0,2.0,,,,,,,,,,,
69,PT06M38.00S,2022-03-04T01:52:21.0Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612744,19,11,2022-03-04T01:52:27Z,680000,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Thompson 2 FT),"[1627827, 202691]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,1146.0,2.0,0.0,Thompson,202691.0,,,,,,
71,PT06M38.00S,2022-03-04T01:52:50.1Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,19,12,2022-03-04T01:52:50Z,700000,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
72,PT06M38.00S,2022-03-04T01:52:50.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612744,19,12,2022-03-04T01:52:57Z,710000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M38.00S,2022-03-04T01:52:50.9Z,1,REGULAR,substitution,in,[],1630182,,,1610612744,19,12,2022-03-04T01:52:57Z,720000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2022-03-04T01:53:09.6Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,19,13,2022-03-04T01:53:09Z,730000,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
75,PT06M15.00S,2022-03-04T01:53:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.94152431011827,55.14705882352941,1610612742,19,13,2022-03-04T01:53:40Z,740000,26.0,70.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,7.48,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M11.00S,2022-03-04T01:53:39.1Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,19,13,2022-03-04T01:53:40Z,760000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
78,PT06M07.00S,2022-03-04T01:53:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,6.258212877792378,51.470588235294116,1610612744,19,15,2022-03-04T01:53:47Z,770000,-7.0,6.0,1,left,K. Thompson running finger roll Layup (4 PTS) (A. Wiggins 1 AST),"[202691, 203952]",1610612744.0,GSW,running finger roll,,,Thompson,K. Thompson,,,,,0.97,Made,,,,,4.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
80,PT05M49.00S,2022-03-04T01:53:59.6Z,1,REGULAR,3pt,Jump Shot,[],203939,69.07030223390277,61.76470588235294,1610612742,19,15,2022-03-04T01:54:11Z,790000,59.0,238.0,1,right,MISS D. Powell 24' 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M46.00S,2022-03-04T01:54:02.6Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,19,15,2022-03-04T01:54:11Z,800000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
82,PT05M40.00S,2022-03-04T01:54:09.7Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,19,15,2022-03-04T01:54:15Z,810000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 203952]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,2.0,,,Wiggins,203952.0,
83,PT05M40.00S,2022-03-04T01:54:09.7Z,1,REGULAR,steal,,[],203952,,,1610612744,19,15,2022-03-04T01:54:11Z,820000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M35.00S,2022-03-04T01:54:17.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,19,15,2022-03-04T01:54:17Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M35.00S,2022-03-04T01:54:19.2Z,1,REGULAR,substitution,out,[],1628973,,,1610612744,19,15,2022-03-04T01:54:29Z,840000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M35.00S,2022-03-04T01:54:19.2Z,1,REGULAR,substitution,out,[],202691,,,1610612744,19,15,2022-03-04T01:54:29Z,850000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M35.00S,2022-03-04T01:54:19.2Z,1,REGULAR,substitution,in,[],203915,,,1610612744,19,15,2022-03-04T01:54:29Z,860000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M35.00S,2022-03-04T01:54:19.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,19,15,2022-03-04T01:54:29Z,870000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M35.00S,2022-03-04T01:54:19.2Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,19,15,2022-03-04T01:54:44Z,880000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M35.00S,2022-03-04T01:54:19.2Z,1,REGULAR,substitution,in,[],203490,,,1610612744,19,15,2022-03-04T01:54:44Z,890000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M33.00S,2022-03-04T01:54:58.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203952,11.251642575558476,79.16666666666666,1610612744,19,15,2022-03-04T01:55:03Z,900000,-146.0,53.0,1,left,MISS A. Wiggins 15' Jump Shot,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,15.52,Missed,,,,,,,,,,,,,,,,,,,
92,PT05M31.00S,2022-03-04T01:55:00.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,19,15,2022-03-04T01:55:03Z,910000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
93,PT05M20.00S,2022-03-04T01:55:12.0Z,1,REGULAR,3pt,Jump Shot,[],203915,92.32917214191852,96.56862745098039,1610612742,22,15,2022-03-04T01:55:16Z,920000,233.0,20.0,1,right,S. Dinwiddie 3PT  (3 PTS) (R. Bullock 1 AST),"[203915, 203493]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,23.36,Made,,,,,3.0,R. Bullock,203493.0,1.0,,,,,,,,,,,
