actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M17.00S,2022-01-06T00:59:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.754927726675426,42.15686274509804,1610612744,12,10,2022-01-06T00:59:10Z,860000,39.0,30.0,1,left,A. Wiggins cutting Layup (4 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,4.92,Made,,,,,4.0,J. Poole,1629673.0,1.0,,,,,,,
88,PT04M58.00S,2022-01-06T00:59:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.77858081471747,23.52941176470588,1610612742,12,10,2022-01-06T01:00:03Z,880000,-132.0,222.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,25.87,Missed,,,,,,,,,,,,,,,
89,PT04M53.00S,2022-01-06T00:59:30.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,12,10,2022-01-06T00:59:32Z,890000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,
90,PT04M45.00S,2022-01-06T00:59:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,6.521024967148489,51.225490196078425,1610612744,12,10,2022-01-06T01:00:38Z,900000,-6.0,9.0,1,left,MISS K. Looney cutting Layup,[1626172],1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,,,,1.07,Missed,,,,,,,,,,,,,,,
91,PT04M44.00S,2022-01-06T00:59:43.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,12,10,2022-01-06T00:59:43Z,910000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,
92,PT04M44.00S,2022-01-06T00:59:45.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,12,10,2022-01-06T00:59:45Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M44.00S,2022-01-06T00:59:46.5Z,1,REGULAR,substitution,out,[],1629029,,,1610612744,12,10,2022-01-06T00:59:58Z,930000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2022-01-06T00:59:46.5Z,1,REGULAR,substitution,in,[],203501,,,1610612744,12,10,2022-01-06T00:59:58Z,940000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M43.00S,2022-01-06T01:00:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,5.863994743758213,52.69607843137255,1610612744,12,12,2022-01-06T01:01:14Z,950000,-13.0,3.0,1,left,A. Wiggins cutting Layup (6 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,,1.37,Made,,,,,6.0,D. Green,203110.0,1.0,,,,,,,
97,PT04M43.00S,2022-01-06T01:00:07.6Z,1,REGULAR,foul,personal,['1freethrow'],203501,,,1610612744,12,12,2022-01-06T01:00:26Z,970000,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Wiggins 1 FT),"[203501, 203952]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,201245.0,,,1.0,0.0,Wiggins,203952.0
99,PT04M43.00S,2022-01-06T01:00:14.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,12,12,2022-01-06T01:00:40Z,990000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M43.00S,2022-01-06T01:00:14.4Z,1,REGULAR,substitution,in,[],1629308,,,1610612744,12,12,2022-01-06T01:00:40Z,1000000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M43.00S,2022-01-06T01:00:38.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203952,,,1610612744,12,12,2022-01-06T01:01:01Z,1010000,,,0,,MISS A. Wiggins Free Throw 1 of 1,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,Missed,,,,,,,,,,,,,,,
102,PT04M40.00S,2022-01-06T01:00:41.7Z,1,REGULAR,rebound,defensive,[],1627737,,,1610612742,12,12,2022-01-06T01:01:01Z,1020000,,,0,,M. Chriss REBOUND (Off:0 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,
103,PT04M19.00S,2022-01-06T01:01:00.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,91.67214191852825,25.0,1610612742,14,12,2022-01-06T01:02:23Z,1030000,-125.0,26.0,1,right,J. Brunson 12' pullup Jump Shot (5 PTS) (M. Chriss 1 AST),"[1628973, 1627737]",1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,12.76,Made,,,,,5.0,M. Chriss,1627737.0,1.0,,,,,,,
105,PT04M08.00S,2022-01-06T01:01:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,12.040078843626807,45.588235294117645,1610612744,14,12,2022-01-06T01:03:27Z,1050000,22.0,61.0,1,left,MISS S. Curry 6' driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,6.46,Missed,,,,,,,,,,,,,,,
106,PT04M07.00S,2022-01-06T01:01:13.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,14,12,2022-01-06T01:01:16Z,1060000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,
107,PT04M07.00S,2022-01-06T01:01:16.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,14,12,2022-01-06T01:01:16Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M52.00S,2022-01-06T01:01:39.5Z,1,REGULAR,2pt,Jump Shot,[],203501,91.67214191852825,91.17647058823529,1610612742,14,12,2022-01-06T01:04:08Z,1080000,206.0,26.0,1,right,MISS T. Hardaway Jr. 20' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,20.75,Missed,,,,,,,,,,,,,,,
109,PT03M50.00S,2022-01-06T01:01:41.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,14,12,2022-01-06T01:01:43Z,1090000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,
110,PT03M42.00S,2022-01-06T01:01:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.521024967148489,47.05882352941176,1610612744,14,14,2022-01-06T01:01:54Z,1100000,15.0,9.0,1,left,J. Poole driving Layup (2 PTS) (J. Toscano-Anderson 1 AST),"[1629673, 1629308]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,1.71,Made,,,,,2.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,
112,PT03M25.00S,2022-01-06T01:02:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627737,86.15308804204993,46.81372549019608,1610612742,14,14,2022-01-06T01:02:13Z,1120000,-16.0,78.0,1,right,MISS M. Chriss 7' floating Shot,[1627737],1610612742.0,DAL,floating,,,Chriss,M. Chriss,,,,,,,,7.93,Missed,,,,,,,,,,,,,,,
113,PT03M23.00S,2022-01-06T01:02:09.3Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,14,14,2022-01-06T01:02:13Z,1130000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,112.0,2.0,0.0,2.0,,,,,,,,,,,
114,PT03M19.00S,2022-01-06T01:02:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,87.46714848883047,43.13725490196079,1610612742,14,14,2022-01-06T01:05:48Z,1140000,-34.0,65.0,1,right,MISS T. Hardaway Jr. 7' driving finger roll Layup,[203501],1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,7.38,Missed,,,,,,,,,,,,,,,
115,PT03M17.00S,2022-01-06T01:02:15.9Z,1,REGULAR,rebound,offensive,[],1627737,,,1610612742,14,14,2022-01-06T01:02:17Z,1150000,,,0,,M. Chriss REBOUND (Off:1 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,114.0,2.0,1.0,1.0,,,,,,,,,,,
116,PT03M16.00S,2022-01-06T01:02:16.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627737,88.91261498028909,43.13725490196079,1610612742,14,14,2022-01-06T01:07:33Z,1160000,-34.0,52.0,1,right,MISS M. Chriss 6' Hook,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,6.2,Missed,,,,,,,,,,,,,,,
117,PT03M15.00S,2022-01-06T01:02:17.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,14,14,2022-01-06T01:02:34Z,1170000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,
118,PT03M15.00S,2022-01-06T01:02:22.6Z,1,REGULAR,foul,personal,[],1627737,,,1610612744,14,14,2022-01-06T01:02:28Z,1180000,,,0,,M. Chriss loose ball personal FOUL (1 PF),"[1627737, 203110]",1610612742.0,DAL,loose ball,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,1628171.0,,,1.0,0.0,Green,203110.0
120,PT03M15.00S,2022-01-06T01:02:30.3Z,1,REGULAR,substitution,out,[],203952,,,1610612744,14,14,2022-01-06T01:02:32Z,1200000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M15.00S,2022-01-06T01:02:30.3Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,14,14,2022-01-06T01:02:32Z,1210000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2022-01-06T01:03:01.2Z,1,REGULAR,foul,personal,['2freethrow'],1627737,,,1610612744,14,14,2022-01-06T01:06:28Z,1220000,,,0,,M. Chriss shooting personal FOUL (2 PF) (Toscano-Anderson 2 FT),"[1627737, 1629308]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,201245.0,,,2.0,0.0,Toscano-Anderson,1629308.0
124,PT02M56.00S,2022-01-06T01:03:09.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,14,2022-01-06T01:03:09Z,1240000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M56.00S,2022-01-06T01:03:11.1Z,1,REGULAR,substitution,out,[],1627737,,,1610612744,14,14,2022-01-06T01:06:16Z,1250000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2022-01-06T01:03:11.1Z,1,REGULAR,substitution,out,[],201939,,,1610612744,14,14,2022-01-06T01:06:16Z,1260000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M56.00S,2022-01-06T01:03:11.1Z,1,REGULAR,substitution,in,[],1628467,,,1610612744,14,14,2022-01-06T01:06:16Z,1270000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M56.00S,2022-01-06T01:03:11.1Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,14,14,2022-01-06T01:06:16Z,1280000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M56.00S,2022-01-06T01:06:42.6Z,1,REGULAR,freethrow,1 of 2,[],1629308,,,1610612744,14,14,2022-01-06T01:06:42Z,1290000,,,0,,MISS J. Toscano-Anderson Free Throw 1 of 2,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,Missed,,,,,,,,,,,,,,,
130,PT02M56.00S,2022-01-06T01:06:42.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,14,14,2022-01-06T01:06:42Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,
131,PT02M56.00S,2022-01-06T01:06:57.2Z,1,REGULAR,freethrow,2 of 2,[],1629308,,,1610612744,14,15,2022-01-06T01:06:57Z,1310000,,,0,,J. Toscano-Anderson Free Throw 2 of 2 (1 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
132,PT02M40.00S,2022-01-06T01:07:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,91.80354796320631,46.32352941176471,1610612742,14,15,2022-01-06T01:08:48Z,1320000,-18.0,25.0,1,right,MISS J. Brunson driving finger roll Layup,[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,,,,3.06,Missed,,,,,,,,,,,,,,,
133,PT02M38.00S,2022-01-06T01:07:16.8Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612744,14,15,2022-01-06T01:07:19Z,1330000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT02M26.00S,2022-01-06T01:07:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,6.521024967148489,46.81372549019608,1610612744,14,17,2022-01-06T01:07:35Z,1340000,16.0,9.0,1,left,J. Toscano-Anderson cutting Layup (3 PTS) (J. Poole 2 AST),"[1629308, 1629673]",1610612744.0,GSW,cutting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,1.82,Made,,,,,3.0,J. Poole,1629673.0,2.0,,,,,,,
136,PT02M00.00S,2022-01-06T01:07:54.3Z,1,REGULAR,3pt,Jump Shot,[],203501,68.54467805519053,23.52941176470588,1610612742,17,17,2022-01-06T01:07:58Z,1360000,-132.0,243.0,1,right,T. Hardaway Jr. 27' 3PT  (3 PTS) (J. Brunson 1 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,27.69,Made,,,,,3.0,J. Brunson,1628973.0,1.0,,,,,,,
138,PT01M42.00S,2022-01-06T01:08:12.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.065045992115635,48.77450980392157,1610612744,17,17,2022-01-06T01:08:15Z,1380000,6.0,258.0,1,left,MISS J. Poole 25' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,25.84,Missed,,,,,,,,,,,,,,,
139,PT01M41.00S,2022-01-06T01:08:13.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,17,17,2022-01-06T01:08:15Z,1390000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT01M20.00S,2022-01-06T01:08:34.9Z,1,REGULAR,3pt,Jump Shot,[],1628467,67.88764783180025,31.372549019607842,1610612742,17,17,2022-01-06T01:08:40Z,1400000,-93.0,249.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,26.62,Missed,,,,,,,,,,,,,,,
141,PT01M16.00S,2022-01-06T01:08:38.9Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,17,17,2022-01-06T01:08:40Z,1410000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,
142,PT01M08.00S,2022-01-06T01:08:45.9Z,1,REGULAR,3pt,Jump Shot,[],1629308,8.360709592641262,95.58823529411765,1610612744,17,17,2022-01-06T01:08:51Z,1420000,-228.0,26.0,1,left,MISS J. Toscano-Anderson 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,22.94,Missed,,,,,,,,,,,,,,,
143,PT01M05.00S,2022-01-06T01:08:48.9Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,17,17,2022-01-06T01:08:51Z,1430000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,
144,PT00M57.10S,2022-01-06T01:08:58.5Z,1,REGULAR,3pt,Jump Shot,[],203493,67.23061760840999,65.44117647058823,1610612742,17,17,2022-01-06T01:09:05Z,1440000,77.0,256.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,26.69,Missed,,,,,,,,,,,,,,,
145,PT00M53.30S,2022-01-06T01:09:02.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,17,17,2022-01-06T01:09:05Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,
146,PT00M53.30S,2022-01-06T01:09:04.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,17,17,2022-01-06T01:09:04Z,1460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M53.30S,2022-01-06T01:09:05.5Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,17,17,2022-01-06T01:09:20Z,1470000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M53.30S,2022-01-06T01:09:05.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,17,17,2022-01-06T01:09:20Z,1480000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M53.30S,2022-01-06T01:09:05.5Z,1,REGULAR,substitution,out,[],203110,,,1610612742,17,17,2022-01-06T01:09:20Z,1490000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M53.30S,2022-01-06T01:09:05.5Z,1,REGULAR,substitution,in,[],1629029,,,1610612742,17,17,2022-01-06T01:09:20Z,1500000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M53.30S,2022-01-06T01:09:05.5Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,17,17,2022-01-06T01:09:20Z,1510000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M53.30S,2022-01-06T01:09:05.5Z,1,REGULAR,substitution,in,[],202357,,,1610612742,17,17,2022-01-06T01:09:20Z,1520000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M51.00S,2022-01-06T01:09:28.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203493,92.72339027595268,60.5392156862745,1610612742,19,17,2022-01-06T01:09:34Z,1530000,53.0,16.0,1,right,R. Bullock driving floating bank Jump Shot (2 PTS) (L. Doncic 1 AST),"[203493, 1629029]",1610612742.0,DAL,driving floating bank,,,Bullock,R. Bullock,,,,,,,,5.5,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,
155,PT00M35.80S,2022-01-06T01:09:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,11.908672798948752,65.19607843137256,1610612744,19,17,2022-01-06T01:09:49Z,1550000,-76.0,59.0,1,left,MISS N. Bjelica 9' driving floating Shot,[202357],1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,,,,9.65,Missed,,,,,,,,,,,,,,,
156,PT00M34.30S,2022-01-06T01:09:47.0Z,1,REGULAR,rebound,offensive,[],202357,,,1610612744,19,17,2022-01-06T01:09:47Z,1560000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,,
157,PT00M34.00S,2022-01-06T01:09:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,6.1268068331143235,51.225490196078425,1610612744,19,19,2022-01-06T01:09:55Z,1570000,-6.0,5.0,1,left,N. Bjelica putback Layup (2 PTS),[202357],1610612744.0,GSW,putback,,,Bjelica,N. Bjelica,,,,,,,,0.8,Made,,,,,2.0,,,,,,,,,,
158,PT00M28.40S,2022-01-06T01:10:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.9060446780552,50.49019607843137,1610612742,21,19,2022-01-06T01:11:47Z,1580000,2.0,5.0,1,right,L. Doncic driving Layup (9 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,0.54,Made,,,,,9.0,,,,,,,,,,
159,PT00M10.50S,2022-01-06T01:10:20.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612744,21,19,2022-01-06T01:10:28Z,1590000,,,0,,J. Green shooting personal FOUL (1 PF) (Lee 2 FT),"[1630182, 1627814]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,201245.0,,,1.0,0.0,Lee,1627814.0
161,PT00M10.50S,2022-01-06T01:10:56.9Z,1,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,21,20,2022-01-06T01:13:05Z,1610000,,,0,,D. Lee Free Throw 1 of 2 (1 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
166,PT00M10.50S,2022-01-06T01:10:56.9Z,1,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,21,21,2022-01-06T01:13:05Z,1615000,,,0,,D. Lee Free Throw 2 of 2 (2 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
162,PT00M10.50S,2022-01-06T01:10:58.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612742,21,21,2022-01-06T01:13:05Z,1620000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M10.50S,2022-01-06T01:10:58.3Z,1,REGULAR,substitution,out,[],202357,,,1610612742,21,21,2022-01-06T01:13:05Z,1630000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M10.50S,2022-01-06T01:10:58.3Z,1,REGULAR,substitution,in,[],1627780,,,1610612742,21,21,2022-01-06T01:13:05Z,1640000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M10.50S,2022-01-06T01:10:58.3Z,1,REGULAR,substitution,in,[],203952,,,1610612742,21,21,2022-01-06T01:13:05Z,1650000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M00.30S,2022-01-06T01:11:38.9Z,1,REGULAR,3pt,Jump Shot,[],203501,78.53153745072274,89.70588235294117,1610612742,21,21,2022-01-06T01:12:25Z,1655000,199.0,149.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,24.84,Missed,,,,,,,,,,,,,,,
168,PT00M00.10S,2022-01-06T01:11:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,21,21,2022-01-06T01:12:25Z,1657500,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,
169,PT00M00.00S,2022-01-06T01:11:42.3Z,1,REGULAR,period,end,[],0,,,1610612742,21,21,2022-01-06T01:11:42Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-06T01:11:47.5Z,2,REGULAR,substitution,out,['startperiod'],1630228,,,1610612742,21,21,2022-01-06T01:15:17Z,1700000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-06T01:11:47.5Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612742,21,21,2022-01-06T01:15:17Z,1710000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-06T01:11:47.5Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612742,21,21,2022-01-06T01:15:17Z,1720000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-06T01:11:47.5Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612742,21,21,2022-01-06T01:15:17Z,1730000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-06T01:11:47.5Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612742,21,21,2022-01-06T01:15:17Z,1740000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
