actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
23,PT09M26.00S,2021-11-16T01:13:21.4Z,1,REGULAR,3pt,Jump Shot,[],203932,32.14520367936925,48.77450980392157,1610612743,6,7,2021-11-16T01:14:21Z,230000,6.0,250.0,1,left,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M24.00S,2021-11-16T01:13:23.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,6,7,2021-11-16T01:13:26Z,240000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M19.00S,2021-11-16T01:13:29.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204001,73.9323258869908,82.59803921568627,1610612742,9,7,2021-11-16T01:13:56Z,250000,163.0,193.0,1,right,K. Porzingis 25' 3PT  (5 PTS) (L. Doncic 3 AST),"[204001, 1629029]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.22,Made,,,,,5.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,
27,PT09M07.00S,2021-11-16T01:13:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,13.87976346911958,47.30392156862745,1610612743,9,7,2021-11-16T01:13:47Z,270000,13.0,78.0,1,left,MISS A. Gordon 7' pullup bank Shot,[203932],1610612743.0,DEN,pullup bank,,,Gordon,A. Gordon,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M05.00S,2021-11-16T01:13:42.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,9,7,2021-11-16T01:13:47Z,280000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT08M48.00S,2021-11-16T01:14:00.0Z,1,REGULAR,turnover,lost ball,[],204001,,,1610612742,9,7,2021-11-16T01:14:12Z,290000,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 1628420]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,1.0,Morris,1628420.0,,,,,,,,
30,PT08M48.00S,2021-11-16T01:14:00.0Z,1,REGULAR,steal,,[],1628420,,,1610612743,9,7,2021-11-16T01:15:00Z,300000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M42.00S,2021-11-16T01:14:06.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203999,6.915243101182654,47.794117647058826,1610612743,9,9,2021-11-16T01:14:17Z,310000,11.0,13.0,1,left,N. Jokic running DUNK (4 PTS) (M. Morris 2 AST),"[203999, 1628420]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,1.67,Made,,,,,4.0,M. Morris,1628420.0,2.0,,,,,,,,,,,
33,PT08M23.00S,2021-11-16T01:14:24.8Z,1,REGULAR,3pt,Jump Shot,[],204001,67.23061760840999,23.774509803921568,1610612742,9,9,2021-11-16T01:14:29Z,330000,-131.0,256.0,1,right,MISS K. Porzingis 28' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,28.72,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M20.00S,2021-11-16T01:14:27.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,9,2021-11-16T01:14:29Z,340000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
35,PT08M05.00S,2021-11-16T01:14:43.0Z,1,REGULAR,3pt,Jump Shot,[],203085,17.69053876478318,94.85294117647058,1610612743,9,12,2021-11-16T01:16:45Z,350000,-224.0,114.0,1,left,A. Rivers 25' 3PT  (6 PTS) (M. Morris 3 AST),"[203085, 1628420]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.15,Made,,,,,6.0,M. Morris,1628420.0,3.0,,,,,,,,,,,
37,PT07M49.00S,2021-11-16T01:15:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,90.62089356110381,49.26470588235294,1610612742,11,12,2021-11-16T01:15:16Z,370000,-4.0,36.0,1,right,D. Powell cutting Layup (2 PTS) (T. Hardaway Jr. 1 AST),"[203939, 203501]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,3.59,Made,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,
39,PT07M49.00S,2021-11-16T01:15:03.7Z,1,REGULAR,foul,personal,['1freethrow'],203085,,,1610612742,11,12,2021-11-16T01:15:14Z,390000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Powell 1 FT),"[203085, 203939]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Powell,203939.0,,,
41,PT07M49.00S,2021-11-16T01:15:48.7Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,11,12,2021-11-16T01:15:50Z,410000,,,0,,MISS D. Powell Free Throw 1 of 1,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M47.00S,2021-11-16T01:15:50.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,11,12,2021-11-16T01:15:50Z,420000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,41.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
43,PT07M42.00S,2021-11-16T01:15:54.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628420,17.821944809461236,48.77450980392157,1610612743,11,14,2021-11-16T01:16:01Z,430000,6.0,115.0,1,left,M. Morris 11' pullup Jump Shot (4 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,11.52,Made,,,,,4.0,N. Jokic,203999.0,2.0,,,,,,,,,,,
45,PT07M26.00S,2021-11-16T01:16:10.3Z,1,REGULAR,turnover,lost ball,[],203939,,,1610612742,11,14,2021-11-16T01:16:14Z,450000,,,0,,D. Powell lost ball TURNOVER (1 TO),"[203939, 203085]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,1.0,Rivers,203085.0,,,,,,,,
46,PT07M26.00S,2021-11-16T01:16:10.3Z,1,REGULAR,steal,,[],203085,,,1610612743,11,14,2021-11-16T01:16:39Z,460000,,,0,,A. Rivers STEAL (1 STL),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M19.00S,2021-11-16T01:16:19.6Z,1,REGULAR,foul,personal,[],203939,,,1610612743,11,14,2021-11-16T01:16:24Z,470000,,,0,,D. Powell personal FOUL (1 PF),"[203939, 203999]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Jokic,203999.0,,,
49,PT07M03.00S,2021-11-16T01:16:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,12.171484888304862,51.9607843137255,1610612743,11,14,2021-11-16T01:17:03Z,490000,-10.0,62.0,1,left,MISS N. Jokic 6' Layup - blocked,"[203999, 204001]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,6.27,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0,
50,PT07M03.00S,2021-11-16T01:16:50.8Z,1,REGULAR,block,,[],204001,,,1610612743,11,14,2021-11-16T01:18:15Z,500000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M01.00S,2021-11-16T01:16:52.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,11,14,2021-11-16T01:17:03Z,510000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,49.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
52,PT07M01.00S,2021-11-16T01:17:01.7Z,1,REGULAR,turnover,offensive goaltending,[],203999,,,1610612743,11,14,2021-11-16T01:17:13Z,520000,,,0,,N. Jokic offensive goaltending TURNOVER (1 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1.0,,,202056.0,,,,,,,
53,PT06M52.00S,2021-11-16T01:17:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,92.06636005256242,50.49019607843137,1610612742,13,14,2021-11-16T01:17:26Z,530000,2.0,22.0,1,right,L. Doncic driving Layup (4 PTS) (K. Porzingis 1 AST),"[1629029, 204001]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,2.22,Made,,,,,4.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,
55,PT06M38.00S,2021-11-16T01:17:27.2Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,13,14,2021-11-16T01:17:33Z,550000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 204001]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,2.0,Porzingis,204001.0,,,,,,,,
56,PT06M38.00S,2021-11-16T01:17:27.2Z,1,REGULAR,steal,,[],204001,,,1610612742,13,14,2021-11-16T01:17:31Z,560000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2021-11-16T01:17:33.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,69.72733245729303,13.725490196078432,1610612742,13,14,2021-11-16T01:17:38Z,570000,-181.0,232.0,1,right,MISS L. Doncic 29' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,29.46,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M28.00S,2021-11-16T01:17:37.7Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,13,14,2021-11-16T01:17:38Z,580000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M20.00S,2021-11-16T01:17:45.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.178055190538765,47.794117647058826,1610612743,13,16,2021-11-16T01:17:49Z,590000,11.0,15.0,1,left,A. Gordon cutting DUNK (2 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,1.86,Made,,,,,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,,
61,PT06M20.00S,2021-11-16T01:17:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,13,16,2021-11-16T01:17:50Z,610000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2021-11-16T01:19:00.7Z,1,REGULAR,substitution,out,[],204001,,,1610612742,13,16,2021-11-16T01:20:44Z,620000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2021-11-16T01:19:00.7Z,1,REGULAR,substitution,out,[],203501,,,1610612742,13,16,2021-11-16T01:20:44Z,630000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M20.00S,2021-11-16T01:19:00.7Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,13,16,2021-11-16T01:20:44Z,640000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2021-11-16T01:19:00.7Z,1,REGULAR,substitution,in,[],203493,,,1610612742,13,16,2021-11-16T01:20:44Z,650000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M07.00S,2021-11-16T01:21:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203939,89.88173455978975,47.84007352941176,1610612742,15,16,2021-11-16T01:21:13Z,660000,-11.0,43.0,1,right,D. Powell driving floating bank Jump Shot (4 PTS) (J. Brunson 1 AST),"[203939, 1628973]",1610612742.0,DAL,driving floating bank,,,Powell,D. Powell,,,,,4.39,Made,,,,,4.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,
68,PT06M07.00S,2021-11-16T01:21:04.4Z,1,REGULAR,foul,personal,['1freethrow'],201145,,,1610612742,15,16,2021-11-16T01:21:12Z,680000,,,0,,J. Green shooting personal FOUL (1 PF) (Powell 1 FT),"[201145, 203939]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Powell,203939.0,,,
70,PT06M07.00S,2021-11-16T01:21:28.2Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,16,16,2021-11-16T01:21:28Z,700000,,,0,,D. Powell Free Throw 1 of 1 (5 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
71,PT05M55.00S,2021-11-16T01:21:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,18.478975032851512,54.41176470588235,1610612743,16,18,2021-11-16T01:21:47Z,710000,-22.0,121.0,1,left,M. Morris 12' driving floating Jump Shot (6 PTS),[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,12.32,Made,,,,,6.0,,,,,,,,,,,,,,
72,PT05M45.00S,2021-11-16T01:21:56.0Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,16,18,2021-11-16T01:22:38Z,720000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (1 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,1.0,,,2002.0,,,,,,,
73,PT05M45.00S,2021-11-16T01:21:59.5Z,1,REGULAR,substitution,out,[],203085,,,1610612743,16,18,2021-11-16T01:22:05Z,730000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M45.00S,2021-11-16T01:21:59.5Z,1,REGULAR,substitution,in,[],1628408,,,1610612743,16,18,2021-11-16T01:22:05Z,740000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2021-11-16T01:22:20.3Z,1,REGULAR,foul,personal,[],203493,,,1610612743,16,18,2021-11-16T01:22:26Z,750000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1628420]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Morris,1628420.0,,,
77,PT05M25.00S,2021-11-16T01:22:42.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628408,17.69053876478318,5.147058823529411,1610612743,16,18,2021-11-16T01:22:46Z,770000,224.0,114.0,1,left,MISS P. Dozier 25' 3PT,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2021-11-16T01:22:46.1Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,16,18,2021-11-16T01:25:26Z,780000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
79,PT05M14.00S,2021-11-16T01:22:52.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,73.53810775295663,14.950980392156863,1610612742,19,18,2021-11-16T01:22:57Z,790000,-175.0,196.0,1,right,D. Finney-Smith 26' 3PT  (3 PTS) (L. Doncic 4 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.3,Made,,,,,3.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,
81,PT05M00.00S,2021-11-16T01:23:05.5Z,1,REGULAR,2pt,Jump Shot,[],1628420,21.681997371879106,45.08655024509804,1610612743,19,20,2021-11-16T01:26:28Z,810000,25.0,151.0,1,left,M. Morris 15' step back Jump Shot (8 PTS),[1628420],1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,15.33,Made,,,,,8.0,,,,,,,,,,,,,,
82,PT04M47.00S,2021-11-16T01:23:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.67017082785807,62.74126838235294,1610612742,19,20,2021-11-16T01:27:38Z,820000,64.0,35.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,7.28,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M45.00S,2021-11-16T01:23:21.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,20,2021-11-16T01:23:27Z,830000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,82.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
132,PT04M34.00S,2021-11-16T01:23:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,11.12023653088042,43.13725490196079,1610612743,19,20,2021-11-16T01:32:05Z,835000,34.0,52.0,1,left,MISS N. Jokic 6' driving Layup - blocked,"[203999, 1629029]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,6.23,Missed,,,,,,,,,,,,,,,,,Doncic,1629029.0,
133,PT04M34.00S,2021-11-16T01:23:29.0Z,1,REGULAR,block,,[],1629029,,,1610612743,19,20,2021-11-16T01:32:05Z,837500,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT04M32.00S,2021-11-16T01:23:31.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,19,20,2021-11-16T01:32:05Z,838750,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,
84,PT04M32.00S,2021-11-16T01:23:39.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,19,20,2021-11-16T01:23:39Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2021-11-16T01:23:39.8Z,1,REGULAR,substitution,out,[],203939,,,1610612743,19,20,2021-11-16T01:23:53Z,850000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M32.00S,2021-11-16T01:23:39.8Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,19,20,2021-11-16T01:23:53Z,860000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M32.00S,2021-11-16T01:23:39.8Z,1,REGULAR,substitution,out,[],201145,,,1610612743,19,20,2021-11-16T01:23:53Z,870000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M32.00S,2021-11-16T01:23:39.8Z,1,REGULAR,substitution,in,[],1626161,,,1610612743,19,20,2021-11-16T01:23:53Z,880000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2021-11-16T01:23:39.8Z,1,REGULAR,substitution,in,[],203210,,,1610612743,19,20,2021-11-16T01:23:53Z,890000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M32.00S,2021-11-16T01:23:39.8Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,19,20,2021-11-16T01:23:53Z,900000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
