actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-27T23:41:05.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-27T23:41:05Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-27T23:41:08.9Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612762,0,0,2022-03-27T23:41:08Z,40000,,,0,,Jump Ball E. Paschall vs. D. Powell: Tip to R. O'Neale,"[1626220, 1629672, 203939]",1610612762.0,UTA,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Paschall,1629672.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-03-27T23:41:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.03745072273325,56.127450980392155,1610612762,0,0,2022-03-27T23:50:25Z,70000,31.0,4.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.08,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-03-27T23:41:25.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,0,2022-03-27T23:41:28Z,80000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M19.00S,2022-03-27T23:41:46.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,29.911300919842315,69.6078431372549,1610612742,0,0,2022-03-27T23:41:51Z,90000,-98.0,229.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2022-03-27T23:41:50.1Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,0,0,2022-03-27T23:41:51Z,100000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
11,PT11M15.00S,2022-03-27T23:41:49.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203939,5.590000152587891,50.0,1610612742,2,0,2022-03-27T23:41:54Z,110000,0.0,0.0,1,left,D. Powell tip Layup (2 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
12,PT10M58.00S,2022-03-27T23:42:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629672,95.0886990801577,4.6568627450980395,1610612762,2,3,2022-03-27T23:42:11Z,120000,-227.0,-6.0,1,right,E. Paschall 3PT  (3 PTS) (M. Conley 1 AST),"[1629672, 201144]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,22.68,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,,,
14,PT10M42.00S,2022-03-27T23:42:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,30.17411300919842,63.48039215686274,1610612742,2,3,2022-03-27T23:42:28Z,140000,-67.0,231.0,1,left,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,24.07,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M39.00S,2022-03-27T23:42:25.7Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612762,2,3,2022-03-27T23:42:28Z,150000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
