actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-12-05T01:40:40.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-05T01:40:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-05T01:40:42.2Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2021-12-05T01:40:42Z,40000,,,0,,Jump Ball S. Adams vs. D. Powell: Tip to T. Jones,"[1626145, 203500, 203939]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Adams,203500.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2021-12-05T01:40:51.1Z,1,REGULAR,3pt,Jump Shot,[],1628991,66.5735873850197,51.225490196078425,1610612763,0,3,2021-12-05T01:40:56Z,70000,6.0,262.0,1,right,J. Jackson Jr. 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.18,Made,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,,
9,PT11M31.00S,2021-12-05T01:41:07.3Z,1,REGULAR,3pt,Jump Shot,[],203493,30.56833114323259,32.1078431372549,1610612742,0,3,2021-12-05T01:41:12Z,90000,89.0,235.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2021-12-05T01:41:11.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,0,3,2021-12-05T01:41:12Z,100000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M21.00S,2021-12-05T01:41:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.56964520367937,46.32352941176471,1610612763,0,3,2021-12-05T01:41:23Z,110000,-18.0,46.0,1,right,MISS J. Jackson Jr. Jump Shot,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,4.91,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2021-12-05T01:41:17.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,3,2021-12-05T01:43:56Z,120000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,
13,PT11M17.00S,2021-12-05T01:41:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.9862023653088,50.98039215686274,1610612763,0,3,2021-12-05T01:44:54Z,130000,5.0,13.0,1,right,MISS S. Adams Layup - blocked,"[203500, 1627827]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,1.43,Missed,,,,,,,,,Finney-Smith,1627827.0,,,,,,,,,
35,PT11M17.00S,2021-12-05T01:41:22.2Z,1,REGULAR,block,,[],1627827,,,1610612763,0,3,2021-12-05T01:43:52Z,135000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT11M17.00S,2021-12-05T01:41:22.2Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,0,3,2021-12-05T01:43:52Z,140000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
