actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
23,PT09M39.00S,2021-12-08T00:35:05.6Z,1,REGULAR,3pt,Jump Shot,[],1627761,26.231931668856767,79.90196078431373,1610612751,5,2,2021-12-08T00:35:09Z,230000,-150.0,194.0,1,left,MISS D. Bembry 24' 3PT,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M36.00S,2021-12-08T00:35:08.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,5,2,2021-12-08T00:35:09Z,240000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M30.00S,2021-12-08T00:35:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,89.70105124835742,45.83333333333333,1610612742,5,2,2021-12-08T00:35:25Z,250000,-21.0,44.0,1,right,MISS K. Porzingis driving Layup - blocked,"[204001, 1627761]",1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,4.89,Missed,,,,,,,,,Bembry,1627761.0,,,,,,,,,
26,PT09M30.00S,2021-12-08T00:35:18.2Z,1,REGULAR,block,,[],1627761,,,1610612742,5,2,2021-12-08T00:35:20Z,260000,,,0,,D. Bembry BLOCK (1 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2021-12-08T00:35:18.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,5,2,2021-12-08T00:35:25Z,270000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
28,PT09M30.00S,2021-12-08T00:35:23.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,5,2,2021-12-08T00:35:23Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M28.00S,2021-12-08T00:35:33.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,88.51839684625493,4.166666666666666,1610612742,5,2,2021-12-08T00:35:39Z,290000,-229.0,55.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2021-12-08T00:35:35.3Z,1,REGULAR,rebound,offensive,[],204001,,,1610612742,5,2,2021-12-08T00:35:51Z,300000,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
31,PT09M24.00S,2021-12-08T00:35:38.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612742,7,2,2021-12-08T00:36:14Z,310000,0.0,0.0,1,right,K. Porzingis tip DUNK (2 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
32,PT09M08.00S,2021-12-08T00:35:52.9Z,1,REGULAR,2pt,Jump Shot,[],200746,24.52365308804205,69.6078431372549,1610612751,7,4,2021-12-08T00:36:00Z,320000,-98.0,178.0,1,left,L. Aldridge 20' step back Jump Shot (2 PTS) (K. Durant 1 AST),"[200746, 201142]",1610612751.0,BKN,step back,,,Aldridge,L. Aldridge,,,,,20.32,Made,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,,,,
34,PT09M00.00S,2021-12-08T00:36:05.0Z,1,REGULAR,foul,personal,[],1627761,,,1610612742,7,4,2021-12-08T00:36:34Z,340000,,,0,,D. Bembry personal FOUL (1 PF),"[1627761, 1629029]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Doncic,1629029.0,,,,
36,PT08M51.00S,2021-12-08T00:36:30.9Z,1,REGULAR,3pt,Jump Shot,[],204001,69.99014454664915,22.30392156862745,1610612742,7,4,2021-12-08T00:36:36Z,360000,-138.0,230.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2021-12-08T00:36:34.3Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,7,4,2021-12-08T00:36:34Z,370000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M34.00S,2021-12-08T00:36:47.0Z,1,REGULAR,2pt,Jump Shot,[],200746,8.360709592641262,31.127450980392158,1610612751,7,6,2021-12-08T00:36:51Z,380000,94.0,26.0,1,left,L. Aldridge 9' step back Jump Shot (4 PTS) (J. Harden 1 AST),"[200746, 201935]",1610612751.0,BKN,step back,,,Aldridge,L. Aldridge,,,,,9.79,Made,,,,,4.0,J. Harden,201935.0,1.0,,,,,,,,,,,
40,PT08M18.00S,2021-12-08T00:37:02.9Z,1,REGULAR,2pt,Jump Shot,[],204001,76.95466491458606,49.754901960784316,1610612742,7,6,2021-12-08T00:37:07Z,400000,-1.0,164.0,1,right,MISS K. Porzingis 16' pullup Shot,[204001],1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,16.41,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M16.00S,2021-12-08T00:37:04.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,7,6,2021-12-08T00:37:07Z,410000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
42,PT08M08.00S,2021-12-08T00:37:13.2Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,7,6,2021-12-08T00:37:17Z,420000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 204001]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,1.0,Porzingis,204001.0,
43,PT08M08.00S,2021-12-08T00:37:13.2Z,1,REGULAR,steal,,[],204001,,,1610612742,7,6,2021-12-08T00:40:19Z,430000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M04.00S,2021-12-08T00:37:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,94.30026281208936,48.77450980392157,1610612742,9,6,2021-12-08T00:37:21Z,440000,-6.0,1.0,1,right,R. Bullock running Layup (2 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,0.62,Made,,,,,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
46,PT07M48.00S,2021-12-08T00:37:32.5Z,1,REGULAR,2pt,Jump Shot,[],200746,21.369908015768726,46.07843137254902,1610612751,9,6,2021-12-08T00:37:37Z,460000,20.0,148.0,1,left,MISS L. Aldridge 14' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,14.97,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M45.00S,2021-12-08T00:37:35.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,9,6,2021-12-08T00:37:37Z,470000,,,0,,L. Doncic REBOUND (Off:1 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
48,PT07M38.00S,2021-12-08T00:37:42.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,92.32917214191852,30.14705882352941,1610612742,11,6,2021-12-08T00:37:47Z,480000,-99.0,20.0,1,right,L. Doncic 10' pullup bank Jump Shot (4 PTS),[1629029],1610612742.0,DAL,pullup bank,,,Doncic,L. Doncic,,,,,10.12,Made,,,,,4.0,,,,,,,,,,,,,,
49,PT07M28.00S,2021-12-08T00:37:52.9Z,1,REGULAR,2pt,Jump Shot,[],201988,22.28975032851511,60.78431372549019,1610612751,11,6,2021-12-08T00:40:54Z,490000,-54.0,157.0,1,left,MISS P. Mills 16' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,16.6,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M26.00S,2021-12-08T00:37:54.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,11,6,2021-12-08T00:37:57Z,500000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,49.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
51,PT07M20.00S,2021-12-08T00:38:03.6Z,1,REGULAR,foul,personal,[],1627761,,,1610612742,11,6,2021-12-08T00:38:43Z,510000,,,0,,D. Bembry personal FOUL (2 PF),"[1627761, 1629029]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Doncic,1629029.0,,,,
53,PT07M20.00S,2021-12-08T00:38:11.1Z,1,REGULAR,substitution,out,[],201988,,,1610612742,11,6,2021-12-08T00:38:30Z,530000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2021-12-08T00:38:11.1Z,1,REGULAR,substitution,out,[],1627761,,,1610612742,11,6,2021-12-08T00:38:30Z,540000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M20.00S,2021-12-08T00:38:11.1Z,1,REGULAR,substitution,in,[],1630560,,,1610612742,11,6,2021-12-08T00:38:30Z,550000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M20.00S,2021-12-08T00:38:11.1Z,1,REGULAR,substitution,in,[],1628971,,,1610612742,11,6,2021-12-08T00:38:30Z,560000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2021-12-08T00:38:39.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,73.53810775295663,15.441176470588236,1610612742,11,6,2021-12-08T00:41:19Z,570000,-173.0,196.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2021-12-08T00:38:43.0Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,11,6,2021-12-08T00:38:43Z,580000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M58.00S,2021-12-08T00:38:52.9Z,1,REGULAR,3pt,Jump Shot,[],1630560,28.597240473061763,74.01960784313727,1610612751,11,6,2021-12-08T00:38:57Z,590000,-120.0,216.0,1,left,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2021-12-08T00:38:55.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,11,6,2021-12-08T00:38:57Z,600000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
61,PT06M44.00S,2021-12-08T00:39:06.5Z,1,REGULAR,2pt,Jump Shot,[],203493,75.90341655716163,65.93137254901961,1610612742,13,6,2021-12-08T00:39:10Z,610000,80.0,174.0,1,right,R. Bullock 19' pullup Jump Shot (4 PTS),[203493],1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,19.14,Made,,,,,4.0,,,,,,,,,,,,,,
62,PT06M22.00S,2021-12-08T00:39:28.3Z,1,REGULAR,3pt,Jump Shot,[],200746,30.56833114323259,32.35294117647059,1610612751,13,6,2021-12-08T00:39:32Z,620000,88.0,235.0,1,left,MISS L. Aldridge 25' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2021-12-08T00:39:30.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,13,6,2021-12-08T00:39:32Z,630000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,62.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
64,PT06M05.00S,2021-12-08T00:39:46.1Z,1,REGULAR,3pt,Jump Shot,[],203493,93.51182654402102,96.32352941176471,1610612742,13,6,2021-12-08T00:39:51Z,640000,232.0,8.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2021-12-08T00:39:50.1Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,13,6,2021-12-08T00:39:51Z,650000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
66,PT05M58.00S,2021-12-08T00:39:53.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,5.601182654402102,50.0,1610612751,13,8,2021-12-08T00:39:57Z,660000,0.0,0.0,1,left,K. Durant running DUNK (4 PTS) (B. Brown 1 AST),"[201142, 1628971]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,0.02,Made,,,,,4.0,B. Brown,1628971.0,1.0,,,,,,,,,,,
68,PT05M35.00S,2021-12-08T00:40:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,85.75886990801577,41.66666666666667,1610612742,15,8,2021-12-08T00:40:19Z,680000,-42.0,81.0,1,right,L. Doncic 9' turnaround Jump Shot (6 PTS),[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,9.15,Made,,,,,6.0,,,,,,,,,,,,,,
69,PT05M17.00S,2021-12-08T00:40:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.091327201051248,40.68627450980392,1610612751,15,10,2021-12-08T00:40:37Z,690000,47.0,71.0,1,left,J. Harden 8' driving floating bank Jump Shot (2 PTS),[201935],1610612751.0,BKN,driving floating bank,,,Harden,J. Harden,,,,,8.46,Made,,,,,2.0,,,,,,,,,,,,,,
70,PT05M05.00S,2021-12-08T00:40:51.6Z,1,REGULAR,foul,personal,[],201142,,,1610612742,15,10,2021-12-08T00:41:03Z,700000,,,0,,K. Durant personal FOUL (1 PF),"[201142, 204001]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Porzingis,204001.0,,,,
72,PT05M05.00S,2021-12-08T00:41:01.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,10,2021-12-08T00:41:02Z,720000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M05.00S,2021-12-08T00:41:23.9Z,1,REGULAR,substitution,out,[],204001,,,1610612742,15,10,2021-12-08T00:44:13Z,730000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M05.00S,2021-12-08T00:41:23.9Z,1,REGULAR,substitution,out,[],203939,,,1610612742,15,10,2021-12-08T00:44:13Z,740000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2021-12-08T00:41:23.9Z,1,REGULAR,substitution,out,[],203493,,,1610612742,15,10,2021-12-08T00:44:13Z,750000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M05.00S,2021-12-08T00:41:23.9Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,15,10,2021-12-08T00:44:13Z,760000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2021-12-08T00:41:23.9Z,1,REGULAR,substitution,in,[],203501,,,1610612742,15,10,2021-12-08T00:44:13Z,770000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2021-12-08T00:41:23.9Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,15,10,2021-12-08T00:44:13Z,780000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M52.00S,2021-12-08T00:44:33.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.07293035479631,49.754901960784316,1610612742,17,10,2021-12-08T00:44:50Z,790000,-1.0,69.0,1,right,J. Brunson 6' driving floating Jump Shot (2 PTS) (L. Doncic 1 AST),"[1628973, 1629029]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,6.9,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,
81,PT04M40.00S,2021-12-08T00:44:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200746,4.944152431011826,48.28431372549019,1610612751,17,12,2021-12-08T00:44:51Z,810000,9.0,-6.0,1,left,L. Aldridge alley-oop Layup (6 PTS) (J. Harden 2 AST),"[200746, 201935]",1610612751.0,BKN,alley-oop,,,Aldridge,L. Aldridge,,,,,1.05,Made,,,,,6.0,J. Harden,201935.0,2.0,,,,,,,,,,,
83,PT04M40.00S,2021-12-08T00:44:51.2Z,1,REGULAR,foul,personal,['1freethrow'],1628467,,,1610612751,17,12,2021-12-08T00:44:58Z,830000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Aldridge 1 FT),"[1628467, 200746]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Aldridge,200746.0,,,,
85,PT04M40.00S,2021-12-08T00:45:25.0Z,1,REGULAR,freethrow,1 of 1,[],200746,,,1610612751,17,13,2021-12-08T00:45:25Z,850000,,,0,,L. Aldridge Free Throw 1 of 1 (7 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
86,PT04M26.00S,2021-12-08T00:45:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628467,70.12155059132719,71.56862745098039,1610612742,17,13,2021-12-08T00:45:44Z,860000,108.0,228.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M23.00S,2021-12-08T00:45:43.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,17,13,2021-12-08T00:45:44Z,870000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
