actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-05T22:10:32.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-05T22:10:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-05T22:10:36.2Z,1,REGULAR,jumpball,recovered,[],1627827,,,1610612742,0,0,2022-03-05T22:10:36Z,40000,,,0,,Jump Ball D. Powell vs. D. Sabonis: Tip to D. Finney-Smith,"[1627827, 203939, 1627734]",1610612742.0,DAL,startperiod,D. Finney-Smith,1627827.0,Finney-Smith,D. Finney-Smith,Powell,203939.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M32.00S,2022-03-05T22:10:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.47371879106439,52.69607843137255,1610612742,0,0,2022-03-05T22:11:04Z,70000,13.0,112.0,1,right,MISS J. Brunson 11' floating Shot,[1628973],1610612742.0,DAL,floating,,,Brunson,J. Brunson,,,,,11.3,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2022-03-05T22:11:01.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2022-03-05T22:11:01Z,80000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M14.00S,2022-03-05T22:11:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,9.543363994743759,41.17647058823529,1610612758,0,0,2022-03-05T22:11:24Z,90000,44.0,37.0,1,left,MISS T. Lyles floating Shot,[1626168],1610612758.0,SAC,floating,,,Lyles,T. Lyles,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M12.00S,2022-03-05T22:11:20.1Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2022-03-05T22:11:24Z,100000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M02.00S,2022-03-05T22:11:29.5Z,1,REGULAR,3pt,Jump Shot,[],203915,74.19513797634691,84.55882352941177,1610612742,0,0,2022-03-05T22:17:25Z,110000,173.0,190.0,1,right,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2022-03-05T22:11:31.5Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,0,0,2022-03-05T22:11:35Z,120000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT10M51.00S,2022-03-05T22:11:40.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,9.280551905387648,50.49019607843137,1610612758,0,2,2022-03-05T22:11:46Z,130000,-2.0,35.0,1,left,D. Sabonis turnaround Hook (2 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,3.48,Made,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,
15,PT10M32.00S,2022-03-05T22:11:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,94.43166885676742,54.65686274509803,1610612742,0,2,2022-03-05T22:12:05Z,150000,23.0,0.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,,
