actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
178,PT10M07.00S,2022-02-13T02:16:32.4Z,2,REGULAR,substitution,out,[],1628467,,,1610612746,26,29,2022-02-13T02:17:09Z,1770000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M07.00S,2022-02-13T02:16:32.4Z,2,REGULAR,substitution,in,[],203939,,,1610612746,26,29,2022-02-13T02:17:09Z,1780000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M07.00S,2022-02-13T02:16:51.3Z,2,REGULAR,freethrow,1 of 1,[],1629611,,,1610612746,26,30,2022-02-13T02:16:51Z,1790000,,,0,,T. Mann Free Throw 1 of 1 (7 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
181,PT09M53.00S,2022-02-13T02:17:07.7Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612742,26,30,2022-02-13T02:17:11Z,1800000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1629611]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,1.0,Mann,1629611.0,,
182,PT09M53.00S,2022-02-13T02:17:07.7Z,2,REGULAR,steal,,[],1629611,,,1610612746,26,30,2022-02-13T02:17:09Z,1810000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M50.00S,2022-02-13T02:17:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,93.77463863337714,51.470588235294116,1610612746,26,30,2022-02-13T02:17:18Z,1820000,7.0,6.0,1,right,MISS T. Mann running Layup,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,0.95,Missed,,,,,,,,,,,,,,,,,,,
184,PT09M48.00S,2022-02-13T02:17:13.0Z,2,REGULAR,rebound,defensive,[],1628373,,,1610612742,26,30,2022-02-13T02:17:13Z,1830000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,
185,PT09M45.00S,2022-02-13T02:17:15.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203493,29.6484888304862,22.058823529411764,1610612742,26,30,2022-02-13T04:02:24Z,1840000,140.0,226.0,1,left,MISS R. Bullock 26' running pullup 3PT,[203493],1610612742.0,DAL,running pullup,,,Bullock,R. Bullock,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M39.00S,2022-02-13T02:17:21.9Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,26,30,2022-02-13T02:17:22Z,1850000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,185.0,1.0,0.0,1.0,,,,,,,,,,,
187,PT09M39.00S,2022-02-13T02:17:21.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630182,5.590000152587891,50.0,1610612742,28,30,2022-02-13T02:17:29Z,1860000,0.0,0.0,1,left,J. Green tip DUNK (2 PTS),[1630182],1610612742.0,DAL,tip,,,Green,J. Green,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
188,PT09M32.00S,2022-02-13T02:17:30.6Z,2,REGULAR,foul,offensive,[],1628392,,,1610612746,28,30,2022-02-13T02:17:42Z,1870000,,,0,,I. Hartenstein off-the-ball offensive FOUL (1 PF),"[1628392, 1628973]",1610612746.0,LAC,off-the-ball,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,201246.0,1.0,0.0,Brunson,1628973.0,,,,,,
190,PT09M32.00S,2022-02-13T02:17:30.6Z,2,REGULAR,turnover,offensive foul,[],1628392,,,1610612746,28,30,2022-02-13T02:17:30Z,1890000,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,201246.0,,,,,,1.0,,,,
191,PT09M15.00S,2022-02-13T02:18:01.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,6.915243101182654,95.58823529411765,1610612742,28,30,2022-02-13T02:18:07Z,1900000,-228.0,13.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,,
192,PT09M12.00S,2022-02-13T02:18:04.3Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,28,30,2022-02-13T02:18:07Z,1910000,,,0,,T. Mann REBOUND (Off:1 Def:6),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,191.0,7.0,6.0,1.0,,,,,,,,,,,
193,PT09M07.00S,2022-02-13T02:18:09.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629611,89.96386333771353,77.94117647058823,1610612746,28,32,2022-02-13T02:18:17Z,1920000,140.0,42.0,1,right,T. Mann 14' step back Jump Shot (9 PTS),[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,14.58,Made,9.0,,,,,,,,,,,,,,,,,,
194,PT08M45.00S,2022-02-13T02:18:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.908672798948752,60.29411764705882,1610612742,30,32,2022-02-13T02:18:35Z,1930000,-51.0,59.0,1,left,J. Brunson 7' driving floating Jump Shot (12 PTS),[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,7.86,Made,12.0,,,,,,,,,,,,,,,,,,
195,PT08M28.00S,2022-02-13T02:18:47.4Z,2,REGULAR,3pt,Jump Shot,[],203496,92.85479632063075,3.9215686274509802,1610612746,30,35,2022-02-13T02:18:55Z,1940000,-230.0,15.0,1,right,R. Covington 3PT  (3 PTS) (I. Hartenstein 1 AST),"[203496, 1628392]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,23.09,Made,3.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,,
197,PT08M28.00S,2022-02-13T02:18:52.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,30,35,2022-02-13T02:18:52Z,1960000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M28.00S,2022-02-13T02:18:53.6Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,30,35,2022-02-13T02:21:36Z,1970000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M28.00S,2022-02-13T02:18:53.6Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,30,35,2022-02-13T02:21:36Z,1980000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M07.00S,2022-02-13T02:22:16.9Z,2,REGULAR,3pt,Jump Shot,[],203493,25.837713534822605,82.84313725490196,1610612742,33,35,2022-02-13T02:22:22Z,1990000,-164.0,190.0,1,left,R. Bullock 25' 3PT  (6 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.14,Made,6.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,,,,
202,PT07M41.00S,2022-02-13T02:22:42.3Z,2,REGULAR,3pt,Jump Shot,[],1629599,74.72076215505913,14.950980392156863,1610612746,33,35,2022-02-13T02:39:08Z,2010000,-175.0,185.0,1,right,MISS A. Coffey 25' pullup 3PT,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
203,PT07M40.00S,2022-02-13T02:22:48.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,33,35,2022-02-13T02:22:48Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,
204,PT07M40.00S,2022-02-13T02:22:49.0Z,2,REGULAR,foul,personal,[],1628373,,,1610612746,33,35,2022-02-13T02:23:17Z,2030000,,,0,,F. Ntilikina loose ball personal FOUL (1 PF),"[1628373, 203496]",1610612742.0,DAL,loose ball,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,202053.0,1.0,0.0,Covington,203496.0,,,,,,
206,PT07M33.00S,2022-02-13T02:23:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,92.9862023653088,53.67647058823529,1610612746,33,37,2022-02-13T02:23:21Z,2050000,18.0,13.0,1,right,T. Mann cutting Layup (11 PTS) (I. Hartenstein 2 AST),"[1629611, 1628392]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,2.28,Made,11.0,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,,,
208,PT07M12.00S,2022-02-13T02:23:37.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,9.937582128777924,62.5,1610612742,33,37,2022-02-13T02:40:36Z,2070000,-62.0,41.0,1,left,MISS J. Brunson 7' turnaround Hook,[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,7.47,Missed,,,,,,,,,,,,,,,,,,,
209,PT07M10.00S,2022-02-13T02:23:39.9Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,33,37,2022-02-13T02:24:13Z,2080000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,
210,PT07M10.00S,2022-02-13T02:23:43.7Z,2,REGULAR,foul,offensive,[],1628392,,,1610612746,33,37,2022-02-13T02:23:48Z,2090000,,,0,,I. Hartenstein offensive FOUL (2 PF),"[1628392, 1628973]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,202053.0,2.0,0.0,Brunson,1628973.0,,,,,,
212,PT07M10.00S,2022-02-13T02:23:43.7Z,2,REGULAR,turnover,offensive foul,[],1628392,,,1610612746,33,37,2022-02-13T02:23:43Z,2110000,,,0,,I. Hartenstein offensive foul TURNOVER (2 TO),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,202053.0,,,,,,2.0,,,,
213,PT07M10.00S,2022-02-13T02:23:54.3Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,33,37,2022-02-13T02:24:02Z,2120000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M10.00S,2022-02-13T02:23:54.3Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,33,37,2022-02-13T02:24:02Z,2130000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M49.00S,2022-02-13T02:24:42.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,16.63929040735874,43.627450980392155,1610612742,33,37,2022-02-13T02:24:50Z,2140000,32.0,104.0,1,left,MISS L. Doncic 10' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M46.00S,2022-02-13T02:24:45.0Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,33,37,2022-02-13T02:24:50Z,2150000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,215.0,3.0,1.0,2.0,,,,,,,,,,,
217,PT06M44.00S,2022-02-13T02:24:48.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,32.670827858081466,56.86274509803921,1610612742,33,37,2022-02-13T02:24:54Z,2160000,-34.0,255.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M40.00S,2022-02-13T02:24:52.2Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,33,37,2022-02-13T02:24:54Z,2170000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,217.0,1.0,1.0,0.0,,,,,,,,,,,
219,PT06M35.00S,2022-02-13T02:24:56.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629599,90.62089356110381,58.333333333333336,1610612746,33,39,2022-02-13T02:25:19Z,2180000,42.0,36.0,1,right,A. Coffey driving floating Jump Shot (6 PTS) (L. Kennard 1 AST),"[1629599, 1628379]",1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,5.49,Made,6.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,,
221,PT06M18.00S,2022-02-13T02:25:13.5Z,2,REGULAR,3pt,Jump Shot,[],203493,21.50131406044678,90.93137254901961,1610612742,36,39,2022-02-13T02:25:22Z,2200000,-205.0,150.0,1,left,R. Bullock 25' 3PT  (9 PTS) (L. Doncic 4 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.35,Made,9.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,,
223,PT06M16.00S,2022-02-13T02:25:18.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,36,39,2022-02-13T02:25:18Z,2220000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,out,[],1628973,,,1610612746,36,39,2022-02-13T02:28:03Z,2230000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,36,39,2022-02-13T02:28:03Z,2240000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,out,[],203496,,,1610612746,36,39,2022-02-13T02:28:03Z,2250000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,out,[],1628392,,,1610612746,36,39,2022-02-13T02:28:03Z,2260000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,in,[],1630182,,,1610612746,36,39,2022-02-13T02:28:03Z,2270000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,in,[],202704,,,1610612746,36,39,2022-02-13T02:28:03Z,2280000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,in,[],202694,,,1610612746,36,39,2022-02-13T02:28:03Z,2290000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M16.00S,2022-02-13T02:25:32.9Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,36,39,2022-02-13T02:28:03Z,2300000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M02.00S,2022-02-13T02:27:45.0Z,2,REGULAR,3pt,Jump Shot,[],1629599,71.27135348226018,25.735294117647058,1610612746,36,42,2022-02-13T02:38:14Z,2305000,-121.0,218.0,1,right,A. Coffey 24' 3PT  (9 PTS) (M. Morris Sr. 1 AST),"[1629599, 202694]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,24.9,Made,9.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,,,,,,
281,PT05M35.00S,2022-02-13T02:28:51.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,15.949408672798953,36.274509803921575,1610612742,38,42,2022-02-13T02:39:11Z,2308750,69.0,97.0,1,left,R. Bullock 11' pullup Jump Shot (11 PTS) (L. Doncic 5 AST),"[203493, 1629029]",1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,11.91,Made,11.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,,,
283,PT05M21.00S,2022-02-13T02:29:24.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,89.70105124835742,43.627450980392155,1610612746,38,44,2022-02-13T02:40:00Z,2309687,-32.0,44.0,1,right,I. Zubac Hook (4 PTS) (R. Jackson 3 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,5.46,Made,4.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,,
287,PT04M58.00S,2022-02-13T02:29:40.5Z,2,REGULAR,foul,personal,[],202694,,,1610612742,38,44,2022-02-13T02:41:26Z,2309921,,,0,,M. Morris Sr. personal FOUL (2 PF),"[202694, 203939]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,202053.0,2.0,0.0,Powell,203939.0,,,,,,
335,PT04M58.00S,2022-02-13T02:29:44.6Z,2,REGULAR,substitution,out,[],1628379,,,1610612742,38,44,2022-02-13T02:56:45Z,2309970,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT04M58.00S,2022-02-13T02:29:44.6Z,2,REGULAR,substitution,in,[],201587,,,1610612742,38,44,2022-02-13T02:56:45Z,2309975,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M57.00S,2022-02-13T02:29:48.8Z,2,REGULAR,3pt,Jump Shot,[],1627827,31.980946123521676,27.696078431372555,1610612742,38,44,2022-02-13T02:56:23Z,2309980,112.0,248.0,1,left,MISS D. Finney-Smith 27' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
292,PT04M55.00S,2022-02-13T02:29:50.8Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,38,44,2022-02-13T02:56:23Z,2309990,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,291.0,4.0,1.0,3.0,,,,,,,,,,,
232,PT04M52.00S,2022-02-13T02:29:57.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,7.35873850197109,39.728860294117645,1610612742,38,44,2022-02-13T02:50:15Z,2310000,51.0,17.0,1,left,MISS D. Finney-Smith driving Layup,[1627827],1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,,
233,PT04M51.00S,2022-02-13T02:29:58.1Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,38,44,2022-02-13T03:12:14Z,2320000,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,232.0,4.0,3.0,1.0,,,,,,,,,,,
343,PT04M48.00S,2022-02-13T02:30:01.5Z,2,REGULAR,turnover,bad pass,[],1627826,,,1610612746,38,44,2022-02-13T02:58:31Z,2325000,,,0,,I. Zubac bad pass TURNOVER (3 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,3.0,,,,
234,PT04M48.00S,2022-02-13T02:30:06.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,38,44,2022-02-13T02:58:31Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M37.00S,2022-02-13T02:30:40.8Z,2,REGULAR,jumpball,recovered,[],1630182,,,1610612742,38,44,2022-02-13T03:12:32Z,2340000,,,0,,Jump Ball L. Doncic vs. A. Coffey: Tip to J. Green,"[1630182, 1629029, 1629599]",1610612742.0,DAL,outofbounds,J. Green,1630182.0,Green,J. Green,Doncic,1629029.0,Coffey,1629599.0,,,,,,,,,,,,,,,,,,,,,
238,PT04M34.00S,2022-02-13T02:30:43.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,30.962549277266753,27.696078431372552,1610612742,41,44,2022-02-13T02:58:31Z,2370000,112.0,239.0,1,left,L. Doncic 26' 3PT step back (12 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.33,Made,12.0,,,,,,,,,,,,,,,,,,
239,PT04M17.00S,2022-02-13T02:31:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,84.05059132720105,38.970588235294116,1610612746,41,44,2022-02-13T02:55:14Z,2380000,-55.0,97.0,1,right,MISS M. Morris Sr. 11' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,11.19,Missed,,,,,,,,,,,,,,,,,,,
240,PT04M09.00S,2022-02-13T02:31:08.6Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,41,44,2022-02-13T02:43:08Z,2390000,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,239.0,8.0,8.0,0.0,,,,,,,,,,,
301,PT04M05.00S,2022-02-13T02:31:59.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,25.673455978975028,87.25490196078431,1610612742,41,44,2022-02-13T03:00:51Z,2390625,-186.0,189.0,1,left,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
302,PT04M03.00S,2022-02-13T02:32:01.5Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,41,44,2022-02-13T03:00:51Z,2390937,,,0,,J. Green REBOUND (Off:2 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,301.0,2.0,0.0,2.0,,,,,,,,,,,
311,PT04M03.00S,2022-02-13T02:32:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,7.013797634691201,50.49019607843137,1610612742,41,44,2022-02-13T03:01:14Z,2391093,-2.0,13.0,1,left,MISS J. Green tip Layup,[1630182],1610612742.0,DAL,tip,,,Green,J. Green,,,,,1.36,Missed,,,,,,,,,,,,,,,,,,,
312,PT04M03.00S,2022-02-13T02:32:00.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,41,44,2022-02-13T03:01:14Z,2391171,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,311.0,1.0,1.0,0.0,,,,,,,,,,,
316,PT03M57.00S,2022-02-13T02:32:03.6Z,2,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,41,44,2022-02-13T03:01:46Z,2391210,,,0,,I. Zubac lost ball out-of-bounds TURNOVER (4 TO),[1627826],1610612746.0,LAC,lost ball,,,Zubac,I. Zubac,,,,,,,,,,,,,,,201246.0,,,,,,4.0,,,,
326,PT03M48.00S,2022-02-13T02:32:04.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,16.4257555847569,49.854473039215684,1610612742,41,44,2022-02-13T03:02:02Z,2391230,1.0,102.0,1,left,MISS L. Doncic 10' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,10.19,Missed,,,,,,,,,,,,,,,,,,,
327,PT03M46.00S,2022-02-13T02:32:06.5Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,41,44,2022-02-13T03:02:02Z,2391240,,,0,,J. Green REBOUND (Off:3 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,326.0,3.0,0.0,3.0,,,,,,,,,,,
299,PT03M40.00S,2022-02-13T02:32:08.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203939,21.337056504599218,42.40196078431373,1610612742,41,44,2022-02-13T03:02:16Z,2391250,38.0,148.0,1,left,MISS D. Powell 15' Jump Shot,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,15.29,Missed,,,,,,,,,,,,,,,,,,,
300,PT03M39.00S,2022-02-13T02:32:09.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,41,44,2022-02-13T03:02:16Z,2391875,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,299.0,5.0,4.0,1.0,,,,,,,,,,,
296,PT03M37.00S,2022-02-13T02:32:12.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612746,41,44,2022-02-13T03:02:30Z,2392500,,,0,,L. Doncic personal FOUL (1 PF) (Zubac 2 FT),"[1629029, 1627826]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,202053.0,1.0,0.0,Zubac,1627826.0,,,,,,
293,PT03M37.00S,2022-02-13T02:32:22.1Z,2,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,41,45,2022-02-13T03:02:49Z,2395000,,,0,,I. Zubac Free Throw 1 of 2 (5 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
294,PT03M37.00S,2022-02-13T02:32:22.1Z,2,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,41,45,2022-02-13T03:02:49Z,2397500,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,,
