actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
96,PT04M48.00S,2021-11-30T00:59:09.9Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,20,23,2021-11-30T00:59:09Z,960000,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
97,PT04M38.00S,2021-11-30T00:59:26.4Z,1,REGULAR,foul,personal,[],1630192,,,1610612748,20,23,2021-11-30T00:59:36Z,970000,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 200782]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,1626302.0,1.0,0.0,Tucker,200782.0,,,,,,,,,,,,,,,,
99,PT04M33.00S,2021-11-30T00:59:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.873193166885677,48.03921568627451,1610612748,20,23,2021-11-30T00:59:51Z,990000,10.0,125.0,1,left,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,,,,,Missed,,,,,12.53,,,,,,,,,,
100,PT04M29.00S,2021-11-30T00:59:48.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,23,2021-11-30T00:59:58Z,1000000,,,0,,N. Jokic REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,99.0,5.0,3.0,2.0,,,,,,
101,PT04M07.00S,2021-11-30T01:00:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630267,75.3777923784494,85.7843137254902,1610612743,20,23,2021-11-30T01:00:21Z,1010000,179.0,179.0,1,right,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,Missed,,,,,25.3,,,,,,,,,,
102,PT04M07.00S,2021-11-30T01:00:10.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,20,23,2021-11-30T01:00:21Z,1020000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,
103,PT04M07.00S,2021-11-30T01:00:17.3Z,1,REGULAR,foul,personal,[],203932,,,1610612748,20,23,2021-11-30T01:00:29Z,1030000,,,0,,A. Gordon loose ball personal FOUL (1 PF),"[203932, 1628389]",1610612743.0,DEN,loose ball,,,Gordon,A. Gordon,,,,,2003.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,
105,PT04M07.00S,2021-11-30T01:00:27.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,20,23,2021-11-30T01:00:29Z,1050000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M07.00S,2021-11-30T01:00:27.5Z,1,REGULAR,substitution,in,[],203473,,,1610612748,20,23,2021-11-30T01:00:29Z,1060000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M51.00S,2021-11-30T01:00:51.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,20,23,2021-11-30T01:00:51Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M51.00S,2021-11-30T01:00:52.4Z,1,REGULAR,substitution,out,[],203932,,,1610612748,20,23,2021-11-30T01:00:59Z,1080000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2021-11-30T01:00:52.4Z,1,REGULAR,substitution,in,[],1630538,,,1610612748,20,23,2021-11-30T01:00:59Z,1090000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M44.00S,2021-11-30T01:01:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,24.655059132720105,87.5,1610612748,20,23,2021-11-30T01:01:19Z,1100000,-188.0,179.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,25.94,,,,,,,,,,
111,PT03M42.00S,2021-11-30T01:01:16.1Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,20,23,2021-11-30T01:01:19Z,1110000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,110.0,1.0,0.0,1.0,,,,,,
112,PT03M41.00S,2021-11-30T01:01:18.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,26.888961892247043,13.480392156862745,1610612748,20,23,2021-11-30T01:01:26Z,1120000,183.0,200.0,1,left,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,27.1,,,,,,,,,,
113,PT03M39.00S,2021-11-30T01:01:20.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,20,23,2021-11-30T01:01:26Z,1130000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,
114,PT03M39.00S,2021-11-30T01:01:25.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,20,23,2021-11-30T01:01:25Z,1140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M37.00S,2021-11-30T01:01:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],200782,4.02431011826544,4.166666666666666,1610612748,20,23,2021-11-30T01:01:41Z,1150000,229.0,-15.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,Missed,,,,,22.97,,,,,,,,,,
116,PT03M33.00S,2021-11-30T01:01:40.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,23,2021-11-30T01:01:41Z,1160000,,,0,,N. Jokic REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,115.0,6.0,4.0,2.0,,,,,,
117,PT03M31.00S,2021-11-30T01:01:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630267,92.59198423127464,46.32352941176471,1610612743,20,25,2021-11-30T01:01:53Z,1170000,-18.0,17.0,1,right,F. Campazzo running Layup (2 PTS) (Z. Nnaji 1 AST),"[1630267, 1630192]",1610612743.0,DEN,running,,,Campazzo,F. Campazzo,,,,,,,,,,Made,2.0,,,,2.51,,,,,Z. Nnaji,1630192.0,1.0,,,
119,PT03M31.00S,2021-11-30T01:01:48.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629130,,,1610612743,20,25,2021-11-30T01:01:56Z,1190000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Campazzo 1 FT),"[1629130, 1630267]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,201246.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,,,,,,,,
121,PT03M31.00S,2021-11-30T01:02:13.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630267,,,1610612743,20,25,2021-11-30T01:02:16Z,1210000,,,0,,MISS F. Campazzo Free Throw 1 of 1,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,Missed,,,,,,,,,,,,,,,
122,PT03M29.00S,2021-11-30T01:02:15.7Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,25,2021-11-30T01:02:16Z,1220000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,121.0,2.0,1.0,1.0,,,,,,
123,PT03M13.00S,2021-11-30T01:02:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.652431011826544,47.549019607843135,1610612748,20,25,2021-11-30T01:02:39Z,1230000,12.0,10.0,1,left,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,1.59,,,,,,,,,,
124,PT03M12.00S,2021-11-30T01:02:31.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,25,2021-11-30T01:02:39Z,1240000,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,123.0,7.0,5.0,2.0,,,,,,
125,PT03M12.00S,2021-11-30T01:02:36.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,20,25,2021-11-30T01:02:36Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2021-11-30T01:02:36.9Z,1,REGULAR,substitution,out,[],203999,,,1610612743,20,25,2021-11-30T01:02:42Z,1260000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M12.00S,2021-11-30T01:02:36.9Z,1,REGULAR,substitution,in,[],203115,,,1610612743,20,25,2021-11-30T01:02:42Z,1270000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M53.00S,2021-11-30T01:03:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,90.75229960578186,47.30392156862745,1610612743,20,27,2021-11-30T01:03:29Z,1280000,-13.0,34.0,1,right,A. Rivers driving Layup (2 PTS),[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,,,,,,Made,2.0,,,,3.7,,,,,,,,,,
129,PT02M44.00S,2021-11-30T01:03:34.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,20,27,2021-11-30T01:03:34Z,1290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M44.00S,2021-11-30T01:03:35.0Z,1,REGULAR,substitution,out,[],200782,,,1610612748,20,27,2021-11-30T01:03:49Z,1300000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M44.00S,2021-11-30T01:03:35.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,20,27,2021-11-30T01:03:49Z,1310000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M44.00S,2021-11-30T01:03:35.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,20,27,2021-11-30T01:03:49Z,1320000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M44.00S,2021-11-30T01:03:35.0Z,1,REGULAR,substitution,in,[],200768,,,1610612748,20,27,2021-11-30T01:03:49Z,1330000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M29.00S,2021-11-30T01:04:09.6Z,1,REGULAR,2pt,Jump Shot,[],1628997,12.959921156373195,12.745098039215685,1610612748,20,27,2021-11-30T01:04:17Z,1340000,186.0,69.0,1,left,MISS C. Martin 19' turnaround fadeaway Shot,[1628997],1610612748.0,MIA,turnaround fadeaway,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,19.88,,,,,,,,,,
135,PT02M25.00S,2021-11-30T01:04:13.6Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,20,27,2021-11-30T01:04:17Z,1350000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,
136,PT02M20.00S,2021-11-30T01:04:20.6Z,1,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,20,27,2021-11-30T01:10:03Z,1360000,,,0,,W. Barton bad pass out-of-bounds TURNOVER (1 TO),[203115],1610612743.0,DEN,bad pass,,,Barton,W. Barton,,,,,1626302.0,,,,,,,1.0,,,,,,,,,,,,,
137,PT02M05.00S,2021-11-30T01:04:39.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,32.670827858081466,59.068627450980394,1610612748,20,27,2021-11-30T01:04:47Z,1370000,-45.0,255.0,1,left,MISS G. Vincent 25' step back 3PT,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,25.86,,,,,,,,,,
138,PT02M04.00S,2021-11-30T01:04:40.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,20,27,2021-11-30T01:04:47Z,1380000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,
139,PT02M04.00S,2021-11-30T01:04:44.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,20,27,2021-11-30T01:04:44Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M48.00S,2021-11-30T01:05:02.5Z,1,REGULAR,2pt,Jump Shot,[],1630538,91.67214191852825,74.26470588235294,1610612743,20,29,2021-11-30T01:05:08Z,1400000,121.0,26.0,1,right,B. Hyland 12' Jump Shot (2 PTS) (F. Campazzo 1 AST),"[1630538, 1630267]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,2.0,,,,12.4,,,,,F. Campazzo,1630267.0,1.0,,,
142,PT01M36.00S,2021-11-30T01:05:17.1Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612748,20,29,2021-11-30T01:05:29Z,1420000,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Lowry 2 FT),"[1630192, 200768]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,201246.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
144,PT01M36.00S,2021-11-30T01:05:44.8Z,1,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,20,29,2021-11-30T01:05:44Z,1440000,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,,,,,,,,,,,,,
145,PT01M36.00S,2021-11-30T01:05:44.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,20,29,2021-11-30T01:05:44Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,
146,PT01M36.00S,2021-11-30T01:06:03.3Z,1,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,21,29,2021-11-30T01:06:03Z,1460000,,,0,,K. Lowry Free Throw 2 of 2 (6 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
147,PT01M08.00S,2021-11-30T01:06:33.9Z,1,REGULAR,3pt,Jump Shot,[],203115,69.46452036793693,71.56862745098039,1610612743,21,29,2021-11-30T01:06:38Z,1470000,108.0,235.0,1,right,MISS W. Barton 25' fadeaway 3PT,[203115],1610612743.0,DEN,fadeaway,,,Barton,W. Barton,,,,,,,,,,Missed,,,,,25.81,,,,,,,,,,
148,PT01M06.00S,2021-11-30T01:06:35.9Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,21,29,2021-11-30T01:06:38Z,1480000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,
149,PT00M55.10S,2021-11-30T01:06:48.2Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,21,29,2021-11-30T01:06:52Z,1490000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1630538]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,1.0,Hyland,1630538.0,,,,,,,,,,,
150,PT00M55.10S,2021-11-30T01:06:48.2Z,1,REGULAR,steal,,[],1630538,,,1610612743,21,29,2021-11-30T01:06:49Z,1500000,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M43.70S,2021-11-30T01:06:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630192,91.67214191852825,46.32352941176471,1610612743,21,29,2021-11-30T01:07:05Z,1510000,-18.0,26.0,1,right,MISS Z. Nnaji cutting Layup,[1630192],1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,,,,3.17,,,,,,,,,,
152,PT00M40.70S,2021-11-30T01:07:02.6Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,21,29,2021-11-30T01:07:05Z,1520000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,
153,PT00M37.80S,2021-11-30T01:07:05.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203473,7.046649145860711,47.05882352941176,1610612748,23,29,2021-11-30T01:07:19Z,1530000,15.0,14.0,1,left,D. Dedmon running alley-oop DUNK (2 PTS) (K. Lowry 5 AST),"[203473, 200768]",1610612748.0,MIA,running alley-oop,,,Dedmon,D. Dedmon,,,,,,,,,,Made,2.0,,,,2.01,,,,,K. Lowry,200768.0,5.0,,,
155,PT00M21.40S,2021-11-30T01:07:25.4Z,1,REGULAR,3pt,Jump Shot,[],203085,94.1688567674113,2.696078431372549,1610612743,23,32,2021-11-30T01:07:31Z,1550000,-237.0,2.0,1,right,A. Rivers 3PT  (5 PTS) (W. Barton 1 AST),"[203085, 203115]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,Made,5.0,,,,23.65,,,,,W. Barton,203115.0,1.0,,,
157,PT00M01.00S,2021-11-30T01:07:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629216,32.53942181340342,53.18627450980392,1610612748,23,32,2021-11-30T01:08:13Z,1570000,-16.0,253.0,1,left,MISS G. Vincent 25' 3PT - blocked,"[1629216, 1630267]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,25.39,,,,,,,,,Campazzo,1630267.0
158,PT00M01.00S,2021-11-30T01:07:50.3Z,1,REGULAR,block,,[],1630267,,,1610612748,23,32,2021-11-30T01:07:52Z,1580000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M00.10S,2021-11-30T01:07:51.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,23,32,2021-11-30T01:08:13Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,
160,PT00M00.00S,2021-11-30T01:07:57.0Z,1,REGULAR,period,end,[],0,,,1610612748,23,32,2021-11-30T01:07:57Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-30T01:09:59.1Z,2,REGULAR,substitution,out,['startperiod'],1630192,,,1610612748,23,32,2021-11-30T01:10:30Z,1610000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-30T01:09:59.1Z,2,REGULAR,substitution,in,['startperiod'],1628427,,,1610612748,23,32,2021-11-30T01:10:30Z,1620000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-30T01:10:35.1Z,2,REGULAR,period,start,[],0,,,1610612748,23,32,2021-11-30T01:10:35Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M49.00S,2021-11-30T01:10:47.7Z,2,REGULAR,foul,personal,['2freethrow'],1628427,,,1610612748,23,32,2021-11-30T01:10:57Z,1640000,,,0,,V. Cancar shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1628427, 203473]",1610612743.0,DEN,shooting,,,Cancar,V. Cancar,,,,,1626302.0,1.0,0.0,Dedmon,203473.0,,,,,,,,,,,,,,,,
166,PT11M49.00S,2021-11-30T01:11:07.9Z,2,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,23,32,2021-11-30T01:11:25Z,1660000,,,0,,MISS D. Dedmon Free Throw 1 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,,,,,,,,,,
167,PT11M49.00S,2021-11-30T01:11:07.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,23,32,2021-11-30T01:11:25Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,
168,PT11M49.00S,2021-11-30T01:11:07.9Z,2,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,23,32,2021-11-30T01:11:25Z,1680000,,,0,,MISS D. Dedmon Free Throw 2 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,,,,,,,,,,
169,PT11M47.00S,2021-11-30T01:11:09.9Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,23,32,2021-11-30T01:11:25Z,1690000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,
170,PT11M32.00S,2021-11-30T01:11:36.8Z,2,REGULAR,3pt,Jump Shot,[],1630538,72.48685939553219,17.15686274509804,1610612743,23,32,2021-11-30T01:11:42Z,1700000,-164.0,206.0,1,right,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Missed,,,,,26.35,,,,,,,,,,
171,PT11M27.00S,2021-11-30T01:11:41.8Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,23,32,2021-11-30T01:11:42Z,1710000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,170.0,3.0,2.0,1.0,,,,,,
172,PT11M15.00S,2021-11-30T01:11:54.2Z,2,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,23,32,2021-11-30T01:12:10Z,1720000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (1 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,1626302.0,,,,,,,1.0,,,,,,,,,,,,,
173,PT11M08.00S,2021-11-30T01:12:14.5Z,2,REGULAR,foul,offensive,[],1628427,,,1610612743,23,32,2021-11-30T01:12:29Z,1730000,,,0,,V. Cancar off-the-ball offensive FOUL (2 PF),"[1628427, 1629216]",1610612743.0,DEN,off-the-ball,,,Cancar,V. Cancar,,,,,2003.0,2.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,,
175,PT11M08.00S,2021-11-30T01:12:14.5Z,2,REGULAR,turnover,offensive foul,[],1628427,,,1610612743,23,32,2021-11-30T01:12:14Z,1750000,,,0,,V. Cancar offensive foul TURNOVER (1 TO),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,2003.0,,,,,,,1.0,,,,,,,,,,,,,
176,PT10M53.00S,2021-11-30T01:12:39.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200768,32.013797634691194,66.42156862745098,1610612748,23,32,2021-11-30T01:12:45Z,1760000,-82.0,248.0,1,left,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,,,26.16,,,,,,,,,,
177,PT10M49.00S,2021-11-30T01:12:43.6Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,23,32,2021-11-30T01:12:45Z,1770000,,,0,,D. Dedmon REBOUND (Off:2 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,176.0,4.0,2.0,2.0,,,,,,
178,PT10M49.00S,2021-11-30T01:12:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203473,7.30946123521682,48.529411764705884,1610612748,25,32,2021-11-30T01:12:48Z,1780000,7.0,16.0,1,left,D. Dedmon putback Layup (4 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,,,,Made,4.0,,,,1.78,,,,,,,,,,
179,PT10M42.00S,2021-11-30T01:12:52.6Z,2,REGULAR,foul,personal,[],203473,,,1610612743,25,32,2021-11-30T01:13:03Z,1790000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 1628427]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,2003.0,1.0,0.0,Cancar,1628427.0,,,,,,,,,,,,,,,,
181,PT10M34.00S,2021-11-30T01:13:15.7Z,2,REGULAR,3pt,Jump Shot,[],203085,66.17936925098554,60.5392156862745,1610612743,25,32,2021-11-30T01:13:20Z,1810000,53.0,265.0,1,right,MISS A. Rivers 27' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,Missed,,,,,27.06,,,,,,,,,,
182,PT10M31.00S,2021-11-30T01:13:18.7Z,2,REGULAR,rebound,offensive,[],1630267,,,1610612743,25,32,2021-11-30T01:13:20Z,1820000,,,0,,F. Campazzo REBOUND (Off:1 Def:0),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,181.0,1.0,0.0,1.0,,,,,,
183,PT10M21.00S,2021-11-30T01:13:28.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630538,63.35619250985546,49.57490808823529,1610612743,25,35,2021-11-30T01:13:36Z,1830000,-2.0,292.0,1,right,B. Hyland 29' 3PT  (5 PTS) (F. Campazzo 2 AST),"[1630538, 1630267]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,5.0,,,,29.2,,,,,F. Campazzo,1630267.0,2.0,,,
185,PT10M06.00S,2021-11-30T01:13:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.046649145860711,46.32352941176471,1610612748,25,35,2021-11-30T01:13:48Z,1850000,18.0,14.0,1,left,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,2.29,,,,,,,,,,
