actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
92,PT04M52.00S,2022-03-01T00:56:50.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612748,22,11,2022-03-01T00:57:01Z,920000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M52.00S,2022-03-01T00:56:50.6Z,1,REGULAR,substitution,in,[],1627884,,,1610612748,22,11,2022-03-01T00:57:01Z,930000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M37.00S,2022-03-01T00:57:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200782,93.38042049934296,54.41176470588235,1610612748,24,11,2022-03-01T00:57:35Z,940000,22.0,10.0,1,right,P. Tucker Layup (4 PTS) (D. Robinson 2 AST),"[200782, 1629130]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2.41,Made,,,,,4.0,,,D. Robinson,1629130.0,2.0,,,,,,,,
96,PT04M23.00S,2022-03-01T00:57:42.9Z,1,REGULAR,turnover,traveling,[],1627884,,,1610612741,24,11,2022-03-01T00:57:49Z,960000,,,0,,D. Jones Jr. traveling TURNOVER (1 TO),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,203177.0,1.0,,,,,,,,,,,
97,PT04M12.00S,2022-03-01T00:58:05.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,66.17936925098554,37.745098039215684,1610612748,24,11,2022-03-01T00:58:14Z,970000,-61.0,265.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,
98,PT04M08.00S,2022-03-01T00:58:09.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,24,11,2022-03-01T00:58:14Z,980000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT03M53.00S,2022-03-01T00:58:24.5Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,24,11,2022-03-01T00:58:31Z,990000,,,0,,Z. LaVine bad pass TURNOVER (2 TO),"[203897, 202710]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,2.0,,,,Butler,202710.0,,,,,,
100,PT03M53.00S,2022-03-01T00:58:24.5Z,1,REGULAR,steal,,[],202710,,,1610612748,24,11,2022-03-01T01:00:09Z,1000000,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M39.00S,2022-03-01T00:58:38.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,67.23061760840999,28.431372549019606,1610612748,24,11,2022-03-01T00:58:51Z,1010000,-108.0,256.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.73,Missed,,,,,,,,,,,,,,,,,,
102,PT03M35.00S,2022-03-01T00:58:42.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,24,11,2022-03-01T00:58:51Z,1020000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT03M35.00S,2022-03-01T00:58:50.4Z,1,REGULAR,foul,personal,[],200782,,,1610612741,24,11,2022-03-01T00:59:31Z,1030000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1629632]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,203177.0,,,,,,,1.0,0.0,White,1629632.0,,
105,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,out,[],1628389,,,1610612741,24,11,2022-03-01T00:59:12Z,1050000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,out,[],1629130,,,1610612741,24,11,2022-03-01T00:59:12Z,1060000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,out,[],203897,,,1610612741,24,11,2022-03-01T00:59:12Z,1070000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,out,[],202696,,,1610612741,24,11,2022-03-01T00:59:12Z,1080000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,in,[],1629622,,,1610612741,24,11,2022-03-01T00:59:12Z,1090000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,in,[],203473,,,1610612741,24,11,2022-03-01T00:59:12Z,1100000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,in,[],202684,,,1610612741,24,11,2022-03-01T00:59:12Z,1110000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M35.00S,2022-03-01T00:58:55.6Z,1,REGULAR,substitution,in,[],201942,,,1610612741,24,11,2022-03-01T00:59:12Z,1120000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2022-03-01T00:59:34.4Z,1,REGULAR,2pt,Jump Shot,[],201942,21.50131406044678,28.921568627450984,1610612741,24,11,2022-03-01T00:59:44Z,1130000,105.0,150.0,1,left,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2022-03-01T00:59:35.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,24,11,2022-03-01T00:59:44Z,1140000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,
115,PT03M22.00S,2022-03-01T00:59:43.9Z,1,REGULAR,foul,personal,[],202684,,,1610612748,24,11,2022-03-01T00:59:59Z,1150000,,,0,,T. Thompson loose ball personal FOUL (1 PF),"[202684, 1629622]",1610612741.0,CHI,loose ball,,,Thompson,T. Thompson,,,,,,,,,,,,2002.0,,,,,,,1.0,0.0,Strus,1629622.0,,
117,PT03M09.00S,2022-03-01T01:00:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.38042049934296,43.872549019607845,1610612748,24,11,2022-03-01T01:00:18Z,1170000,-31.0,10.0,1,right,MISS M. Strus cutting Layup,[1629622],1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
118,PT03M06.00S,2022-03-01T01:00:10.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,24,11,2022-03-01T01:11:54Z,1180000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT03M06.00S,2022-03-01T01:00:18.8Z,1,REGULAR,foul,personal,[],1629622,,,1610612741,24,11,2022-03-01T01:00:22Z,1210000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 1629632]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,2002.0,,,,,,,1.0,0.0,White,1629632.0,,
123,PT03M06.00S,2022-03-01T01:00:30.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,24,11,2022-03-01T01:11:22Z,1230000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M06.00S,2022-03-01T01:02:08.8Z,1,REGULAR,substitution,out,[],200782,,,1610612741,24,11,2022-03-01T01:03:08Z,1240000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M06.00S,2022-03-01T01:02:08.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612741,24,11,2022-03-01T01:03:08Z,1250000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2022-03-01T01:03:36.8Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612741,24,11,2022-03-01T01:03:43Z,1260000,,,0,,CHI 5-second-violation Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,
127,PT02M58.00S,2022-03-01T01:03:58.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612748,24,11,2022-03-01T01:04:10Z,1270000,,,0,,D. Jones Jr. personal FOUL (1 PF) (Butler 2 FT),"[1627884, 202710]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,1662.0,,,,,,,1.0,0.0,Butler,202710.0,,
129,PT02M58.00S,2022-03-01T01:04:22.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,25,11,2022-03-01T01:04:42Z,1290000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
130,PT02M58.00S,2022-03-01T01:04:22.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,25,11,2022-03-01T01:04:42Z,1300000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT02M55.00S,2022-03-01T01:04:25.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,25,11,2022-03-01T01:04:42Z,1310000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M41.00S,2022-03-01T01:04:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.579500657030223,63.99356617647059,1610612741,25,13,2022-03-01T01:05:22Z,1320000,-70.0,132.0,1,left,D. DeRozan 14' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.9,Made,,,,,4.0,,,,,,,,,,,,,
133,PT02M30.00S,2022-03-01T01:05:06.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612748,25,13,2022-03-01T01:05:15Z,1330000,,,0,,D. Jones Jr. shooting personal FOUL (2 PF) (Butler 2 FT),"[1627884, 202710]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,2002.0,,,,,,,2.0,0.0,Butler,202710.0,,
135,PT02M30.00S,2022-03-01T01:05:26.5Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,25,13,2022-03-01T01:05:26Z,1350000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
136,PT02M30.00S,2022-03-01T01:05:26.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,25,13,2022-03-01T01:05:26Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,
137,PT02M30.00S,2022-03-01T01:05:42.8Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,26,13,2022-03-01T01:05:42Z,1370000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
138,PT02M14.00S,2022-03-01T01:06:00.2Z,1,REGULAR,3pt,Jump Shot,[],1628972,4.418528252299605,96.56862745098039,1610612741,26,13,2022-03-01T01:06:05Z,1380000,-233.0,-11.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
139,PT02M12.00S,2022-03-01T01:06:02.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,26,13,2022-03-01T01:06:05Z,1390000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,138.0,4.0,3.0,1.0,,,,,,,,,,,,,,
140,PT02M04.00S,2022-03-01T01:06:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,93.51182654402102,44.85294117647059,1610612748,26,13,2022-03-01T01:06:18Z,1400000,-26.0,8.0,1,right,MISS D. Dedmon reverse Layup,[203473],1610612748.0,MIA,reverse,,,Dedmon,D. Dedmon,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,
141,PT02M02.00S,2022-03-01T01:06:13.3Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,26,13,2022-03-01T01:06:18Z,1410000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
142,PT01M53.00S,2022-03-01T01:06:24.4Z,1,REGULAR,foul,personal,['2freethrow'],203473,,,1610612741,26,13,2022-03-01T01:06:34Z,1420000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Thompson 2 FT),"[203473, 202684]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,203177.0,,,,,,,1.0,0.0,Thompson,202684.0,,
144,PT01M53.00S,2022-03-01T01:06:58.9Z,1,REGULAR,freethrow,1 of 2,[],202684,,,1610612741,26,13,2022-03-01T01:06:58Z,1440000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M53.00S,2022-03-01T01:06:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,26,13,2022-03-01T01:06:58Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT01M53.00S,2022-03-01T01:06:59.6Z,1,REGULAR,substitution,out,[],1628972,,,1610612741,26,13,2022-03-01T01:07:03Z,1460000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M53.00S,2022-03-01T01:06:59.6Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,26,13,2022-03-01T01:07:03Z,1470000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M53.00S,2022-03-01T01:07:26.9Z,1,REGULAR,freethrow,2 of 2,[],202684,,,1610612741,26,14,2022-03-01T01:07:26Z,1480000,,,0,,T. Thompson Free Throw 2 of 2 (1 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
149,PT01M41.00S,2022-03-01T01:07:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,85.10183968462549,50.49019607843137,1610612748,28,14,2022-03-01T01:09:07Z,1490000,2.0,88.0,1,right,T. Herro 8' driving floating Jump Shot (2 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,8.75,Made,,,,,2.0,,,D. Dedmon,203473.0,1.0,,,,,,,,
151,PT01M28.00S,2022-03-01T01:07:52.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,12.171484888304862,4.411764705882353,1610612741,28,17,2022-03-01T01:07:58Z,1510000,228.0,62.0,1,left,A. Dosunmu 3PT  (3 PTS) (C. White 1 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.62,Made,,,,,3.0,,,C. White,1629632.0,1.0,,,,,,,,
153,PT01M18.00S,2022-03-01T01:08:06.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612748,28,17,2022-03-01T01:08:17Z,1530000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Herro 2 FT),"[201942, 1629639]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,203177.0,,,,,,,1.0,0.0,Herro,1629639.0,,
155,PT01M18.00S,2022-03-01T01:08:28.2Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,29,17,2022-03-01T01:08:28Z,1550000,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
156,PT01M18.00S,2022-03-01T01:08:28.9Z,1,REGULAR,substitution,out,[],202710,,,1610612748,29,17,2022-03-01T01:08:39Z,1560000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M18.00S,2022-03-01T01:08:28.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,29,17,2022-03-01T01:08:39Z,1570000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M18.00S,2022-03-01T01:08:53.0Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,30,17,2022-03-01T01:08:53Z,1580000,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
159,PT01M00.00S,2022-03-01T01:09:12.7Z,1,REGULAR,2pt,Jump Shot,[],201942,24.392247043363994,50.0,1610612741,30,19,2022-03-01T01:09:18Z,1590000,0.0,177.0,1,left,D. DeRozan 17' pullup Jump Shot (6 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.68,Made,,,,,6.0,,,,,,,,,,,,,
160,PT00M43.30S,2022-03-01T01:09:32.5Z,1,REGULAR,2pt,Jump Shot,[],1629639,92.85479632063075,24.019607843137255,1610612748,30,19,2022-03-01T01:09:55Z,1600000,-130.0,15.0,1,right,MISS T. Herro 13' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,13.07,Missed,,,,,,,,,,,,,,,,,,
161,PT00M38.80S,2022-03-01T01:09:37.0Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,30,19,2022-03-01T01:09:40Z,1610000,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,160.0,3.0,3.0,0.0,,,,,,,,,,,,,,
162,PT00M31.30S,2022-03-01T01:09:45.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,5.995400788436268,47.05882352941176,1610612741,30,21,2022-03-01T01:09:50Z,1620000,15.0,4.0,1,left,D. Jones Jr. cutting DUNK (2 PTS) (C. White 2 AST),"[1627884, 1629632]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,1.52,Made,,,,,2.0,,,C. White,1629632.0,2.0,,,,,,,,
164,PT00M10.70S,2022-03-01T01:10:09.1Z,1,REGULAR,3pt,Jump Shot,[],1629216,69.07030223390277,17.15686274509804,1610612748,30,21,2022-03-01T01:10:15Z,1640000,-164.0,238.0,1,right,MISS G. Vincent 28' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,28.93,Missed,,,,,,,,,,,,,,,,,,
165,PT00M05.90S,2022-03-01T01:10:13.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,30,21,2022-03-01T01:10:15Z,1650000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,,
166,PT00M00.00S,2022-03-01T01:10:19.9Z,1,REGULAR,3pt,Jump Shot,[],201942,32.802233902759525,36.029411764705884,1610612741,30,21,2022-03-01T01:10:29Z,1660000,70.0,256.0,1,left,MISS D. DeRozan 26' turnaround fadeaway 3PT,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2022-03-01T01:10:27.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,30,21,2022-03-01T01:10:27Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2022-03-01T01:10:28.7Z,1,REGULAR,period,end,[],0,,,1610612741,30,21,2022-03-01T01:10:28Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-01T01:13:07.2Z,2,REGULAR,period,start,[],0,,,1610612748,30,21,2022-03-01T01:13:07Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M42.00S,2022-03-01T01:13:24.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,93.77463863337714,4.6568627450980395,1610612748,30,21,2022-03-01T01:13:30Z,1700000,-227.0,6.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
171,PT11M39.00S,2022-03-01T01:13:27.5Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,30,21,2022-03-01T01:13:30Z,1710000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,
172,PT11M34.00S,2022-03-01T01:13:33.3Z,2,REGULAR,2pt,Jump Shot,[],201942,5.075558475689881,73.0392156862745,1610612741,30,21,2022-03-01T01:13:41Z,1720000,-115.0,-5.0,1,left,MISS D. DeRozan 11' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,11.53,Missed,,,,,,,,,,,,,,,,,,
173,PT11M29.00S,2022-03-01T01:13:38.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,30,21,2022-03-01T01:13:41Z,1730000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT11M14.00S,2022-03-01T01:13:52.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,80.76544021024968,41.42156862745098,1610612748,30,21,2022-03-01T01:13:59Z,1740000,-43.0,128.0,1,right,MISS T. Herro 13' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,13.53,Missed,,,,,,,,,,,,,,,,,,
175,PT11M09.00S,2022-03-01T01:13:57.6Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,30,21,2022-03-01T01:13:59Z,1750000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,,
176,PT11M02.00S,2022-03-01T01:14:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.389618922470433,54.65686274509803,1610612741,30,21,2022-03-01T01:14:10Z,1760000,-23.0,8.0,1,left,MISS C. White driving Layup - blocked,"[1629632, 203473]",1610612741.0,CHI,driving,,,White,C. White,,,,,2.45,Missed,,,,,,,,,,,,,,,,,Dedmon,203473.0
177,PT11M02.00S,2022-03-01T01:14:04.3Z,2,REGULAR,block,,[],203473,,,1610612741,30,21,2022-03-01T01:14:08Z,1770000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M59.00S,2022-03-01T01:14:07.3Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,30,21,2022-03-01T01:14:10Z,1780000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT10M59.00S,2022-03-01T01:14:13.1Z,2,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612748,30,21,2022-03-01T01:14:19Z,1790000,,,0,,D. Jones Jr. shooting personal FOUL (3 PF) (Martin 2 FT),"[1627884, 1628997]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,2002.0,,,,,,,3.0,0.0,Martin,1628997.0,,
181,PT10M59.00S,2022-03-01T01:14:40.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,31,21,2022-03-01T01:14:40Z,1810000,,,0,,C. Martin Free Throw 1 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
182,PT10M59.00S,2022-03-01T01:14:40.7Z,2,REGULAR,substitution,out,[],1627884,,,1610612748,31,21,2022-03-01T01:14:45Z,1820000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M59.00S,2022-03-01T01:14:40.7Z,2,REGULAR,substitution,in,[],1629750,,,1610612748,31,21,2022-03-01T01:14:45Z,1830000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
