actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
184,PT08M51.00S,2021-12-02T01:15:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,81.553876478318,47.794117647058826,1610612739,29,36,2021-12-02T01:15:49Z,1820000,-11.0,121.0,1,right,MISS E. Mobley 12' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,,,,12.14,,,,,,,,,
185,PT08M50.00S,2021-12-02T01:15:42.6Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,29,36,2021-12-02T01:16:52Z,1830000,,,0,,D. Dedmon REBOUND (Off:3 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,184.0,7.0,4.0,3.0,,,,,,,,,,
186,PT08M28.00S,2021-12-02T01:16:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.966491458607096,52.20588235294118,1610612748,29,36,2021-12-02T01:16:10Z,1840000,-11.0,22.0,1,left,MISS T. Herro Layup - blocked,"[1629639, 1630596]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,2.5,,,,Mobley,1630596.0,,,,
187,PT08M28.00S,2021-12-02T01:16:04.7Z,2,REGULAR,block,,[],1630596,,,1610612748,29,36,2021-12-02T01:16:08Z,1850000,,,0,,E. Mobley BLOCK (3 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M24.00S,2021-12-02T01:16:08.7Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,29,36,2021-12-02T01:16:10Z,1860000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,
189,PT08M23.00S,2021-12-02T01:16:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628374,92.9862023653088,51.470588235294116,1610612739,29,38,2021-12-02T01:16:20Z,1870000,7.0,13.0,1,right,L. Markkanen driving finger roll Layup (3 PTS) (R. Rubio 1 AST),"[1628374, 201937]",1610612739.0,CLE,driving finger roll,,,Markkanen,L. Markkanen,,,,,,,,,,Made,3.0,,,,,1.53,R. Rubio,201937.0,1.0,,,,,,
191,PT08M06.00S,2021-12-02T01:16:26.4Z,2,REGULAR,3pt,Jump Shot,[],1629216,34.510512483574246,44.36274509803921,1610612748,29,38,2021-12-02T01:18:31Z,1890000,28.0,272.0,1,left,MISS G. Vincent 27' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,,27.34,,,,,,,,,
192,PT08M03.00S,2021-12-02T01:16:29.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,29,38,2021-12-02T01:16:30Z,1900000,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,191.0,4.0,4.0,0.0,,,,,,,,,,
193,PT07M52.00S,2021-12-02T01:16:41.5Z,2,REGULAR,2pt,Jump Shot,[],1630171,94.03745072273325,71.81372549019608,1610612739,29,40,2021-12-02T01:16:48Z,1910000,109.0,4.0,1,right,I. Okoro 10' driving bank Jump Shot (6 PTS) (D. Garland 4 AST),"[1630171, 1629636]",1610612739.0,CLE,driving bank,,,Okoro,I. Okoro,,,,,,,,,,Made,6.0,,,,,10.92,D. Garland,1629636.0,4.0,,,,,,
194,PT07M28.00S,2021-12-02T01:17:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,9.149145860709593,56.86274509803921,1610612748,31,40,2021-12-02T01:17:12Z,1920000,-34.0,34.0,1,left,C. Martin driving floating Jump Shot (4 PTS),[1628997],1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,,,,,,Made,4.0,,,,,4.79,,,,,,,,,
195,PT07M20.00S,2021-12-02T01:17:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,91.14651773981603,57.84313725490197,1610612739,31,40,2021-12-02T01:17:23Z,1930000,39.0,31.0,1,right,MISS I. Okoro driving Layup - blocked,"[1630171, 203473]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,4.98,,,,Dedmon,203473.0,,,,
196,PT07M20.00S,2021-12-02T01:17:13.4Z,2,REGULAR,block,,[],203473,,,1610612739,31,40,2021-12-02T01:17:18Z,1940000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M11.00S,2021-12-02T01:17:22.4Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,31,40,2021-12-02T01:17:23Z,1950000,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,195.0,2.0,1.0,1.0,,,,,,,,,,
199,PT07M07.00S,2021-12-02T01:17:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,92.19776609724047,50.98039215686274,1610612739,31,42,2021-12-02T01:17:36Z,1970000,5.0,21.0,1,right,I. Okoro Layup (8 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,8.0,,,,,2.14,,,,,,,,,
200,PT07M06.00S,2021-12-02T01:17:31.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,22.125492772667542,9.313725490196077,1610612748,31,42,2021-12-02T01:22:24Z,1980000,203.0,155.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,,25.6,,,,,,,,,
201,PT07M02.00S,2021-12-02T01:17:35.5Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,31,42,2021-12-02T01:22:01Z,1990000,,,0,,E. Mobley REBOUND (Off:0 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,200.0,5.0,5.0,0.0,,,,,,,,,,
202,PT06M52.00S,2021-12-02T01:17:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.19776609724047,44.85294117647059,1610612739,31,42,2021-12-02T01:17:46Z,2000000,-26.0,21.0,1,right,MISS L. Markkanen driving Layup,[1628374],1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,,,,3.31,,,,,,,,,
203,PT06M50.00S,2021-12-02T01:17:43.1Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,31,42,2021-12-02T01:17:46Z,2010000,,,0,,D. Dedmon REBOUND (Off:3 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,202.0,8.0,5.0,3.0,,,,,,,,,,
204,PT06M46.00S,2021-12-02T01:17:52.1Z,2,REGULAR,foul,personal,[],1629636,,,1610612748,31,42,2021-12-02T01:18:02Z,2020000,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1629216]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,2714.0,1.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,,
206,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,31,42,2021-12-02T01:18:13Z,2040000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,out,[],203473,,,1610612748,31,42,2021-12-02T01:18:13Z,2050000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,out,[],201937,,,1610612748,31,42,2021-12-02T01:18:13Z,2060000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,out,[],1630171,,,1610612748,31,42,2021-12-02T01:18:13Z,2070000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,in,[],1629644,,,1610612748,31,42,2021-12-02T01:18:13Z,2080000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,in,[],200768,,,1610612748,31,42,2021-12-02T01:18:13Z,2090000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,in,[],1630205,,,1610612748,31,42,2021-12-02T01:18:13Z,2100000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M46.00S,2021-12-02T01:18:00.5Z,2,REGULAR,substitution,in,[],1628386,,,1610612748,31,42,2021-12-02T01:18:13Z,2110000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M35.00S,2021-12-02T01:18:24.4Z,2,REGULAR,2pt,Jump Shot,[],1629639,29.22552562417871,46.16268382352941,1610612748,33,42,2021-12-02T01:23:07Z,2120000,19.0,222.0,1,left,T. Herro 22' step back Jump Shot (8 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,Made,8.0,,,,,22.3,,,,,,,,,
216,PT06M08.00S,2021-12-02T01:18:51.2Z,2,REGULAR,2pt,Jump Shot,[],1629636,74.98357424441524,23.52941176470588,1610612739,33,44,2021-12-02T01:18:57Z,2140000,-132.0,183.0,1,right,D. Garland 22' step back Jump Shot (10 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,Made,10.0,,,,,22.56,,,,,,,,,
217,PT05M50.00S,2021-12-02T01:19:09.3Z,2,REGULAR,2pt,Jump Shot,[],1629639,20.844283837056505,68.62745098039215,1610612748,35,44,2021-12-02T01:19:14Z,2150000,-93.0,143.0,1,left,T. Herro 17' step back Jump Shot (10 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,Made,10.0,,,,,17.1,,,,,,,,,
218,PT05M31.00S,2021-12-02T01:19:27.3Z,2,REGULAR,3pt,Jump Shot,[],1628374,75.3777923784494,10.294117647058822,1610612739,35,44,2021-12-02T01:19:33Z,2160000,-199.0,179.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,,,,26.72,,,,,,,,,
219,PT05M30.00S,2021-12-02T01:19:28.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,35,44,2021-12-02T01:19:33Z,2170000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,,
220,PT05M30.00S,2021-12-02T01:19:33.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,35,44,2021-12-02T01:19:33Z,2180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M23.00S,2021-12-02T01:19:52.0Z,2,REGULAR,foul,personal,[],1630205,,,1610612748,35,44,2021-12-02T01:20:02Z,2190000,,,0,,L. Stevens personal FOUL (1 PF),"[1630205, 1629639]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,2714.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,,
223,PT05M13.00S,2021-12-02T01:20:11.4Z,2,REGULAR,3pt,Jump Shot,[],1629639,19.793035479632064,94.6078431372549,1610612748,35,44,2021-12-02T01:28:08Z,2210000,-223.0,134.0,1,left,MISS T. Herro 26' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,26.0,,,,,,,,,
224,PT05M10.00S,2021-12-02T01:20:14.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,35,44,2021-12-02T01:20:31Z,2220000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,223.0,4.0,3.0,1.0,,,,,,,,,,
225,PT05M07.00S,2021-12-02T01:20:22.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,35,44,2021-12-02T01:20:22Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT04M53.00S,2021-12-02T01:20:49.5Z,2,REGULAR,2pt,Jump Shot,[],1630205,85.28252299605782,12.032781862745098,1610612739,35,44,2021-12-02T01:21:01Z,2240000,-190.0,86.0,1,right,MISS L. Stevens 20' Jump Shot,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,Missed,,,,,,20.83,,,,,,,,,
227,PT04M49.00S,2021-12-02T01:20:53.5Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,35,44,2021-12-02T01:21:01Z,2250000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,226.0,1.0,1.0,0.0,,,,,,,,,,
228,PT04M40.00S,2021-12-02T01:21:01.9Z,2,REGULAR,2pt,Jump Shot,[],200768,5.469776609724048,33.33333333333333,1610612748,35,44,2021-12-02T01:28:59Z,2260000,83.0,-1.0,1,left,MISS K. Lowry 8' turnaround Shot - blocked,"[200768, 1630596]",1610612748.0,MIA,turnaround,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,,,,8.33,,,,Mobley,1630596.0,,,,
229,PT04M40.00S,2021-12-02T01:21:01.9Z,2,REGULAR,block,,[],1630596,,,1610612748,35,44,2021-12-02T01:21:06Z,2270000,,,0,,E. Mobley BLOCK (4 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M35.00S,2021-12-02T01:21:06.9Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,35,44,2021-12-02T01:21:11Z,2280000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,228.0,1.0,1.0,0.0,,,,,,,,,,
231,PT04M17.00S,2021-12-02T01:21:26.2Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,35,44,2021-12-02T01:21:31Z,2290000,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 200768]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,2.0,Lowry,200768.0,
232,PT04M17.00S,2021-12-02T01:21:26.2Z,2,REGULAR,steal,,[],200768,,,1610612748,35,44,2021-12-02T01:31:59Z,2300000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M01.00S,2021-12-02T01:21:42.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629622,6.1268068331143235,48.529411764705884,1610612748,37,44,2021-12-02T01:32:34Z,2310000,7.0,5.0,1,left,M. Strus driving reverse Layup (10 PTS) (C. Martin 2 AST),"[1629622, 1628997]",1610612748.0,MIA,driving reverse,,,Strus,M. Strus,,,,,,,,,,Made,10.0,,,,,0.9,C. Martin,1628997.0,2.0,,,,,,
235,PT04M00.00S,2021-12-02T01:21:49.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,37,44,2021-12-02T01:21:49Z,2330000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,out,[],1628997,,,1610612739,37,44,2021-12-02T01:24:31Z,2340000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,37,44,2021-12-02T01:24:31Z,2350000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,out,[],1628374,,,1610612739,37,44,2021-12-02T01:24:31Z,2360000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,out,[],1630205,,,1610612739,37,44,2021-12-02T01:24:31Z,2370000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,in,[],200782,,,1610612739,37,44,2021-12-02T01:24:31Z,2380000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,in,[],201937,,,1610612739,37,44,2021-12-02T01:24:31Z,2390000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,37,44,2021-12-02T01:24:31Z,2400000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M00.00S,2021-12-02T01:21:50.6Z,2,REGULAR,substitution,in,[],201567,,,1610612739,37,44,2021-12-02T01:24:31Z,2410000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M36.00S,2021-12-02T01:25:04.8Z,2,REGULAR,3pt,Jump Shot,[],201937,93.24901445466492,97.54901960784314,1610612739,37,44,2021-12-02T01:46:58Z,2420000,238.0,11.0,1,right,MISS R. Rubio pullup 3PT,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,,,,,,Missed,,,,,,23.8,,,,,,,,,
245,PT03M34.00S,2021-12-02T01:25:06.8Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,37,44,2021-12-02T01:25:09Z,2430000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,244.0,5.0,3.0,2.0,,,,,,,,,,
246,PT03M32.00S,2021-12-02T01:25:09.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,70.64717477003943,15.196078431372548,1610612739,37,47,2021-12-02T01:25:23Z,2440000,-174.0,223.0,1,right,D. Garland 28' 3PT  (13 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Made,13.0,,,,,28.32,J. Allen,1628386.0,1.0,,,,,,
298,PT03M12.00S,2021-12-02T01:25:25.9Z,2,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,37,47,2021-12-02T01:36:19Z,2465000,,,0,,M. Strus step out-of-bounds TURNOVER (1 TO),[1629622],1610612748.0,MIA,step,,,Strus,M. Strus,,,,,1151.0,,,,,,,,,,,,,,,,,1.0,,,
250,PT02M58.00S,2021-12-02T01:25:42.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201567,79.45137976346912,6.862745098039216,1610612739,37,50,2021-12-02T01:36:07Z,2480000,-216.0,141.0,1,right,K. Love 25' 3PT  (12 PTS) (D. Garland 5 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,12.0,,,,,25.75,D. Garland,1629636.0,5.0,,,,,,
252,PT02M44.00S,2021-12-02T01:25:56.7Z,2,REGULAR,3pt,Jump Shot,[],200768,9.149145860709593,97.05882352941177,1610612748,37,50,2021-12-02T01:34:00Z,2500000,-235.0,34.0,1,left,MISS K. Lowry pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,,,,23.77,,,,,,,,,
253,PT02M44.00S,2021-12-02T01:26:01.7Z,2,REGULAR,rebound,offensive,[],1629644,,,1610612748,37,50,2021-12-02T01:26:01Z,2510000,,,0,,K. Okpala REBOUND (Off:1 Def:0),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,252.0,1.0,0.0,1.0,,,,,,,,,,
254,PT02M44.00S,2021-12-02T01:26:07.9Z,2,REGULAR,foul,personal,['2freethrow'],201567,,,1610612748,37,50,2021-12-02T01:26:15Z,2520000,,,0,,K. Love shooting personal FOUL (1 PF) (Okpala 2 FT),"[201567, 1629644]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,1627964.0,1.0,0.0,Okpala,1629644.0,,,,,,,,,,,,,,,,
256,PT02M44.00S,2021-12-02T01:26:30.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629644,,,1610612748,37,50,2021-12-02T01:26:30Z,2540000,,,0,,MISS K. Okpala Free Throw 1 of 2,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,Missed,,,,,,,,,,,,,,,
257,PT02M44.00S,2021-12-02T01:26:30.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,37,50,2021-12-02T01:26:30Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,
258,PT02M44.00S,2021-12-02T01:26:47.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629644,,,1610612748,38,50,2021-12-02T01:26:47Z,2560000,,,0,,K. Okpala Free Throw 2 of 2 (1 PTS),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
259,PT02M31.00S,2021-12-02T01:27:04.4Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612739,38,50,2021-12-02T01:27:13Z,2570000,,,0,,M. Strus shooting personal FOUL (1 PF) (Love 2 FT),"[1629622, 201567]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,2714.0,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,,,
261,PT02M31.00S,2021-12-02T01:27:28.9Z,2,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,38,51,2021-12-02T01:27:28Z,2590000,,,0,,K. Love Free Throw 1 of 2 (13 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
262,PT02M31.00S,2021-12-02T01:27:42.6Z,2,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,38,52,2021-12-02T01:27:42Z,2600000,,,0,,K. Love Free Throw 2 of 2 (14 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
263,PT02M16.00S,2021-12-02T01:27:59.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,20.844283837056505,69.11764705882352,1610612748,40,52,2021-12-02T01:28:05Z,2610000,-96.0,143.0,1,left,T. Herro 17' driving floating Jump Shot (12 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,,,Made,12.0,,,,,17.23,,,,,,,,,
264,PT02M06.00S,2021-12-02T01:28:14.4Z,2,REGULAR,foul,personal,[],1629622,,,1610612739,40,52,2021-12-02T01:28:27Z,2620000,,,0,,M. Strus personal FOUL (2 PF),"[1629622, 201937]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,1627964.0,2.0,0.0,Rubio,201937.0,,,,,,,,,,,,,,,,
266,PT02M06.00S,2021-12-02T01:28:22.8Z,2,REGULAR,substitution,out,[],1629622,,,1610612739,40,52,2021-12-02T01:28:26Z,2640000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M06.00S,2021-12-02T01:28:22.8Z,2,REGULAR,substitution,in,[],1629130,,,1610612739,40,52,2021-12-02T01:28:26Z,2650000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M00.00S,2021-12-02T01:28:46.0Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612739,40,52,2021-12-02T01:28:56Z,2660000,,,0,,K. Lowry shooting personal FOUL (1 PF) (Allen 2 FT),"[200768, 1628386]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,1151.0,1.0,1.0,Allen,1628386.0,,,,,,,,,,,,,,,,
270,PT02M00.00S,2021-12-02T01:29:10.4Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,40,53,2021-12-02T01:29:10Z,2680000,,,0,,J. Allen Free Throw 1 of 2 (8 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
271,PT02M00.00S,2021-12-02T01:29:26.7Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,40,54,2021-12-02T01:29:26Z,2690000,,,0,,J. Allen Free Throw 2 of 2 (9 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
272,PT01M48.00S,2021-12-02T01:29:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,6.783837056504599,55.63725490196079,1610612748,40,54,2021-12-02T01:29:45Z,2700000,-28.0,11.0,1,left,MISS T. Herro driving floating bank Shot,[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,3.04,,,,,,,,,
273,PT01M45.00S,2021-12-02T01:29:42.7Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,40,54,2021-12-02T01:29:45Z,2710000,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,272.0,6.0,4.0,2.0,,,,,,,,,,
