actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-06T01:12:27.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-06T01:12:27Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT12M00.00S,2022-03-06T01:12:52.2Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2022-03-06T01:14:08Z,57500,,,0,,Jump Ball J. Embiid vs. B. Adebayo: Tip to T. Maxey,"[1630178, 203954, 1628389]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-03-06T01:13:17.1Z,1,REGULAR,2pt,Jump Shot,[],203954,79.84559789750328,31.61764705882353,1610612755,0,2,2022-03-06T01:14:11Z,70000,-92.0,137.0,1,right,J. Embiid 16' fadeaway Jump Shot (2 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,16.5,Made,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,,
8,PT11M14.00S,2022-03-06T01:13:39.4Z,1,REGULAR,3pt,Jump Shot,[],1629130,29.6484888304862,25.98039215686275,1610612748,3,2,2022-03-06T01:13:49Z,80000,120.0,226.0,1,left,D. Robinson 25' 3PT  (3 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.61,Made,3.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,,
32,PT10M55.00S,2022-03-06T01:14:01.8Z,1,REGULAR,2pt,Jump Shot,[],202699,94.3988173455979,26.225490196078425,1610612755,3,2,2022-03-06T01:16:30Z,100000,-119.0,0.0,1,right,MISS T. Harris 11' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,,
33,PT10M54.00S,2022-03-06T01:14:02.8Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,3,2,2022-03-06T01:16:30Z,105000,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,
38,PT10M53.00S,2022-03-06T01:14:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,93.08475689881735,47.549019607843135,1610612755,3,2,2022-03-06T01:17:25Z,107500,-12.0,13.0,1,right,MISS J. Embiid putback Layup - blocked,"[203954, 200782]",1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,1.75,Missed,,,,,,,,,Tucker,200782.0,,,,,,,,,
39,PT10M53.00S,2022-03-06T01:14:13.0Z,1,REGULAR,block,,[],200782,,,1610612755,3,2,2022-03-06T01:17:25Z,108750,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT10M51.00S,2022-03-06T01:14:15.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,3,2,2022-03-06T01:17:25Z,109375,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M30.00S,2022-03-06T01:14:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,6.389618922470433,34.80392156862745,1610612748,3,2,2022-03-06T01:14:36Z,110000,76.0,8.0,1,left,MISS J. Butler 7' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M26.00S,2022-03-06T01:14:27.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,3,2,2022-03-06T01:14:27Z,120000,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,
18,PT10M20.00S,2022-03-06T01:14:34.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202710,12.171484888304862,3.6764705882352944,1610612748,6,2,2022-03-06T01:14:45Z,130000,232.0,62.0,1,left,J. Butler 3PT  (3 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,23.97,Made,3.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
20,PT10M05.00S,2022-03-06T01:14:48.7Z,1,REGULAR,3pt,Jump Shot,[],203954,71.56701708278581,18.38235294117647,1610612755,6,2,2022-03-06T01:14:53Z,150000,-158.0,215.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M05.00S,2022-03-06T01:14:48.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,6,2,2022-03-06T01:14:53Z,160000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT09M55.00S,2022-03-06T01:14:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.080814717476997,58.33333333333333,1610612748,6,2,2022-03-06T01:22:20Z,165000,-42.0,99.0,1,left,MISS B. Adebayo 10' pullup Shot - blocked,"[1628389, 202699]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,10.71,Missed,,,,,,,,,Harris,202699.0,,,,,,,,,
55,PT09M55.00S,2022-03-06T01:14:58.8Z,1,REGULAR,block,,[],202699,,,1610612748,6,2,2022-03-06T01:22:20Z,167500,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT09M55.00S,2022-03-06T01:14:58.8Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,6,2,2022-03-06T01:22:20Z,168750,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,54.0,1.0,0.0,1.0,,,,,,,,,,,
22,PT09M45.00S,2022-03-06T01:15:09.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,21.895532194480946,9.803921568627452,1610612748,6,2,2022-03-06T01:22:20Z,170000,201.0,153.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
