actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M44.00S,2021-12-24T00:43:40.3Z,1,REGULAR,3pt,Jump Shot,[],1628402,91.01511169513797,1.715686274509804,1610612765,0,3,2021-12-24T00:43:49Z,170000,-241.0,32.0,1,right,F. Jackson 24' 3PT  (3 PTS) (S. Bey 1 AST),"[1628402, 1630180]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,24.35,Made,,,,,,,,,,3.0,S. Bey,1630180.0,1.0,,,,,,
19,PT10M26.00S,2021-12-24T00:44:01.3Z,1,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612748,0,3,2021-12-24T00:44:14Z,190000,,,0,,H. Diallo shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1628977, 203473]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,,,,,,,1627964.0,1.0,0.0,Dedmon,203473.0,,,,,,,,,,
21,PT10M26.00S,2021-12-24T00:44:26.0Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,1,3,2021-12-24T00:44:26Z,210000,,,0,,D. Dedmon Free Throw 1 of 2 (1 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
22,PT10M26.00S,2021-12-24T00:44:26.0Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,1,3,2021-12-24T00:45:00Z,220000,,,0,,MISS D. Dedmon Free Throw 2 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M24.00S,2021-12-24T00:44:28.0Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,1,3,2021-12-24T00:45:00Z,230000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
24,PT10M12.00S,2021-12-24T00:44:57.8Z,1,REGULAR,3pt,Jump Shot,[],1626168,66.5735873850197,46.07843137254902,1610612765,1,6,2021-12-24T00:45:04Z,240000,-20.0,262.0,1,right,T. Lyles 26' 3PT  (3 PTS) (C. Joseph 1 AST),"[1626168, 202709]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,26.24,Made,,,,,,,,,,3.0,C. Joseph,202709.0,1.0,,,,,,
26,PT09M54.00S,2021-12-24T00:45:15.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,6.915243101182654,95.34313725490196,1610612748,4,6,2021-12-24T00:45:23Z,260000,-227.0,13.0,1,left,M. Strus 3PT  (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,22.7,Made,,,,,,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,
28,PT09M39.00S,2021-12-24T00:45:31.4Z,1,REGULAR,3pt,Jump Shot,[],1626168,69.99014454664915,75.24509803921569,1610612765,4,6,2021-12-24T00:45:38Z,280000,126.0,230.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2021-12-24T00:45:34.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,4,6,2021-12-24T00:45:38Z,290000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M32.00S,2021-12-24T00:45:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",200768,7.703679369250986,45.34313725490196,1610612748,4,6,2021-12-24T00:45:53Z,300000,23.0,20.0,1,left,MISS K. Lowry driving Layup - blocked,"[200768, 1628402]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,3.06,Missed,,,,,,,,,,,,,,Jackson,1628402.0,,,,
31,PT09M32.00S,2021-12-24T00:45:39.4Z,1,REGULAR,block,,[],1628402,,,1610612748,4,6,2021-12-24T00:45:41Z,310000,,,0,,F. Jackson BLOCK (1 BLK),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2021-12-24T00:45:39.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,4,6,2021-12-24T00:45:53Z,320000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,
33,PT09M32.00S,2021-12-24T00:45:43.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,4,6,2021-12-24T00:45:43Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M29.00S,2021-12-24T00:45:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629622,5.601182654402102,49.01960784313725,1610612748,6,6,2021-12-24T00:46:05Z,340000,5.0,0.0,1,left,M. Strus Layup (5 PTS) (K. Lowry 1 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,0.49,Made,,,,,,,,,,5.0,K. Lowry,200768.0,1.0,,,,,,
36,PT09M20.00S,2021-12-24T00:46:03.0Z,1,REGULAR,3pt,Jump Shot,[],202709,67.88764783180025,65.19607843137256,1610612765,6,9,2021-12-24T00:46:12Z,360000,76.0,249.0,1,right,C. Joseph 26' 3PT  (3 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,26.07,Made,,,,,,,,,,3.0,,,,,,,,,
37,PT09M04.00S,2021-12-24T00:46:19.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629622,6.915243101182654,48.28431372549019,1610612748,8,9,2021-12-24T00:46:27Z,370000,9.0,13.0,1,left,M. Strus reverse DUNK (7 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,reverse,,,Strus,M. Strus,,,,,1.52,Made,,,,,,,,,,7.0,G. Vincent,1629216.0,2.0,,,,,,
39,PT08M48.00S,2021-12-24T00:46:37.3Z,1,REGULAR,turnover,out-of-bounds,[],1626168,,,1610612765,8,9,2021-12-24T00:46:46Z,390000,,,0,,T. Lyles bad pass out-of-bounds TURNOVER (1 TO),[1626168],1610612765.0,DET,bad pass,,,Lyles,T. Lyles,,,,,,,,,,,2715.0,,,,,,,,,,,1.0,,,
40,PT08M37.00S,2021-12-24T00:47:02.0Z,1,REGULAR,turnover,lost ball,[],1629622,,,1610612748,8,9,2021-12-24T00:47:07Z,400000,,,0,,M. Strus lost ball TURNOVER (1 TO),"[1629622, 1628977]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,1.0,Diallo,1628977.0,
41,PT08M37.00S,2021-12-24T00:47:02.0Z,1,REGULAR,steal,,[],1628977,,,1610612765,8,9,2021-12-24T00:47:04Z,410000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M32.00S,2021-12-24T00:47:06.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,92.46057818659659,54.90196078431373,1610612765,8,11,2021-12-24T00:47:15Z,420000,25.0,18.0,1,right,H. Diallo driving floating bank Jump Shot (2 PTS),[1628977],1610612765.0,DET,driving floating bank,,,Diallo,H. Diallo,,,,,3.06,Made,,,,,,,,,,2.0,,,,,,,,,
43,PT08M23.00S,2021-12-24T00:47:15.2Z,1,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612748,8,11,2021-12-24T00:47:32Z,430000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Vincent 2 FT),"[1626168, 1629216]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,,,,,,,2715.0,1.0,0.0,Vincent,1629216.0,,,,,,,,,,
45,PT08M23.00S,2021-12-24T00:47:42.9Z,1,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,9,11,2021-12-24T00:47:42Z,450000,,,0,,G. Vincent Free Throw 1 of 2 (1 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
46,PT08M23.00S,2021-12-24T00:48:06.0Z,1,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,10,11,2021-12-24T00:48:06Z,460000,,,0,,G. Vincent Free Throw 2 of 2 (2 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
47,PT08M13.00S,2021-12-24T00:48:21.5Z,1,REGULAR,foul,personal,[],1629130,,,1610612765,10,11,2021-12-24T00:48:32Z,470000,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1630180]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,2715.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,
49,PT08M02.00S,2021-12-24T00:48:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628402,69.85873850197109,22.058823529411764,1610612765,10,11,2021-12-24T00:49:02Z,490000,-140.0,231.0,1,right,MISS F. Jackson 26' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,,
50,PT08M01.00S,2021-12-24T00:48:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,10,11,2021-12-24T00:49:02Z,500000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,
51,PT08M01.00S,2021-12-24T00:48:54.3Z,1,REGULAR,foul,personal,[],200768,,,1610612765,10,11,2021-12-24T00:49:11Z,510000,,,0,,K. Lowry loose ball personal FOUL (1 PF),"[200768, 1626168]",1610612748.0,MIA,loose ball,,,Lowry,K. Lowry,,,,,,,,,,,204058.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,
53,PT08M01.00S,2021-12-24T00:49:10.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,10,11,2021-12-24T00:49:23Z,530000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,204058.0,,,,,,,,,,,,,,
54,PT07M54.00S,2021-12-24T00:49:24.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628402,77.05321944809461,36.76470588235294,1610612765,10,11,2021-12-24T00:52:14Z,540000,-66.0,163.0,1,right,MISS F. Jackson 17' pullup Shot,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,17.61,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M53.00S,2021-12-24T00:49:25.3Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,10,11,2021-12-24T00:52:14Z,550000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT07M45.00S,2021-12-24T00:49:29.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203473,32.013797634691194,50.0,1610612748,10,11,2021-12-24T00:49:41Z,560000,0.0,248.0,1,left,MISS D. Dedmon 24' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M41.00S,2021-12-24T00:49:33.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,10,11,2021-12-24T00:49:41Z,570000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
58,PT07M32.00S,2021-12-24T00:49:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.59198423127464,54.65686274509803,1610612765,10,11,2021-12-24T00:49:51Z,580000,23.0,17.0,1,right,MISS S. Bey driving Layup,[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M32.00S,2021-12-24T00:49:42.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,10,11,2021-12-24T00:49:51Z,590000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2021-12-24T00:49:46.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,10,11,2021-12-24T00:49:46Z,600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M18.00S,2021-12-24T00:50:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,7.046649145860711,53.67647058823529,1610612748,12,11,2021-12-24T00:50:10Z,610000,-18.0,14.0,1,left,G. Vincent driving Layup (4 PTS),[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,2.29,Made,,,,,,,,,,4.0,,,,,,,,,
62,PT06M58.00S,2021-12-24T00:50:22.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626168,87.46714848883047,49.26470588235294,1610612765,12,13,2021-12-24T00:50:28Z,620000,-4.0,65.0,1,right,T. Lyles 6' turnaround Hook (5 PTS) (C. Joseph 2 AST),"[1626168, 202709]",1610612765.0,DET,turnaround,,,Lyles,T. Lyles,,,,,6.54,Made,,,,,,,,,,5.0,C. Joseph,202709.0,2.0,,,,,,
64,PT06M45.00S,2021-12-24T00:50:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,7.703679369250986,43.872549019607845,1610612748,12,13,2021-12-24T00:50:40Z,640000,31.0,20.0,1,left,MISS D. Dedmon cutting Layup,[203473],1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2021-12-24T00:50:36.4Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,13,2021-12-24T00:50:40Z,650000,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,64.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
66,PT06M41.00S,2021-12-24T00:50:41.7Z,1,REGULAR,foul,personal,[],1629216,,,1610612765,12,13,2021-12-24T00:53:47Z,660000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1628977]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,2715.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,,
68,PT06M41.00S,2021-12-24T00:51:03.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,12,13,2021-12-24T00:51:03Z,680000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2021-12-24T00:53:08.2Z,1,REGULAR,substitution,out,[],203473,,,1610612765,12,13,2021-12-24T00:53:37Z,690000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2021-12-24T00:53:08.2Z,1,REGULAR,substitution,in,[],1629644,,,1610612765,12,13,2021-12-24T00:53:37Z,700000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M30.00S,2021-12-24T00:54:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628977,87.20433639947439,95.58823529411765,1610612765,12,16,2021-12-24T00:54:13Z,710000,228.0,68.0,1,right,H. Diallo 3PT  (5 PTS) (C. Joseph 3 AST),"[1628977, 202709]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,23.78,Made,,,,,,,,,,5.0,C. Joseph,202709.0,3.0,,,,,,
73,PT06M20.00S,2021-12-24T00:54:16.0Z,1,REGULAR,foul,offensive,[],1629644,,,1610612748,12,16,2021-12-24T00:54:26Z,730000,,,0,,K. Okpala offensive FOUL (1 PF),"[1629644, 1626168]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,1627964.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,
75,PT06M20.00S,2021-12-24T00:54:16.0Z,1,REGULAR,turnover,offensive foul,[],1629644,,,1610612748,12,16,2021-12-24T00:54:16Z,750000,,,0,,K. Okpala offensive foul TURNOVER (1 TO),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,1627964.0,,,,,,,,,,,1.0,,,
76,PT06M10.00S,2021-12-24T00:54:37.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628977,86.81011826544021,36.76470588235294,1610612765,12,16,2021-12-24T00:54:46Z,760000,-66.0,71.0,1,right,MISS H. Diallo 9' driving bank Shot,[1628977],1610612765.0,DET,driving bank,,,Diallo,H. Diallo,,,,,9.74,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M06.00S,2021-12-24T00:54:41.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,12,16,2021-12-24T00:54:46Z,770000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
78,PT05M52.00S,2021-12-24T00:54:54.3Z,1,REGULAR,3pt,Jump Shot,[],200768,31.09395532194481,26.715686274509803,1610612748,12,16,2021-12-24T00:55:00Z,780000,116.0,240.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M49.00S,2021-12-24T00:54:57.3Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,12,16,2021-12-24T00:55:00Z,790000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
80,PT05M45.00S,2021-12-24T00:55:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202709,92.46057818659659,45.83333333333333,1610612765,12,16,2021-12-24T00:55:13Z,800000,-21.0,18.0,1,right,MISS C. Joseph running Layup,[202709],1610612765.0,DET,running,,,Joseph,C. Joseph,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2021-12-24T00:55:04.6Z,1,REGULAR,rebound,defensive,[],1629644,,,1610612748,12,16,2021-12-24T00:55:13Z,810000,,,0,,K. Okpala REBOUND (Off:0 Def:1),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT05M34.00S,2021-12-24T00:55:13.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,7.046649145860711,3.431372549019608,1610612748,12,16,2021-12-24T00:55:20Z,820000,233.0,14.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M30.00S,2021-12-24T00:55:17.1Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,16,2021-12-24T00:55:20Z,830000,,,0,,S. Bey REBOUND (Off:0 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,82.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
84,PT05M20.00S,2021-12-24T00:55:26.6Z,1,REGULAR,3pt,Jump Shot,[],1628977,95.3515111695138,3.1862745098039214,1610612765,12,19,2021-12-24T00:55:36Z,840000,-234.0,-9.0,1,right,H. Diallo 3PT  (8 PTS) (C. Joseph 4 AST),"[1628977, 202709]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,23.43,Made,,,,,,,,,,8.0,C. Joseph,202709.0,4.0,,,,,,
86,PT05M03.00S,2021-12-24T00:55:43.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629644,6.521024967148489,58.57843137254902,1610612748,12,19,2021-12-24T00:55:49Z,860000,-43.0,9.0,1,left,MISS K. Okpala turnaround Hook,[1629644],1610612748.0,MIA,turnaround,,,Okpala,K. Okpala,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2021-12-24T00:55:45.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,19,2021-12-24T00:55:49Z,870000,,,0,,S. Bey REBOUND (Off:0 Def:5),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,86.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
88,PT04M58.00S,2021-12-24T00:55:49.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202709,78.79434954007884,90.68627450980392,1610612765,12,19,2021-12-24T00:55:57Z,880000,203.0,147.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M54.00S,2021-12-24T00:55:53.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,12,19,2021-12-24T00:55:57Z,890000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
90,PT04M45.00S,2021-12-24T00:56:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.065045992115635,50.245098039215684,1610612748,12,19,2021-12-24T00:57:15Z,900000,-1.0,258.0,1,left,MISS M. Strus 25' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M42.00S,2021-12-24T00:56:04.5Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612748,12,19,2021-12-24T00:57:15Z,910000,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,90.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
