actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
364,PT11M00.00S,2022-03-27T01:26:22.0Z,3,REGULAR,steal,,[],1628389,,,1610612748,46,67,2022-03-27T01:26:23Z,3620000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT11M00.00S,2022-03-27T01:26:27.4Z,3,REGULAR,foul,personal,[],203083,,,1610612748,46,67,2022-03-27T01:26:34Z,3640000,,,0,,A. Drummond personal FOUL (2 PF),"[203083, 202710]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,1193.0,2.0,1.0,,,,,Butler,202710.0,,,
368,PT10M42.00S,2022-03-27T01:26:57.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202710,89.70105124835742,73.0392156862745,1610612748,46,67,2022-03-27T01:27:04Z,3660000,115.0,44.0,1,right,MISS J. Butler 12' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,,,,12.34,Missed,,,,,,,,,,,,,,,,
369,PT10M39.00S,2022-03-27T01:27:00.7Z,3,REGULAR,rebound,defensive,[],203083,,,1610612751,46,67,2022-03-27T01:27:04Z,3670000,,,0,,A. Drummond REBOUND (Off:6 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,368.0,10.0,4.0,6.0,,,,,
370,PT10M32.00S,2022-03-27T01:27:08.4Z,3,REGULAR,3pt,Jump Shot,[],203552,11.908672798948752,3.431372549019608,1610612751,46,70,2022-03-27T01:27:14Z,3680000,233.0,59.0,1,left,S. Curry 24' 3PT  (6 PTS) (K. Irving 5 AST),"[203552, 202681]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,24.03,Made,6.0,K. Irving,202681.0,5.0,,,,,,,,,,,,
372,PT10M12.00S,2022-03-27T01:27:27.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,93.51182654402102,57.107843137254896,1610612748,48,70,2022-03-27T01:27:33Z,3700000,36.0,8.0,1,right,B. Adebayo bank Hook (10 PTS),[1628389],1610612748.0,MIA,bank,,,Adebayo,B. Adebayo,,,,,,,,3.65,Made,10.0,,,,,,,,,,,,,,,
373,PT09M54.00S,2022-03-27T01:27:48.9Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612751,48,70,2022-03-27T01:27:58Z,3710000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Durant 2 FT),"[1628389, 201142]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1193.0,2.0,0.0,,,,,Durant,201142.0,,,
375,PT09M54.00S,2022-03-27T01:28:14.7Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,48,71,2022-03-27T01:28:14Z,3730000,,,0,,K. Durant Free Throw 1 of 2 (20 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
376,PT09M54.00S,2022-03-27T01:28:27.2Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,48,72,2022-03-27T01:28:27Z,3740000,,,0,,K. Durant Free Throw 2 of 2 (21 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
377,PT09M37.00S,2022-03-27T01:28:46.9Z,3,REGULAR,3pt,Jump Shot,[],200768,67.62483574244416,33.57843137254902,1610612748,51,72,2022-03-27T01:28:52Z,3750000,-82.0,252.0,1,right,K. Lowry 26' 3PT pullup (12 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,26.48,Made,12.0,,,,,,,,,,,,,,,
379,PT09M25.00S,2022-03-27T01:29:02.1Z,3,REGULAR,foul,personal,[],1629130,,,1610612751,51,72,2022-03-27T01:29:18Z,3770000,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1628971]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,1662.0,1.0,0.0,,,,,Brown,1628971.0,,,
381,PT09M21.00S,2022-03-27T01:29:22.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203083,7.178055190538765,43.872549019607845,1610612751,51,72,2022-03-27T01:29:27Z,3790000,31.0,15.0,1,left,MISS A. Drummond driving Hook,[203083],1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,,,,3.41,Missed,,,,,,,,,,,,,,,,
382,PT09M19.00S,2022-03-27T01:29:24.8Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,51,72,2022-03-27T01:29:27Z,3800000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,381.0,5.0,3.0,2.0,,,,,
383,PT09M14.00S,2022-03-27T01:29:28.8Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,51,72,2022-03-27T01:29:33Z,3810000,,,0,,B. Adebayo lost ball TURNOVER (2 TO),"[1628389, 202681]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,2.0,Irving,202681.0,,,,,,,,,,,,,,,,,,
384,PT09M14.00S,2022-03-27T01:29:28.8Z,3,REGULAR,steal,,[],202681,,,1610612751,51,72,2022-03-27T01:29:30Z,3820000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M11.00S,2022-03-27T01:29:31.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,5.995400788436268,49.754901960784316,1610612751,51,74,2022-03-27T01:29:38Z,3830000,1.0,4.0,1,left,A. Drummond DUNK (11 PTS) (K. Irving 6 AST),"[203083, 202681]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,0.41,Made,11.0,K. Irving,202681.0,6.0,,,,,,,,,,,,
387,PT09M00.00S,2022-03-27T01:29:45.4Z,3,REGULAR,foul,personal,[],203083,,,1610612748,51,74,2022-03-27T01:30:01Z,3850000,,,0,,A. Drummond personal FOUL (3 PF),"[203083, 1628389]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,1193.0,3.0,1.0,,,,,Adebayo,1628389.0,,,
389,PT08M57.00S,2022-03-27T01:30:08.9Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,51,74,2022-03-27T01:30:17Z,3870000,,,0,,B. Adebayo offensive FOUL (3 PF),"[1628389, 203552]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1193.0,3.0,0.0,,,,,Curry,203552.0,,,
391,PT08M57.00S,2022-03-27T01:30:08.9Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,51,74,2022-03-27T01:30:08Z,3890000,,,0,,B. Adebayo offensive foul TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,3.0,,,,,,,,,1193.0,,,,,,,,,,,
392,PT08M49.00S,2022-03-27T01:30:29.2Z,3,REGULAR,foul,personal,[],202710,,,1610612751,51,74,2022-03-27T01:30:41Z,3900000,,,0,,J. Butler personal FOUL (2 PF),"[202710, 203083]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,1193.0,2.0,0.0,,,,,Drummond,203083.0,,,
395,PT08M49.00S,2022-03-27T01:30:40.8Z,3,REGULAR,foul,technical,['1freethrow'],1628389,,,1610612751,51,74,2022-03-27T01:31:07Z,3930000,,,0,,B. Adebayo technical FOUL (1 Tech),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1193.0,3.0,1.0,,,,,,,,,
396,PT08M49.00S,2022-03-27T01:31:08.7Z,3,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,51,75,2022-03-27T01:31:08Z,3940000,,,0,,K. Irving technical Free Throw 1 of 1 (11 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
397,PT08M43.00S,2022-03-27T01:31:37.3Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612751,51,75,2022-03-27T01:31:45Z,3950000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Brown 2 FT),"[1629130, 1628971]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,1662.0,2.0,0.0,,,,,Brown,1628971.0,,,
399,PT08M43.00S,2022-03-27T01:31:59.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612751,51,76,2022-03-27T01:31:59Z,3970000,,,0,,B. Brown Free Throw 1 of 2 (7 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
400,PT08M43.00S,2022-03-27T01:32:12.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612751,51,77,2022-03-27T01:32:12Z,3980000,,,0,,B. Brown Free Throw 2 of 2 (8 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
401,PT08M34.00S,2022-03-27T01:32:25.5Z,3,REGULAR,foul,personal,[],202681,,,1610612748,51,77,2022-03-27T01:32:32Z,3990000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 200768]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,1193.0,1.0,0.0,,,,,Lowry,200768.0,,,
403,PT08M34.00S,2022-03-27T01:32:38.1Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,51,77,2022-03-27T01:32:42Z,4010000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M34.00S,2022-03-27T01:32:38.1Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,51,77,2022-03-27T01:32:42Z,4020000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M30.00S,2022-03-27T01:32:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,86.28449408672799,46.07843137254902,1610612748,53,77,2022-03-27T01:38:04Z,4030000,-20.0,76.0,1,right,T. Herro 7' driving floating Jump Shot (11 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,7.89,Made,11.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,
407,PT08M12.00S,2022-03-27T01:33:15.1Z,3,REGULAR,2pt,Jump Shot,[],203552,17.16491458607096,67.64705882352942,1610612751,53,77,2022-03-27T01:33:20Z,4050000,-88.0,109.0,1,left,MISS S. Curry 14' pullup Shot,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,14.01,Missed,,,,,,,,,,,,,,,,
408,PT08M09.00S,2022-03-27T01:33:17.8Z,3,REGULAR,rebound,offensive,[],203083,,,1610612751,53,77,2022-03-27T01:33:17Z,4060000,,,0,,A. Drummond REBOUND (Off:7 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,407.0,11.0,4.0,7.0,,,,,
409,PT08M08.00S,2022-03-27T01:33:19.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203552,30.831143232588698,68.87254901960785,1610612751,53,80,2022-03-27T01:33:23Z,4070000,-94.0,237.0,1,left,S. Curry 25' 3PT  (9 PTS) (A. Drummond 1 AST),"[203552, 203083]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,25.54,Made,9.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,
411,PT07M50.00S,2022-03-27T01:33:37.2Z,3,REGULAR,2pt,Jump Shot,[],1628389,92.19776609724047,26.47058823529412,1610612748,55,80,2022-03-27T01:33:42Z,4090000,-118.0,21.0,1,right,B. Adebayo 11' fadeaway Jump Shot (12 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,,,,11.94,Made,12.0,,,,,,,,,,,,,,,
412,PT07M38.00S,2022-03-27T01:33:52.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612751,55,80,2022-03-27T01:34:08Z,4100000,,,0,,P. Tucker personal FOUL (3 PF) (Drummond 2 FT),"[200782, 203083]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,1193.0,3.0,0.0,,,,,Drummond,203083.0,,,
414,PT07M38.00S,2022-03-27T01:34:17.7Z,3,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,55,80,2022-03-27T01:34:32Z,4120000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,Missed,,,,,,,,,,,,,,,,
415,PT07M38.00S,2022-03-27T01:34:17.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,55,80,2022-03-27T01:34:32Z,4130000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,
416,PT07M38.00S,2022-03-27T01:34:17.7Z,3,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,55,80,2022-03-27T01:34:32Z,4140000,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,Missed,,,,,,,,,,,,,,,,
417,PT07M36.00S,2022-03-27T01:34:19.7Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,55,80,2022-03-27T01:34:32Z,4150000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,416.0,6.0,4.0,2.0,,,,,
418,PT07M22.00S,2022-03-27T01:34:45.1Z,3,REGULAR,3pt,Jump Shot,[],200768,67.36202365308804,64.4607843137255,1610612748,55,80,2022-03-27T01:34:52Z,4160000,72.0,254.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,26.44,Missed,,,,,,,,,,,,,,,,
419,PT07M16.00S,2022-03-27T01:34:51.1Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,55,80,2022-03-27T01:34:52Z,4170000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,418.0,6.0,4.0,2.0,,,,,
420,PT07M08.00S,2022-03-27T01:34:58.3Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,55,80,2022-03-27T01:35:03Z,4180000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 203083]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,3.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,
421,PT07M08.00S,2022-03-27T01:34:58.3Z,3,REGULAR,steal,,[],203083,,,1610612751,55,80,2022-03-27T01:34:59Z,4190000,,,0,,A. Drummond STEAL (2 STL),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M05.00S,2022-03-27T01:35:01.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,5.075558475689881,50.0,1610612751,55,82,2022-03-27T01:35:09Z,4200000,0.0,-5.0,1,left,A. Drummond running DUNK (13 PTS),[203083],1610612751.0,BKN,running,,,Drummond,A. Drummond,,,,,,,,0.48,Made,13.0,,,,,,,,,,,,,,,
423,PT07M04.00S,2022-03-27T01:35:09.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,55,82,2022-03-27T01:35:09Z,4210000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M41.00S,2022-03-27T01:38:24.2Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612748,55,82,2022-03-27T01:38:30Z,4220000,,,0,,A. Drummond shooting personal FOUL (4 PF) (Adebayo 2 FT),"[203083, 1628389]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,2005.0,4.0,1.0,,,,,Adebayo,1628389.0,,,
426,PT06M41.00S,2022-03-27T01:38:53.2Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,56,82,2022-03-27T01:38:53Z,4240000,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
427,PT06M41.00S,2022-03-27T01:38:55.9Z,3,REGULAR,substitution,out,[],203083,,,1610612748,56,82,2022-03-27T01:39:03Z,4250000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M41.00S,2022-03-27T01:38:55.9Z,3,REGULAR,substitution,in,[],1629651,,,1610612748,56,82,2022-03-27T01:39:03Z,4260000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M41.00S,2022-03-27T01:39:23.3Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,56,82,2022-03-27T01:39:23Z,4270000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
430,PT06M39.00S,2022-03-27T01:39:24.2Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,56,82,2022-03-27T01:39:24Z,4280000,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,429.0,5.0,4.0,1.0,,,,,
431,PT06M24.00S,2022-03-27T01:39:39.3Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612751,56,82,2022-03-27T01:39:43Z,4290000,,,0,,K. Durant lost ball TURNOVER (4 TO),"[201142, 200782]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,4.0,Tucker,200782.0,,,,,,,,,,,,,,,,,,
432,PT06M24.00S,2022-03-27T01:39:39.3Z,3,REGULAR,steal,,[],200782,,,1610612748,56,82,2022-03-27T01:39:41Z,4300000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M17.00S,2022-03-27T01:39:49.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612748,56,82,2022-03-27T01:39:58Z,4310000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629651, 1628389]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,1662.0,1.0,0.0,,,,,Adebayo,1628389.0,,,
435,PT06M17.00S,2022-03-27T01:40:15.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,56,82,2022-03-27T01:40:15Z,4330000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
436,PT06M17.00S,2022-03-27T01:40:15.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,56,82,2022-03-27T01:40:15Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,435.0,,,,,,,,
437,PT06M17.00S,2022-03-27T01:40:35.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,57,82,2022-03-27T01:40:35Z,4350000,,,0,,B. Adebayo Free Throw 2 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
438,PT05M53.00S,2022-03-27T01:41:00.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,18.74178712220762,64.95098039215686,1610612751,57,84,2022-03-27T01:41:06Z,4360000,-75.0,124.0,1,left,S. Curry 14' pullup Jump Shot (11 PTS),[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,14.46,Made,11.0,,,,,,,,,,,,,,,
440,PT05M37.00S,2022-03-27T01:41:15.7Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,57,84,2022-03-27T01:41:19Z,4380000,,,0,,B. Adebayo bad pass TURNOVER (4 TO),"[1628389, 203552]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,4.0,Curry,203552.0,,,,,,,,,,,,,,,,,,
441,PT05M37.00S,2022-03-27T01:41:15.7Z,3,REGULAR,steal,,[],203552,,,1610612751,57,84,2022-03-27T01:41:41Z,4390000,,,0,,S. Curry STEAL (1 STL),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M35.00S,2022-03-27T01:41:24.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612751,57,84,2022-03-27T01:41:33Z,4400000,,,0,,J. Butler shooting personal FOUL (3 PF) (Durant 2 FT),"[202710, 201142]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,1662.0,3.0,0.0,,,,,Durant,201142.0,,,
444,PT05M35.00S,2022-03-27T01:41:45.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201142,,,1610612751,57,85,2022-03-27T01:41:45Z,4420000,,,0,,K. Durant Free Throw 1 of 2 (22 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
445,PT05M35.00S,2022-03-27T01:42:01.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201142,,,1610612751,57,86,2022-03-27T01:42:01Z,4430000,,,0,,K. Durant Free Throw 2 of 2 (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
446,PT05M19.00S,2022-03-27T01:42:19.9Z,3,REGULAR,turnover,traveling,[],1629639,,,1610612748,57,86,2022-03-27T01:42:27Z,4440000,,,0,,T. Herro traveling TURNOVER (4 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,4.0,,,,,,,,,1193.0,,,,,,,,,,,
447,PT05M19.00S,2022-03-27T01:42:24.4Z,3,REGULAR,substitution,out,[],1628389,,,1610612751,57,86,2022-03-27T01:42:30Z,4450000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M19.00S,2022-03-27T01:42:24.4Z,3,REGULAR,substitution,in,[],203473,,,1610612751,57,86,2022-03-27T01:42:30Z,4460000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M06.00S,2022-03-27T01:42:54.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,6.652431011826544,47.05882352941176,1610612751,57,88,2022-03-27T01:42:58Z,4470000,15.0,10.0,1,left,N. Claxton alley-oop DUNK (10 PTS) (B. Brown 4 AST),"[1629651, 1628971]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,,,,1.78,Made,10.0,B. Brown,1628971.0,4.0,,,,,,,,,,,,
451,PT04M50.00S,2022-03-27T01:43:09.3Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,57,88,2022-03-27T01:43:14Z,4490000,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 1628971]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,4.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,
452,PT04M50.00S,2022-03-27T01:43:09.3Z,3,REGULAR,steal,,[],1628971,,,1610612751,57,88,2022-03-27T01:43:12Z,4500000,,,0,,B. Brown STEAL (3 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M46.00S,2022-03-27T01:43:14.8Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203552,25.492772667542706,8.60140931372549,1610612751,57,91,2022-03-27T01:43:31Z,4510000,207.0,187.0,1,left,S. Curry 27' 3PT  (14 PTS) (B. Brown 5 AST),"[203552, 1628971]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,27.9,Made,14.0,B. Brown,1628971.0,5.0,,,,,,,,,,,,
455,PT04M46.00S,2022-03-27T01:43:33.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,57,91,2022-03-27T01:43:33Z,4530000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M46.00S,2022-03-27T01:45:37.3Z,3,REGULAR,substitution,out,[],200768,,,1610612748,57,91,2022-03-27T01:45:52Z,4540000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M46.00S,2022-03-27T01:45:37.3Z,3,REGULAR,substitution,out,[],200782,,,1610612748,57,91,2022-03-27T01:45:52Z,4550000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M46.00S,2022-03-27T01:45:37.3Z,3,REGULAR,substitution,out,[],202710,,,1610612748,57,91,2022-03-27T01:45:52Z,4560000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M46.00S,2022-03-27T01:45:37.3Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,57,91,2022-03-27T01:45:52Z,4570000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M46.00S,2022-03-27T01:45:37.3Z,3,REGULAR,substitution,in,[],203506,,,1610612748,57,91,2022-03-27T01:45:52Z,4580000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M46.00S,2022-03-27T01:45:37.3Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,57,91,2022-03-27T01:45:52Z,4590000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
