actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
92,PT04M11.00S,2022-01-23T23:30:31.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,29,14,2022-01-23T23:32:17Z,920000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M57.00S,2022-01-23T23:32:40.1Z,1,REGULAR,3pt,Jump Shot,[],2546,67.7562417871222,35.294117647058826,1610612747,29,14,2022-01-23T23:32:48Z,930000,-74.0,251.0,1,right,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2022-01-23T23:32:44.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,29,14,2022-01-23T23:32:48Z,940000,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,93.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
95,PT03M36.00S,2022-01-23T23:33:01.2Z,1,REGULAR,3pt,Jump Shot,[],200782,5.075558475689881,96.07843137254902,1610612748,32,14,2022-01-23T23:33:05Z,950000,-230.0,-5.0,1,left,P. Tucker 3PT  (3 PTS) (J. Butler 6 AST),"[200782, 202710]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.04,Made,,,,,,,3.0,J. Butler,202710.0,6.0,,,,,,,,,
97,PT03M18.00S,2022-01-23T23:33:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628370,94.03745072273325,96.81372549019608,1610612747,32,17,2022-01-23T23:33:21Z,970000,234.0,4.0,1,right,M. Monk 3PT  (3 PTS) (A. Reaves 1 AST),"[1628370, 1630559]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,23.41,Made,,,,,,,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,
99,PT03M02.00S,2022-01-23T23:33:37.5Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,32,17,2022-01-23T23:35:19Z,990000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1629659]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,1.0,,,,,Horton-Tucker,1629659.0,,,,,,,
100,PT03M02.00S,2022-01-23T23:33:37.5Z,1,REGULAR,steal,,[],1629659,,,1610612747,32,17,2022-01-23T23:33:40Z,1000000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M00.00S,2022-01-23T23:33:41.0Z,1,REGULAR,foul,personal,[],203473,,,1610612747,32,17,2022-01-23T23:33:56Z,1010000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 1629659]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Horton-Tucker,1629659.0,,,
103,PT03M00.00S,2022-01-23T23:33:49.4Z,1,REGULAR,substitution,out,[],200782,,,1610612747,32,17,2022-01-23T23:34:02Z,1030000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M00.00S,2022-01-23T23:33:49.4Z,1,REGULAR,substitution,out,[],203473,,,1610612747,32,17,2022-01-23T23:34:02Z,1040000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M00.00S,2022-01-23T23:33:49.4Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,32,17,2022-01-23T23:34:02Z,1050000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M00.00S,2022-01-23T23:33:49.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612747,32,17,2022-01-23T23:34:02Z,1060000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M00.00S,2022-01-23T23:33:49.4Z,1,REGULAR,substitution,in,[],1628389,,,1610612747,32,17,2022-01-23T23:34:02Z,1070000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M00.00S,2022-01-23T23:33:49.4Z,1,REGULAR,substitution,in,[],2544,,,1610612747,32,17,2022-01-23T23:34:02Z,1080000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M39.00S,2022-01-23T23:34:20.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2546,82.07950065703022,41.17647058823529,1610612747,32,19,2022-01-23T23:34:25Z,1090000,-44.0,116.0,1,right,C. Anthony 12' pullup Jump Shot (2 PTS),[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,12.41,Made,,,,,,,2.0,,,,,,,,,,,,
111,PT02M15.00S,2022-01-23T23:34:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.258212877792378,52.20588235294118,1610612748,32,19,2022-01-23T23:34:52Z,1110000,-11.0,6.0,1,left,MISS C. Martin cutting Layup,[1628997],1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M12.00S,2022-01-23T23:34:46.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,32,19,2022-01-23T23:34:52Z,1120000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
113,PT02M08.00S,2022-01-23T23:34:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.06636005256242,50.49019607843137,1610612747,32,21,2022-01-23T23:35:01Z,1130000,2.0,22.0,1,right,L. James cutting Layup (5 PTS) (T. Horton-Tucker 1 AST),"[2544, 1629659]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.22,Made,,,,,,,5.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,
115,PT02M08.00S,2022-01-23T23:34:57.6Z,1,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612747,32,21,2022-01-23T23:35:06Z,1150000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (James 1 FT),"[1628389, 2544]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,James,2544.0,,,
117,PT02M08.00S,2022-01-23T23:35:35.2Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,32,22,2022-01-23T23:35:35Z,1170000,,,0,,L. James Free Throw 1 of 1 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
118,PT01M57.00S,2022-01-23T23:35:48.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.915243101182654,48.28431372549019,1610612748,34,22,2022-01-23T23:36:10Z,1180000,9.0,13.0,1,left,B. Adebayo driving DUNK (6 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,1.52,Made,,,,,,,6.0,D. Robinson,1629130.0,1.0,,,,,,,,,
120,PT01M34.00S,2022-01-23T23:36:11.3Z,1,REGULAR,3pt,Jump Shot,[],1628370,66.70499342969777,52.450980392156865,1610612747,34,22,2022-01-23T23:36:21Z,1200000,12.0,260.0,1,right,MISS M. Monk 26' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M28.00S,2022-01-23T23:36:17.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,34,22,2022-01-23T23:36:21Z,1210000,,,0,,J. Butler REBOUND (Off:0 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,120.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
122,PT01M22.00S,2022-01-23T23:36:23.5Z,1,REGULAR,2pt,Jump Shot,[],1628389,15.588042049934298,81.12745098039215,1610612748,34,22,2022-01-23T23:36:31Z,1220000,-156.0,94.0,1,left,MISS B. Adebayo 18' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,18.18,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M17.00S,2022-01-23T23:36:28.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,34,22,2022-01-23T23:36:31Z,1230000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,122.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
124,PT01M13.00S,2022-01-23T23:36:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,92.72339027595268,46.568627450980394,1610612747,34,24,2022-01-23T23:41:43Z,1240000,-17.0,16.0,1,right,M. Monk running Layup (5 PTS) (L. James 1 AST),"[1628370, 2544]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,2.34,Made,,,,,,,5.0,L. James,2544.0,1.0,,,,,,,,,
126,PT01M00.00S,2022-01-23T23:36:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,6.258212877792378,52.450980392156865,1610612748,36,24,2022-01-23T23:36:57Z,1260000,-12.0,6.0,1,left,D. Robinson cutting Layup (11 PTS) (J. Butler 7 AST),"[1629130, 202710]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,1.38,Made,,,,,,,11.0,J. Butler,202710.0,7.0,,,,,,,,,
128,PT00M37.30S,2022-01-23T23:37:12.8Z,1,REGULAR,turnover,out-of-bounds,[],2546,,,1610612747,36,24,2022-01-23T23:37:22Z,1280000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (1 TO),[2546],1610612747.0,LAL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,203592.0,1.0,,,,,,,,,,,,,
129,PT00M37.30S,2022-01-23T23:37:17.4Z,1,REGULAR,substitution,out,[],202710,,,1610612748,36,24,2022-01-23T23:37:28Z,1290000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M37.30S,2022-01-23T23:37:17.4Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,36,24,2022-01-23T23:37:28Z,1300000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M37.30S,2022-01-23T23:37:17.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,36,24,2022-01-23T23:37:28Z,1310000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M37.30S,2022-01-23T23:37:17.4Z,1,REGULAR,substitution,in,[],1629657,,,1610612748,36,24,2022-01-23T23:37:28Z,1320000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M32.50S,2022-01-23T23:37:36.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,35.167542706964525,31.372549019607842,1610612748,36,24,2022-01-23T23:37:51Z,1330000,93.0,278.0,1,left,MISS M. Strus 29' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,29.33,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M26.60S,2022-01-23T23:37:42.0Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,36,24,2022-01-23T23:37:42Z,1340000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
135,PT00M14.20S,2022-01-23T23:37:55.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612747,36,24,2022-01-23T23:38:03Z,1350000,,,0,,M. Strus shooting personal FOUL (1 PF) (James 2 FT),"[1629622, 2544]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,James,2544.0,,,
138,PT00M14.20S,2022-01-23T23:38:21.6Z,1,REGULAR,substitution,out,[],1629657,,,1610612747,36,24,2022-01-23T23:38:34Z,1365000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M14.20S,2022-01-23T23:38:21.6Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,36,24,2022-01-23T23:38:34Z,1367500,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M14.20S,2022-01-23T23:38:21.6Z,1,REGULAR,substitution,in,[],1629130,,,1610612747,36,24,2022-01-23T23:38:34Z,1368750,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M14.20S,2022-01-23T23:38:21.6Z,1,REGULAR,substitution,in,[],1626169,,,1610612747,36,24,2022-01-23T23:38:34Z,1369375,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M14.20S,2022-01-23T23:38:30.1Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,36,25,2022-01-23T23:45:59Z,1370000,,,0,,L. James Free Throw 1 of 2 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
142,PT00M14.20S,2022-01-23T23:38:30.1Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,36,25,2022-01-23T23:45:59Z,1420000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M14.20S,2022-01-23T23:38:30.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,36,25,2022-01-23T23:46:15Z,1430000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
144,PT00M01.00S,2022-01-23T23:39:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,4.418528252299605,96.81372549019608,1610612748,39,25,2022-01-23T23:46:27Z,1437500,-234.0,-11.0,1,left,M. Strus 3PT  (3 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.44,Made,,,,,,,3.0,G. Vincent,1629216.0,2.0,,,,,,,,,
147,PT00M00.00S,2022-01-23T23:39:05.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612747,39,25,2022-01-23T23:46:27Z,1445000,,,0,,,[],,,support,,,,,,,,,,,,,,,202058.0,,,,,,,,,,,,End Period - Good Basket,,
146,PT00M00.00S,2022-01-23T23:39:09.2Z,1,REGULAR,period,end,[],0,,,1610612747,39,25,2022-01-23T23:46:27Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-23T23:41:29.7Z,2,REGULAR,substitution,out,['startperiod'],1629130,,,1610612747,39,25,2022-01-23T23:46:27Z,1470000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-01-23T23:41:29.7Z,2,REGULAR,substitution,out,['startperiod'],1626169,,,1610612747,39,25,2022-01-23T23:46:27Z,1480000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-01-23T23:41:29.7Z,2,REGULAR,substitution,in,['startperiod'],1629657,,,1610612747,39,25,2022-01-23T23:46:27Z,1490000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-23T23:41:29.7Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,39,25,2022-01-23T23:46:27Z,1500000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-23T23:41:54.0Z,2,REGULAR,period,start,[],0,,,1610612748,39,25,2022-01-23T23:41:57Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M50.00S,2022-01-23T23:42:03.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,7.5722733245729295,50.73529411764706,1610612748,41,25,2022-01-23T23:42:08Z,1520000,-4.0,19.0,1,left,B. Adebayo alley-oop DUNK (8 PTS) (G. Vincent 3 AST),"[1628389, 1629216]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,1.91,Made,,,,,,,8.0,G. Vincent,1629216.0,3.0,,,,,,,,,
155,PT11M32.00S,2022-01-23T23:42:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.06636005256242,49.01960784313725,1610612747,41,27,2022-01-23T23:42:25Z,1540000,-5.0,22.0,1,right,L. James cutting Layup (9 PTS) (T. Horton-Tucker 2 AST),"[2544, 1629659]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.26,Made,,,,,,,9.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,
157,PT11M21.00S,2022-01-23T23:42:34.4Z,2,REGULAR,foul,personal,[],2546,,,1610612748,41,27,2022-01-23T23:42:54Z,1560000,,,0,,C. Anthony personal FOUL (1 PF),"[2546, 1628389]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,
159,PT11M21.00S,2022-01-23T23:42:50.0Z,2,REGULAR,substitution,out,[],1630559,,,1610612748,41,27,2022-01-23T23:42:55Z,1580000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M21.00S,2022-01-23T23:42:50.0Z,2,REGULAR,substitution,in,[],1626169,,,1610612748,41,27,2022-01-23T23:42:55Z,1590000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M18.00S,2022-01-23T23:43:07.5Z,2,REGULAR,foul,personal,[],1629659,,,1610612748,41,27,2022-01-23T23:43:34Z,1600000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1629622]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Strus,1629622.0,,,
163,PT11M11.00S,2022-01-23T23:43:31.3Z,2,REGULAR,3pt,Jump Shot,[],1628997,15.588042049934298,3.431372549019608,1610612748,44,27,2022-01-23T23:43:38Z,1620000,233.0,94.0,1,left,C. Martin 25' 3PT  (3 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,25.11,Made,,,,,,,3.0,B. Adebayo,1628389.0,3.0,,,,,,,,,
165,PT10M45.00S,2022-01-23T23:43:56.9Z,2,REGULAR,3pt,Jump Shot,[],2544,66.04796320630749,45.09803921568628,1610612747,44,27,2022-01-23T23:44:03Z,1640000,-25.0,267.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M40.00S,2022-01-23T23:44:01.9Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,44,27,2022-01-23T23:44:03Z,1650000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,165.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
167,PT10M36.00S,2022-01-23T23:44:06.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,8.492115637319317,55.392156862745104,1610612748,44,27,2022-01-23T23:44:25Z,1660000,-27.0,27.0,1,left,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M34.00S,2022-01-23T23:44:08.2Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,44,27,2022-01-23T23:45:07Z,1670000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,167.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
169,PT10M31.00S,2022-01-23T23:44:12.2Z,2,REGULAR,turnover,lost ball,[],1628389,,,1610612748,44,27,2022-01-23T23:44:45Z,1680000,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 1629659]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,1.0,,,,,Horton-Tucker,1629659.0,,,,,,,
170,PT10M31.00S,2022-01-23T23:44:12.2Z,2,REGULAR,steal,,[],1629659,,,1610612747,44,27,2022-01-23T23:44:14Z,1690000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M30.00S,2022-01-23T23:44:15.3Z,2,REGULAR,foul,personal,[],1628389,,,1610612747,44,27,2022-01-23T23:44:38Z,1700000,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1629659]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,1627963.0,,,,,,,,2.0,0.0,Horton-Tucker,1629659.0,,,
173,PT10M17.00S,2022-01-23T23:44:43.2Z,2,REGULAR,foul,personal,['2freethrow'],1629657,,,1610612747,44,27,2022-01-23T23:44:53Z,1720000,,,0,,K. Guy shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1629657, 1629659]",1610612748.0,MIA,shooting,,,Guy,K. Guy,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Horton-Tucker,1629659.0,,,
175,PT10M17.00S,2022-01-23T23:45:12.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629659,,,1610612747,44,28,2022-01-23T23:45:12Z,1740000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (1 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
176,PT10M17.00S,2022-01-23T23:45:35.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629659,,,1610612747,44,29,2022-01-23T23:45:35Z,1750000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (2 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
177,PT10M04.00S,2022-01-23T23:45:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629657,16.90210249671485,3.9215686274509802,1610612748,47,29,2022-01-23T23:45:59Z,1760000,230.0,106.0,1,left,K. Guy 25' 3PT  (3 PTS) (G. Vincent 4 AST),"[1629657, 1629216]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,25.38,Made,,,,,,,3.0,G. Vincent,1629216.0,4.0,,,,,,,,,
179,PT09M50.00S,2022-01-23T23:46:12.5Z,2,REGULAR,turnover,out-of-bounds,[],2546,,,1610612747,47,29,2022-01-23T23:46:24Z,1780000,,,0,,C. Anthony lost ball out-of-bounds TURNOVER (2 TO),[2546],1610612747.0,LAL,lost ball,,,Anthony,C. Anthony,,,,,,,,,,,203592.0,2.0,,,,,,,,,,,,,
180,PT09M38.00S,2022-01-23T23:46:29.1Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,47,29,2022-01-23T23:46:45Z,1790000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1628370]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,1.0,,,,,Monk,1628370.0,,,,,,,
181,PT09M38.00S,2022-01-23T23:46:29.1Z,2,REGULAR,steal,,[],1628370,,,1610612747,47,29,2022-01-23T23:46:31Z,1800000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M35.00S,2022-01-23T23:46:35.4Z,2,REGULAR,foul,personal,[],1629657,,,1610612747,47,29,2022-01-23T23:46:47Z,1810000,,,0,,K. Guy personal FOUL (2 PF),"[1629657, 1628370]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,203592.0,,,,,,,,2.0,0.0,Monk,1628370.0,,,
184,PT09M33.00S,2022-01-23T23:46:54.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,66.70499342969777,42.64705882352941,1610612747,47,29,2022-01-23T23:47:03Z,1830000,-37.0,260.0,1,right,MISS M. Monk 26' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M31.00S,2022-01-23T23:46:56.2Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,47,29,2022-01-23T23:47:03Z,1840000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
186,PT09M24.00S,2022-01-23T23:47:05.2Z,2,REGULAR,foul,personal,[],1626169,,,1610612748,47,29,2022-01-23T23:47:21Z,1850000,,,0,,S. Johnson personal FOUL (1 PF),"[1626169, 1628389]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,1627963.0,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,
188,PT09M08.00S,2022-01-23T23:47:43.2Z,2,REGULAR,2pt,Jump Shot,[],1629216,4.02431011826544,23.284313725490197,1610612748,47,29,2022-01-23T23:48:25Z,1870000,134.0,-15.0,1,left,MISS G. Vincent 13' driving floating Shot,[1629216],1610612748.0,MIA,driving floating,,,Vincent,G. Vincent,,,,,13.44,Missed,,,,,,,,,,,,,,,,,,,
