actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT02M38.00S,2022-03-29T00:00:59.9Z,1,REGULAR,turnover,lost ball,[],1630558,,,1610612758,22,13,2022-03-29T00:01:06Z,930000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 1629130]",1610612758.0,SAC,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,
96,PT02M38.00S,2022-03-29T00:00:59.9Z,1,REGULAR,steal,,[],1629130,,,1610612748,22,13,2022-03-29T00:01:05Z,940000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
97,PT02M27.00S,2022-03-29T00:01:19.8Z,1,REGULAR,violation,kicked ball,[],1629002,,,1610612748,22,13,2022-03-29T00:02:48Z,950000,,,0,,C. Metu kicked ball VIOLATION,[1629002],1610612758.0,SAC,,,,,,,,,Metu,C. Metu,,,,,201638.0,,,,,,,,,,,,,
98,PT02M27.00S,2022-03-29T00:01:23.6Z,1,REGULAR,substitution,out,[],200768,,,1610612748,22,13,2022-03-29T00:01:30Z,960000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,
100,PT02M27.00S,2022-03-29T00:01:23.6Z,1,REGULAR,substitution,in,[],202710,,,1610612748,22,13,2022-03-29T00:01:30Z,980000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
101,PT02M27.00S,2022-03-29T00:01:23.6Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,22,13,2022-03-29T00:01:30Z,990000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,,,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,
108,PT02M27.00S,2022-03-29T00:01:23.6Z,1,REGULAR,substitution,out,[],200782,,,1610612748,22,13,2022-03-29T00:02:25Z,995000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,
102,PT02M16.00S,2022-03-29T00:01:43.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203473,15.982260183968464,67.8921568627451,1610612748,24,13,2022-03-29T00:01:49Z,1000000,-89.0,98.0,1,left,D. Dedmon 13' bank Jump Shot (2 PTS) (T. Herro 3 AST),"[203473, 1629639]",1610612748.0,MIA,bank,,,,,,13.25,Made,Dedmon,D. Dedmon,,,,,,,,,,2.0,T. Herro,1629639.0,3.0,,,,,
104,PT02M07.00S,2022-03-29T00:01:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,85.89027595269383,40.19607843137255,1610612758,24,13,2022-03-29T00:02:38Z,1020000,-49.0,80.0,1,right,MISS J. Lamb 9' driving floating Shot,[203087],1610612758.0,SAC,driving floating,,,,,,9.39,Missed,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,
105,PT02M06.00S,2022-03-29T00:01:56.9Z,1,REGULAR,rebound,offensive,[],203087,,,1610612758,24,13,2022-03-29T00:02:38Z,1030000,,,0,,J. Lamb REBOUND (Off:1 Def:0),[203087],1610612758.0,SAC,,,,,,,,,Lamb,J. Lamb,104.0,1.0,0.0,1.0,,,,,,,,,,,,,,
106,PT02M05.00S,2022-03-29T00:02:10.6Z,1,REGULAR,foul,personal,[],203473,,,1610612758,24,13,2022-03-29T00:05:16Z,1040000,,,0,,D. Dedmon personal FOUL (2 PF),"[203473, 203087]",1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,201638.0,2.0,0.0,Lamb,203087.0,,,,,,,,,
109,PT01M48.00S,2022-03-29T00:02:33.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,65.91655716162943,47.549019607843135,1610612758,24,16,2022-03-29T00:02:41Z,1060000,-12.0,268.0,1,right,D. Mitchell 26' 3PT step back (5 PTS),[1630558],1610612758.0,SAC,step back,,,,,,26.82,Made,Mitchell,D. Mitchell,,,,,,,,,,5.0,,,,,,,,
110,PT01M23.00S,2022-03-29T00:02:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,6.915243101182654,43.13725490196079,1610612748,26,16,2022-03-29T00:03:01Z,1070000,34.0,13.0,1,left,D. Dedmon driving bank Jump Shot (4 PTS),[203473],1610612748.0,MIA,driving bank,,,,,,3.65,Made,Dedmon,D. Dedmon,,,,,,,,,,4.0,,,,,,,,
111,PT01M11.00S,2022-03-29T00:03:09.6Z,1,REGULAR,2pt,Jump Shot,[],1628978,95.48291721419186,69.6078431372549,1610612758,26,16,2022-03-29T00:05:46Z,1080000,98.0,-10.0,1,right,MISS D. DiVincenzo 9' pullup Shot,[1628978],1610612758.0,SAC,pullup,,,,,,9.85,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
112,PT01M08.00S,2022-03-29T00:03:12.6Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,26,16,2022-03-29T00:06:40Z,1090000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT01M04.00S,2022-03-29T00:03:17.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,33.590670170827856,39.21568627450981,1610612748,26,16,2022-03-29T00:06:59Z,1100000,54.0,263.0,1,left,MISS T. Herro 26' running 3PT,[1629639],1610612748.0,MIA,running,,,,,,26.88,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,
114,PT01M01.00S,2022-03-29T00:03:20.1Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,26,16,2022-03-29T00:03:20Z,1110000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,113.0,2.0,1.0,1.0,,,,,,,,,,,,,,
115,PT01M00.00S,2022-03-29T00:03:22.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,15.719448094612352,41.42156862745098,1610612748,28,16,2022-03-29T00:08:04Z,1120000,43.0,95.0,1,left,T. Herro 10' floating Jump Shot (5 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,floating,,,,,,10.45,Made,Herro,T. Herro,,,,,,,,,,5.0,D. Dedmon,203473.0,1.0,,,,,
117,PT00M47.00S,2022-03-29T00:03:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,96.66557161629436,94.6078431372549,1610612758,28,19,2022-03-29T00:03:43Z,1140000,223.0,-21.0,1,right,D. DiVincenzo 3PT  (3 PTS) (D. Mitchell 3 AST),"[1628978, 1630558]",1610612758.0,SAC,,,,,,,22.4,Made,DiVincenzo,D. DiVincenzo,,,,,,,,,,3.0,D. Mitchell,1630558.0,3.0,,,,,
119,PT00M36.50S,2022-03-29T00:03:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,5.732588699080158,59.31372549019608,1610612748,28,19,2022-03-29T00:06:15Z,1160000,-47.0,1.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,,,,4.66,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,
120,PT00M33.30S,2022-03-29T00:03:52.0Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,28,19,2022-03-29T00:03:53Z,1170000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,,,,,,Metu,C. Metu,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT00M29.50S,2022-03-29T00:03:55.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203087,90.3580814717477,3.431372549019608,1610612758,28,19,2022-03-29T00:09:42Z,1180000,-233.0,38.0,1,right,MISS J. Lamb running 3PT,[203087],1610612758.0,SAC,running,,,,,,23.59,Missed,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,
122,PT00M25.90S,2022-03-29T00:03:59.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,28,19,2022-03-29T00:04:00Z,1190000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,,,,,,Herro,T. Herro,121.0,2.0,2.0,0.0,,,,,,,,,,,,,,
123,PT00M06.60S,2022-03-29T00:04:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,14.011169513797633,97.30392156862744,1610612748,31,19,2022-03-29T00:04:30Z,1200000,-237.0,79.0,1,left,D. Robinson 24' 3PT  (3 PTS) (T. Herro 4 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,,,,24.94,Made,Robinson,D. Robinson,,,,,,,,,,3.0,T. Herro,1629639.0,4.0,,,,,
125,PT00M01.50S,2022-03-29T00:04:28.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,73.53810775295663,83.08823529411765,1610612758,31,19,2022-03-29T00:04:49Z,1220000,165.0,196.0,1,right,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612758.0,SAC,pullup,,,,,,25.66,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
126,PT00M00.10S,2022-03-29T00:04:30.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,31,19,2022-03-29T00:04:49Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,
127,PT00M00.00S,2022-03-29T00:04:36.1Z,1,REGULAR,period,end,[],0,,,1610612758,31,19,2022-03-29T00:04:36Z,1240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT12M00.00S,2022-03-29T00:05:25.7Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612758,31,19,2022-03-29T00:07:02Z,1250000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2022-03-29T00:05:25.7Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612758,31,19,2022-03-29T00:07:02Z,1260000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2022-03-29T00:07:20.8Z,2,REGULAR,period,start,[],0,,,1610612748,31,19,2022-03-29T00:07:20Z,1270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT11M42.00S,2022-03-29T00:07:38.3Z,2,REGULAR,3pt,Jump Shot,[],1629130,32.14520367936925,63.23529411764706,1610612748,34,19,2022-03-29T00:07:44Z,1280000,-66.0,250.0,1,left,D. Robinson 25' 3PT  (6 PTS) (G. Vincent 1 AST),"[1629130, 1629216]",1610612748.0,MIA,,,,,,,25.83,Made,Robinson,D. Robinson,,,,,,,,,,6.0,G. Vincent,1629216.0,1.0,,,,,
133,PT11M23.00S,2022-03-29T00:08:04.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,86.28449408672799,49.50980392156863,1610612758,34,21,2022-03-29T00:08:09Z,1300000,-2.0,76.0,1,right,J. Lamb 7' driving floating Jump Shot (2 PTS),[203087],1610612758.0,SAC,driving floating,,,,,,7.64,Made,Lamb,J. Lamb,,,,,,,,,,2.0,,,,,,,,
134,PT11M23.00S,2022-03-29T00:08:07.4Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612758,34,21,2022-03-29T00:08:15Z,1310000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Lamb 1 FT),"[1629216, 203087]",1610612748.0,MIA,shooting,,,,,,,,Vincent,G. Vincent,,,,,1626300.0,1.0,0.0,Lamb,203087.0,,,,,,,,,
136,PT11M23.00S,2022-03-29T00:08:22.1Z,2,REGULAR,freethrow,1 of 1,[],203087,,,1610612758,34,22,2022-03-29T00:08:22Z,1330000,,,0,,J. Lamb Free Throw 1 of 1 (3 PTS),[203087],1610612758.0,SAC,,,,,,,,Made,Lamb,J. Lamb,,,,,,,,,,3.0,,,,,,,,
137,PT11M06.00S,2022-03-29T00:08:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,6.1268068331143235,53.431372549019606,1610612748,34,22,2022-03-29T00:08:47Z,1340000,-17.0,5.0,1,left,MISS D. Dedmon driving Layup,[203473],1610612748.0,MIA,driving,,,,,,1.79,Missed,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,
138,PT11M03.00S,2022-03-29T00:08:45.6Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,34,22,2022-03-29T00:08:47Z,1350000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,,,,,,Metu,C. Metu,137.0,2.0,2.0,0.0,,,,,,,,,,,,,,
139,PT10M52.00S,2022-03-29T00:08:56.7Z,2,REGULAR,2pt,Jump Shot,[],1628978,77.21747700394218,31.862745098039213,1610612758,34,22,2022-03-29T00:09:00Z,1360000,-91.0,162.0,1,right,MISS D. DiVincenzo 18' pullup Shot,[1628978],1610612758.0,SAC,pullup,,,,,,18.54,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
140,PT10M49.00S,2022-03-29T00:08:59.7Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,34,22,2022-03-29T00:09:00Z,1370000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,139.0,3.0,2.0,1.0,,,,,,,,,,,,,,
141,PT10M41.00S,2022-03-29T00:09:16.2Z,2,REGULAR,foul,offensive,[],1629216,,,1610612748,34,22,2022-03-29T00:09:32Z,1380000,,,0,,G. Vincent off-the-ball offensive FOUL (2 PF),"[1629216, 203087]",1610612748.0,MIA,off-the-ball,,,,,,,,Vincent,G. Vincent,,,,,1626300.0,2.0,0.0,Lamb,203087.0,,,,,,,,,
143,PT10M41.00S,2022-03-29T00:09:16.2Z,2,REGULAR,turnover,offensive foul,[],1629216,,,1610612748,34,22,2022-03-29T00:09:16Z,1400000,,,0,,G. Vincent offensive foul TURNOVER (1 TO),[1629216],1610612748.0,MIA,,,,,,,,,Vincent,G. Vincent,,,,,1626300.0,,,,,,,,,1.0,,,,
144,PT10M33.00S,2022-03-29T00:09:37.8Z,2,REGULAR,foul,personal,[],1629639,,,1610612758,34,22,2022-03-29T00:09:43Z,1410000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 203084]",1610612748.0,MIA,,,,,,,,,Herro,T. Herro,,,,,201638.0,1.0,0.0,Barnes,203084.0,,,,,,,,,
146,PT10M28.00S,2022-03-29T00:09:51.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203087,68.15045992115637,27.450980392156865,1610612758,34,25,2022-03-29T00:12:45Z,1430000,-113.0,247.0,1,right,J. Lamb 27' 3PT pullup (6 PTS),[203087],1610612758.0,SAC,pullup,,,,,,27.14,Made,Lamb,J. Lamb,,,,,,,,,,6.0,,,,,,,,
147,PT10M15.00S,2022-03-29T00:10:03.9Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,34,25,2022-03-29T00:10:09Z,1440000,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 203087]",1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,2.0,Lamb,203087.0,,
148,PT10M15.00S,2022-03-29T00:10:03.9Z,2,REGULAR,steal,,[],203087,,,1610612758,34,25,2022-03-29T00:10:05Z,1450000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612758.0,SAC,,,,,,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,
149,PT10M12.00S,2022-03-29T00:10:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,93.64323258869908,50.49019607843137,1610612758,34,25,2022-03-29T00:13:30Z,1460000,2.0,7.0,1,right,MISS D. DiVincenzo running Layup,[1628978],1610612758.0,SAC,running,,,,,,0.77,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
150,PT10M09.00S,2022-03-29T00:10:10.9Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612758,34,25,2022-03-29T00:10:10Z,1470000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612758.0,SAC,,,,,,,,,DiVincenzo,D. DiVincenzo,149.0,1.0,0.0,1.0,,,,,,,,,,,,,,
151,PT09M58.00S,2022-03-29T00:10:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629002,93.9060446780552,48.03921568627451,1610612758,34,27,2022-03-29T00:10:25Z,1480000,-10.0,5.0,1,right,C. Metu driving Layup (2 PTS) (D. DiVincenzo 1 AST),"[1629002, 1628978]",1610612758.0,SAC,driving,,,,,,1.09,Made,Metu,C. Metu,,,,,,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,
153,PT09M28.00S,2022-03-29T00:10:50.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,19.267411300919843,40.19607843137255,1610612748,36,27,2022-03-29T00:10:55Z,1500000,49.0,129.0,1,left,T. Herro 13' driving floating Jump Shot (7 PTS),[1629639],1610612748.0,MIA,driving floating,,,,,,13.76,Made,Herro,T. Herro,,,,,,,,,,7.0,,,,,,,,
154,PT09M17.00S,2022-03-29T00:11:02.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,68.28186596583443,15.686274509803921,1610612758,36,27,2022-03-29T00:11:10Z,1510000,-172.0,246.0,1,right,MISS D. DiVincenzo 29' 3PT,[1628978],1610612758.0,SAC,,,,,,,29.97,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
155,PT09M12.00S,2022-03-29T00:11:07.0Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,36,27,2022-03-29T00:11:10Z,1520000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,154.0,4.0,3.0,1.0,,,,,,,,,,,,,,
156,PT09M06.00S,2022-03-29T00:11:13.9Z,2,REGULAR,3pt,Jump Shot,[],203473,29.25427069645204,22.794117647058822,1610612748,36,27,2022-03-29T00:11:17Z,1530000,136.0,222.0,1,left,MISS D. Dedmon 26' 3PT,[203473],1610612748.0,MIA,,,,,,,26.08,Missed,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,
157,PT09M04.00S,2022-03-29T00:11:15.9Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,36,27,2022-03-29T00:11:17Z,1540000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,,,,,,Metu,C. Metu,156.0,3.0,3.0,0.0,,,,,,,,,,,,,,
158,PT08M56.00S,2022-03-29T00:11:29.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,36,27,2022-03-29T00:11:29Z,1550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT08M53.00S,2022-03-29T00:11:40.6Z,2,REGULAR,2pt,Jump Shot,[],1629002,95.3515111695138,70.58823529411765,1610612758,36,27,2022-03-29T00:11:51Z,1560000,103.0,-9.0,1,right,MISS C. Metu 10' fadeaway Shot,[1629002],1610612758.0,SAC,fadeaway,,,,,,10.33,Missed,Metu,C. Metu,,,,,,,,,,,,,,,,,,
160,PT08M49.00S,2022-03-29T00:11:44.6Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,36,27,2022-03-29T00:11:44Z,1570000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT08M42.00S,2022-03-29T00:11:51.5Z,2,REGULAR,2pt,Jump Shot,[],1629216,22.28975032851511,65.68627450980392,1610612748,38,27,2022-03-29T00:11:55Z,1580000,-78.0,157.0,1,left,G. Vincent 17' pullup Jump Shot (2 PTS),[1629216],1610612748.0,MIA,pullup,,,,,,17.55,Made,Vincent,G. Vincent,,,,,,,,,,2.0,,,,,,,,
162,PT08M25.00S,2022-03-29T00:12:08.0Z,2,REGULAR,3pt,Jump Shot,[],203084,70.25295663600527,18.137254901960784,1610612758,38,27,2022-03-29T00:12:12Z,1590000,-159.0,227.0,1,right,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,,,,27.74,Missed,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
163,PT08M21.00S,2022-03-29T00:12:12.0Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612758,38,27,2022-03-29T00:12:12Z,1600000,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612758.0,SAC,,,,,,,,,Queta,N. Queta,162.0,1.0,0.0,1.0,,,,,,,,,,,,,,
164,PT08M18.00S,2022-03-29T00:12:15.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629674,93.64323258869908,47.549019607843135,1610612758,38,29,2022-03-29T00:12:19Z,1610000,-12.0,7.0,1,right,N. Queta DUNK (2 PTS) (H. Barnes 2 AST),"[1629674, 203084]",1610612758.0,SAC,,,,,,,1.43,Made,Queta,N. Queta,,,,,,,,,,2.0,H. Barnes,203084.0,2.0,,,,,
166,PT08M06.00S,2022-03-29T00:12:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,5.732588699080158,52.94117647058824,1610612748,38,29,2022-03-29T00:12:40Z,1630000,-15.0,1.0,1,left,MISS G. Vincent driving Layup - blocked,"[1629216, 203087]",1610612748.0,MIA,driving,,,,,,1.48,Missed,Vincent,G. Vincent,,,,,,,,,,,,,,,,,Lamb,203087.0
167,PT08M06.00S,2022-03-29T00:12:33.8Z,2,REGULAR,block,,[],203087,,,1610612748,38,29,2022-03-29T00:12:36Z,1640000,,,0,,J. Lamb BLOCK (1 BLK),[203087],1610612758.0,SAC,,,,,,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,
168,PT08M06.00S,2022-03-29T00:12:33.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,38,29,2022-03-29T00:12:40Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
169,PT08M06.00S,2022-03-29T00:12:40.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,38,29,2022-03-29T00:12:40Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT08M01.00S,2022-03-29T00:12:47.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,6.57030223390276,19.385723039215684,1610612748,38,29,2022-03-29T00:15:39Z,1670000,153.0,9.0,1,left,MISS T. Herro 15' Jump Shot,[1629639],1610612748.0,MIA,,,,,,,15.34,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,
171,PT07M58.00S,2022-03-29T00:12:50.1Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,38,29,2022-03-29T00:12:53Z,1680000,,,0,,C. Metu REBOUND (Off:0 Def:4),[1629002],1610612758.0,SAC,,,,,,,,,Metu,C. Metu,170.0,4.0,4.0,0.0,,,,,,,,,,,,,,
172,PT07M52.00S,2022-03-29T00:13:04.1Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612758,38,29,2022-03-29T00:13:14Z,1690000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Metu 2 FT),"[1629130, 1629002]",1610612748.0,MIA,shooting,,,,,,,,Robinson,D. Robinson,,,,,202041.0,1.0,0.0,Metu,1629002.0,,,,,,,,,
174,PT07M52.00S,2022-03-29T00:13:24.4Z,2,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,38,30,2022-03-29T00:13:55Z,1710000,,,0,,C. Metu Free Throw 1 of 2 (3 PTS),[1629002],1610612758.0,SAC,,,,,,,,Made,Metu,C. Metu,,,,,,,,,,3.0,,,,,,,,
175,PT07M52.00S,2022-03-29T00:13:32.6Z,2,REGULAR,substitution,out,[],203473,,,1610612758,38,30,2022-03-29T00:13:36Z,1720000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,
176,PT07M52.00S,2022-03-29T00:13:32.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612758,38,30,2022-03-29T00:13:36Z,1730000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
177,PT07M52.00S,2022-03-29T00:13:24.4Z,2,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,38,30,2022-03-29T00:13:55Z,1740000,,,0,,MISS C. Metu Free Throw 2 of 2,[1629002],1610612758.0,SAC,,,,,,,,Missed,Metu,C. Metu,,,,,,,,,,,,,,,,,,
178,PT07M50.00S,2022-03-29T00:13:26.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,38,30,2022-03-29T00:13:55Z,1750000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,177.0,3.0,2.0,1.0,,,,,,,,,,,,,,
179,PT07M39.00S,2022-03-29T00:14:08.6Z,2,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,38,30,2022-03-29T00:14:32Z,1760000,,,0,,G. Vincent lost ball out-of-bounds TURNOVER (2 TO),[1629216],1610612748.0,MIA,lost ball,,,,,,,,Vincent,G. Vincent,,,,,1626300.0,,,,,,,,,2.0,,,,
180,PT07M19.00S,2022-03-29T00:14:33.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,95.22010512483574,97.54901960784314,1610612758,38,33,2022-03-29T00:14:37Z,1770000,238.0,-8.0,1,right,D. DiVincenzo 3PT  (6 PTS) (H. Barnes 3 AST),"[1628978, 203084]",1610612758.0,SAC,,,,,,,23.78,Made,DiVincenzo,D. DiVincenzo,,,,,,,,,,6.0,H. Barnes,203084.0,3.0,,,,,
182,PT06M58.00S,2022-03-29T00:14:53.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202710,11.777266754270697,51.470588235294116,1610612748,38,33,2022-03-29T00:14:57Z,1790000,-7.0,58.0,1,left,MISS J. Butler turnaround Hook,[202710],1610612748.0,MIA,turnaround,,,,,,5.87,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,
183,PT06M56.00S,2022-03-29T00:14:56.3Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,38,33,2022-03-29T00:14:56Z,1800000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,182.0,2.0,1.0,1.0,,,,,,,,,,,,,,
